race_id,race_level,race_season,driver_number,driver_full_name,manufacturer,finishing_position,NASCAR_driver_id,lap_num,lap_time,lap_speed,lap_running_position
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,0,,,31
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,1,51.425,175.012,32
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,2,46.935,191.755,33
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,3,47.335,190.134,33
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,4,46.969,191.616,33
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,5,47.244,190.500,33
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,6,47.206,190.654,32
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,7,47.232,190.549,32
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,8,47.403,189.861,32
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,9,47.113,191.030,31
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,10,47.495,189.494,32
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,11,47.149,190.884,31
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,12,47.314,190.219,32
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,13,47.928,187.782,35
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,14,47.609,189.040,38
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,15,47.531,189.350,40
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,16,47.272,190.388,39
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,17,47.282,190.347,39
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,18,47.248,190.484,38
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,19,47.539,189.318,39
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,20,47.482,189.546,39
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,21,47.185,190.739,38
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,22,47.13,190.961,37
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,23,47.664,188.822,37
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,24,47.426,189.769,37
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,25,46.906,191.873,37
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,26,46.903,191.885,37
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,27,47.328,190.162,36
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,28,47.765,188.422,36
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,29,46.685,192.781,36
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,30,47.58,189.155,36
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,31,47.522,189.386,37
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,32,46.879,191.984,37
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,33,47.39,189.913,37
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,34,46.779,192.394,37
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,35,47.538,189.322,38
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,36,47.073,191.192,37
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,37,47.594,189.099,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,38,47.072,191.196,16
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,39,57.568,156.337,8
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,40,73.205,122.942,32
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,41,46.664,192.868,31
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,42,46.243,194.624,28
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,43,46.687,192.773,27
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,44,46.723,192.625,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,45,46.906,191.873,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,46,46.961,191.648,23
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,47,46.785,192.369,23
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,48,47.053,191.274,23
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,49,47.212,190.630,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,50,47.353,190.062,23
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,51,47.129,190.965,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,52,47.073,191.192,23
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,53,46.687,192.773,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,54,47.336,190.130,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,55,46.843,192.131,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,56,46.612,193.083,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,57,46.264,194.536,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,58,47.607,189.048,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,59,46.804,192.291,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,60,46.493,193.578,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,61,46.806,192.283,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,62,47.306,190.251,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,63,46.705,192.699,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,64,47.564,189.219,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,65,47.818,188.214,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,66,87.895,102.395,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,67,121.485,74.083,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,68,120.475,74.704,14
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,69,135.374,66.482,27
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,70,127.719,70.467,26
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,71,112.944,79.686,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,72,50.759,177.308,26
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,73,46.458,193.723,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,74,46.845,192.123,26
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,75,46.761,192.468,26
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,76,46.106,195.202,24
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,77,46.558,193.307,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,78,46.458,193.723,25
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,79,46.402,193.957,23
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,80,46.335,194.238,23
5268,1,2023,47,Ricky Stenhouse Jr.,Chv,1,3888,81,46.65,192.926,21
