race_id,race_level,race_season,driver_number,driver_full_name,manufacturer,finishing_position,NASCAR_driver_id,lap_num,lap_time,lap_speed,lap_running_position
5140,3,2021,12,Tate Fogleman,Chv,1,4271,0,,,20
5140,3,2021,12,Tate Fogleman,Chv,1,4271,1,54.71,175.032,20
5140,3,2021,12,Tate Fogleman,Chv,1,4271,2,51.586,185.632,22
5140,3,2021,12,Tate Fogleman,Chv,1,4271,3,51.598,185.589,26
5140,3,2021,12,Tate Fogleman,Chv,1,4271,4,51.64,185.438,25
5140,3,2021,12,Tate Fogleman,Chv,1,4271,5,51.254,186.834,22
5140,3,2021,12,Tate Fogleman,Chv,1,4271,6,51.699,185.226,24
5140,3,2021,12,Tate Fogleman,Chv,1,4271,7,51.497,185.953,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,8,51.117,187.335,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,9,51.275,186.758,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,10,50.869,188.248,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,11,50.851,188.315,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,12,50.919,188.063,21
5140,3,2021,12,Tate Fogleman,Chv,1,4271,13,50.85,188.319,19
5140,3,2021,12,Tate Fogleman,Chv,1,4271,14,51.341,186.518,20
5140,3,2021,12,Tate Fogleman,Chv,1,4271,15,51.662,185.359,19
5140,3,2021,12,Tate Fogleman,Chv,1,4271,16,51.483,186.003,21
5140,3,2021,12,Tate Fogleman,Chv,1,4271,17,51.185,187.086,20
5140,3,2021,12,Tate Fogleman,Chv,1,4271,18,50.714,188.824,18
5140,3,2021,12,Tate Fogleman,Chv,1,4271,19,50.528,189.519,16
5140,3,2021,12,Tate Fogleman,Chv,1,4271,20,50.809,188.471,18
5140,3,2021,12,Tate Fogleman,Chv,1,4271,21,73.744,129.855,18
5140,3,2021,12,Tate Fogleman,Chv,1,4271,22,130.474,73.394,18
5140,3,2021,12,Tate Fogleman,Chv,1,4271,23,168.546,56.815,29
5140,3,2021,12,Tate Fogleman,Chv,1,4271,24,110.098,86.977,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,25,122.574,78.124,25
5140,3,2021,12,Tate Fogleman,Chv,1,4271,26,54.016,177.281,26
5140,3,2021,12,Tate Fogleman,Chv,1,4271,27,52.684,181.763,25
5140,3,2021,12,Tate Fogleman,Chv,1,4271,28,51.409,186.271,25
5140,3,2021,12,Tate Fogleman,Chv,1,4271,29,58.285,164.296,25
5140,3,2021,12,Tate Fogleman,Chv,1,4271,30,125.602,76.241,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,31,137.559,69.614,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,32,134.052,71.435,21
5140,3,2021,12,Tate Fogleman,Chv,1,4271,33,128.549,74.493,22
5140,3,2021,12,Tate Fogleman,Chv,1,4271,34,54.978,174.179,22
5140,3,2021,12,Tate Fogleman,Chv,1,4271,35,53.014,180.632,25
5140,3,2021,12,Tate Fogleman,Chv,1,4271,36,50.926,188.038,21
5140,3,2021,12,Tate Fogleman,Chv,1,4271,37,51.551,185.758,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,38,50.315,190.321,22
5140,3,2021,12,Tate Fogleman,Chv,1,4271,39,51.793,184.890,21
5140,3,2021,12,Tate Fogleman,Chv,1,4271,40,50.962,187.905,21
5140,3,2021,12,Tate Fogleman,Chv,1,4271,41,83.945,114.075,21
5140,3,2021,12,Tate Fogleman,Chv,1,4271,42,124.804,76.728,21
5140,3,2021,12,Tate Fogleman,Chv,1,4271,43,161.219,59.397,26
5140,3,2021,12,Tate Fogleman,Chv,1,4271,44,115.11,83.190,21
5140,3,2021,12,Tate Fogleman,Chv,1,4271,45,130.371,73.452,18
5140,3,2021,12,Tate Fogleman,Chv,1,4271,46,134.183,71.365,16
5140,3,2021,12,Tate Fogleman,Chv,1,4271,47,133.057,71.969,18
5140,3,2021,12,Tate Fogleman,Chv,1,4271,48,54.632,175.282,19
5140,3,2021,12,Tate Fogleman,Chv,1,4271,49,51.59,185.617,24
5140,3,2021,12,Tate Fogleman,Chv,1,4271,50,51.873,184.605,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,51,51.42,186.231,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,52,50.798,188.511,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,53,50.867,188.256,24
5140,3,2021,12,Tate Fogleman,Chv,1,4271,54,51.409,186.271,23
5140,3,2021,12,Tate Fogleman,Chv,1,4271,55,51.462,186.079,22
5140,3,2021,12,Tate Fogleman,Chv,1,4271,56,50.685,188.932,20
5140,3,2021,12,Tate Fogleman,Chv,1,4271,57,51.035,187.636,21
5140,3,2021,12,Tate Fogleman,Chv,1,4271,58,97.041,98.680,17
5140,3,2021,12,Tate Fogleman,Chv,1,4271,59,836.125,11.453,22
5140,3,2021,12,Tate Fogleman,Chv,1,4271,60,77.213,124.021,3
5140,3,2021,12,Tate Fogleman,Chv,1,4271,61,139.626,68.583,17
5140,3,2021,12,Tate Fogleman,Chv,1,4271,62,128.753,74.375,8
5140,3,2021,12,Tate Fogleman,Chv,1,4271,63,124.17,77.120,18
5140,3,2021,12,Tate Fogleman,Chv,1,4271,64,55.104,173.780,19
5140,3,2021,12,Tate Fogleman,Chv,1,4271,65,51.252,186.841,15
5140,3,2021,12,Tate Fogleman,Chv,1,4271,66,51.087,187.445,17
5140,3,2021,12,Tate Fogleman,Chv,1,4271,67,51.831,184.754,16
5140,3,2021,12,Tate Fogleman,Chv,1,4271,68,51.973,184.250,18
5140,3,2021,12,Tate Fogleman,Chv,1,4271,69,51.344,186.507,18
5140,3,2021,12,Tate Fogleman,Chv,1,4271,70,51.783,184.926,17
5140,3,2021,12,Tate Fogleman,Chv,1,4271,71,51.496,185.956,16
5140,3,2021,12,Tate Fogleman,Chv,1,4271,72,51.456,186.101,16
5140,3,2021,12,Tate Fogleman,Chv,1,4271,73,51.04,187.618,15
5140,3,2021,12,Tate Fogleman,Chv,1,4271,74,50.863,188.270,15
5140,3,2021,12,Tate Fogleman,Chv,1,4271,75,50.516,189.564,12
5140,3,2021,12,Tate Fogleman,Chv,1,4271,76,54.197,176.689,9
5140,3,2021,12,Tate Fogleman,Chv,1,4271,77,128.281,74.649,9
5140,3,2021,12,Tate Fogleman,Chv,1,4271,78,136.573,70.116,9
5140,3,2021,12,Tate Fogleman,Chv,1,4271,79,135.626,70.606,8
5140,3,2021,12,Tate Fogleman,Chv,1,4271,80,135.754,70.539,9
5140,3,2021,12,Tate Fogleman,Chv,1,4271,81,135.619,70.610,9
5140,3,2021,12,Tate Fogleman,Chv,1,4271,82,131.612,72.759,8
5140,3,2021,12,Tate Fogleman,Chv,1,4271,83,54.7,175.064,10
5140,3,2021,12,Tate Fogleman,Chv,1,4271,84,51.151,187.210,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,85,51.618,185.517,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,86,51.586,185.632,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,87,51.306,186.645,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,88,50.961,187.908,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,89,50.931,188.019,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,90,51.113,187.350,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,91,51.213,186.984,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,92,51.141,187.247,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,93,52.172,183.547,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,94,74.283,128.912,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,95,123.793,77.355,6
5140,3,2021,12,Tate Fogleman,Chv,1,4271,96,135.683,70.576,5
5140,3,2021,12,Tate Fogleman,Chv,1,4271,97,132.491,72.277,6
