race_id,race_level,race_season,driver_number,driver_full_name,manufacturer,finishing_position,NASCAR_driver_id,lap_num,lap_time,lap_speed,lap_running_position
5481,3,2024,38,Layne Riggs #,Frd,1,4446,0,,,18
5481,3,2024,38,Layne Riggs #,Frd,1,4446,1,16.946,113.230,17
5481,3,2024,38,Layne Riggs #,Frd,1,4446,2,16.508,116.235,17
5481,3,2024,38,Layne Riggs #,Frd,1,4446,3,16.543,115.989,18
5481,3,2024,38,Layne Riggs #,Frd,1,4446,4,16.513,116.199,19
5481,3,2024,38,Layne Riggs #,Frd,1,4446,5,16.446,116.673,19
5481,3,2024,38,Layne Riggs #,Frd,1,4446,6,16.489,116.368,18
5481,3,2024,38,Layne Riggs #,Frd,1,4446,7,16.312,117.631,17
5481,3,2024,38,Layne Riggs #,Frd,1,4446,8,16.314,117.617,16
5481,3,2024,38,Layne Riggs #,Frd,1,4446,9,16.051,119.544,15
5481,3,2024,38,Layne Riggs #,Frd,1,4446,10,16.124,119.003,14
5481,3,2024,38,Layne Riggs #,Frd,1,4446,11,16.463,116.552,15
5481,3,2024,38,Layne Riggs #,Frd,1,4446,12,16.436,116.744,15
5481,3,2024,38,Layne Riggs #,Frd,1,4446,13,16.377,117.164,14
5481,3,2024,38,Layne Riggs #,Frd,1,4446,14,16.14,118.885,14
5481,3,2024,38,Layne Riggs #,Frd,1,4446,15,16.279,117.870,14
5481,3,2024,38,Layne Riggs #,Frd,1,4446,16,16.329,117.509,14
5481,3,2024,38,Layne Riggs #,Frd,1,4446,17,16.351,117.351,14
5481,3,2024,38,Layne Riggs #,Frd,1,4446,18,16.2,118.444,13
5481,3,2024,38,Layne Riggs #,Frd,1,4446,19,16.237,118.175,13
5481,3,2024,38,Layne Riggs #,Frd,1,4446,20,16.433,116.765,13
5481,3,2024,38,Layne Riggs #,Frd,1,4446,21,16.522,116.136,13
5481,3,2024,38,Layne Riggs #,Frd,1,4446,22,16.808,114.160,13
5481,3,2024,38,Layne Riggs #,Frd,1,4446,23,16.271,117.928,13
5481,3,2024,38,Layne Riggs #,Frd,1,4446,25,16.161,118.730,12
5481,3,2024,38,Layne Riggs #,Frd,1,4446,26,16.232,118.211,12
5481,3,2024,38,Layne Riggs #,Frd,1,4446,27,16.289,117.797,12
5481,3,2024,38,Layne Riggs #,Frd,1,4446,28,16.233,118.204,12
5481,3,2024,38,Layne Riggs #,Frd,1,4446,29,16.143,118.863,12
5481,3,2024,38,Layne Riggs #,Frd,1,4446,30,16.186,118.547,12
5481,3,2024,38,Layne Riggs #,Frd,1,4446,31,16.3,117.718,12
