race_id,race_level,race_season,driver_number,driver_full_name,manufacturer,finishing_position,NASCAR_driver_id,lap_num,lap_time,lap_speed,lap_running_position
4928,2,2020,22,Austin Cindric,Frd,1,4180,0,,,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,1,125.723,103.370,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,2,122.812,105.820,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,3,121.552,106.917,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,4,121.632,106.847,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,5,122.42,106.159,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,6,122.63,105.977,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,7,123.93,104.866,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,8,124.14,104.688,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,9,123.476,105.251,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,10,124.035,104.777,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,11,124.259,104.588,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,12,124.37,104.495,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,13,267.245,48.630,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,14,306.098,42.457,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,15,124.834,104.106,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,16,247.247,52.563,1
4928,2,2020,22,Austin Cindric,Frd,1,4180,17,274.754,47.300,19
4928,2,2020,22,Austin Cindric,Frd,1,4180,18,192.218,67.611,13
4928,2,2020,22,Austin Cindric,Frd,1,4180,19,266.859,48.700,12
4928,2,2020,22,Austin Cindric,Frd,1,4180,20,125.338,103.688,8
4928,2,2020,22,Austin Cindric,Frd,1,4180,21,194.075,66.964,7
4928,2,2020,22,Austin Cindric,Frd,1,4180,22,295.517,43.977,8
4928,2,2020,22,Austin Cindric,Frd,1,4180,23,123.549,105.189,4
4928,2,2020,22,Austin Cindric,Frd,1,4180,24,120.586,107.774,3
4928,2,2020,22,Austin Cindric,Frd,1,4180,25,121.282,107.155,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,26,121.005,107.401,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,27,121.541,106.927,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,28,121.549,106.920,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,29,122.483,106.105,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,30,124.092,104.729,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,31,220.955,58.817,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,32,280.447,46.340,4
4928,2,2020,22,Austin Cindric,Frd,1,4180,33,122.604,106.000,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,34,119.899,108.391,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,35,121.016,107.391,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,36,120.515,107.837,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,37,121.086,107.329,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,38,121.482,106.979,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,39,122.716,105.903,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,40,122.776,105.851,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,41,123.632,105.118,2
4928,2,2020,22,Austin Cindric,Frd,1,4180,42,123.733,105.033,2
