season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2004,W,2004_Daytona_500,1,3,8,usa,Dale_Earnhardt_Jr,"Dale Earnhardt, Jr.",Budweiser Born On Date,"Dale_Earnhardt,_Inc.",Chevrolet,200,1495070,running,58,185
2004,W,2004_Daytona_500,2,5,20,usa,Tony_Stewart,Tony Stewart,Home Depot,Joe_Gibbs,Chevrolet,200,1096160,running,98,180
2004,W,2004_Daytona_500,3,26,22,usa,Scott_Wimmer,Scott Wimmer,Caterpillar,Bill_Davis,Dodge,200,758839,running,5,170
2004,W,2004_Daytona_500,4,10,29,usa,Kevin_Harvick,Kevin Harvick,GM Goodwrench,Richard_Childress,Chevrolet,200,610792,running,6,165
2004,W,2004_Daytona_500,5,6,48,usa,Jimmie_Johnson,Jimmie Johnson,Lowe's,Rick_Hendrick,Chevrolet,200,472189,running,16,160
2004,W,2004_Daytona_500,6,14,01,usa,Joe_Nemechek,Joe Nemechek,U.S. Army,Nelson_Bowers,Chevrolet,200,358839,running,0,150
2004,W,2004_Daytona_500,7,2,38,usa,Elliott_Sadler,Elliott Sadler,M&M's Black & White,Yates_Racing,Ford,200,358772,running,0,146
2004,W,2004_Daytona_500,8,39,24,usa,Jeff_Gordon,Jeff Gordon,DuPont,Rick_Hendrick,Chevrolet,200,318490,running,8,147
2004,W,2004_Daytona_500,9,12,17,usa,Matt_Kenseth,Matt Kenseth,DeWalt Power Tools,Jack_Roush,Ford,200,307917,running,2,143
2004,W,2004_Daytona_500,10,31,88,usa,Dale_Jarrett,Dale Jarrett,UPS,Yates_Racing,Ford,200,279529,running,0,134
2004,W,2004_Daytona_500,11,13,18,usa,Bobby_Labonte,Bobby Labonte,Interstate Batteries / Passion of the Christ,Joe_Gibbs,Chevrolet,200,278445,running,0,130
2004,W,2004_Daytona_500,12,1,16,usa,Greg_Biffle,Greg Biffle,National Guard,Jack_Roush,Ford,200,249312,running,0,127
2004,W,2004_Daytona_500,13,29,1,usa,John_Andretti,John Andretti,Post / Maxwell House,"Dale_Earnhardt,_Inc.",Chevrolet,200,235287,running,1,129
2004,W,2004_Daytona_500,14,25,41,usa,Casey_Mears,Casey Mears,Target,Chip_Ganassi,Dodge,200,235087,running,0,121
2004,W,2004_Daytona_500,15,23,23,usa,Dave_Blaney,Dave Blaney,Whelen Engineering,Bill_Davis,Dodge,200,232762,running,0,118
2004,W,2004_Daytona_500,16,15,97,usa,Kurt_Busch,Kurt Busch,Sharpie,Jack_Roush,Ford,199,236887,running,0,115
2004,W,2004_Daytona_500,17,19,0,usa,Ward_Burton,Ward Burton,NetZero Hi Speed,Gene_Haas,Chevrolet,199,218912,running,0,112
2004,W,2004_Daytona_500,18,16,21,usa,Ricky_Rudd,Ricky Rudd,Motorcraft,Wood_Brothers,Ford,199,246020,running,0,109
2004,W,2004_Daytona_500,19,17,77,usa,Brendan_Gaughan,Brendan Gaughan,Kodak / Jasper Engines,Doug_Bawel,Dodge,199,225887,running,0,106
2004,W,2004_Daytona_500,20,38,5,usa,Terry_Labonte,Terry Labonte,Kellogg's,Rick_Hendrick,Chevrolet,199,245812,running,1,108
2004,W,2004_Daytona_500,21,33,45,usa,Kyle_Petty,Kyle Petty,Georgia-Pacific / Brawny,Petty_Enterprises,Dodge,199,226127,running,5,105
2004,W,2004_Daytona_500,22,43,33,usa,Mike_Skinner,Mike Skinner,Bass Pro Shops / Tracker Boats,Richard_Childress,Chevrolet,198,213813,running,0,97
2004,W,2004_Daytona_500,23,28,32,usa,Ricky_Craven,Ricky Craven,Tide,Cal_Wells,Chevrolet,198,225339,running,0,94
2004,W,2004_Daytona_500,24,40,7,usa,Jimmy_Spencer,Jimmy Spencer,Johnny Cat / Oil Dri,Jim_Smith,Dodge,198,223513,running,0,91
2004,W,2004_Daytona_500,25,22,19,usa,Jeremy_Mayfield,Jeremy Mayfield,Dodge Dealers / UAW,Ray_Evernham,Dodge,195,222889,running,0,88
2004,W,2004_Daytona_500,26,21,30,usa,Johnny_Sauter,Johnny Sauter,America Online,Richard_Childress,Chevrolet,193,213687,running,0,85
2004,W,2004_Daytona_500,27,24,09,usa,Johnny_Benson_Jr,"Johnny Benson, Jr.",Miccosukee Gaming & Resorts,James_Finch,Dodge,177,210414,crash,0,82
