season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1983,W,1983_Daytona_500,1,8,28,usa,Cale_Yarborough,Cale Yarborough,Hardee's,Harry_Ranier,Pontiac,200,119600,running,23,180
1983,W,1983_Daytona_500,2,17,9,usa,Bill_Elliott,Bill Elliott,Melling Oil Pumps,Harry_Melling,Ford,200,66425,running,6,175
1983,W,1983_Daytona_500,3,5,21,usa,Buddy_Baker,Buddy Baker,Valvoline,Wood_Brothers,Ford,200,59650,running,35,170
1983,W,1983_Daytona_500,4,11,98,usa,Joe_Ruttman,Joe Ruttman,Levi Garrett,Ron_Benfield,Chevrolet,200,55980,running,57,170
1983,W,1983_Daytona_500,5,10,90,usa,Dick_Brooks,Dick Brooks,Sunny King Ford & Honda / Burger King,Junie_Donlavey,Ford,199,44545,running,15,160
1983,W,1983_Daytona_500,6,41,44,usa,Terry_Labonte,Terry Labonte,Budweiser,Billy_Hagan,Chevrolet,199,33175,running,0,150
1983,W,1983_Daytona_500,7,22,53,usa,Tom_Sneva,Tom Sneva,Simoniz BodyGard,Bay_Darnell,Chevrolet,199,27900,running,0,146
1983,W,1983_Daytona_500,8,15,16,usa,David_Pearson,David Pearson,Chattanooga Chew,Bobby_Hawkins,Chevrolet,198,25100,running,0,142
1983,W,1983_Daytona_500,9,35,22,usa,Bobby_Allison,Bobby Allison,Miller High Life,Di_Gard,Chevrolet,198,29400,running,0,138
1983,W,1983_Daytona_500,10,18,84,usa,Jody_Ridley,Jody Ridley,Cumberland Mills,Robert_McEntyre,Buick,197,20900,running,0,134
1983,W,1983_Daytona_500,11,9,14,usa,A_J_Foyt,A.J. Foyt,Valvoline,A.J._Foyt,Chevrolet,197,20000,running,0,130
1983,W,1983_Daytona_500,12,39,51,usa,Lennie_Pond,Lennie Pond,Native Tan,Tom_Beck,Buick,197,15000,running,0,127
1983,W,1983_Daytona_500,13,32,66,usa,Phil_Parsons,Phil Parsons,Skoal,Johnny_Hayes,Buick,196,13700,running,0,124
1983,W,1983_Daytona_500,14,42,52,usa,Jimmy_Means,Jimmy Means,Broadway Motors,Jimmy_Means,Buick,196,15965,running,0,121
1983,W,1983_Daytona_500,15,27,89,usa,Dean_Roper,Dean Roper,Evinrude Motors,Mueller_Brothers,Pontiac,194,12800,running,0,118
1983,W,1983_Daytona_500,16,34,67,usa,Buddy_Arrington,Buddy Arrington,Arrington Racing,Buddy_Arrington,Chrysler,194,14055,running,0,115
1983,W,1983_Daytona_500,17,36,41,usa,Ronnie_Thomas,Ronnie Thomas,Advance Auto Parts,Ronnie_Thomas,Pontiac,192,10500,running,0,112
1983,W,1983_Daytona_500,18,20,6,usa,Jim_Sauter,Jim Sauter,Ulrich Racing,D.K._Ulrich,Chevrolet,191,13735,running,0,109
1983,W,1983_Daytona_500,19,28,26,usa,Ronnie_Hopkins,Ronnie Hopkins,Food Country USA,Charlie_Henderson,Buick,191,9400,running,0,106
1983,W,1983_Daytona_500,20,30,04,usa,Rick_Baldwin,Rick Baldwin,Baldwin Racing,Rick_Baldwin,Dodge,188,8900,running,0,103
1983,W,1983_Daytona_500,21,40,10,usa,Clark_Dwyer,Clark Dwyer,Kings Inn,Roger_Hamby,Chevrolet,188,7100,running,0,100
1983,W,1983_Daytona_500,22,4,75,usa,Neil_Bonnett,Neil Bonnett,Hodgdon,Rahmoc_Enterprises,Chevrolet,187,32400,running,9,102
1983,W,1983_Daytona_500,23,29,48,usa,James_Hylton,James Hylton,Palatine Auto Parts,James_Hylton,Chevrolet,184,9400,running,0,94
