season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,1,1,25,usa,Michael_Self,Michael Self,Sinclair Lubricants,Cathy_Venturini,Toyota,80,running,61,49,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,2,7,4,usa,Hailie_Deegan,Hailie Deegan,Monster Energy,David_Gilliland,Ford,80,running,0,42,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,3,5,15,usa,Drew_Dollar,Drew Dollar,Lynx Capital / Dollar Concrete Construction,Bill_Venturini,Toyota,80,running,0,41,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,4,20,8,usa,Sean_Corr,Sean Corr,NESCO,John_Corr,Chevrolet,80,running,7,41,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,5,33,46,usa,Thad_Moffitt,Thad Moffitt,DGR Crosley,Bo_LeMastus,Ford,80,running,0,39,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,6,4,12,canada,Jason_White_(5),Jason White,Powder Vent Exc / YourGMCTruckStore.com,Michelle_Hillenburg,Chevrolet,80,running,0,38,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,7,6,18,usa,Riley_Herbst,Riley Herbst,Monster / Terrible Herbst / ORCA Coolers,Coy_Gibbs,Toyota,80,running,0,37,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,8,21,3,usa,Willie_Mullins,Willie Mullins,Crow Wing Recycling / Bugsy's Repair,Willie_Mullins,Ford,80,running,0,36,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,9,18,23,usa,Bret_Holmes,Bret Holmes,Holmes II Excavation / Southern States Bank,Stacy_Holmes,Chevrolet,80,running,8,36,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,10,23,69,usa,Scott_Melton,Scott Melton,Melton-McFadden Insurance Agency,Bill_Kimmel,Ford,80,running,0,34,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,11,22,9,usa,Thomas_Praytor,Thomas Praytor,AIDB / Max Force Trucking,Thomas_Praytor,Chevrolet,80,running,0,33,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,12,9,28,usa,David_Gravel,David Gravel,Chevy Accessories,Mike_Bursley,Chevrolet,79,running,0,32,
2020,N,2020_Lucas_Oil_200_Driven_by_General_Tire/A,13,31,87,usa,"Chuck_Buchanan,_Jr","Chuck Buchanan, Jr.",Spring Drug,Charles_Buchanan,Chevrolet,79,running,0,31,
