season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1981,N,1981_Daytona_ARCA_200/A,1,4,01,usa,Tim_Richmond,Tim Richmond,UNO,Hoss_Ellington,Oldsmobile,80,,running,59,
1981,N,1981_Daytona_ARCA_200/A,2,6,5,usa,Joe_Ruttman,Joe Ruttman,Joe Ruttman,,Pontiac,80,,running,9,
1981,N,1981_Daytona_ARCA_200/A,3,5,99,usa,Jim_Vandiver,Jim Vandiver,Jim Vandiver,Jim_Vandiver,Oldsmobile,80,,running,1,
1981,N,1981_Daytona_ARCA_200/A,4,16,48,usa,Phil_Parsons,Phil Parsons,Melling,,Pontiac,80,,running,0,
1981,N,1981_Daytona_ARCA_200/A,5,11,88,usa,Sandy_Satullo,Sandy Satullo,Sandy Satullo,Sandy_Satullo,Buick,79,,running,0,
1981,N,1981_Daytona_ARCA_200/A,6,34,12,usa,Tim_Fontana,Tim Fontana,Sims Bros. Constr. / Dental Health Clinics,Bobby_Allison,AMC,79,,running,0,
1981,N,1981_Daytona_ARCA_200/A,7,13,32,usa,Mike_Riley,Mike Riley,Buck Holder,Buck_Holder,Chevrolet,78,,running,0,
1981,N,1981_Daytona_ARCA_200/A,8,30,68,usa,Ken_Schrader,Ken Schrader,Stop N Go Gas & Food / Jack Roush,,Ford,77,,running,0,
1981,N,1981_Daytona_ARCA_200/A,9,21,77,usa,Gordon_Blankenship,Gordon Blankenship,Gordon Blankenship,Gordon_Blankenship,Dodge,77,,running,0,
1981,N,1981_Daytona_ARCA_200/A,10,26,52,usa,Tom_Rahley,Tom Rahley,Tom Rahley,,Pontiac,76,,running,0,
1981,N,1981_Daytona_ARCA_200/A,11,14,11,usa,Larry_Moyer,Larry Moyer,Larry Moyer,Larry_Moyer,Pontiac,75,,running,0,
1981,N,1981_Daytona_ARCA_200/A,12,18,81,usa,Woody_Fisher,Woody Fisher,Jerry Lawrence,Jerry_Lawrence,Dodge,75,,running,0,
1981,N,1981_Daytona_ARCA_200/A,13,38,21,usa,Gary_Sharp,Gary Sharp,Doc Kinsey,Doc_Kinsey,Chevrolet,71,,crash,0,
1981,N,1981_Daytona_ARCA_200/A,14,31,42,usa,Roger_Neshem,Roger Neshem,Roger Neshem,Roger_Neshem,Dodge,70,,running,0,
1981,N,1981_Daytona_ARCA_200/A,15,19,05,usa,Charles_Pelz,Charles Pelz,–,,Chevrolet,68,,running,0,
1981,N,1981_Daytona_ARCA_200/A,16,35,94,usa,Bobby_Wawak,Bobby Wawak,–,,Oldsmobile,68,,running,0,
1981,N,1981_Daytona_ARCA_200/A,17,33,0,usa,Scott_Stovall,Scott Stovall,Jim Stovall,Jim_Stovall,Buick,61,,running,0,
1981,N,1981_Daytona_ARCA_200/A,18,22,74,usa,Buddy_Medlock,Buddy Medlock,Buddy Crouch,Buddy_Crouch,Dodge,60,,running,0,
1981,N,1981_Daytona_ARCA_200/A,19,7,71,usa,Bobby_Jacks,Bobby Jacks,Mike Redfern,Mike_Redfern,Oldsmobile,54,,oil leak,0,
1981,N,1981_Daytona_ARCA_200/A,20,9,20,usa,Bobby_Tinkham,Bobby Tinkham,–,,Buick,46,,battery,0,
1981,N,1981_Daytona_ARCA_200/A,21,27,30,usa,Vaughn_Brune,Vaughn Brune,–,,Buick,43,,engine,0,
1981,N,1981_Daytona_ARCA_200/A,22,25,9,usa,Joe_Booher,Joe Booher,Booher Farms,Bill_Hollar,Chevrolet,41,,vibration,0,
1981,N,1981_Daytona_ARCA_200/A,23,10,55,usa,Rick_Roland,Rick Roland,George Roland,George_Roland,Oldsmobile,37,,connecting rod,0,
1981,N,1981_Daytona_ARCA_200/A,24,17,85,usa,Jerry_Makara,Jerry Makara,Gerald Ward,,Oldsmobile,36,,valve,0,
1981,N,1981_Daytona_ARCA_200/A,25,12,31,usa,Billie_Harvey,Billie Harvey,–,,Pontiac,28,,valve,0,
1981,N,1981_Daytona_ARCA_200/A,26,1,41,usa,Ferrel_Harris,Ferrel Harris,–,,Chevrolet,26,,engine,11,
1981,N,1981_Daytona_ARCA_200/A,27,15,24,usa,Ralph_Jones,Ralph Jones,–,,Oldsmobile,26,,cylinder head,0,
1981,N,1981_Daytona_ARCA_200/A,28,3,72,usa,Pee_Wee_Griffin,Pee Wee Griffin,Griffin Racing,,Chevrolet,23,,engine,0,
1981,N,1981_Daytona_ARCA_200/A,29,37,67,usa,Bill_Scott_(3),Bill Scott,George Wiltshire,George_Wiltshire,Chevrolet,23,,crankshaft,0,
1981,N,1981_Daytona_ARCA_200/A,30,36,4,usa,Curtis_Payne,Curtis Payne,Art Klinefelter,,Oldsmobile,21,,vibration,0,
1981,N,1981_Daytona_ARCA_200/A,31,23,37,usa,Jim_Hurlbert,Jim Hurlbert,Jim Hurlbert,Jim_Hurlbert,Dodge,13,,crash,0,
1981,N,1981_Daytona_ARCA_200/A,32,20,38,usa,Jimmy_Vaughan_(2),Jimmy Vaughan,JV Enterprises,,Ford,13,,crash,0,
1981,N,1981_Daytona_ARCA_200/A,33,32,18,usa,Bob_Slawinski,Bob Slawinski,Fleetwood Industries,,Chevrolet,2,,crash,0,
1981,N,1981_Daytona_ARCA_200/A,34,29,06,usa,Sal_Tovella,Sal Tovella,Test Tube,,Chevrolet,2,,crash,0,
1981,N,1981_Daytona_ARCA_200/A,35,2,76,usa,Bob_Dotter,Bob Dotter,Bill Hahnlein,Bill_Hahnlein,Oldsmobile,1,,crash,0,
