season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1988,N,1988_Daytona_ARCA_200/A,1,21,01,usa,Mickey_Gibbs,Mickey Gibbs,Gibbs-West Tractor,Don_Gibbs,Ford,80,11365,running,26,
1988,N,1988_Daytona_ARCA_200/A,2,29,97,usa,Red_Farmer,Red Farmer,White Racing,Drew_White,Buick,80,5050,running,8,
1988,N,1988_Daytona_ARCA_200/A,3,2,49,usa,Charlie_Glotzbach,Charlie Glotzbach,21 Motors / KTB Colors,Don_Jackson,Chevrolet,80,4000,running,0,
1988,N,1988_Daytona_ARCA_200/A,4,4,78,usa,Jay_Sommers,Jay Sommers,Sommers Marine / DOE,,Chevrolet,80,3100,running,0,
1988,N,1988_Daytona_ARCA_200/A,5,5,25,usa,Bill_Venturini,Bill Venturini,Amoco Ultimate / Rain-X,Cathy_Venturini,Chevrolet,80,4700,running,0,
1988,N,1988_Daytona_ARCA_200/A,6,22,72,usa,Tracy_Leslie,Tracy Leslie,Ruehle's Towing,Don_Biederman,Chevrolet,80,2600,running,0,
1988,N,1988_Daytona_ARCA_200/A,7,17,12,usa,Kirk_Bryant,Kirk Bryant,Bryant Racing,Darrell_Bryant,Oldsmobile,80,2500,running,0,
1988,N,1988_Daytona_ARCA_200/A,8,6,41,usa,Ronnie_Thomas,Ronnie Thomas,J&M Glass / Everide,Ronnie_Thomas,Chevrolet,80,2300,running,0,
1988,N,1988_Daytona_ARCA_200/A,9,19,24,usa,Bobby_Coyle,Bobby Coyle,Gray Racing,Henley_Gray,Chevrolet,80,2000,running,0,
1988,N,1988_Daytona_ARCA_200/A,10,12,73,usa,Dennis_Langston,Dennis Langston,Langston Motorsports,Dennis_Langston,Ford,80,1900,running,0,
1988,N,1988_Daytona_ARCA_200/A,11,9,1,usa,Lee_Raymond,Lee Raymond,Riverside Auto Parts,Jim_Coyle,Chevrolet,80,3275,running,0,
1988,N,1988_Daytona_ARCA_200/A,12,25,0,usa,Scott_Stovall,Scott Stovall,Southern States Auction,Jim_Stovall,Chevrolet,80,1800,running,0,
1988,N,1988_Daytona_ARCA_200/A,13,24,85,usa,Bobby_Gerhart,Bobby Gerhart,J. Omar Landis / James Chevrolet,Billy_Gerhart,Chevrolet,80,1700,running,0,
1988,N,1988_Daytona_ARCA_200/A,14,14,50,usa,Don_Marmor,Don Marmor,Lombard Auto Wrecking,Gail_Marmor,Chevrolet,80,3700,running,0,
1988,N,1988_Daytona_ARCA_200/A,15,28,16,usa,Dave_Weltmeyer,Dave Weltmeyer,Weltmeyer Racing,Toni_Weltmeyer,Chevrolet,80,3075,running,0,
1988,N,1988_Daytona_ARCA_200/A,16,39,33,usa,Rick_Roland,Rick Roland,Furnace Man / Varsel,,Buick,80,1550,running,0,
1988,N,1988_Daytona_ARCA_200/A,17,11,51,usa,David_Simko,David Simko,Mound Steel / Tom Co.,Elmer_Simko,Chevrolet,79,2750,running,0,
1988,N,1988_Daytona_ARCA_200/A,18,32,4,usa,Rodney_Combs,Rodney Combs,Cap'N Coty's,,Oldsmobile,79,1450,running,0,
1988,N,1988_Daytona_ARCA_200/A,19,20,71,usa,Bobby_Jacks,Bobby Jacks,Combined Racing II,Mike_Redfern,Oldsmobile,79,1100,running,0,
1988,N,1988_Daytona_ARCA_200/A,20,33,69,usa,Ben_Hess,Ben Hess,Hess Racing,Ben_Hess,Oldsmobile,79,1350,running,0,
1988,N,1988_Daytona_ARCA_200/A,21,1,2,usa,Grant_Adcox,Grant Adcox,Herb Adcox Chevrolet,Herb_Adcox,Oldsmobile,79,3350,running,5,
1988,N,1988_Daytona_ARCA_200/A,22,27,74,usa,Bobby_Wawak,Bobby Wawak,Mayo Properties,Bobby_Wawak,Chevrolet,78,2275,running,0,
1988,N,1988_Daytona_ARCA_200/A,23,13,22,usa,Glenn_Sears,Glenn Sears,A&E Electronics,Earl_Sears,Chevrolet,78,1550,running,3,
1988,N,1988_Daytona_ARCA_200/A,24,7,92,usa,Ralph_Jones,Ralph Jones,Country Boy Waterbeds,Martha_Jones,Ford,78,2200,running,0,
1988,N,1988_Daytona_ARCA_200/A,25,35,80,usa,Jimmy_Horton,Jimmy Horton,S&H Racing,George_Smith,Ford,78,1150,running,0,
1988,N,1988_Daytona_ARCA_200/A,26,26,54,usa,Patty_Simko-Schacht,Patty Simko-Schacht,Sinbad's Restaurant,Elmer_Simko,Buick,78,1300,running,0,
1988,N,1988_Daytona_ARCA_200/A,27,37,38,usa,Ronnie_Adams,Ronnie Adams,Blackmon Construction,,Chevrolet,78,1075,running,0,
1988,N,1988_Daytona_ARCA_200/A,28,34,36,usa,Jerry_Huffman,Jerry Huffman,Huffman Cabinet Co.,Catherine_Huffman,Ford,77,1150,running,0,
1988,N,1988_Daytona_ARCA_200/A,29,38,81,usa,Roger_Neshem,Roger Neshem,Shark Lounge / Hurlbert,Jim_Hurlbert,Chevrolet,77,1025,running,0,
