season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1997,N,1997_ARCA_200/A,1,1,1,usa,Andy_Hillenburg,Andy Hillenburg,Gravy Train,James_Finch,Chevrolet,80,18860,running,46,
1997,N,1997_ARCA_200/A,2,2,94,usa,Ron_Barfield_Jr,"Ron Barfield, Jr.",New Holland,Bill_Elliott,Ford,80,10244,running,23,
1997,N,1997_ARCA_200/A,3,17,59,usa,Mark_Gibson,Mark Gibson,Breathe Right / Appalachian Motor Sales,Mark_Gibson,Ford,80,9150,running,0,
1997,N,1997_ARCA_200/A,4,3,52,usa,Bill_Baird,Bill Baird,Spee-Dee Pop Popcorn,Ken_Schrader,Chevrolet,80,7850,running,0,
1997,N,1997_ARCA_200/A,5,18,32,usa,Mark_Stahl,Mark Stahl,Auto Bell Car Wash / Petron Plus,Mark_Stahl,Ford,80,6750,running,0,
1997,N,1997_ARCA_200/A,6,9,46,usa,Frank_Kimmel,Frank Kimmel,Advance Auto Parts,Dan_Falldorf,Chevrolet,80,6700,running,0,
1997,N,1997_ARCA_200/A,7,6,80,usa,Gary_Bradberry,Gary Bradberry,Hover Motorsports,Stan_Hover,Ford,80,5700,running,0,
1997,N,1997_ARCA_200/A,8,29,00,usa,Rick_Eckert,Rick Eckert,Raye Vest Excavating,Raye_Vest,Ford,80,3725,running,0,
1997,N,1997_ARCA_200/A,9,22,42,usa,Dan_Pardus,Dan Pardus,Midwest Transit,Jim_Gardner,Chevrolet,80,3375,running,0,
1997,N,1997_ARCA_200/A,10,19,97,usa,Shane_Doles,Shane Doles,Blue Horse Jeans / Celluar One,Shane_Doles,Pontiac,80,4275,running,0,
1997,N,1997_ARCA_200/A,11,30,21,usa,Bob_Strait,Bob Strait,Zinsser Paint Primers / Pro Bull Riders,Jack_Bowsher,Ford,80,4375,running,0,
1997,N,1997_ARCA_200/A,12,25,99,usa,Rick_Heuser,Rick Heuser,Quic Shine 99,Ray_DeWitt,Ford,80,3075,running,0,
1997,N,1997_ARCA_200/A,13,7,33,usa,Harris_DeVane,Harris DeVane,Highland Timber,C_L_Jones,Ford,80,5175,running,0,
1997,N,1997_ARCA_200/A,14,21,11,usa,Glen_Morgan,Glen Morgan,Fast Track Driving School,Andy_Hillenburg,Chevrolet,80,2850,running,0,
1997,N,1997_ARCA_200/A,15,23,93,usa,Wayne_Larson,Wayne Larson,S&S Welding,Wayne_Larson,Chevrolet,80,2900,running,0,
1997,N,1997_ARCA_200/A,16,8,90,usa,Ed_Berrier,Ed Berrier,Mean Green / Lauderdale Miami Auto Auction,Ed_Berrier,Ford,79,3700,running,0,
1997,N,1997_ARCA_200/A,17,16,85,usa,Bobby_Gerhart,Bobby Gerhart,Bobby Gerhart's Truck World,Billy_Gerhart,Chevrolet,79,2650,running,0,
1997,N,1997_ARCA_200/A,18,24,15,usa,Dale_Kreider,Dale Kreider,Quality Inn,Kim_Kreider,Chevrolet,79,2600,running,0,
1997,N,1997_ARCA_200/A,19,32,44,usa,Bill_Flowers,Bill Flowers,Young Racing,Cole_Young,Chevrolet,78,2550,running,0,
1997,N,1997_ARCA_200/A,20,33,73,usa,Ed_Curtis,Ed Curtis,Thompson Drag Raceway,Jim_Curtis,Chevrolet,78,2800,running,0,
1997,N,1997_ARCA_200/A,21,25,88,usa,Jimmy_McCune,Jimmy McCune,S&K Machine Rebuilding,Ken_Moore,Ford,78,2450,running,0,
1997,N,1997_ARCA_200/A,22,37,51,usa,Frog_Hall,Frog Hall,Frog's Fantasy Driving Experience,Greta_Hall,Pontiac,78,3600,running,0,
1997,N,1997_ARCA_200/A,23,15,47,usa,Jimmy_Kitchens,Jimmy Kitchens,Red Line Oil,Dave_Carroll,Ford,77,2350,running,0,
1997,N,1997_ARCA_200/A,24,40,75,usa,Gary_Weinbroer,Gary Weinbroer,Port Hole Lounge,Bob_Schacht,Oldsmobile,77,2900,engine,0,
1997,N,1997_ARCA_200/A,25,35,10,usa,Tim_Moser,Tim Moser,David Letterman Worldwide Pants,Glen_Brewer,Chevrolet,77,2225,running,0,
1997,N,1997_ARCA_200/A,26,26,58,usa,John_Wilkinson_III,John Wilkinson III,Ellis Equipment Company,John_Wilkinson_Jr,Chevrolet,76,2225,running,0,
1997,N,1997_ARCA_200/A,27,14,56,usa,Dill_Whittymore,Dill Whittymore,Indiana Steel / King Industrial Corp.,Dill_Whittymore,Chevrolet,74,4225,engine,0,
1997,N,1997_ARCA_200/A,28,27,95,usa,Steve_Clark,Steve Clark,St. Jude's Children Hospital,Earl_Sadler,Chevrolet,71,1925,running,0,
1997,N,1997_ARCA_200/A,29,38,12,usa,Rick_Sheppard,Rick Sheppard,Handicapped Consulting / Sheppard Motor Sales,Roger_Blackstock,Oldsmobile,65,2625,crash,0,
1997,N,1997_ARCA_200/A,30,36,4,usa,David_Ray_Boggs,David Ray Boggs,Boggs Racing,David_Ray_Boggs,Chevrolet,62,1775,running,0,
1997,N,1997_ARCA_200/A,31,12,17,usa,Mike_Ciochetti,Mike Ciochetti,Hughes Supply,Mike_Ciochetti,Chevrolet,45,1725,rear end,0,
1997,N,1997_ARCA_200/A,32,34,98,usa,Drew_White,Drew White,White Brothers Racing,Drew_White,Pontiac,45,1675,black flag,0,
1997,N,1997_ARCA_200/A,33,31,19,usa,Rob_Smith,Rob Smith,Stratos Boats / No Touch,Rob_Smith,Ford,45,1600,handling,0,
1997,N,1997_ARCA_200/A,34,13,50,usa,Kenny_Martin,Kenny Martin,Martin Enterprises Excavating,Bob_Schacht,Ford,44,1550,engine,0,
1997,N,1997_ARCA_200/A,35,39,9,usa,Curt_Piercy,Curt Piercy,Piercy Auto Body,Ron_Turpin,Pontiac,42,2100,handling,0,
1997,N,1997_ARCA_200/A,36,4,66,usa,Mark_Thompson,Mark Thompson,Midway Island / Phoenix Air,Mike_Brandt,Ford,18,3000,crash,6,
1997,N,1997_ARCA_200/A,37,5,26,usa,Blaise_Alexander,Blaise Alexander,Lisa Express / Sunoco,Blaise_Alexander,Chevrolet,16,3900,crash,0,
1997,N,1997_ARCA_200/A,38,10,16,usa,Tim_Steele,Tim Steele,HS Die / CIMLINC,Harold_Steele,Ford,12,4100,crash,5,
1997,N,1997_ARCA_200/A,39,28,69,usa,Glenn_Miller,Glenn Miller,The Chicken Lounge,Glenn_Miller,Ford,12,1400,crash,0,
1997,N,1997_ARCA_200/A,40,11,6,usa,Perry_Tripp,Perry Tripp,WW Transport,Keith_Whitehead,Chevrolet,0,3700,handling,0,
1997,N,1997_APCO_EasyCare_300/A,1,2,16,usa,Tim_Steele,Tim Steele,HS Die / CIMLINC,Harold_Steele,Ford,122,15138,running,96,
1997,N,1997_APCO_EasyCare_300/A,2,7,66,usa,Mark_Thompson,Mark Thompson,Midway Island / Phoenix Air,Mike_Brandt,Ford,122,8108,running,11,
1997,N,1997_APCO_EasyCare_300/A,3,10,6,usa,Perry_Tripp,Perry Tripp,WW Transport,Keith_Whitehead,Chevrolet,122,5650,running,0,
1997,N,1997_APCO_EasyCare_300/A,4,1,46,usa,Frank_Kimmel,Frank Kimmel,Advance Auto Parts,Dan_Falldorf,Chevrolet,122,5125,running,0,
1997,N,1997_APCO_EasyCare_300/A,5,14,33,usa,Harris_DeVane,Harris DeVane,Georgia Peanuts / Industrial Pipe & Supply,C_L_Jones,Ford,122,5125,running,0,
1997,N,1997_APCO_EasyCare_300/A,6,18,17,usa,Mike_Ciochetti,Mike Ciochetti,Hughes Supply / Rheem,Mike_Ciochetti,Chevrolet,122,4037,running,4,
1997,N,1997_APCO_EasyCare_300/A,7,9,21,usa,Bob_Strait,Bob Strait,Zinsser Paints / Petron Plus,Jack_Bowsher,Ford,121,3300,running,0,
1997,N,1997_APCO_EasyCare_300/A,8,19,42,usa,Dan_Pardus,Dan Pardus,Midwest Transit,Jim_Gardner,Chevrolet,121,2750,running,0,
1997,N,1997_APCO_EasyCare_300/A,9,4,59,usa,Mark_Gibson,Mark Gibson,Hardy Dealers / Metrac,Mark_Gibson,Ford,121,2600,running,0,
1997,N,1997_APCO_EasyCare_300/A,10,3,1,usa,Matt_Hutter,Matt Hutter,Phoenix Construction,James_Finch,Chevrolet,121,3140,running,5,
1997,N,1997_APCO_EasyCare_300/A,11,13,50,usa,Kenny_Martin,Kenny Martin,Mr. Heater,Bob_Schacht,Ford,121,2450,running,0,
1997,N,1997_APCO_EasyCare_300/A,12,5,80,usa,Dave_Blaney,Dave Blaney,Stan Hover Racing,Stan_Hover,Ford,120,2400,running,0,
1997,N,1997_APCO_EasyCare_300/A,13,37,97,usa,Shane_Doles,Shane Doles,Huddle House,Billy_Ballew,Ford,120,2550,running,0,
1997,N,1997_APCO_EasyCare_300/A,14,24,88,usa,Jimmy_McCune,Jimmy McCune,S&K Machine / Days Inn,Ken_Moore,Ford,119,2300,running,0,
1997,N,1997_APCO_EasyCare_300/A,15,11,20,usa,Jeff_Streeter,Jeff Streeter,Streeter Racing,Stephen_Streeter,Ford,118,2400,running,0,
1997,N,1997_APCO_EasyCare_300/A,16,21,32,usa,Mark_Stahl,Mark Stahl,Auto Bell Car Washes / Petron Plus,Mark_Stahl,Ford,118,2218,running,6,
1997,N,1997_APCO_EasyCare_300/A,17,12,26,usa,Blaise_Alexander,Blaise Alexander,Lisa Express / Sunoco,Blaise_Alexander,Chevrolet,118,3000,running,0,
