season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2013,B,2013_DRIVE4COPD_300,1,10,33,usa,Tony_Stewart,Tony Stewart,Oreo / Ritz,Richard_Childress,Chevrolet,120,109220,running,3,0
2013,B,2013_DRIVE4COPD_300,2,2,12,usa,Sam_Hornish_Jr,"Sam Hornish, Jr.",Alliance Truck Parts,Roger_Penske,Ford,120,99378,running,0,42
2013,B,2013_DRIVE4COPD_300,3,8,99,usa,Alex_Bowman,Alex Bowman,Florida Lottery,Robby_Benton,Toyota,120,85603,running,0,41
2013,B,2013_DRIVE4COPD_300,4,13,88,usa,Dale_Earnhardt_Jr,"Dale Earnhardt, Jr.",TaxSlayer.com,JR_Motorsports,Chevrolet,120,68635,running,3,0
2013,B,2013_DRIVE4COPD_300,5,3,77,usa,Parker_Kligerman,Parker Kligerman,Bandit Chippers,Kyle_Busch,Toyota,120,69838,running,10,40
2013,B,2013_DRIVE4COPD_300,6,29,2,usa,Brian_Scott,Brian Scott,Shore Lodge,Richard_Childress,Chevrolet,120,64013,running,5,39
2013,B,2013_DRIVE4COPD_300,7,14,31,usa,Justin_Allgaier,Justin Allgaier,Brandt 60 Years,Steve_Turner,Chevrolet,120,61713,running,1,38
2013,B,2013_DRIVE4COPD_300,8,28,14,usa,Eric_McClure,Eric McClure,Hefty / Reynolds Wrap,Mark_Smith,Toyota,120,60638,running,1,37
2013,B,2013_DRIVE4COPD_300,9,30,23,usa,Robert_Richardson_Jr,"Robert Richardson, Jr.",Stalk-It / World Ventures,Robert_Richardson_Sr.,Chevrolet,120,59388,running,0,0
2013,B,2013_DRIVE4COPD_300,10,4,60,usa,Travis_Pastrana,Travis Pastrana,Roush Fenway Racing,Jack_Roush,Ford,120,59713,running,0,34
2013,B,2013_DRIVE4COPD_300,11,17,30,brazil,Nelson_Piquet_Jr,"Nelson Piquet, Jr.",Worx Yard Tools,Steve_Turner,Chevrolet,120,57338,running,0,33
2013,B,2013_DRIVE4COPD_300,12,11,22,usa,Brad_Keselowski,Brad Keselowski,Discount Tire,Roger_Penske,Ford,120,50495,running,5,0
2013,B,2013_DRIVE4COPD_300,13,21,32,usa,Kyle_Larson,Kyle Larson,Clorox,Steve_Turner,Chevrolet,120,56488,running,1,32
2013,B,2013_DRIVE4COPD_300,14,15,7,usa,Regan_Smith,Regan Smith,AmericasPower.org / Clean Coal,JR_Motorsports,Chevrolet,120,51995,running,23,32
2013,B,2013_DRIVE4COPD_300,15,6,11,usa,Elliott_Sadler,Elliott Sadler,OneMain Financial,Joe_Gibbs,Toyota,120,57538,running,13,30
