race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime
4673,1,2018,The Clash,2,1,105,Daytona International Speedway,2018-02-11T15:00:00,2018-02-11T15:00:00,0001-01-01T00:00:00,,187.5,187.5,75,75,0,0,0,0,0,0,0,0,0,0,0,,,0,0,MRN,FS1,3222,,,,,,,,
4674,1,2018,The Duel at Daytona 1,2,1,105,Daytona International Speedway,2018-02-15T19:00:00,2018-02-15T19:00:00,0001-01-01T00:00:00,,150.0,150.0,60,60,0,0,0,21,0,0,0,0,0,0,0,,,0,0,MRN,FS1,3217,,,,,,,,
4675,1,2018,The Duel at Daytona 2,2,1,105,Daytona International Speedway,2018-02-15T19:00:00,2018-02-15T19:00:00,0001-01-01T00:00:00,,150.0,150.0,60,60,0,0,0,21,0,0,0,0,0,0,0,,,0,0,MRN,FS1,3218,,,,,,,,
4676,1,2018,DAYTONA 500,1,1,105,Daytona International Speedway,2018-02-18T14:30:00,2018-02-18T14:30:00,0001-01-01T00:00:00,,500.0,500.0,200,200,0,0,0,40,0,0,0,0,0,0,0,,,0,0,MRN,FOX,385,,,,,,,,
4677,1,2018,Folds of Honor QuikTrip 500,1,0,111,Atlanta Motor Speedway,2018-02-25T14:00:00,2018-02-25T14:00:00,0001-01-01T00:00:00,,500.5,500.5,325,325,0,0,0,40,0,0,0,0,0,0,0,,,0,0,PRN,FOX,3335,,,,,,,,
4678,1,2018,Kobalt 400,1,0,42,Las Vegas Motor Speedway,2018-03-04T15:30:00,2018-03-04T15:30:00,0001-01-01T00:00:00,,400.5,400.5,267,267,0,0,0,40,0,0,0,0,0,0,0,,,0,0,PRN,FOX,1824,,,,,,,,
4679,1,2018,Camping World 500,1,0,84,ISM Raceway,2018-03-11T15:30:00,2018-03-11T15:30:00,0001-01-01T00:00:00,,312.0,312.0,312,312,0,0,0,40,0,0,0,0,0,0,0,,,0,0,MRN,FOX,2074,,,,,,,,
4680,1,2018,Auto Club 400,1,0,38,Auto Club Speedway,2018-03-18T15:30:00,2018-03-18T15:30:00,0001-01-01T00:00:00,,400.0,400.0,200,200,0,0,0,40,0,0,0,0,0,0,0,,,0,0,MRN,FOX,1804,,,,,,,,
4681,1,2018,STP 500,1,0,22,Martinsville Speedway,2018-03-25T14:00:00,2018-03-25T14:00:00,0001-01-01T00:00:00,,263.0,263.0,500,500,0,0,0,40,0,0,0,0,0,0,0,,,0,0,MRN,FS1,12,,,,,,,,
4682,1,2018,O'Reilly Auto Parts 500,1,0,43,Texas Motor Speedway,2018-04-08T14:00:00,2018-04-08T14:00:00,0001-01-01T00:00:00,,501.0,501.0,334,334,0,0,0,40,0,0,0,0,0,0,0,,,0,0,PRN,FS1,1795,,,,,,,,
4683,1,2018,Food City 500,1,0,14,Bristol Motor Speedway,2018-04-15T14:00:00,2018-04-15T14:00:00,0001-01-01T00:00:00,,266.5,266.5,500,500,0,0,0,40,0,0,0,0,0,0,0,,,0,0,PRN,FOX,588,,,,,,,,
4684,1,2018,Toyota Owners 400,1,0,26,Richmond Raceway,2018-04-21T18:30:00,2018-04-21T18:30:00,0001-01-01T00:00:00,,300.0,300.0,400,400,0,0,0,40,0,0,0,0,0,0,0,,,0,0,MRN,FOX,1555,,,,,,,,
