race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime
5259,1,2023,Busch Light Clash at The Coliseum,2,0,217,Los Angeles Memorial Coliseum,2023-02-05T20:00:00,2023-02-05T20:00:00,2023-02-05T00:00:00,2023-02-05T20:00:00,37.5,37.5,150,150,0,0,0,27,40,0.0,4,5,16,16,21.831,1:43:04,.786,0,0,MRN,FOX,3222,,0,,0,-1,,3368,
5266,1,2023,Bluegreen Vacations Duel 1 at DAYTONA,2,1,105,Daytona International Speedway,2023-02-16T19:00:00,2023-02-16T19:00:00,2023-02-16T19:00:00,2023-02-16T19:00:00,150.0,150.0,60,60,0,0,0,21,4045,0.0,4,3,0,0,187.63,0:47:58,0.018,0,0,MRN,FS1,3217,,0,,0,-1,,3859,
5267,1,2023,Bluegreen Vacations Duel 2 at DAYTONA,2,1,105,Daytona International Speedway,2023-02-16T21:00:00,2023-02-16T21:00:00,2023-02-16T20:45:00,2023-02-16T21:00:00,150.0,150.0,60,60,0,0,0,21,4030,0.0,15,6,2,9,151.813,0:59:17,0.122,0,0,MRN,FS1,3218,,0,,0,-1,,40,
5343,3,2023,NextEra Energy 250,1,1,105,Daytona International Speedway,2023-02-17T19:30:00,2023-02-17T19:30:00,2023-02-17T19:30:00,2023-02-17T19:30:00,250.0,197.5,100,79,20,20,39,36,4416,181.899,20,9,7,41,115.935,2:09:23,Under Caution,0,0,MRN,FS1,3020,,0,,0,-1,,4272,
5310,2,2023,Beef. It's What's For Dinner. 300,1,1,105,Daytona International Speedway,2023-02-18T17:00:00,2023-02-18T17:00:00,2023-02-18T17:00:00,2023-02-18T17:00:00,300.0,312.5,120,125,30,30,65,38,4133,182.563,25,11,8,32,132.524,2:21:30,Caution,0,0,MRN,FS1,2131,,0,,0,-1,,4133,
5268,1,2023,DAYTONA 500,1,1,105,Daytona International Speedway,2023-02-19T14:30:00,2023-02-19T14:30:00,2023-02-19T00:00:00,2023-02-19T14:30:00,500.0,530.0,200,212,65,65,82,40,4045,181.686,52,21,8,38,145.283,3:38:53,Caution,0,0,MRN,FOX,385,,0,,0,-1,,3888,
5311,2,2023,Production Alliance Group 300,1,0,38,Auto Club Speedway,2023-02-25T17:00:00,2023-02-26T20:00:00,2023-02-25T00:00:00,2023-02-26T20:00:00,300.0,300.0,150,150,35,35,80,38,0,0.0,23,9,10,41,115.471,2:35:53,0.761,0,0,MRN,FS2,5185,,0,,0,-1,,4092,
5269,1,2023,Pala Casino 400,1,0,38,Auto Club Speedway,2023-02-26T15:30:00,2023-02-26T15:30:00,2023-02-25T00:00:00,2023-02-26T15:30:00,400.0,400.0,200,200,65,65,70,36,0,0.0,28,13,8,38,127.603,3:08:05,2.998,0,0,MRN,FOX,5147,,0,,0,-1,,454,
5344,3,2023,Victoria's Voice Foundation 200 presented by Westgate Resorts,1,0,42,Las Vegas Motor Speedway,2023-03-03T21:00:00,2023-03-03T21:00:00,2023-03-03T00:00:00,2023-03-03T21:00:00,201.0,201.0,134,134,30,30,74,35,454,178.678,16,8,6,27,118.293,1:41:57,4.981,0,0,MRN,FS1,4103,,0,,0,-1,,454,
5312,2,2023,Alsco Uniforms 300,1,0,42,Las Vegas Motor Speedway,2023-03-04T16:30:00,2023-03-04T16:30:00,2023-03-03T00:00:00,2023-03-04T16:30:00,300.0,300.0,200,200,45,45,110,38,4312,183.119,14,8,4,22,136.519,2:11:51,0.268,0,0,PRN,FS1,2573,,0,,0,-1,,4133,
5270,1,2023,Pennzoil 400 presented by Jiffy Lube,1,0,42,Las Vegas Motor Speedway,2023-03-05T15:30:00,2023-03-05T15:30:00,2023-03-05T12:30:00,2023-03-05T15:30:00,400.0,406.5,267,271,80,85,106,36,3859,186.053,13,8,4,26,142.98,2:50:35,.622,0,0,PRN,FOX,1824,,0,,0,-1,,4184,
5313,2,2023,United Rentals 200,1,0,84,Phoenix Raceway,2023-03-11T16:30:00,2023-03-11T16:30:00,2023-03-11T00:00:00,2023-03-11T16:30:00,200.0,200.0,200,200,45,45,110,38,4104,129.959,14,8,11,69,82.079,2:26:12,0.641,0,0,MRN,FS1,2837,,0,,0,-1,,4441,
5271,1,2023,United Rentals Work United 500,1,0,84,Phoenix Raceway,2023-03-12T15:30:00,2023-03-12T15:30:00,2023-03-11T00:00:00,2023-03-12T15:30:00,312.0,317.0,312,317,60,125,132,36,4030,130.237,10,6,5,35,105.491,3:00:18,0.330,0,0,MRN,FOX,2074,,0,,0,-1,,4184,
5345,3,2023,Fr8 208,1,1,111,Atlanta Motor Speedway,2023-03-18T14:00:00,2023-03-18T14:00:00,2023-03-17T00:00:00,2023-03-18T14:00:00,208.0,210.98,135,137,30,30,77,36,0,0.0,17,9,11,58,92.344,2:17:05,Caution,0,0,MRN,FS1,4475,,0,,0,-1,,4268,
5314,2,2023,RAPTOR King of Tough 250,1,1,111,Atlanta Motor Speedway,2023-03-18T17:00:00,2023-03-18T17:00:00,2023-03-17T00:00:00,2023-03-18T17:00:00,251.0,251.02,163,163,40,40,83,38,0,0.0,13,8,11,67,91.382,2:44:49,0.085,0,0,PRN,FS1,2432,,0,,0,-1,,4133,
5272,1,2023,Ambetter Health 400,1,1,111,Atlanta Motor Speedway,2023-03-19T15:00:00,2023-03-19T15:00:00,2023-03-18T00:00:00,2023-03-19T15:00:00,400.0,400.4,260,260,60,100,100,36,3859,177.374,20,13,5,34,138.8,2:53:05,0.193,0,0,PRN,FOX,3335,,0,,0,-1,,3859,
5346,3,2023,XPEL 225,1,0,214,Circuit of The Americas,2023-03-25T13:30:00,2023-03-25T13:30:00,2023-03-24T00:00:00,2023-03-25T13:30:00,143.22,143.89,42,42,12,14,16,36,4001,91.877,9,5,3,5,77.0,1:51:36,5.451,0,0,MRN,FS1,5129,,0,,0,-1,,4272,
5315,2,2023,Pit Boss 250 presented by USA Today,1,0,214,Circuit of The Americas,2023-03-25T17:00:00,2023-03-25T17:00:00,2023-03-24T00:00:00,2023-03-25T17:00:00,156.86,157.6,48,46,14,16,16,38,3774,92.173,6,4,5,7,75.263,2:05:03,0.853,0,0,PRN,FS1,5098,,0,,0,-1,,3774,
5273,1,2023,EchoPark Automotive Grand Prix,1,0,214,Circuit of The Americas,2023-03-26T15:30:00,2023-03-26T15:30:00,2023-03-25T00:00:00,2023-03-26T15:30:00,231.88,256.95,68,75,15,15,45,39,4184,93.882,16,7,8,17,72.886,3:30:32,1.411,0,0,PRN,FOX,5033,,0,,0,-1,,4065,
5316,2,2023,ToyotaCare 250,1,0,26,Richmond Raceway,2023-04-01T13:00:00,2023-04-01T13:00:00,2023-04-01T00:00:00,2023-04-01T13:00:00,187.5,187.5,250,250,75,75,100,38,0,0.0,10,7,6,43,86.884,2:09:29,0.298,0,0,MRN,FS1,2332,,0,,0,-1,,4312,
5355,3,2023,SpeedyCash.com 250,1,0,43,Texas Motor Speedway,2023-04-01T16:30:00,2023-04-01T15:30:00,2023-04-01T15:30:00,2023-04-01T16:30:00,250.0,258.0,167,172,77,45,50,34,4416,185.51,7,4,12,36,99.39,2:35:45,Under Caution,0,0,MRN,FS1,4095,,0,,0,-1,,4326,
