race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime
5143,1,2022,Busch Light Clash at The Coliseum,2,0,217,Los Angeles Memorial Coliseum,2022-02-06T18:00:00,2022-02-06T18:00:00,2022-02-06T15:00:00,2022-02-06T18:00:00,37.5,37.5,150,150,0,0,0,23,454,0.0,5,3,5,5,39.029,0:57:39,.877,0,0,MRN,FOX,3222,,0,,0,-1,,3859,
5144,1,2022,Bluegreen Vacations Duel 1 at DAYTONA,2,1,105,Daytona International Speedway,2022-02-17T19:00:00,2022-02-17T19:00:00,2022-02-17T19:00:00,2022-02-17T19:00:00,150.0,150.0,60,60,0,0,0,21,4030,0.0,2,3,0,0,185.185,0:48:36,.264,0,0,MRN,FS1,3217,,0,,0,-1,,1816,
5145,1,2022,Bluegreen Vacations Duel 2 at DAYTONA,2,1,105,Daytona International Speedway,2022-02-17T21:00:00,2022-02-17T21:00:00,2022-02-17T20:45:00,2022-02-17T21:00:00,150.0,150.0,60,60,0,0,0,21,4045,0.0,11,5,1,1,185.98,0:48:24,Under Caution,0,0,MRN,FS1,3218,,0,,0,-1,,3989,
5218,3,2022,NextEra Energy 250,1,1,105,Daytona International Speedway,2022-02-18T19:30:00,2022-02-18T19:30:00,2022-02-18T19:30:00,2022-02-18T19:30:00,250.0,265.0,100,106,20,20,66,36,4235,179.122,18,10,7,27,129.146,2:03:07,Under Caution,0,0,MRN,FS1,3020,,0,,0,-1,,4272,
5184,2,2022,Beef. It's What's For Dinner. 300,1,1,105,Daytona International Speedway,2022-02-19T17:00:00,2022-02-19T17:00:00,2022-02-19T17:00:00,2022-02-19T17:00:00,300.0,300.0,120,120,30,30,60,38,4093,182.849,18,9,6,28,136.605,2:11:46,Under Caution,0,0,MRN,FS1,2131,,0,,0,-1,,4133,
5146,1,2022,DAYTONA 500,1,1,105,Daytona International Speedway,2022-02-20T14:30:00,2022-02-20T14:30:00,2022-02-20T14:30:00,2022-02-20T14:30:00,500.0,502.5,200,201,65,65,71,40,4030,181.159,35,13,7,37,142.295,3:31:53,.036,0,0,MRN,FOX,385,,0,,0,-1,,4180,
5185,2,2022,Production Alliance Group 300,1,0,38,Auto Club Speedway,2022-02-26T17:00:00,2022-02-26T14:00:00,2022-02-26T14:00:00,2022-02-26T17:00:00,300.0,330.0,150,165,35,35,95,38,3774,179.829,19,8,12,58,105.682,3:05:05,.565,0,0,MRN,FS1,5185,,0,,0,-1,,4104,
5147,1,2022,Wise Power 400,1,0,38,Auto Club Speedway,2022-02-27T15:30:00,2022-02-27T12:30:00,2022-02-27T12:30:00,2022-02-27T15:30:00,400.0,400.0,200,200,65,65,70,36,4180,174.647,32,9,12,59,114.222,3:03:07,.195,0,0,MRN,FOX,5147,,0,,0,-1,,4030,
5219,3,2022,Victoria's Voice Foundation 200,1,0,42,Las Vegas Motor Speedway,2022-03-04T21:00:00,2022-03-04T18:00:00,2022-03-04T18:00:00,2022-03-04T21:00:00,201.0,201.0,134,134,30,30,74,36,4092,178.583,21,10,10,52,93.223,2:09:22,0.289,0,0,MRN,FS1,4103,,0,,0,-1,,4312,
5186,2,2022,Alsco Uniforms 300,1,0,42,Las Vegas Motor Speedway,2022-03-05T16:30:00,2022-03-05T13:30:00,2022-03-05T13:30:00,2022-03-05T16:30:00,300.0,300.0,200,200,45,45,110,38,3774,184.187,17,9,11,65,102.128,2:56:15,Under Caution,0,0,PRN,FS1,2573,,0,,0,-1,,4368,
5148,1,2022,Pennzoil 400 presented by Jiffy Lube,1,0,42,Las Vegas Motor Speedway,2022-03-06T15:30:00,2022-03-06T12:30:00,2022-03-06T12:30:00,2022-03-06T15:30:00,400.0,411.0,267,274,80,85,109,37,4153,182.673,23,15,12,60,117.522,3:29:50,.178,0,0,PRN,FOX,1824,,0,,0,-1,,4045,
5187,2,2022,United Rentals 200,1,0,84,Phoenix Raceway,2022-03-12T16:30:00,2022-03-12T16:30:00,2022-03-12T14:30:00,2022-03-12T16:30:00,200.0,200.0,200,200,45,45,110,38,3883,131.839,16,6,4,33,98.698,2:01:35,2.555,0,0,MRN,FS1,2837,,0,,0,-1,,4224,
