race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime
4379,1,2015,Sprint Unlimited,2,1,105,Daytona International Speedway,2015-02-14T20:00:00,2015-02-14T20:00:00,,,187.5,187.5,75,75,,,,25,0,0.0,13,8,4,17,135.569,01:22:59,,1051074.0,0,MRN,FOX,3222,,,,,,,,
4381,1,2015,Budweiser Duel #2 ,2,1,105,Daytona International Speedway,2015-02-19T19:00:00,2015-02-19T19:00:00,,,150.0,160.0,60,64,,,,24,0,0.0,7,5,3,12,144.724,01:06:20,,19809272.0,0,MRN,FS1,3218,,,,,,,,
4380,1,2015,Budweiser Duel #1,2,1,105,Daytona International Speedway,2015-02-19T19:00:00,2015-02-19T19:00:00,,,150.0,150.0,60,60,,,,25,0,0.0,9,5,3,13,144.462,01:02:18,,19809272.0,0,MRN,FS1,3217,,,,,,,,
4453,3,2015,Nextera Energy Resources 250,1,0,105,Daytona International Speedway,2015-02-20T19:30:00,2015-02-20T19:30:00,2015-02-20T00:00:00,,250.0,250.0,100,100,,,,32,4013,188.774,14,7,6,28,128.48,01:56:45,,806373.0,0,MRN,FS1,3020,,,,,,,,
4420,2,2015,Alert Today Florida 300,1,1,105,Daytona International Speedway,2015-02-21T15:30:00,2015-02-21T15:30:00,2015-02-21T00:00:00,,300.0,300.0,120,120,,,,40,3873,190.251,24,9,4,17,148.781,02:00:59,,2665847.0,0,MRN,FS1,2131,,,,,,,,
4382,1,2015,Daytona 500,1,1,105,Daytona International Speedway,2015-02-22T13:00:00,2015-02-22T13:00:00,2015-02-15T00:00:00,,500.0,507.5,200,203,,,,43,1237,201.293,27,12,7,26,161.939,03:08:02,,19809272.0,0,MRN,FOX,385,,,,,,,,
4443,2,2015,Hisense 250,1,0,111,Atlanta Motor Speedway,2015-02-28T14:00:00,2015-02-28T14:00:00,2015-02-28T00:00:00,,300.3,251.02,163,163,,,,40,3859,184.162,4,3,3,12,149.813,01:40:32,,1112550.0,0,PRN,FS1,2432,,,,,,,,
4475,3,2015,Hyundai Construction Equipment 200,1,0,111,Atlanta Motor Speedway,2015-02-28T17:30:00,2015-02-28T17:30:00,2015-02-28T00:00:00,,200.0,200.2,134,130,,,,31,4084,176.684,6,5,3,13,140.711,01:25:22,,576438.0,0,MRN,FS1,4475,,,,,,,,
4408,1,2015,Folds of Honor QuikTrip 500,1,0,111,Atlanta Motor Speedway,2015-03-01T13:00:00,2015-03-01T13:00:00,2015-02-27T00:00:00,,500.5,500.5,325,325,,,,43,3859,194.683,28,12,10,54,131.078,03:49:06,,6299292.0,0,PRN,FOX,3335,,,,,,,,
4422,2,2015,Boyd Gaming 300,1,0,42,Las Vegas Motor Speedway,2015-03-07T16:00:00,2015-03-07T16:00:00,2015-03-07T00:00:00,,300.0,300.0,200,200,,,,40,3873,184.332,13,7,6,34,126.021,02:22:50,,1483607.0,0,PRN,FS1,2573,,,,,,,,
4384,1,2015,Kobalt 400,1,0,42,Las Vegas Motor Speedway,2015-03-08T15:30:00,2015-03-08T15:30:00,2015-03-06T00:00:00,,400.5,400.5,267,267,,,,43,1237,194.679,19,10,6,28,143.677,02:47:15,,6495939.0,0,PRN,FOX,1824,,,,,,,,
4421,2,2015,Axalta Faster Tougher Brighter 200,1,0,84,Phoenix International Raceway,2015-03-14T16:00:00,2015-03-14T16:00:00,2015-03-14T00:00:00,,200.0,200.0,200,200,,,,40,3859,135.201,7,4,4,26,109.141,01:49:57,,1209621.0,0,MRN,FOX,2837,,,,,,,,
4383,1,2015,CampingWorld.com 500,1,0,84,Phoenix International Raceway,2015-03-15T15:30:00,2015-03-15T15:30:00,2015-03-13T00:00:00,,312.0,312.0,312,312,,,,43,1416,140.751,8,4,10,53,105.753,02:57:01,,5107970.0,0,MRN,FOX,2074,,,,,,,,
4424,2,2015,Drive4Clots.com 300,1,0,38,Auto Club Speedway,2015-03-21T16:00:00,2015-03-21T16:00:00,2015-03-21T00:00:00,,300.0,300.0,150,150,,,,40,4059,178.288,13,8,3,12,147.723,02:01:51,,1433787.0,0,MRN,FS1,2596,,,,,,,,
4386,1,2015,Auto Club 400,1,0,38,Auto Club Speedway,2015-03-22T15:30:00,2015-03-22T15:30:00,2015-03-20T00:00:00,,400.0,418.0,200,209,,,,43,453,185.142,19,9,7,31,140.662,02:58:18,,5950387.0,0,MRN,FOX,1804,,,,,,,,
4454,3,2015,Kroger 250,1,0,22,Martinsville Speedway,2015-03-28T14:30:00,2015-03-28T14:30:00,2015-03-28T00:00:00,,131.5,135.708,250,258,,,,32,3859,97.088,14,5,9,61,68.214,01:59:22,,594046.0,0,MRN,FS1,2913,,,,,,,,
4387,1,2015,STP 500,1,0,22,Martinsville Speedway,2015-03-29T13:00:00,2015-03-29T13:00:00,2015-03-27T00:00:00,,263.0,263.0,500,500,,,,43,3859,98.461,31,13,16,112,68.843,03:49:13,,5075776.0,0,MRN,FS1,12,,,,,,,,
4425,2,2015,O'Reilly Auto Parts 300,1,0,43,Texas Motor Speedway,2015-04-10T20:30:00,2015-04-10T20:30:00,2015-04-10T00:00:00,,300.0,300.0,200,200,,,,40,4059,185.166,15,8,6,30,132.989,02:15:21,,1465164.0,0,PRN,FS1,2576,,,,,,,,
4388,1,2015,Duck Commander 500,1,0,43,Texas Motor Speedway,2015-04-11T19:30:00,2015-04-11T19:30:00,2015-04-10T00:00:00,,501.0,501.0,334,334,,,,43,453,193.847,29,9,8,40,140.5,03:33:57,,7260922.0,0,PRN,FOX,1795,,,,,,,,
