race_id,start_lap,end_lap,car_number
4971,68,83,2
4971,84,104,12
4971,105,130,9
4971,131,169,12
4971,170,203,2
4971,204,223,9
4971,224,224,22
4971,225,255,9
4971,256,277,11
4971,278,329,18
4971,330,330,9
4971,331,360,18
4971,361,416,11
4971,417,434,18
4971,435,435,9
4971,436,488,11
4971,489,496,9
4971,497,497,22
4971,498,500,2
4972,1,26,9
4972,27,27,2
4972,28,36,22
4972,37,65,4
4972,66,68,19
4972,69,69,1
4972,70,86,4
4972,87,108,19
4972,109,113,14
4972,114,114,19
4972,115,146,14
4972,147,159,19
4972,160,163,2
4972,164,184,14
4972,185,203,19
4972,204,206,18
4972,207,213,19
4972,214,217,18
4972,218,267,4
4972,268,269,12
4972,270,270,22
4972,271,325,4
4973,0,0,12
4973,1,19,10
4973,20,62,22
4973,63,63,9
4973,64,114,22
4973,115,115,19
4973,116,120,32
4973,121,201,22
4973,202,271,48
4973,272,283,12
4973,284,306,22
4973,307,328,12
4973,329,364,22
4973,365,369,2
4973,370,500,19
4974,1,8,22
4974,9,9,11
4974,10,21,22
4974,22,22,2
4974,23,29,22
4974,30,36,9
4974,37,75,12
4974,76,87,11
4974,88,90,9
4974,91,120,12
4974,121,122,8
4974,123,193,11
4974,194,194,12
4974,195,217,11
4974,218,218,8
4974,219,220,18
4974,221,237,9
4974,238,267,11
4975,0,0,19
4975,1,4,19
4975,5,7,11
4975,8,10,22
4975,11,14,11
4975,15,17,22
4975,18,22,11
4975,23,26,22
4975,27,27,21
4975,28,35,22
4975,36,36,18
4975,37,39,22
4975,40,40,24
4975,41,42,11
4975,43,43,22
4975,44,45,11
4975,46,46,88
4975,47,49,22
4975,50,50,88
4975,51,51,22
4975,52,52,8
4975,53,55,22
4975,56,60,8
4975,61,61,6
4975,62,64,88
4975,65,65,12
4975,66,66,48
4975,67,67,18
4975,68,69,12
4975,70,71,18
4975,72,73,12
4975,74,74,18
4975,75,96,12
4975,97,97,15
4975,98,105,12
4975,106,106,47
4975,107,111,12
4975,112,112,47
4975,113,118,12
4975,119,121,47
4975,122,125,17
4975,126,126,4
4975,127,127,37
4975,128,130,9
4975,131,131,11
4975,132,142,12
4975,143,146,95
4975,147,147,11
4975,148,150,22
4975,151,160,24
4975,161,161,43
4975,162,162,22
4975,163,164,37
4975,165,171,88
4975,172,184,8
4975,185,189,12
4975,190,190,4
4975,191,191,12
4886,1,19,10
4886,20,30,22
4886,31,45,10
4886,46,59,19
4886,60,66,11
4886,67,93,10
4886,94,96,11
4886,97,109,6
4886,110,110,34
4886,111,113,17
4886,114,130,4
4893,0,0,37
4893,1,35,1
4893,36,56,12
4893,57,58,18
4893,59,76,11
4893,77,77,4
4893,78,79,2
4893,80,83,10
4893,84,94,2
4893,95,104,4
4893,105,120,11
4893,121,125,19
4893,126,140,11
4898,1,14,22
4898,15,15,77
4898,16,16,53
4898,17,41,4
4898,42,51,24
4898,52,77,9
4898,78,82,24
4898,83,87,3
4898,88,122,4
4898,123,134,42
4898,135,153,11
4898,154,161,4
4891,1,9,18
4891,10,137,10
4891,138,149,12
4891,150,150,21
4891,151,180,2
4891,181,219,19
4891,220,223,2
4891,224,227,41
4891,228,231,24
4891,232,248,19
4891,249,254,12
4891,255,265,4
4891,266,266,19
4891,267,267,41
4983,1,10,34
4983,11,35,10
4983,36,70,24
4983,71,85,21
4984,0,0,19
4984,1,2,88
4984,3,55,12
4984,56,61,4
4984,62,90,9
4984,91,109,12
4984,110,140,9
4985,1,25,10
4985,26,55,4
4985,56,62,10
4985,63,67,19
4985,68,68,18
4985,69,89,12
4985,90,94,20
4985,95,112,12
4985,113,122,18
4985,123,125,11
4985,126,159,12
4985,160,167,22
4985,168,169,20
4985,170,176,4
4985,177,179,10
4985,180,189,19
4985,190,217,12
4985,218,232,2
4985,233,237,11
4985,238,248,12
4985,249,249,11
4985,250,287,12
4985,288,289,11
4985,290,290,21
4985,291,304,22
4985,305,307,4
4985,308,311,8
4985,312,323,3
4985,324,324,8
4985,325,334,3
4986,1,27,22
4986,28,30,19
4986,31,82,18
4986,83,96,11
4986,97,101,19
4986,102,104,2
4986,105,106,19
4986,107,114,2
4986,115,144,19
4986,145,158,12
4986,159,162,2
4986,163,163,12
4986,164,192,11
4986,193,196,19
4986,197,199,24
4986,200,200,11
4986,201,205,24
4986,206,220,2
4986,221,239,24
4986,240,245,88
4986,246,254,4
4986,255,267,11
4892,1,2,10
4892,3,57,2
4892,58,58,11
4892,59,60,2
4892,61,64,11
4892,65,69,12
4892,70,97,11
4892,98,103,4
4892,104,141,11
4892,142,142,2
4892,143,145,11
4892,146,172,2
4892,173,173,11
4892,174,176,3
4892,177,183,2
4892,184,184,11
4892,185,191,2
4892,192,200,11
4892,201,204,2
4892,205,205,11
4892,206,214,9
4892,215,220,11
4892,221,301,2
4992,1,14,22
4992,15,15,11
4992,16,19,22
4992,20,22,11
4992,23,43,4
4992,44,49,11
4992,50,76,12
4992,77,106,4
4992,107,107,27
4992,108,111,18
4992,112,138,4
4992,139,147,9
4992,148,161,4
4895,0,0,17
4895,1,43,14
4895,44,47,18
4895,48,91,4
4895,92,95,12
4895,96,101,11
4895,102,105,4
4895,106,109,10
4895,110,110,4
4895,111,115,10
4895,116,156,4
4894,0,0,4
4894,1,1,11
4894,2,2,18
4894,3,9,11
4894,10,12,19
4894,13,16,9
4894,17,17,22
4894,18,21,11
4894,22,27,19
4894,28,31,11
4894,32,48,9
4894,49,49,19
4894,50,52,3
4894,53,65,9
4993,1,27,9
4993,28,30,3
4993,31,31,42
4993,32,58,3
4993,59,136,11
4993,137,138,2
4993,139,141,18
4993,142,142,47
4993,143,159,21
4993,160,160,24
4993,161,188,11
4993,189,253,19
4993,254,260,2
4993,261,279,3
4993,280,302,19
4993,303,311,11
4902,1,11,21
4902,12,33,10
4902,34,68,12
4902,69,72,4
4902,73,73,12
4902,74,101,4
4902,102,102,12
4902,103,114,22
4902,115,187,4
4902,188,188,22
4902,189,217,4
4902,218,218,22
4902,219,290,4
4902,291,291,22
4902,292,294,48
4902,295,311,4
4890,0,0,4
4890,1,1,19
4890,2,5,4
4890,6,6,24
4890,7,7,4
4890,8,21,24
4890,22,22,88
4890,23,23,10
4890,24,28,24
4890,29,33,20
4890,34,35,24
4890,36,51,22
4890,52,52,12
4890,53,53,2
4890,54,55,95
4890,56,65,20
4890,66,71,18
4890,72,90,96
4890,91,101,22
4890,102,102,19
4890,103,103,4
4890,104,105,22
4890,106,111,19
4890,112,112,22
4890,113,118,19
4890,119,125,18
4890,126,130,22
4890,131,132,34
4890,133,150,18
4890,151,151,1
4890,152,155,11
4890,156,156,8
4890,157,157,11
4890,158,158,22
4890,159,162,11
4890,163,164,24
4897,1,71,9
4897,72,72,11
4897,73,74,1
4897,75,83,9
4897,84,85,1
4897,86,117,19
4897,118,118,9
4897,119,172,19
4897,173,173,1
4897,174,181,4
4897,182,182,88
4897,183,231,19
4897,232,247,11
4897,248,306,19
4897,307,308,11
4897,309,319,4
4897,320,352,9
4897,353,354,19
4897,355,367,4
4900,1,20,4
4900,21,33,3
4900,34,34,15
4900,35,38,3
4900,39,83,11
4900,84,84,3
4900,85,120,22
4900,121,162,2
4900,163,181,4
4900,182,217,3
4900,218,293,2
4900,294,295,9
4900,296,307,1
4900,308,316,22
4900,317,342,2
4900,343,346,18
4900,347,348,4
4900,349,351,1
4900,352,352,3
4900,353,400,2
4896,1,17,2
4896,18,34,4
4896,35,35,2
4896,36,42,21
4896,43,106,2
4896,107,129,9
4896,130,130,95
4896,131,236,18
4896,237,237,11
4896,238,280,18
4896,281,411,4
4896,412,412,10
4896,413,458,4
4896,459,468,18
4896,469,500,4
4899,0,0,4
4899,1,27,9
4899,28,30,18
4899,31,83,11
4899,84,86,18
4899,87,87,22
4899,88,91,11
4899,92,118,9
4899,119,119,12
4899,120,120,21
4899,121,122,2
4899,123,134,24
4899,135,144,17
4899,145,163,9
4899,164,166,11
4899,167,171,88
4899,172,232,11
4899,233,234,21
4899,235,237,1
4899,238,242,21
4899,243,268,1
4903,0,0,11
4903,1,16,11
4903,17,18,22
4903,19,26,11
4903,27,27,34
4903,28,32,10
4903,33,33,12
4903,34,34,10
4903,35,35,20
4903,36,36,12
4903,37,41,20
4903,42,49,12
4903,50,50,22
4903,51,51,20
4903,52,54,9
4903,55,57,10
4903,58,61,17
4903,62,62,4
4903,63,65,9
4903,66,67,2
4903,68,69,9
4903,70,74,17
4903,75,75,20
4903,76,81,17
4903,82,86,20
4903,87,88,21
4903,89,89,27
4903,90,106,9
4903,107,107,48
4903,108,113,9
4903,114,116,22
4903,117,117,19
4903,118,118,8
4903,119,121,19
4903,122,122,4
4903,123,123,11
4903,124,125,19
4903,126,126,2
4903,127,127,8
4903,128,128,2
4903,129,134,43
4903,135,136,2
4903,137,148,22
4903,149,149,66
4903,150,152,22
4903,153,153,24
4903,154,158,22
4903,159,159,9
4903,160,160,22
4903,161,161,9
4903,162,162,43
4903,163,166,22
4903,167,169,9
4903,170,179,22
4903,180,182,43
4903,183,186,22
4903,187,187,21
4903,188,192,9
4903,193,199,21
4903,200,200,11
4901,0,0,11
4901,1,7,2
4901,8,12,9
4901,13,20,14
4901,21,25,13
4901,26,29,95
4901,30,39,24
4901,40,51,12
4901,52,53,95
4901,54,70,24
4901,71,71,14
4901,72,73,12
4901,74,81,37
4901,82,83,88
4901,84,87,9
4901,88,90,18
4901,91,91,20
4901,92,109,9
4904,1,27,9
4904,28,30,24
4904,31,63,4
4904,64,83,9
4904,84,86,11
4904,87,87,9
4904,88,124,11
4904,125,130,2
4904,131,132,1
4904,133,144,21
4904,145,145,6
4904,146,163,11
4904,164,167,18
4904,168,169,22
4904,170,201,4
4904,202,202,32
4904,203,222,4
4904,223,267,22
4906,1,28,4
4906,29,45,88
4906,46,46,19
4906,47,47,15
4906,48,81,14
4906,82,82,19
4906,83,108,14
4906,109,134,88
4906,135,138,12
4906,139,139,19
4906,140,155,12
4906,156,198,19
4906,199,201,18
4906,202,203,21
4906,204,204,10
4906,205,206,20
4906,207,216,18
4906,217,217,14
4906,218,267,18
4906,268,274,19
4906,275,279,95
4906,280,282,18
4906,283,310,14
4906,311,334,18
4905,0,0,2
4905,1,3,2
4905,4,88,19
4905,89,112,9
4905,113,133,11
4905,134,134,88
4905,135,139,18
4905,140,162,1
4905,163,217,9
4905,218,220,11
4905,221,221,22
4905,222,239,11
4905,240,266,9
4905,267,267,19
4905,268,353,9
4905,354,368,22
4905,369,404,12
4905,405,407,22
4905,408,442,19
4905,443,448,32
4905,449,456,19
4905,457,500,9
4907,1,32,22
4907,33,33,12
4907,34,78,22
4907,79,79,9
4907,80,119,22
4907,120,138,9
4907,139,142,48
4907,143,143,21
4907,144,150,10
4907,151,163,9
4907,164,167,1
4907,168,172,9
4907,173,182,2
4907,183,189,9
4907,190,195,2
4907,196,260,9
4907,261,261,47
4907,262,269,22
4907,270,312,9
4909,1,13,21
4909,14,14,20
4909,15,23,21
4909,24,31,8
4909,32,36,7
4909,37,44,20
4909,45,62,7
4909,63,80,8
4909,81,81,66
4909,82,100,36
4909,101,113,9
4909,114,118,98
4909,119,120,9
4911,0,0,21
4911,1,2,98
4911,3,19,7
4911,20,20,22
4911,21,21,39
4911,22,46,98
4911,47,47,22
4911,48,51,08
4911,52,76,98
4911,77,91,7
4911,92,92,22
4911,93,123,7
4911,124,143,22
4911,144,144,98
4911,145,146,9
4911,147,148,07
4911,149,164,22
4911,165,200,98
4913,1,73,19
4913,74,77,8
4913,78,85,20
4913,86,90,8
4913,91,93,7
4913,94,96,11
4913,97,100,98
4913,101,101,8
4913,102,109,98
4913,110,113,10
4913,114,117,98
4913,118,129,20
4913,130,130,1
4913,131,150,20
4912,1,9,22
4912,10,39,54
4912,40,48,7
4912,49,55,12
4912,56,75,7
4912,76,85,54
4912,86,89,10
4912,90,116,9
4912,117,138,7
4912,139,142,19
4912,143,180,54
4912,181,200,19
4970,1,46,9
4970,47,47,10
4970,48,91,54
4970,92,92,7
4970,93,93,68
4970,94,95,7
4970,96,129,98
4970,130,135,7
4970,136,145,98
4970,146,146,54
4970,147,147,98
4919,1,31,10
4919,32,32,54
4919,33,37,10
4919,38,50,54
4919,51,51,10
4919,52,52,54
4919,53,80,10
4919,81,98,54
4919,99,99,10
4919,100,100,54
4919,101,102,10
4919,103,149,54
4919,150,158,1
4919,159,174,22
4919,175,175,9
4919,176,182,22
4919,183,183,9
4919,184,189,22
4919,190,201,54
4919,202,202,22
4919,203,203,54
4976,255,294,7
4976,295,303,9
4976,1,25,20
4976,26,26,11
4976,27,45,20
4976,46,91,9
4976,92,128,20
4976,129,175,7
4976,176,181,39
4976,182,250,7
4976,251,254,18
4977,1,5,9
4977,6,17,22
4977,18,25,11
4977,26,42,22
4977,43,43,7
4977,44,82,22
4977,83,98,98
4977,99,101,1
4977,102,125,98
4977,126,126,9
4977,127,163,16
4978,0,0,20
4978,1,23,9
4978,24,27,10
4978,28,41,39
4978,42,45,9
4978,46,46,10
4978,47,61,22
4978,62,71,10
4978,72,83,9
4978,84,87,8
4978,88,92,10
4978,93,93,22
4978,94,99,10
4978,100,107,22
4978,108,121,9
4978,122,122,19
4978,123,135,39
4978,136,165,9
4978,166,167,20
4979,1,1,93
4979,2,8,10
4979,9,10,98
4979,11,36,22
4979,37,43,39
4979,44,47,10
4979,48,50,19
4979,51,67,22
4979,68,92,9
4979,93,105,22
4979,106,122,9
4979,123,123,98
4979,124,124,19
4979,125,125,92
4979,126,129,22
4979,130,167,9
4979,168,169,98
4979,170,170,9
4979,171,174,98
4979,175,175,19
4979,176,177,98
4980,1,2,11
4980,3,3,1
4980,4,4,11
4980,5,14,1
4980,15,15,10
4980,16,26,11
4980,27,29,20
4980,30,31,7
4980,32,32,10
4980,33,37,21
4980,38,52,98
4980,53,53,93
4980,54,58,22
4980,59,77,9
4980,78,78,51
4980,79,100,10
4980,101,101,22
4980,102,102,8
4980,103,104,22
4980,105,109,8
4980,110,110,11
4980,111,112,8
4980,113,113,11
4920,1,8,9
4920,9,16,22
4920,17,17,10
4920,18,20,22
4920,21,35,10
4920,36,42,7
4920,43,47,10
4920,48,49,7
4920,50,53,10
4920,54,68,98
4920,69,76,21
4920,77,82,10
4920,83,91,98
4933,0,0,8
4933,1,1,8
4933,2,3,7
4933,4,21,22
4933,22,23,19
4933,24,27,98
4933,28,30,22
4933,31,36,98
4933,37,38,39
4933,39,53,98
4933,54,55,36
4933,56,58,98
4933,59,60,16
4933,61,62,98
4987,1,33,9
4987,34,37,98
4987,38,91,9
4987,92,94,11
4987,95,133,22
4987,134,134,98
4987,135,136,22
4925,0,0,93
4925,1,11,51
4925,12,48,9
4925,49,61,20
4925,62,148,22
4925,149,150,98
4925,151,152,20
4925,153,157,10
4925,158,200,22
4926,0,0,1
4926,1,34,22
4926,35,47,7
4926,48,51,22
4926,52,92,7
4926,93,96,21
4926,97,99,10
4926,100,104,21
4926,105,114,7
4926,115,118,54
4926,119,152,7
4926,153,158,22
4926,159,159,54
4926,160,176,20
4926,177,191,98
4926,192,201,54
4988,0,0,1
4988,1,9,19
4988,10,126,22
4988,127,127,10
4988,128,144,39
4988,145,157,22
4988,158,165,20
4988,166,173,39
4988,174,174,22
4988,175,175,19
4931,0,0,1
4931,1,11,22
4931,12,14,11
4931,15,17,99
4931,18,18,36
4931,19,19,99
4931,20,20,9
4931,21,21,90
4931,22,30,16
4931,31,32,21
4931,33,33,7
4931,34,39,22
4931,40,43,36
4931,44,45,22
4928,1,16,22
4928,17,17,9
4928,18,31,98
4928,32,32,99
4928,33,44,98
4928,45,45,74
4928,46,47,19
4928,48,52,22
4937,1,48,22
4937,49,75,9
4937,76,92,7
4937,93,96,68
4937,97,149,7
4937,150,150,22
4937,151,200,7
4994,1,24,02
4994,25,47,10
4994,48,48,02
4994,49,51,19
4994,52,70,7
4994,71,92,98
4994,93,93,22
4994,94,165,98
4994,166,166,10
4994,167,171,19
4994,172,182,9
4994,183,187,1
4994,188,200,98
4924,1,22,98
4924,23,27,11
4924,28,28,10
4924,29,31,11
4924,32,35,61
4924,36,53,16
4924,54,57,18
4924,58,59,07
4924,60,99,16
4924,100,100,11
4932,1,7,11
4932,8,12,98
4932,13,32,10
4932,33,47,54
4932,48,48,10
4932,49,50,98
4932,51,51,10
4932,52,82,98
4932,83,91,54
4932,92,94,98
4932,95,95,10
4932,96,104,98
4932,105,111,54
4932,112,112,10
4932,113,117,98
4932,118,126,39
4932,127,145,10
4932,146,147,19
4935,1,38,10
4935,39,41,11
4935,42,42,10
4935,43,53,20
4935,54,59,98
4935,60,78,22
4935,79,79,98
4935,80,124,22
4935,125,173,7
4935,174,221,11
4935,222,250,7
5000,0,0,44
5000,1,16,19
5000,17,29,98
5000,30,45,9
5000,46,82,7
5000,83,127,10
5000,128,146,7
5000,147,159,10
5000,160,171,8
5000,172,250,7
4930,246,246,98
4930,247,252,10
4930,253,294,22
4930,295,300,98
4930,1,2,7
4930,3,46,10
4930,47,89,7
4930,90,93,39
4930,94,174,7
4930,175,178,98
4930,179,245,10
4934,1,13,98
4934,14,23,22
4934,24,38,10
4934,39,50,98
4934,51,51,39
4934,52,147,98
4934,148,149,39
4934,150,157,1
4934,158,200,98
5001,1,1,9
5001,2,2,7
5001,3,26,98
5001,27,27,15
5001,28,29,98
5001,30,30,19
5001,31,51,98
5001,52,75,16
5001,76,80,4
5001,81,84,68
5001,85,110,98
5001,111,111,9
5001,112,113,11
4936,1,4,9
4936,5,6,11
4936,7,13,9
4936,14,18,11
4936,19,19,9
4936,20,22,21
4936,23,26,9
4936,27,33,18
4936,34,35,16
4936,36,50,98
4936,51,55,16
4936,56,60,98
4936,61,63,16
4936,64,66,98
4936,67,68,16
4938,1,13,9
4938,14,14,22
4938,15,20,10
4938,21,55,98
4938,56,56,10
4938,57,147,98
4938,148,148,21
4938,149,157,39
4938,158,168,98
4938,169,178,39
4938,179,200,98
4939,1,34,98
4939,35,47,19
4939,48,51,20
4939,52,52,9
4939,53,53,20
4939,54,81,9
4939,82,98,20
4939,99,132,7
4939,133,133,10
4939,134,134,92
4939,135,137,8
4939,138,138,20
4939,139,142,8
4939,143,160,10
4939,161,163,11
4939,164,174,10
4939,175,175,7
4939,176,185,22
4939,186,199,9
4939,200,200,20
4916,1,42,22
4916,43,63,9
4916,64,64,20
4916,65,69,17
4916,70,80,20
4916,81,82,9
4916,83,92,20
4916,93,123,10
4916,124,184,16
4916,185,190,20
4916,191,197,16
4916,198,250,20
4940,1,6,7
4940,7,33,98
4940,34,34,7
4940,35,48,98
4940,49,49,7
4940,50,52,44
4940,53,82,7
4940,83,93,22
4940,94,94,7
4940,95,97,19
4940,98,129,7
4940,130,162,22
4940,163,172,10
4940,173,199,22
4940,200,204,7
4940,205,205,9
4940,206,206,22
4942,1,21,51
4942,22,33,98
4942,34,34,2
4942,35,41,98
4942,42,42,26
4942,43,45,99
4942,46,55,16
4942,56,67,98
4942,68,68,16
4942,69,80,52
4942,81,81,99
4942,82,82,52
4942,83,89,99
4942,90,90,2
4942,91,96,99
4942,97,106,98
4944,1,4,13
4944,5,8,2
4944,9,11,13
4944,12,33,51
4944,34,37,18
4944,38,38,51
4944,39,44,18
4944,45,78,51
4944,79,79,2
4944,80,80,51
4944,81,81,2
4944,82,91,51
4944,92,92,3
4944,93,95,51
4944,96,97,2
4944,98,134,51
4949,0,0,99
4949,1,19,16
4949,20,20,88
4949,21,26,16
4949,27,32,42
4949,33,36,21
4949,37,38,4
4949,39,43,88
4949,44,63,24
4949,64,64,99
4949,65,67,24
4949,68,68,99
4949,69,86,51
4949,87,88,23
4949,89,92,51
4949,93,93,16
4949,94,96,51
4949,97,107,21
4949,108,110,13
4949,111,134,24
4981,1,11,18
4981,12,15,51
4981,16,22,18
4981,23,32,51
4981,33,37,21
4981,38,49,24
4981,50,50,51
4981,51,52,24
4981,53,62,51
4981,63,67,98
4981,68,84,42
4981,85,96,51
4981,97,98,24
4981,99,134,16
4981,135,136,98
4982,1,29,16
4982,30,31,44
4982,32,38,18
4982,39,96,51
4982,97,105,18
4982,106,106,88
4982,107,109,24
4982,110,110,18
4982,111,134,51
4955,0,0,13
4955,1,30,2
4955,31,32,21
4955,33,33,40
4955,34,38,21
4955,39,48,18
4955,49,58,51
4955,59,59,2
4955,60,60,51
4954,1,25,23
4954,26,32,21
4954,33,33,23
4954,34,37,21
4954,38,45,75
4954,46,51,99
4954,52,71,2
4989,1,7,2
4989,8,12,51
4989,13,34,21
4989,35,46,51
4989,47,47,18
4989,48,70,51
4989,71,75,18
4989,76,77,23
4989,78,78,99
4989,79,83,23
4989,84,87,21
4989,88,132,18
4989,133,134,88
4989,135,158,51
4989,159,159,18
4989,160,167,51
4990,0,0,18
4990,1,8,23
4990,9,23,38
4990,24,32,23
4990,33,35,18
4990,36,36,99
4990,37,40,18
4990,41,63,16
4990,64,65,99
4990,66,68,18
4990,69,85,21
4990,86,86,40
4990,87,87,88
4990,88,88,16
4990,89,89,88
4990,90,91,16
4990,92,95,23
4990,96,134,16
4991,0,0,24
4991,1,6,18
4991,7,33,21
4991,34,35,16
4991,36,36,99
4991,37,40,16
4991,41,63,21
4991,64,66,52
4991,67,67,88
4991,68,71,23
4991,72,77,2
4991,78,84,23
4991,85,87,15
4991,88,99,2
4991,100,112,16
4991,113,134,88
4995,1,20,23
4995,21,24,51
4995,25,28,4
4995,29,43,13
4995,44,44,00
4995,45,47,38
4995,48,56,16
4995,57,57,2
4995,58,59,16
4995,60,62,55
4995,63,64,13
4995,65,66,8
4995,67,83,98
4995,84,84,13
4995,85,105,98
4995,106,106,18
4995,107,107,21
4996,0,0,21
4996,1,12,23
4996,13,15,18
4996,16,18,88
4996,19,25,2
4996,26,26,16
4996,27,29,4
4996,30,31,88
4996,32,32,23
4996,33,34,88
4996,35,46,2
4997,1,25,23
4997,26,26,88
4997,27,47,16
4997,48,78,51
4997,79,87,19
4997,88,96,21
4997,97,128,18
4997,129,153,23
4997,154,161,21
4997,162,163,18
4997,164,165,38
4997,166,166,15
4997,167,167,2
4997,168,200,21
4952,1,45,21
4952,46,60,38
4952,61,61,20
4952,62,121,38
4952,122,131,24
4952,132,132,2
4952,133,146,24
4952,147,160,2
5002,1,9,2
5002,10,10,23
5002,11,22,2
5002,23,24,56
5002,25,51,23
5002,52,94,2
5002,95,129,23
5002,130,147,2
5002,148,149,99
5002,150,150,19
5002,151,152,99
5004,1,65,16
5004,66,109,21
5004,110,119,98
5004,120,152,99
5004,153,153,98
5004,154,186,99
5004,187,218,23
5004,219,243,88
5004,244,250,98
4958,0,0,98
4958,1,60,23
4958,61,113,26
4958,114,170,23
4958,171,200,24
4960,1,1,23
4960,2,67,2
4960,68,72,18
4960,73,95,2
4960,96,134,16
4961,1,1,2
4961,2,2,16
4961,3,4,2
4961,5,12,16
4961,13,18,18
4961,19,19,2
4961,20,21,16
4961,22,40,19
4961,41,41,51
4961,42,54,23
4961,55,65,13
4961,66,81,10
4961,82,87,2
4961,88,93,52
4961,94,94,4
5003,0,0,51
5003,1,33,2
5003,34,46,16
5003,47,53,21
5003,54,81,2
5003,82,103,21
5003,104,104,98
5003,105,105,51
5003,106,112,18
5003,113,113,13
5003,114,116,38
5003,117,123,23
5003,124,131,21
5003,132,139,23
5005,1,47,2
5005,48,48,99
5005,49,56,2
5005,57,57,88
5005,58,64,2
5005,65,72,88
5005,73,73,2
5005,74,77,88
5005,78,93,2
5005,94,95,19
5005,96,125,2
5005,126,129,52
5005,130,149,2
5005,150,150,16
5005,151,152,2
4962,1,11,21
4962,12,75,2
4962,76,84,21
4962,85,92,13
4962,93,98,88
4962,99,103,52
4962,104,125,98
4962,126,156,13
4962,157,161,42
4962,162,173,98
4962,174,174,2
4962,175,181,98
4962,182,191,4
4962,192,197,98
4962,198,198,99
4962,199,200,98
4963,1,48,21
4963,49,49,98
4963,50,74,2
4963,75,93,23
4963,94,94,99
4963,95,153,23
4963,154,154,98
4963,155,156,2
