race_id,start_lap,end_lap,car_number
5006,1,9,11
5006,10,10,12
5006,11,11,8
5006,12,12,2
5006,13,13,11
5006,14,15,19
5006,16,17,11
5006,18,18,1
5006,19,27,11
5006,28,29,12
5006,30,33,9
5006,34,34,12
5006,35,35,18
5007,0,0,48
5007,1,2,10
5007,3,4,99
5007,5,5,20
5007,6,6,10
5007,7,8,20
5007,9,33,10
5007,34,34,11
5007,35,36,8
5007,37,60,10
5008,1,1,23
5008,2,11,24
5008,12,15,4
5008,16,17,23
5008,18,18,4
5008,19,32,24
5008,33,33,3
5008,34,37,4
5008,38,41,12
5008,42,51,24
5008,52,53,19
5008,54,55,4
5008,56,62,19
5008,63,63,3
5009,1,1,48
5009,2,17,4
5009,18,27,16
5009,28,29,9
5009,30,30,3
5009,31,31,41
5009,32,71,11
5009,72,73,33
5009,74,74,11
5009,75,106,20
5009,107,108,3
5009,109,109,9
5009,110,110,5
5009,111,117,11
5009,118,118,22
5009,119,119,4
5009,120,128,11
5009,129,129,23
5009,130,132,11
5009,133,136,3
5009,137,174,11
5009,175,199,22
5009,200,200,34
5020,1,12,9
5020,13,13,20
5020,14,28,9
5020,29,30,16
5020,31,35,11
5020,36,37,99
5020,38,38,1
5020,39,40,20
5020,41,57,9
5020,58,61,22
5020,62,62,1
5020,63,68,22
5020,69,70,20
5011,0,0,11
5011,1,12,22
5011,13,52,2
5011,53,67,17
5011,68,68,24
5011,69,72,17
5011,73,78,2
5011,79,82,17
5011,83,83,2
5011,84,88,17
5011,89,92,9
5011,93,121,17
5011,122,122,99
5011,123,124,23
5011,125,155,19
5011,156,156,24
5011,157,159,19
5011,160,201,24
5011,202,206,5
5011,207,209,19
5011,210,267,24
5010,0,0,4
5010,1,19,24
5010,20,26,9
5010,27,30,5
5010,31,43,11
5010,44,52,5
5010,53,53,22
5010,54,55,2
5010,56,61,22
5010,62,71,9
5010,72,73,2
5010,74,78,9
5010,79,82,2
5010,83,83,12
5010,84,87,11
5010,88,106,2
5010,107,123,5
5010,124,129,24
5010,130,136,8
5010,137,145,34
5010,146,146,38
5010,147,169,5
5010,170,185,11
5010,186,191,19
5010,192,205,11
5010,206,225,5
5010,226,237,99
5010,238,267,5
5012,1,2,2
5012,3,33,11
5012,34,43,2
5012,44,78,12
5012,79,79,2
5012,80,141,22
5012,142,142,5
5012,143,143,23
5012,144,155,7
5012,156,193,22
5012,194,194,11
5012,195,223,22
5012,224,253,19
5012,254,254,47
5012,255,263,19
5012,264,264,11
5012,265,267,23
5012,268,268,22
5012,269,273,2
5012,274,283,22
5012,284,284,2
5012,285,287,22
5012,288,312,19
5013,1,27,11
5013,28,63,5
5013,64,64,1
5013,65,66,24
5013,67,118,5
5013,119,119,12
5013,120,160,5
5013,161,161,99
5013,162,221,5
5013,222,236,12
5013,237,316,5
5013,317,325,12
5017,0,0,5
5017,1,1,11
5017,2,8,18
5017,9,134,19
5017,135,192,99
5017,193,253,22
5019,1,3,22
5019,4,38,11
5019,39,39,22
5019,40,74,11
5019,75,140,12
5019,141,174,11
5019,175,264,12
5019,265,290,11
5019,291,291,22
5019,292,314,23
5019,315,323,24
5019,324,372,11
5019,373,373,22
5019,374,382,20
5019,383,453,11
5019,454,454,12
5019,455,458,19
5019,459,484,11
5019,485,500,19
5038,1,32,19
5038,33,103,11
5038,104,136,19
5038,137,137,11
5038,138,138,22
5038,139,142,2
5038,143,143,3
5038,144,183,19
5038,184,185,22
5038,186,206,2
5038,207,292,11
5038,293,293,22
5038,294,294,19
5038,295,334,11
5038,335,341,22
5038,342,342,11
5038,343,343,18
5038,344,344,19
5038,345,382,22
5038,383,390,11
5038,391,400,48
5021,1,1,24
5021,2,11,22
5021,12,14,23
5021,15,18,4
5021,19,21,23
5021,22,26,18
5021,27,27,14
5021,28,48,11
5021,49,50,12
5021,51,54,21
5021,55,56,37
5021,57,62,21
5021,63,63,6
5021,64,66,9
5021,67,68,11
5021,69,71,21
5021,72,72,24
5021,73,92,11
5021,93,93,18
5021,94,100,37
5021,101,110,24
5021,111,111,21
5021,112,121,23
5021,122,122,6
5021,123,131,12
5021,132,147,10
5021,148,150,42
5021,151,152,4
5021,153,153,42
5021,154,159,4
5021,160,161,20
5021,162,169,42
5021,170,176,43
5021,177,190,21
5021,191,191,2
5029,1,63,2
5029,64,64,5
5029,65,73,2
5029,74,76,5
5029,77,83,18
5029,84,121,5
5029,122,144,47
5029,145,162,5
5029,163,163,18
5029,164,167,5
5029,168,168,18
5029,169,212,5
5029,213,225,17
5029,226,230,5
5029,231,231,11
5029,232,236,5
5029,237,242,11
5029,243,256,5
5029,257,267,18
5014,1,4,2
5014,5,13,4
5014,14,21,18
5014,22,24,19
5014,25,25,8
5014,26,26,51
5014,27,60,19
5014,61,61,8
5014,62,71,42
5014,72,92,19
5014,93,93,11
5014,94,110,19
5014,111,114,11
5014,115,144,19
5014,145,145,17
5014,146,146,4
5014,147,149,20
5014,150,187,19
5014,188,188,18
5014,189,293,19
5034,1,15,19
5034,16,36,24
5034,37,37,19
5034,38,122,5
5034,123,123,11
5034,124,172,5
5034,173,173,11
5034,174,243,5
5034,244,244,48
5034,245,303,5
5034,304,400,48
5033,0,0,8
5033,1,4,33
5033,5,7,19
5033,8,10,34
5033,11,24,22
5033,25,26,42
5033,27,28,37
5033,29,40,18
5033,41,44,5
5033,45,46,42
5033,47,49,48
5033,50,54,9
5015,1,47,5
5015,48,49,24
5015,50,55,2
5015,56,57,21
5015,58,58,38
5015,59,131,5
5015,132,148,9
5015,149,149,8
