race_id,start_lap,end_lap,car_number
5543,1,96,9
5543,97,115,11
5543,116,116,45
5543,117,125,11
5543,126,200,9
5544,1,1,60
5544,2,4,19
5544,5,5,54
5544,6,9,21
5544,10,15,9
5544,16,17,71
5544,18,19,9
5544,20,21,21
5544,22,28,9
5544,29,29,1
5544,30,30,24
5544,31,32,23
5544,33,35,24
5544,36,37,23
5544,38,39,60
5544,40,52,23
5544,53,55,10
5544,56,56,23
5544,57,57,10
5544,58,60,23
5545,1,1,2
5545,2,15,11
5545,16,17,43
5545,18,18,12
5545,19,31,43
5545,32,33,99
5545,34,36,12
5545,37,43,99
5545,44,44,12
5545,45,46,6
5545,47,53,17
5545,54,54,2
5545,55,55,17
5545,56,56,2
5545,57,57,17
5545,58,59,2
5545,60,60,43
5546,1,4,19
5546,5,7,10
5546,8,10,24
5546,11,11,2
5546,12,15,24
5546,16,17,71
5546,18,21,12
5546,22,30,22
5546,31,31,24
5546,32,34,01
5546,35,39,22
5546,40,41,9
5546,42,70,22
5546,71,74,48
5546,75,76,12
5546,77,78,2
5546,79,79,60
5546,80,80,4
5546,81,89,2
5546,90,90,71
5546,91,93,2
5546,94,94,71
5546,95,95,4
5546,96,96,2
5546,97,101,60
5546,102,105,48
5546,106,115,2
5546,116,116,48
5546,117,122,2
5546,123,123,48
5546,124,124,2
5546,125,125,48
5546,126,129,2
5546,130,132,12
5546,133,133,77
5546,134,138,12
5546,139,141,23
5546,142,142,12
5546,143,145,23
5546,146,148,12
5546,149,152,23
5546,153,154,12
5546,155,156,23
5546,157,157,12
5546,158,158,23
5546,159,159,24
5546,160,160,12
5546,161,163,23
5546,164,164,2
5546,165,166,23
5546,167,185,2
5546,186,192,01
5546,193,193,2
5546,194,199,11
5546,200,200,2
5546,201,201,24
5546,202,202,12
5547,0,0,12
5547,1,23,2
5547,24,25,34
5547,26,32,2
5547,33,42,21
5547,43,43,34
5547,44,63,21
5547,64,64,51
5547,65,67,22
5547,68,68,21
5547,69,84,22
5547,85,85,78
5547,86,91,22
5547,92,92,34
5547,93,94,22
5547,95,96,34
5547,97,107,22
5547,108,108,34
5547,109,140,22
5547,141,143,48
5547,144,146,22
5547,147,147,48
5547,148,157,22
5547,158,159,48
5547,160,163,5
5547,164,168,19
5547,169,180,1
5547,181,181,88
5547,182,188,1
5547,189,189,88
5547,190,192,8
5547,193,198,24
5547,199,199,8
5547,200,212,21
5547,213,213,8
5547,214,214,21
5547,215,217,8
5547,218,218,1
5547,219,223,8
5547,224,224,12
5547,225,226,1
5547,227,229,21
5547,230,230,1
5547,231,238,21
5547,239,239,1
5547,240,240,5
5547,241,257,2
5547,258,263,5
5547,264,264,1
5547,265,265,5
5547,266,266,20
5551,1,8,45
5551,9,17,88
5551,18,18,45
5551,19,22,23
5551,23,24,88
5551,25,25,8
5551,26,26,88
5551,27,34,8
5551,35,42,88
5551,43,43,16
5551,44,46,60
5551,47,49,71
5551,50,53,8
5551,54,54,16
5551,55,68,8
5551,69,70,20
5551,71,73,88
5551,74,81,8
5551,82,82,24
5551,83,89,8
5551,90,95,20
5549,0,0,24
5549,1,1,22
5549,2,9,24
5549,10,13,22
5549,14,87,24
5549,88,93,2
5549,94,94,24
5549,95,128,20
5549,129,177,22
5549,178,189,20
5549,190,216,22
5549,217,235,20
5549,236,269,60
5549,270,294,20
5549,295,295,11
5549,296,309,20
5549,310,311,11
5549,312,312,20
5548,1,1,71
5548,2,31,22
5548,32,32,2
5548,33,35,8
5548,36,36,45
5548,37,40,2
5548,41,42,48
5548,43,84,2
5548,85,99,23
5548,100,108,5
5548,109,112,23
5548,113,119,24
5548,120,148,5
5548,149,149,45
5548,150,151,1
5548,152,152,43
5548,153,159,1
5548,160,162,24
5548,163,168,5
5548,169,169,23
5548,170,173,71
5548,174,188,5
5548,189,189,99
5548,190,194,1
5548,195,196,5
5548,197,199,45
5548,200,200,99
5548,201,229,45
5548,230,233,99
5548,234,235,21
5548,236,245,22
5548,246,251,99
5548,252,267,21
5583,1,8,48
5583,9,32,12
5583,33,33,21
5583,34,36,38
5583,37,40,5
5583,41,71,12
5583,72,72,48
5583,73,83,12
5583,84,84,48
5583,85,88,77
5583,89,94,48
5583,95,117,12
5583,118,124,11
5583,125,125,5
5583,126,126,21
5583,127,161,12
5583,162,168,11
5583,169,169,24
5583,170,172,5
5583,173,173,11
5583,174,176,5
5583,177,212,23
5583,213,213,48
5583,214,215,23
5583,216,216,5
5583,217,234,23
5583,235,260,48
5583,261,267,5
5553,1,23,20
5553,24,32,9
5553,33,33,20
5553,34,73,21
5553,74,86,22
5553,87,92,48
5553,93,125,9
5553,126,325,11
5553,326,326,20
5553,327,400,11
5558,1,243,24
5558,244,247,11
5558,248,289,45
5558,290,291,12
5558,292,297,11
5550,1,39,48
5550,40,389,5
5550,390,391,77
5550,392,439,12
5550,440,500,5
5555,120,122,23
5555,123,123,44
5555,124,124,9
5555,125,127,19
5555,128,128,54
5555,129,130,19
5555,131,161,54
5555,1,3,38
5555,4,4,21
5555,5,5,22
5555,6,7,71
5555,8,8,21
5555,9,10,71
5555,11,11,38
5555,12,14,21
5555,15,15,60
5555,16,16,71
5555,17,17,60
5555,18,20,71
5555,21,21,38
5555,22,22,21
5555,23,25,8
5555,26,40,19
5555,41,42,41
5555,43,48,22
5555,49,49,99
5555,50,51,17
5555,52,58,11
5555,59,59,23
5555,60,62,5
5555,63,63,77
5555,64,64,44
5555,65,65,62
5555,66,69,24
5555,70,73,62
5555,74,74,1
5555,75,75,42
5555,76,76,62
5555,77,80,1
5555,81,81,62
5555,82,83,1
5555,84,85,62
5555,86,86,1
5555,87,87,99
5555,88,93,62
5555,94,95,1
5555,96,99,62
5555,100,100,1
5555,101,108,22
5555,109,109,77
5555,110,110,22
5555,111,111,23
5555,112,113,71
5555,114,114,77
5555,115,119,22
5555,162,164,22
5555,165,166,21
5555,167,167,10
5555,168,171,21
5555,172,174,2
5555,175,175,24
5555,176,176,2
5555,177,181,24
5555,182,182,2
5555,183,185,60
5555,186,186,2
5555,187,187,60
5555,188,188,2
5554,1,22,77
5554,23,23,11
5554,24,73,2
5554,74,74,45
5554,75,83,2
5554,84,124,21
5554,125,126,5
5554,127,127,2
5554,128,131,34
5554,132,166,5
5554,167,167,48
5554,168,189,24
5554,190,220,5
5554,221,221,42
5554,222,243,5
5554,244,252,71
5554,253,253,12
5554,254,263,71
5554,264,268,22
5554,269,269,12
5554,270,271,22
5557,1,39,5
5557,40,41,48
5557,42,42,8
5557,43,44,11
5557,45,48,10
5557,49,87,5
5557,88,89,9
5557,90,126,5
5557,127,130,77
5557,131,169,5
5557,170,196,9
5557,197,197,5
5557,198,200,20
5557,201,211,5
5557,212,212,22
5557,213,267,5
5561,1,54,88
5561,55,100,77
5562,1,5,6
5562,6,6,22
5562,7,63,6
5562,64,65,8
5562,66,77,24
5562,78,102,22
5562,103,103,2
5562,104,119,20
5562,120,120,22
5562,121,121,20
5562,122,177,22
5562,178,178,48
5562,179,182,5
5562,183,183,22
5562,184,184,5
5562,185,228,22
5562,229,229,20
5562,230,240,22
5562,241,250,20
5563,0,0,19
5563,1,1,5
5563,2,8,24
5563,9,41,5
5563,42,44,24
5563,45,45,19
5563,46,102,24
5563,103,103,20
5563,104,107,24
5563,108,108,45
5563,109,152,24
5563,153,153,11
5563,154,155,77
5563,156,159,20
5563,160,204,24
5563,205,205,11
5563,206,207,24
5563,208,208,11
5563,209,238,24
5563,239,239,11
5563,240,261,24
5563,262,290,11
5563,291,294,24
5563,295,295,11
5563,296,302,24
5563,303,314,11
5563,315,326,24
5563,327,333,11
5563,334,347,24
5563,348,349,1
5563,350,354,6
5563,355,356,9
5563,357,362,54
5563,363,394,24
5563,395,400,1
5568,1,39,19
5568,40,40,11
5568,41,46,45
5568,47,70,12
5568,71,82,19
5568,83,92,11
5568,93,93,45
5568,94,107,12
5568,108,166,11
5568,167,167,24
5568,168,168,11
5568,169,188,12
5568,189,198,22
5568,199,247,12
5568,248,255,11
5568,256,257,2
5568,258,265,3
5568,266,268,6
5568,269,300,12
5573,1,11,19
5573,12,34,24
5573,35,47,17
5573,48,48,11
5573,49,49,51
5573,50,56,12
5573,57,75,9
5573,76,77,20
5573,78,109,24
5573,110,119,2
5573,120,147,24
5573,148,148,77
5573,149,150,38
5573,151,181,77
5573,182,196,24
5573,197,200,11
5552,1,2,88
5552,3,3,17
5552,4,4,2
5552,5,9,54
5552,10,18,88
5552,19,22,60
5552,23,24,71
5552,25,42,54
5552,43,48,88
5552,49,51,20
5552,52,62,88
5552,63,66,54
5552,67,67,24
5552,68,68,20
5552,69,100,88
5570,1,32,11
5570,33,56,6
5570,57,57,77
5570,58,62,22
5570,63,77,48
5570,78,79,47
5570,80,80,77
5570,81,118,19
5570,119,120,17
5570,121,123,12
5570,124,126,6
5570,127,160,19
5576,1,48,22
5576,49,51,2
5576,52,54,22
5576,55,63,2
5576,64,73,9
5576,74,76,17
5576,77,85,54
5576,86,86,35
5576,87,88,45
5576,89,91,17
5576,92,113,54
5576,114,119,45
5576,120,122,48
5576,123,123,17
5576,124,130,48
5576,131,134,17
5576,135,136,48
5576,137,140,17
5576,141,146,48
5576,147,149,9
5576,150,152,45
5576,153,157,9
5576,158,164,45
5576,165,171,9
5576,172,172,48
5576,173,173,9
5576,174,183,48
5576,184,187,6
5576,188,190,7
5576,191,191,54
5576,192,194,60
5576,195,201,9
5576,202,202,6
5576,203,208,9
5576,209,224,6
5576,225,225,9
5576,226,237,6
5576,238,238,38
5576,239,243,6
5576,244,244,48
5576,245,247,6
5576,248,250,38
5576,251,252,48
5576,253,253,38
5576,254,254,47
5576,255,259,6
5576,260,260,9
5569,0,0,88
5569,1,31,71
5569,32,41,88
5569,42,43,16
5569,44,46,12
5569,47,59,19
5569,60,75,88
5565,1,22,88
5565,23,26,1
5565,27,53,88
5565,54,54,5
5565,55,58,88
5565,59,59,19
5565,60,83,88
5565,84,84,20
5565,85,86,5
5565,87,89,71
5565,90,105,88
5565,106,106,19
5565,107,110,88
5556,0,0,9
5556,1,13,19
5556,14,184,9
5556,185,185,54
5556,186,193,77
5556,194,199,99
5556,200,253,20
5556,254,254,48
5556,255,259,20
5556,260,326,9
5556,327,329,23
5556,330,332,4
5556,333,340,20
5556,341,407,11
5571,0,0,19
5571,1,19,19
5571,20,41,2
5571,42,51,19
5571,52,63,60
5571,64,65,48
5571,66,83,2
5571,84,87,23
5571,88,92,19
5571,93,100,12
5571,101,104,5
5571,105,105,11
5571,106,120,5
5571,121,121,42
5571,122,136,7
5571,137,142,12
5571,143,168,23
5566,0,0,19
5566,1,67,24
5566,68,73,6
5566,74,154,19
5566,155,172,6
5566,173,187,12
5566,188,231,6
5566,232,245,12
5566,246,265,2
5566,266,276,9
5566,277,350,24
5577,1,18,12
5577,19,23,17
5577,24,24,60
5577,25,36,88
5577,37,53,12
5577,54,62,88
5577,63,68,19
5577,69,73,6
5577,74,90,88
5572,1,58,60
5572,59,74,45
5572,75,130,23
5572,131,132,60
5572,133,138,3
5572,139,163,45
5572,164,179,23
5572,180,183,5
5572,184,233,23
5572,234,234,99
5572,235,240,71
5572,241,241,23
5572,242,291,3
5572,292,292,2
5572,293,293,5
5572,294,303,77
5572,304,331,12
5572,332,332,3
5572,333,339,12
5572,340,340,3
5572,341,344,12
5572,345,345,2
5572,346,349,5
5572,350,351,6
5572,352,400,3
5574,1,23,12
5574,24,24,23
5574,25,30,99
5574,31,32,12
5574,33,33,71
5574,34,34,12
5574,35,37,5
5574,38,38,1
5574,39,55,51
5574,56,64,10
5574,65,66,1
5574,67,69,88
5574,70,70,71
5574,71,72,88
5574,73,73,71
5574,74,75,51
5574,76,76,22
5574,77,78,51
5574,79,79,19
5574,80,84,41
5574,85,89,24
5574,90,90,22
5574,91,93,19
5574,94,94,22
5574,95,98,1
5574,99,99,41
5574,100,101,20
5574,102,102,42
5574,103,104,20
5574,105,110,42
5574,111,111,88
5574,112,113,51
5574,114,117,3
5574,118,134,22
5574,135,136,19
5574,137,141,22
5574,142,145,43
5574,146,147,22
5574,148,152,43
5574,153,153,7
5574,154,154,43
5574,155,157,60
5574,158,158,7
5574,159,159,41
5574,160,160,12
5575,122,122,11
5575,123,123,19
5575,124,131,11
5575,132,187,19
5575,188,195,9
5575,196,205,19
5575,206,206,88
5575,207,236,19
5575,237,239,45
5575,240,273,19
5575,274,276,1
5575,277,279,11
5575,280,280,88
5575,281,367,19
5575,0,0,11
5575,1,34,19
5575,35,43,23
5575,44,55,42
5575,56,74,19
5575,75,75,23
5575,76,77,5
5575,78,79,20
5575,80,80,88
5575,81,83,42
5575,84,121,19
5564,1,6,11
5564,7,28,5
5564,29,32,11
5564,33,47,19
5564,48,77,5
5564,78,135,23
5564,136,139,6
5564,140,154,23
5564,155,155,22
5564,156,195,11
5564,196,196,22
5564,197,200,9
5564,201,201,54
5564,202,206,12
5564,207,215,6
5564,216,240,11
5578,1,23,16
5578,24,30,54
5578,31,48,12
5578,49,56,2
5578,57,62,12
5578,63,123,54
5578,124,129,12
5578,130,130,16
5578,131,137,54
5578,138,141,23
5578,142,209,54
5578,210,210,77
5578,211,212,2
5578,213,216,48
5578,217,227,77
5578,228,240,54
5578,241,241,48
5578,242,246,47
5578,247,276,54
5578,277,323,19
5578,324,331,23
5578,332,356,19
5578,357,357,20
5578,358,360,11
5578,361,415,19
5578,416,430,54
5578,431,436,20
5578,437,438,6
5578,439,442,38
5578,443,449,22
5578,450,465,6
5578,466,474,77
5578,475,475,38
5578,476,490,6
5578,491,491,20
5578,492,496,77
5578,497,500,20
5567,1,52,22
5567,53,113,12
5567,114,114,51
5567,115,133,19
5567,134,137,5
5567,138,188,22
5567,189,189,51
5567,190,227,22
5567,228,231,12
5567,232,237,22
5567,238,240,21
5567,241,243,9
5567,244,255,12
5567,256,262,21
5567,263,301,12
5579,1,19,19
5579,20,37,11
5579,38,38,21
5579,39,39,12
5579,40,44,6
5579,45,83,11
5579,84,86,20
5579,87,87,5
5579,88,122,20
5579,123,123,42
5579,124,129,99
5579,130,172,11
5579,173,195,9
5579,196,221,11
5579,222,222,20
5579,223,255,11
5579,256,258,20
5579,259,265,23
5579,266,266,20
5579,267,272,23
5579,273,273,9
5581,1,3,45
5581,4,14,88
5581,15,19,17
5581,20,27,88
5581,28,40,16
5581,41,48,88
5581,49,52,12
5581,53,62,88
5581,63,71,5
5581,72,73,88
5581,74,86,5
5581,87,91,88
5581,92,95,5
5581,96,96,88
5581,97,97,5
5581,98,109,88
5582,1,35,19
5582,36,39,77
5582,40,40,34
5582,41,73,24
5582,74,74,45
5582,75,86,24
5582,87,119,5
5582,120,124,23
5582,125,125,41
5582,126,172,5
5582,173,173,11
5582,174,213,5
5582,214,217,11
5582,218,219,77
5582,220,221,6
5582,222,231,24
5582,232,240,5
5582,241,243,19
5582,244,244,22
5582,245,263,19
5582,264,267,11
5510,1,2,7
5510,3,3,54
5510,4,5,7
5510,6,10,21
5510,11,11,7
5510,12,32,21
5510,33,37,7
5510,38,38,25
5510,39,39,7
5510,40,40,8
5510,41,44,27
5510,45,67,21
5510,68,69,00
5510,70,70,39
5510,71,75,21
5510,76,77,39
5510,78,79,21
5510,80,86,39
5510,87,90,45
5510,91,94,00
5510,95,102,2
5510,103,103,00
5510,104,107,2
5510,108,108,88
5510,109,126,2
5511,1,3,2
5511,4,4,41
5511,5,11,2
5511,12,47,21
5511,48,48,70
5511,49,71,21
5511,72,74,2
5511,75,93,21
5511,94,94,07
5511,95,161,21
5511,162,162,19
5511,163,163,21
5511,164,164,48
5514,1,5,88
5514,6,6,9
5514,7,17,88
5514,18,20,17
5514,21,21,9
5514,22,23,54
5514,24,24,2
5514,25,25,54
5514,26,30,2
5514,31,37,19
5514,38,42,25
5514,43,45,1
5514,46,51,21
5514,52,55,1
5514,56,65,88
5513,1,48,17
5513,49,49,88
5513,50,71,19
5513,72,72,17
5513,73,81,7
5513,82,82,19
5513,83,93,7
5513,94,94,1
5513,95,143,7
5513,144,144,19
5513,145,149,7
5513,150,150,88
5513,151,206,7
5513,207,207,17
5513,208,208,19
5512,1,13,8
5512,14,48,7
5512,49,99,19
5512,100,126,88
5512,127,144,7
5512,145,145,88
5512,146,151,28
5512,152,200,7
5540,1,6,54
5540,7,7,7
5540,8,8,54
5540,9,25,7
5540,26,33,17
5540,34,34,7
5540,35,41,17
5540,42,42,7
5540,43,43,17
5540,44,44,28
5540,45,47,8
5540,48,53,25
5540,54,54,1
5540,55,58,2
5540,59,80,41
5540,81,146,17
5540,147,148,88
5540,149,198,17
5540,199,200,21
5540,201,201,7
5516,1,61,88
5516,62,83,20
5516,84,88,88
5516,89,93,7
5516,94,127,88
5516,128,134,19
5516,135,148,54
5516,149,150,00
5516,151,156,54
5516,157,178,16
5516,179,182,18
5516,183,248,54
5516,249,254,8
5516,255,255,54
5516,256,256,21
5520,1,27,19
5520,28,38,7
5520,39,49,25
5520,50,50,53
5520,51,52,20
5520,53,93,7
5520,94,94,16
5520,95,98,7
5520,99,114,9
5520,115,115,28
5520,116,116,25
5520,117,126,20
5520,127,131,9
5520,132,135,44
5520,136,147,20
5530,1,78,17
5530,79,79,8
5530,80,91,41
5530,92,92,39
5530,93,175,17
5530,176,176,8
5530,177,181,17
5530,182,190,7
5530,191,300,17
5515,0,0,88
5515,1,44,48
5515,45,56,2
5515,57,64,48
5515,65,102,1
5515,103,103,2
5515,104,112,1
5515,113,123,26
5515,124,128,20
5515,129,133,2
5515,134,134,20
5515,135,160,2
5515,161,187,39
5515,188,188,16
5515,189,238,39
5515,239,245,2
5515,246,254,8
5515,255,256,2
5518,1,27,2
5518,28,28,07
5518,29,31,2
5518,32,32,16
5518,33,34,2
5518,35,35,8
5518,36,36,2
5518,37,37,16
5518,38,43,27
5518,44,52,21
5518,53,53,42
5518,54,68,2
5518,69,73,20
5518,74,74,51
5518,75,75,32
5518,76,77,35
5518,78,78,20
5518,79,87,00
5518,88,89,20
5518,90,91,2
5518,92,97,88
5518,98,107,21
5518,108,108,48
5518,109,110,88
5518,111,111,7
5518,112,112,88
5518,113,113,27
5517,1,24,7
5517,25,25,21
5517,26,49,7
5517,50,102,21
5517,103,153,7
5517,154,158,41
5517,159,159,10
5517,160,189,88
5517,190,192,21
5517,193,193,48
5517,194,206,41
5517,207,208,88
5521,1,23,54
5521,24,30,17
5521,31,31,88
5521,32,48,17
5521,49,49,88
5521,50,94,17
5521,95,144,7
5521,145,145,88
5521,146,150,20
5521,151,203,7
5521,204,205,17
5526,1,37,18
5526,38,38,7
5526,39,41,10
5526,42,42,51
5526,43,94,7
5526,95,119,00
5526,120,137,88
5526,138,140,20
5526,141,188,7
5525,1,18,19
5525,19,23,1
5525,24,38,88
5525,39,43,8
5525,44,44,54
5525,45,46,88
5525,47,65,9
5528,1,22,17
5528,23,28,20
5528,29,31,25
5528,32,41,7
5528,42,67,88
5528,68,71,17
5528,72,72,41
5528,73,75,88
5528,76,87,17
5528,88,95,2
5528,96,100,88
5533,1,37,00
5533,38,40,41
5533,41,50,54
5533,51,82,88
5533,83,85,1
5533,86,90,20
5533,91,94,54
5533,95,142,19
5533,143,145,48
5533,146,147,2
5533,148,156,48
5533,157,157,2
5533,158,163,48
5527,1,25,9
5527,26,28,2
5527,29,37,00
5527,38,48,88
5527,49,50,9
5523,1,2,9
5523,3,4,88
5523,5,17,9
5523,18,22,41
5523,23,28,88
5523,29,36,9
5523,37,42,88
5523,43,43,9
5523,44,47,20
5523,48,79,88
5519,1,49,54
5519,50,54,20
5519,55,95,88
5519,96,98,28
5519,99,134,88
5529,1,32,41
5529,33,33,7
5529,34,35,19
5529,36,51,7
5529,52,59,88
5529,60,66,7
5529,67,73,17
5529,74,86,7
5529,87,95,88
5529,96,98,54
5529,99,100,88
5524,1,1,2
5524,2,7,88
5524,8,8,2
5524,9,64,88
5524,65,83,2
5524,84,124,9
5524,125,125,54
5524,126,128,8
5524,129,207,9
5524,208,208,54
5524,209,211,20
5524,212,212,7
5524,213,222,2
5524,223,250,41
5534,1,6,88
5534,7,7,9
5534,8,18,88
5534,19,21,7
5534,22,23,88
5534,24,24,18
5534,25,43,88
5534,44,44,9
5534,45,53,88
5534,54,54,4
5534,55,55,2
5534,56,64,9
5534,65,68,88
5534,69,71,21
5534,72,72,11
5534,73,77,88
5534,78,78,8
5534,79,82,88
5531,1,8,8
5531,9,23,41
5531,24,27,8
5531,28,28,41
5531,29,32,8
5531,33,37,2
5531,38,39,88
5531,40,41,8
5531,42,48,11
5531,49,57,2
5531,58,63,7
5531,64,64,14
5531,65,71,21
5531,72,72,00
5531,73,73,39
5531,74,74,00
5531,75,76,39
5531,77,77,00
5531,78,84,39
5531,85,85,21
5531,86,94,39
5531,95,104,88
5522,1,67,88
5522,68,75,21
5522,76,78,88
5532,1,39,88
5532,40,46,18
5532,47,74,7
5532,75,75,19
5532,76,114,88
5532,115,116,07
5532,117,147,88
5532,148,148,19
5532,149,160,88
5535,1,78,7
5535,79,79,88
5535,80,83,25
5535,84,84,2
5535,85,101,7
5535,102,169,41
5535,170,266,88
5535,267,300,19
5536,1,13,54
5536,14,49,7
5536,50,54,20
5536,55,63,7
5536,64,64,20
5536,65,94,7
5536,95,98,20
5536,99,137,88
5536,138,143,20
5536,144,145,88
5536,146,146,48
5536,147,149,16
5536,150,157,11
5536,158,158,88
5536,159,162,7
5536,163,200,20
5538,1,15,88
5538,16,16,9
5538,17,17,48
5538,18,37,88
5538,38,41,2
5538,42,42,21
5538,43,68,88
5539,149,152,11
5539,153,154,28
5539,155,171,2
5539,172,192,88
5539,193,201,19
5539,1,28,7
5539,29,49,19
5539,50,53,2
5539,54,94,19
5539,95,106,88
5539,107,142,19
5539,143,143,2
5539,144,144,88
5539,145,145,48
5539,146,146,20
5539,147,148,10
5485,0,0,99
5485,1,2,99
5485,3,3,38
5485,4,10,99
5485,11,12,15
5485,13,13,99
5485,14,14,9
5485,15,21,99
5485,22,22,9
5485,23,25,19
5485,26,27,7
5485,28,28,75
5485,29,31,9
5485,32,32,99
5485,33,33,9
5485,34,42,88
5485,43,43,99
5485,44,45,11
5485,46,48,19
5485,49,57,38
5485,58,58,19
5485,59,71,38
5485,72,72,07
5485,73,73,2
5485,74,76,17
5485,77,77,38
5485,78,78,17
5485,79,88,38
5485,89,95,17
5485,96,96,9
5485,97,99,99
5485,100,100,75
5486,1,29,81
5486,30,33,91
5486,34,38,11
5486,39,39,98
5486,40,63,7
5486,64,71,71
5486,72,72,81
5486,73,116,7
5486,117,117,9
5486,118,119,7
5486,120,121,66
5486,122,122,7
5486,123,123,38
5486,124,124,7
5486,125,125,38
5486,126,129,7
5486,130,130,19
5486,131,133,7
5486,134,134,52
5486,135,135,7
5487,0,0,7
5487,1,1,07
5487,2,9,18
5487,10,10,7
5487,11,16,18
5487,17,17,7
5487,18,30,98
5487,31,31,13
5487,32,37,99
