race_id,start_lap,end_lap,car_number
4673,1,1,3
4673,2,9,11
4673,10,14,9
4673,15,16,3
4673,17,23,9
4673,24,24,22
4673,25,25,42
4673,26,27,4
4673,28,33,2
4673,34,38,9
4673,39,75,2
4673,76,76,42
4674,0,0,88
4674,1,11,22
4674,12,12,51
4674,13,57,22
4674,58,63,12
4675,1,13,11
4675,14,14,23
4675,15,15,4
4675,16,16,11
4675,17,22,4
4675,23,26,11
4675,27,60,9
4676,0,0,88
4676,1,10,11
4676,11,11,51
4676,12,14,41
4676,15,22,88
4676,23,33,20
4676,34,44,17
4676,45,48,9
4676,49,51,22
4676,52,62,41
4676,63,67,88
4676,68,93,12
4676,94,94,21
4676,95,98,78
4676,99,122,12
4676,123,123,47
4676,124,170,12
4676,171,173,11
4676,174,193,12
4676,194,194,11
4676,195,196,41
4676,197,197,12
4676,198,205,11
4676,206,206,10
4676,207,207,3
4677,0,0,18
4677,1,17,31
4677,18,20,18
4677,21,31,4
4677,32,32,18
4677,33,88,4
4677,89,89,78
4677,90,100,2
4677,101,125,41
4677,126,127,4
4677,128,131,18
4677,132,159,4
4677,160,160,41
4677,161,172,2
4677,173,198,41
4677,199,213,2
4677,214,214,18
4677,215,225,11
4677,226,252,4
4677,253,265,11
4677,266,288,4
4677,289,290,11
4677,291,299,4
4677,300,300,22
4677,301,325,4
4678,1,1,12
4678,2,38,4
4678,39,49,34
4678,50,121,4
4678,122,125,18
4678,126,163,4
4678,164,176,22
4678,177,182,78
4678,183,194,22
4678,195,224,4
4678,225,230,18
4678,231,267,4
4679,0,0,78
4679,1,30,42
4679,31,33,78
4679,34,57,42
4679,58,123,18
4679,124,128,2
4679,129,147,18
4679,148,153,41
4679,154,178,18
4679,179,194,4
4679,195,209,24
4679,210,242,11
4679,243,260,18
4679,261,267,2
4679,268,290,31
4679,291,312,4
4680,1,10,78
4680,11,28,18
4680,29,29,1
4680,30,30,18
4680,31,63,78
4680,64,72,22
4680,73,89,78
4680,90,93,18
4680,94,123,78
4680,124,130,18
4680,131,131,95
4680,132,132,24
4680,133,160,18
4680,161,163,78
4680,164,164,11
4680,165,168,18
4680,169,200,78
4681,1,4,78
4681,5,26,18
4681,27,51,11
4681,52,52,18
4681,53,135,11
4681,136,136,2
4681,137,142,12
4681,143,145,11
4681,146,284,12
4681,285,385,14
4681,386,386,18
4681,387,500,14
4682,0,0,41
4682,1,43,4
4682,44,55,11
4682,56,86,4
4682,87,116,18
4682,117,129,4
4682,130,166,41
4682,167,172,18
4682,173,173,41
4682,174,231,20
4682,232,233,41
4682,234,234,24
4682,235,240,20
4682,241,290,18
4682,291,294,9
4682,295,304,17
4682,305,334,18
4683,1,16,18
4683,17,55,12
4683,56,56,22
4683,57,117,12
4683,118,130,2
4683,131,243,42
4683,244,261,2
4683,262,265,11
4683,266,292,2
4683,293,324,42
4683,325,360,18
4683,361,365,19
4683,366,374,2
4683,375,380,43
4683,381,438,18
4683,439,472,42
4683,473,473,18
4683,474,494,42
4683,495,500,18
4684,1,38,78
4684,39,111,22
4684,112,169,41
4684,170,192,14
4684,193,211,22
4684,212,251,41
4684,252,272,14
4684,273,273,18
4684,274,276,11
4684,277,323,78
4684,324,331,4
4684,332,332,14
4684,333,335,11
4684,336,370,78
4684,371,390,18
4684,391,391,78
4684,392,402,18
4685,1,12,4
4685,13,38,88
4685,39,43,43
4685,44,57,2
4685,58,58,47
4685,59,61,2
4685,62,63,24
4685,64,66,2
4685,67,67,24
4685,68,68,37
4685,69,74,32
4685,75,96,22
4685,97,104,11
4685,105,112,21
4685,113,113,62
4685,114,124,24
4685,125,129,41
4685,130,130,47
4685,131,134,17
4685,135,137,11
4685,138,140,22
4685,141,141,2
4685,142,144,22
4685,145,145,19
4685,146,146,95
4685,147,188,22
4690,0,0,42
4690,1,21,4
4690,22,47,88
4690,48,107,2
4690,108,121,4
4690,122,122,2
4690,123,153,4
4690,154,199,2
4690,200,242,4
4690,243,243,2
4690,244,272,4
4690,273,295,17
4690,296,296,14
4690,297,297,17
4690,298,321,14
4690,322,322,22
4690,323,337,14
4690,338,400,4
4686,1,32,4
4686,33,84,12
4686,85,123,4
4686,124,125,12
4686,126,129,3
4686,130,130,4
4686,131,213,42
4686,214,215,22
4686,216,225,17
4686,226,243,42
4686,244,248,4
4686,249,252,22
4686,253,265,78
4686,266,267,4
4688,1,11,10
4688,12,20,88
4688,21,32,19
4688,33,34,9
4688,35,40,19
4688,41,47,43
4688,48,48,9
4688,49,50,47
4687,0,0,6
4687,1,5,17
4687,6,30,4
4687,31,31,78
4687,32,50,18
4687,51,51,2
4687,52,52,78
4687,53,54,2
4687,55,69,78
4687,70,74,42
4687,75,81,11
4687,82,82,42
4687,83,93,4
4689,0,0,18
4689,1,4,22
4689,5,85,18
4689,86,87,2
4689,88,158,18
4689,159,165,11
4689,166,173,22
4689,174,352,18
4689,353,354,11
4689,355,400,18
4691,1,11,12
4691,12,25,4
4691,26,27,48
4691,28,34,2
4691,35,43,4
4691,44,53,78
4691,54,56,2
4691,57,78,4
4691,79,82,43
4691,83,126,4
4691,127,139,18
4691,140,160,78
4692,1,46,41
4692,47,61,12
4692,62,62,42
4692,63,71,95
4692,72,87,4
4692,88,90,21
4692,91,122,4
4692,123,124,95
4692,125,125,4
4692,126,133,14
4693,1,2,42
4693,3,22,78
4693,23,27,47
4693,28,41,78
4693,42,47,4
4693,48,51,11
4693,52,72,4
4693,73,80,78
4693,81,81,41
4693,82,82,20
4693,83,90,4
4693,91,110,78
4704,0,0,21
4704,1,16,12
4704,17,17,14
4704,18,18,12
4704,19,38,14
4704,39,46,2
4704,47,59,3
4704,60,86,10
4704,87,87,4
4704,88,122,10
4704,123,128,4
4704,129,129,10
4704,130,132,31
4704,133,134,12
4704,135,141,10
4704,142,159,41
4704,160,162,4
4704,163,163,42
4704,164,167,4
4704,168,169,41
4704,170,175,42
4704,176,177,4
4704,178,185,2
4704,186,208,4
4704,209,267,18
4694,1,10,9
4694,11,11,17
4694,12,12,9
4694,13,42,17
4694,43,43,18
4694,44,52,2
4694,53,64,24
4694,65,69,17
4694,70,70,31
4694,71,81,17
4694,82,82,88
4694,83,83,47
4694,84,86,13
4694,87,88,14
4694,89,107,34
4694,108,108,17
4694,109,112,48
4694,113,113,34
4694,114,119,48
4694,120,122,17
4694,123,123,4
4694,124,137,78
4694,138,154,95
4694,155,161,4
4694,162,167,78
4694,168,168,20
4695,1,37,78
4695,38,38,2
4695,39,39,12
4695,40,60,41
4695,61,62,22
4695,63,63,88
4695,64,66,48
4695,67,84,78
4695,85,87,22
4695,88,97,41
4695,98,163,78
4695,164,200,2
4695,201,209,78
4695,210,223,41
4695,224,267,78
4696,1,37,41
4696,38,48,17
4696,49,131,78
4696,132,154,9
4696,155,211,41
4696,212,228,10
4696,229,232,4
4696,233,257,10
4696,258,258,4
4696,259,294,18
4696,295,301,4
4698,1,21,19
4698,22,22,2
4698,23,23,1
4698,24,34,41
4698,35,39,11
4698,40,53,9
4698,54,64,20
4698,65,77,4
4698,78,84,19
4698,85,101,4
4698,102,111,24
4698,112,121,18
4698,122,122,19
4698,123,164,18
4699,1,1,11
4699,2,17,18
4699,18,21,78
4699,22,22,48
4699,23,26,18
4699,27,44,9
4699,45,54,18
4699,55,55,11
4699,56,56,18
4699,57,90,9
4700,1,13,11
4700,14,14,4
4700,15,26,18
4700,27,27,4
4700,28,29,18
4700,30,63,4
4700,64,67,48
4700,68,75,18
4700,76,84,48
4700,85,109,78
4700,110,170,4
4700,171,175,3
4700,176,176,22
4700,177,188,31
4700,189,189,1
4700,190,200,4
4701,1,13,42
4701,14,15,4
4701,16,16,42
4701,17,62,12
4701,63,63,42
4701,64,130,12
4701,131,131,10
4701,132,137,4
4701,138,191,9
4701,192,199,12
4701,200,200,10
4701,201,254,22
4701,255,255,42
4701,256,296,22
4701,297,354,9
4701,355,355,42
4701,356,441,14
4701,442,442,31
4701,443,476,14
4701,477,500,41
4702,1,11,11
4702,12,129,42
4702,130,159,78
4702,160,258,42
4702,259,260,2
4702,261,278,22
4702,279,345,42
4702,346,367,2
4697,1,11,18
4697,12,32,11
4697,33,44,41
4697,45,51,14
4697,52,67,18
4697,68,89,4
4697,90,96,14
4697,97,101,6
4697,102,104,24
4697,105,127,14
4697,128,128,12
4697,129,135,41
4697,136,142,2
4697,143,158,11
4697,159,160,2
4705,0,0,20
4705,1,33,22
4705,34,37,4
4705,38,38,18
4705,39,39,11
4705,40,49,95
4705,50,59,4
4705,60,112,78
4705,113,124,2
4705,125,150,78
4705,151,161,2
4705,162,166,1
4705,167,177,42
4705,178,183,2
4705,184,184,42
4705,185,201,2
4705,202,218,78
4705,219,221,2
4705,222,234,22
4705,235,237,2
4705,238,239,42
4705,240,240,2
4705,241,250,42
4705,251,272,2
4703,1,40,4
4703,41,103,78
4703,104,104,2
4703,105,203,78
4703,204,204,10
4703,205,213,9
4703,214,243,2
4703,244,268,9
4703,269,269,88
4703,270,270,78
4703,271,272,17
4703,273,286,2
4703,287,327,18
4703,328,328,2
4703,329,342,18
4703,343,363,2
4703,364,400,18
4707,1,6,41
4707,7,36,42
4707,37,51,12
4707,52,52,41
4707,53,69,42
4707,70,70,1
4707,71,72,17
4707,73,74,21
4707,75,103,2
4707,104,108,78
4707,109,109,12
4706,1,15,18
4706,16,74,4
4706,75,81,17
4706,82,122,4
4706,123,128,22
4706,129,189,4
4706,190,190,2
4706,191,194,18
4706,195,242,4
4706,243,243,14
4706,244,320,4
4706,321,322,18
4706,323,341,10
4706,342,348,2
4706,349,393,10
4706,394,404,9
4708,1,11,41
4708,12,12,47
4708,13,56,41
4708,57,57,32
4708,58,63,12
4708,64,64,15
4708,65,68,4
