season,series_id,race_id,race_id_short,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1985,P,1985_AC-Delco_200,1985_01_P,1,1,04,usa,Hershel_McGriff,Hershel McGriff,Gerard Tires / Sherman's,,Pontiac,74,5435,running,57,60
1985,P,1985_AC-Delco_200,1985_01_P,2,3,78,usa,Jim_Robinson,Jim Robinson,Hammer Security,,Oldsmobile,74,3010,running,10,49
1985,P,1985_AC-Delco_200,1985_01_P,3,8,18,usa,Glen_Steurer,Glen Steurer,Steurer Racing,,Chevrolet,74,1435,running,6,48
1985,P,1985_AC-Delco_200,1985_01_P,4,4,98,usa,Jim_Bown,Jim Bown,Wholesale Truck Parts,,Buick,74,1485,running,0,47
1985,P,1985_AC-Delco_200,1985_01_P,5,6,07,usa,Derrike_Cope,Derrike Cope,Jefferson Racing / 7-Eleven,,Ford,73,1375,running,0,46
1985,P,1985_AC-Delco_200,1985_01_P,6,14,17,usa,Harry_Goularte,Harry Goularte,"Omniprise, Inc.",,Buick,70,1250,running,0,45
1985,P,1985_AC-Delco_200,1985_01_P,7,20,99,usa,Blair_Aiken,Blair Aiken,Stoke Racing,,Chevrolet,70,900,running,0,44
1985,P,1985_AC-Delco_200,1985_01_P,8,12,16,usa,Bill_Osborne_(2),Bill Osborne,Hackmankars,,Buick,69,750,running,0,43
1985,P,1985_AC-Delco_200,1985_01_P,9,16,10,usa,Gene_Thonesen,Gene Thonesen,Thonesen Racing,,Buick,68,650,tire,0,42
1985,P,1985_AC-Delco_200,1985_01_P,10,13,45,usa,Bob_Kennedy_(2),Bob Kennedy,Erlich Motors,,Chevrolet,68,600,running,0,41
1985,P,1985_AC-Delco_200,1985_01_P,11,2,73,usa,Bill_Schmitt,Bill Schmitt,California Cooler,,Chevrolet,67,1230,running,0,40
1985,P,1985_AC-Delco_200,1985_01_P,12,5,32,usa,Ruben_Garcia,Ruben Garcia,Suncrest Motorhomes,,Chevrolet,63,800,running,0,39
1985,P,1985_AC-Delco_200,1985_01_P,13,19,1,usa,Jeff_Barrister,Jeff Barrister,Americans For Racing,,Buick,58,475,running,0,38
1985,P,1985_AC-Delco_200,1985_01_P,14,15,22,usa,St_James_Davis,St. James Davis,St. James Racing,,Chrysler,54,450,engine,0,37
1985,P,1985_AC-Delco_200,1985_01_P,15,11,83,usa,Sumner_McKnight,Sumner McKnight,Aero Wash,,Ford,42,725,rocker arm,1,36
1985,P,1985_AC-Delco_200,1985_01_P,16,9,29,usa,Scott_Autrey,Scott Autrey,McIntosh Ranch,,Oldsmobile,20,400,crash,0,35
1985,P,1985_AC-Delco_200,1985_01_P,17,10,91,usa,John_Krebs,John Krebs,KC Racing,,Oldsmobile,18,675,valve,0,34
