season,series_id,race_id,race_id_short,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2000,SW,2000_Copper_World_Classic,2000_01,1,2,6,usa,Rick_Carelli,Rick Carelli,Arvada Excavating / Re/Max,,Chevrolet,50,,running,50,
2000,SW,2000_Copper_World_Classic,2000_01,2,5,42,usa,Rick_Allison,Rick Allison,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,3,8,25,usa,John_Dillon,John Dillon,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,4,18,11,usa,Ron_Eaton,Ron Eaton,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,5,3,98,usa,Greg_Pursley,Greg Pursley,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,6,13,34,usa,Doug_McCoun,Doug McCoun,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,7,23,75,usa,David_Stremme,David Stremme,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,8,19,64,usa,Garrett_Evans,Garrett Evans,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,9,12,87,usa,M_K_Kanke,M.K. Kanke,-,,Pontiac,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,10,14,20,usa,Jim_Inglebright,Jim Inglebright,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,11,6,9,usa,Kenny_Shepherd,Kenny Shepherd,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,12,9,46,usa,Matt_Crafton,Matt Crafton,-,,Ford,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,13,10,89,usa,Burney_Lamar,Burney Lamar,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,14,32,1,usa,Eric_Norris,Eric Norris,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,15,10,5,usa,John_Zaretzke,John Zaretzke,-,,Ford,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,16,1,99,usa,Ken_Schrader,Ken Schrader,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,17,31,96,usa,Zach_Niessner,Zach Niessner,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,18,24,7,usa,Frank_Maronski_Jr,"Frank Maronski, Jr.",-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,19,33,4,usa,Sean_Woodside,Sean Woodside,-,,Pontiac,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,20,30,88,usa,Rocky_Nash,Rocky Nash,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,21,34,18,usa,John_Baker,John Baker,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,22,39,38,usa,Kevin_Hamlin,Kevin Hamlin,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,23,36,65,usa,Kevin_Richards,Kevin Richards,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,24,22,36,usa,Bruce_Bechtel,Bruce Bechtel,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,25,27,31,usa,Gary_Terry,Gary Terry,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,26,15,27,usa,Roger_Avants,Roger Avants,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,27,38,81,usa,Scott_Lynch,Scott Lynch,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,28,28,90,usa,Todd_Ellison,Todd Ellison,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,29,17,70,usa,Eric_Holmes,Eric Holmes,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,30,29,17,usa,Darrell_LaMoure,Darrell LaMoure,-,,Chevrolet,50,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,31,11,59,usa,Auggie_Vidovich,Auggie Vidovich,-,,Chevrolet,49,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,32,41,10,usa,Jon_Lemke,Jon Lemke,-,,Chevrolet,49,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,33,26,41,usa,Jeff_Hillock,Jeff Hillock,-,,Chevrolet,49,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,34,35,95,usa,Jeff_Jefferson,Jeff Jefferson,-,,Chevrolet,49,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,35,40,39,usa,Carson_Woods_Jr,"Carson Woods, Jr.",-,,Chevrolet,48,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,36,4,04,usa,Mark_Reed,Mark Reed,-,,Chevrolet,47,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,37,21,44,usa,Bob_Lyon,Bob Lyon,-,,Pontiac,46,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,38,16,66,usa,Jason_Fensler,Jason Fensler,-,,Chevrolet,43,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,39,7,53,usa,Scott_Hansen,Scott Hansen,-,,Ford,38,,running,0,
2000,SW,2000_Copper_World_Classic,2000_01,40,37,73,usa,Scott_Busby,Scott Busby,-,,Chevrolet,21,,crash,0,
2000,SW,2000_Copper_World_Classic,2000_01,41,20,0,usa,Eddie_Hoffman,Eddie Hoffman,-,,Chevrolet,14,,engine,0,
2000,SW,2000_Foods_Co_100,2000_02,1,7,4,usa,Sean_Woodside,Sean Woodside,-,,Pontiac,100,,running,2,
2000,SW,2000_Foods_Co_100,2000_02,2,6,80,usa,Jon_Nelson,Jon Nelson,-,,Pontiac,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,3,5,46,usa,Matt_Crafton,Matt Crafton,-,,Ford,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,4,14,20,usa,Jim_Inglebright,Jim Inglebright,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,5,8,34,usa,Doug_McCoun,Doug McCoun,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,6,12,37,usa,Keith_Spangler,Keith Spangler,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,7,29,36,usa,Bruce_Bechtel,Bruce Bechtel,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,8,5,2,usa,Craig_Raudman,Craig Raudman,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,9,22,18,usa,John_Baker,John Baker,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,10,26,17,usa,Darrell_LaMoure,Darrell LaMoure,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,11,9,87,usa,M_K_Kanke,M.K. Kanke,-,,Pontiac,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,12,18,6,usa,Todd_Souza,Todd Souza,-,,Ford,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,13,24,05,usa,Scotty_Backman,Scotty Backman,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,14,19,71,usa,Greg_Fowler,Greg Fowler,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,15,13,16,usa,Larry_Krieger,Larry Krieger,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,16,17,66,usa,Jason_Fensler,Jason Fensler,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,17,16,39,usa,Carson_Woods_Jr,"Carson Woods, Jr.",-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,18,30,48,usa,Steve_Smith_(2),Steve Smith,-,,Chevrolet,100,,running,0,
2000,SW,2000_Foods_Co_100,2000_02,19,1,59,usa,Auggie_Vidovich,Auggie Vidovich,-,,Chevrolet,100,,running,80,
2000,SW,2000_Foods_Co_100,2000_02,20,21,81,usa,Scott_Lynch,Scott Lynch,-,,Chevrolet,99,,-,0,
2000,SW,2000_Foods_Co_100,2000_02,21,15,9,usa,Kenny_Shepherd,Kenny Shepherd,-,,Chevrolet,99,,-,0,
2000,SW,2000_Foods_Co_100,2000_02,22,27,73,usa,Scott_Busby,Scott Busby,-,,Chevrolet,98,,-,0,
2000,SW,2000_Foods_Co_100,2000_02,23,3,98,usa,Greg_Pursley,Greg Pursley,-,,Chevrolet,97,,-,0,
2000,SW,2000_Foods_Co_100,2000_02,24,20,61,usa,Mike_Ledbetter,Mike Ledbetter,-,,Chevrolet,96,,-,0,
2000,SW,2000_Foods_Co_100,2000_02,25,11,44,usa,Bob_Lyon,Bob Lyon,-,,Pontiac,95,,-,0,
