season,series_id,race_id,race_id_short,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1998,SW,1998_Southwest_Tour_200,1998_01_SW,1,6,27,usa,Derrick_Gilchrist,Derrick Gilchrist,Hamke Race Cars,,Chevrolet,200,,running,8,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,2,13,87,usa,M_K_Kanke,M.K. Kanke,Burbank Roofing,,Chevrolet,200,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,3,10,31,usa,Patrick_Lawler,Patrick Lawler,Manheim Auto Auctions,,Chevrolet,200,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,4,9,40,usa,Kenny_Shepherd,Kenny Shepherd,America Online,,Chevrolet,200,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,5,21,5,usa,Bryan_Germone,Bryan Germone,Cofer Corperation,,Chevrolet,200,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,6,16,21,canada,Bill_Lawrence_(2),Bill Lawrence,Central Water,,Chevrolet,199,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,7,5,07,usa,Ron_Eaton,Ron Eaton,Crower Cams / Lakes Body Shop,,Chevrolet,199,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,8,11,72,usa,Marc_Groskreutz,Marc Groskreutz,Wide World of Maps,,Pontiac,199,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,9,26,44,usa,Bob_Lyon,Bob Lyon,Northridge Equipment Rental,,Pontiac,199,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,10,20,03,usa,Jim_Pettit_II,Jim Pettit II,California Hot Wood,,Chevrolet,198,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,11,17,18,usa,John_Baker,John Baker,Mid-State Trucking,,Chevrolet,198,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,12,3,05,usa,John_Metcalf,John Metcalf,RE/MAX International,,Chevrolet,198,,running,121,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,13,22,73,usa,Mark_Reed,Mark Reed,J.N. Simms / Ultra Shield,,Chevrolet,197,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,14,18,14,usa,Steve_Portenga,Steve Portenga,Ultra Shield,,Chevrolet,195,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,15,7,2,usa,Craig_Raudman,Craig Raudman,American Megatrends,,Chevrolet,194,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,16,19,70,usa,Kurt_Busch,Kurt Busch,Star Nursery,,Chevrolet,194,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,17,14,34,usa,Doug_McCoun,Doug McCoun,Wynn's / Marina Motor,,Chevrolet,194,,running,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,18,1,04,usa,Jimi_Oberto,Jimi Oberto,Oberto Beef Jerky,,Chevrolet,192,,crash,47,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,19,12,1,usa,Aaron_Newport,Aaron Newport,A & B Asphalt,,Pontiac,155,,handling,0,
1998,SW,1998_Southwest_Tour_200,1998_01_SW,20,24,19,usa,Tony_Toste,Tony Toste,Toste Paving,,Chevrolet,142,,engine,0,
