vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,pit_in_rank,pit_out_rank,positions_gained_lost
19,Connor Mosack,Toyota,86,84,2,2,6127.55,0.0,0.0,6150.0095,6385.4051,235.3956,22.4594,0.0,OTHER,False,False,False,False,0,0,30,30,0
20,John Hunter Nemechek,Toyota,21,21,2,2,1303.051,1345.509,42.458,1324.4544,1340.8939,16.4395,21.4034,4.615,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,9,-6
20,John Hunter Nemechek,Toyota,41,41,2,2,2765.684,2804.756,39.0719,2786.8341,2800.314,13.4798,21.1501,4.4419,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,9,-6
20,John Hunter Nemechek,Toyota,46,45,2,2,3329.493,3514.862,185.369,3351.943,3509.9719,158.0288,22.45,4.89,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,36,0
20,John Hunter Nemechek,Toyota,48,46,2,2,3578.194,3638.878,60.684,3600.4631,3634.2637,33.8006,22.2691,4.6142,OTHER,False,False,False,False,0,0,36,36,0
20,John Hunter Nemechek,Toyota,78,74,1,1,5331.963,5378.063,46.1,5353.6424,5373.3829,19.7405,21.6794,4.68,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,35,35,0
20,John Hunter Nemechek,Toyota,81,77,2,2,5597.017,5713.235,116.2179,5619.2089,5708.1069,88.898,22.1919,5.128,OTHER,False,False,False,False,0,0,34,34,0
18,Sammy Smith #,Toyota,21,21,2,2,1303.3889,1345.011,41.622,1322.2187,1337.4362,15.2174,18.8297,7.5747,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,7,-3
18,Sammy Smith #,Toyota,41,41,2,2,2766.535,2806.413,39.878,2785.0324,2798.9602,13.9278,18.4974,7.4527,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,11,-5
18,Sammy Smith #,Toyota,46,45,2,2,3253.897,3368.056,114.159,3274.1643,3359.7972,85.6329,20.2673,8.2587,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,34,-11
18,Sammy Smith #,Toyota,48,47,2,2,3520.736,3616.779,96.043,3540.4356,3608.6562,68.2205,19.6996,8.1227,OTHER,False,False,False,False,0,0,33,34,-1
18,Sammy Smith #,Toyota,58,57,1,1,4220.005,4249.142,29.1369,4238.6445,4241.8143,3.1698,18.6395,7.3276,OTHER,False,False,False,False,0,0,17,27,-10
18,Sammy Smith #,Toyota,80,80,2,2,5594.938,5637.392,42.4539,5613.6371,5629.8722,16.235,18.6991,7.5197,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,15,15,0
9,Brandon Jones,Chevrolet,21,21,2,2,1304.006,1345.313,41.307,1326.4899,1341.5986,15.1087,22.4839,3.7143,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,8,-2
9,Brandon Jones,Chevrolet,41,41,2,2,2766.044,2807.227,41.1829,2788.4691,2803.784,15.3149,22.4251,3.4429,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,12,-8
9,Brandon Jones,Chevrolet,80,80,2,2,5588.201,5631.914,43.7129,5610.4006,5628.386,17.9853,22.1996,3.5279,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,8,-7
1,Sam Mayer,Chevrolet,21,21,2,2,1304.361,1348.285,43.9239,1318.515,1336.9677,18.4526,14.154,11.3172,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,13,-6
1,Sam Mayer,Chevrolet,41,41,2,2,2767.064,2808.334,41.2699,2781.3287,2797.1777,15.8489,14.2647,11.1562,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,15,-8
1,Sam Mayer,Chevrolet,46,46,2,2,3374.327,3487.697,113.3699,3389.384,3476.2233,86.8392,15.057,11.4736,OTHER,False,False,False,False,0,0,14,35,-21
1,Sam Mayer,Chevrolet,48,47,2,2,3555.924,3621.402,65.478,3571.2681,3609.9503,38.6821,15.3441,11.4516,OTHER,False,False,False,False,0,0,35,35,0
7,Justin Allgaier,Chevrolet,21,21,2,2,1304.654,1346.377,41.7229,1318.4483,1334.0644,15.6161,13.7943,12.3125,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,11,-3
7,Justin Allgaier,Chevrolet,57,56,1,1,4154.216,4195.356,41.1399,4167.8393,4183.1564,15.3171,13.6233,12.1995,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,30,-26
7,Justin Allgaier,Chevrolet,80,80,2,2,5591.16,5651.621,60.461,5605.2285,5638.9614,33.7328,14.0685,12.6595,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,22,-17
00,Cole Custer,Ford,17,16,1,1,946.605,990.226,43.6209,958.6468,976.1735,17.5267,12.0418,14.0524,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,35,-23
00,Cole Custer,Ford,41,41,2,2,2766.314,2807.684,41.37,2777.9253,2793.5415,15.6162,11.6113,14.1424,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,5,13,-8
00,Cole Custer,Ford,46,45,2,2,3318.713,3632.279,313.5659,3331.4228,3617.9545,286.5317,12.7097,14.3244,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,35,37,-2
00,Cole Custer,Ford,74,69,1,1,5116.561,5176.198,59.637,5128.6488,5162.0495,33.4007,12.0878,14.1484,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,36,36,0
00,Cole Custer,Ford,81,76,2,2,5725.189,5784.433,59.2439,5737.2627,5769.7259,32.4631,12.0737,14.707,OTHER,False,False,False,False,0,0,35,35,0
21,Austin Hill,Chevrolet,21,21,2,2,1305.43,1350.277,44.8469,1310.9744,1328.9257,17.9513,5.5443,21.3512,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,18,-8
21,Austin Hill,Chevrolet,41,41,2,2,2768.645,2808.664,40.019,2774.1215,2788.3314,14.2099,5.4765,20.3325,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,16,-4
21,Austin Hill,Chevrolet,49,48,2,2,3646.136,3688.669,42.5329,3652.3183,3667.6594,15.3411,6.1823,21.0095,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,27,34,-7
27,Jeb Burton,Chevrolet,21,21,2,2,1306.692,1351.348,44.6559,1322.9194,1341.6558,18.7363,16.2274,9.6921,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,20,-6
27,Jeb Burton,Chevrolet,41,41,2,2,2769.4699,2813.13,43.66,2785.8332,2803.5928,17.7595,16.3632,9.5371,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,22,-8
27,Jeb Burton,Chevrolet,57,56,1,1,4163.856,4196.264,32.408,4180.2515,4185.7236,5.472,16.3955,10.5403,OTHER,False,False,False,False,0,0,21,31,-10
27,Jeb Burton,Chevrolet,81,80,2,2,5598.698,5645.067,46.3689,5615.3052,5635.3938,20.0885,16.6072,9.6731,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,20,3
17,Chase Elliott(i),Chevrolet,21,21,2,2,1306.023,1349.192,43.169,1316.2128,1332.9633,16.7504,10.1898,16.2286,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,14,-2
17,Chase Elliott(i),Chevrolet,41,41,2,2,2768.285,2809.202,40.917,2778.1922,2793.2072,15.0149,9.9072,15.9947,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,17,-6
17,Chase Elliott(i),Chevrolet,69,69,1,1,4876.881,4918.753,41.8719,4886.5681,4902.816,16.2478,9.6871,15.9369,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,1,13,-12
51,Jeremy Clements,Chevrolet,21,21,2,2,1310.54,1360.282,49.7419,1331.0945,1353.6022,22.5076,20.5545,6.6797,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,24,28,-4
51,Jeremy Clements,Chevrolet,42,41,2,2,2773.27,2820.948,47.6779,2793.1071,2811.9253,18.8182,19.8371,9.0226,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,31,-8
51,Jeremy Clements,Chevrolet,73,72,1,1,5076.482,5120.801,44.319,5095.5811,5114.2072,18.626,19.0991,6.5937,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,28,-16
51,Jeremy Clements,Chevrolet,81,80,2,2,5721.752,5757.716,35.9639,5741.1997,5751.0072,9.8075,19.4477,6.7087,OTHER,False,False,False,False,0,0,25,25,0
51,Jeremy Clements,Chevrolet,88,87,2,2,6389.091,6428.055,38.9639,6408.4047,6421.6184,13.2137,19.3137,6.4365,OTHER,False,False,False,False,0,0,24,24,0
24,Corey Heim(i),Toyota,21,21,2,2,1307.902,1351.914,44.0119,1315.9125,1333.8976,17.985,8.0105,18.0163,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,21,-4
24,Corey Heim(i),Toyota,41,41,2,2,2770.7399,2813.666,42.926,2778.8595,2795.3759,16.5163,8.1195,18.29,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,24,-7
24,Corey Heim(i),Toyota,56,55,1,1,4105.767,4136.8059,31.0389,4114.0172,4118.9555,4.9382,8.2502,17.8504,OTHER,False,False,False,False,0,0,21,34,-13
24,Corey Heim(i),Toyota,81,80,2,2,5597.853,0.0,0.0,5606.0627,6437.3961,831.3334,8.2097,0.0,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,20,35,-15
16,Chandler Smith #,Chevrolet,21,21,2,2,1305.763,1346.928,41.165,1328.9591,1344.7811,15.8219,23.1961,2.1468,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,12,-1
16,Chandler Smith #,Chevrolet,41,41,2,2,2767.948,2810.565,42.617,2792.2395,2808.4181,16.1785,24.2915,2.1468,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,19,-9
16,Chandler Smith #,Chevrolet,56,55,1,1,4103.868,4133.284,29.4159,4127.4973,4131.5013,4.0039,23.6293,1.7826,OTHER,False,False,False,False,0,0,15,33,-18
16,Chandler Smith #,Chevrolet,80,80,2,2,5592.954,5633.468,40.514,5616.4732,5631.3211,14.8478,23.5192,2.1468,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,10,-1
39,Ryan Sieg,Ford,21,21,2,2,1306.318,1352.801,46.4829,1329.1593,1349.6062,20.4469,22.8413,3.1947,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,22,-9
39,Ryan Sieg,Ford,37,36,1,1,2395.755,2437.998,42.2429,2418.1649,2434.8484,16.6834,22.4099,3.1495,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,35,-22
39,Ryan Sieg,Ford,77,76,1,1,5283.462,5317.6809,34.2189,5306.2611,5314.4862,8.2251,22.7991,3.1947,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,6,14,-8
25,Brett Moffitt,Ford,21,21,2,2,1308.175,1356.267,48.092,1323.52,1345.8196,22.2996,15.345,10.4473,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,24,-6
25,Brett Moffitt,Ford,41,41,2,2,2769.018,2813.1439,44.1259,2784.265,2802.7896,18.5246,15.247,10.3543,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,21,-8
25,Brett Moffitt,Ford,78,77,1,1,5342.086,5376.71,34.6239,5357.4472,5366.0548,8.6076,15.3612,10.6551,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,5,14,-9
25,Brett Moffitt,Ford,80,80,2,2,5596.451,5635.462,39.011,5612.0353,5624.2819,12.2465,15.5843,11.18,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,19,13,6
31,Parker Retzlaff #,Chevrolet,21,21,2,2,1309.015,1370.494,61.4789,1316.4797,1351.9428,35.4631,7.4647,18.5511,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,20,37,-17
31,Parker Retzlaff #,Chevrolet,41,41,2,2,2771.968,2814.5859,42.6179,2779.4602,2796.0738,16.6136,7.4922,18.5121,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,20,25,-5
31,Parker Retzlaff #,Chevrolet,70,69,1,1,4897.963,4939.003,41.0399,4906.2611,4922.2366,15.9755,8.2981,16.7663,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,30,-20
31,Parker Retzlaff #,Chevrolet,77,75,1,1,5321.087,6005.83,684.7429,5330.653,5987.1718,656.5187,9.566,18.6581,ONE_WHEEL_CHANGE,False,True,False,False,0,0,33,36,-3
31,Parker Retzlaff #,Chevrolet,88,79,2,2,6376.925,6431.629,54.7039,6385.1816,6412.0416,26.86,8.2566,19.5873,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,36,36,0
28,Kyle Sieg,Ford,21,21,2,2,1310.172,1362.662,52.49,1332.1625,1357.4866,25.3241,21.9905,5.1753,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,33,-10
28,Kyle Sieg,Ford,41,41,2,2,2771.5,2820.676,49.1759,2792.9736,2815.5666,22.5929,21.4736,5.1093,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,30,-11
28,Kyle Sieg,Ford,63,62,1,1,4501.049,4537.827,36.778,4522.1782,4532.7126,10.5344,21.1292,5.1143,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,11,31,-20
28,Kyle Sieg,Ford,81,80,2,2,5598.36,5651.41,53.05,5619.8429,5646.2496,26.4066,21.4829,5.1603,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,21,1
98,Riley Herbst,Ford,21,21,2,2,1308.547,1349.096,40.5489,1331.5051,1346.6438,15.1387,22.9581,2.4521,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,16,3
98,Riley Herbst,Ford,41,41,2,2,2767.409,2810.0079,42.5989,2790.4711,2807.4208,16.9497,23.0621,2.5871,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,18,-10
98,Riley Herbst,Ford,48,47,2,2,3511.773,3542.162,30.3889,3536.2648,3539.468,3.2031,24.4918,2.6939,OTHER,False,False,False,False,0,0,20,25,-5
48,Parker Kligerman,Chevrolet,21,21,2,2,1307.3599,1351.121,43.761,1316.1794,1334.1311,17.9517,8.8194,16.9898,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,16,19,-3
48,Parker Kligerman,Chevrolet,35,34,1,1,2285.264,2329.244,43.98,2294.3068,2312.0023,17.6955,9.0428,17.2416,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,36,-18
48,Parker Kligerman,Chevrolet,59,58,1,1,4268.683,4300.67,31.987,4277.8519,4283.6577,5.8057,9.1689,17.0122,OTHER,False,False,False,False,0,0,5,25,-20
48,Parker Kligerman,Chevrolet,80,80,2,2,5593.933,5639.624,45.6909,5602.7591,5622.4643,19.7051,8.8261,17.1596,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,13,17,-4
10,Daniel Suarez(i),Chevrolet,21,21,2,2,1306.994,1349.204,42.21,1327.9246,1343.793,15.8683,20.9306,5.4109,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,15,15,0
10,Daniel Suarez(i),Chevrolet,37,36,1,1,2398.523,2436.009,37.4859,2419.4996,2430.72,11.2204,20.9766,5.2889,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,20,33,-13
10,Daniel Suarez(i),Chevrolet,55,54,1,1,4045.052,4086.222,41.17,4066.5349,4080.801,14.2661,21.4829,5.4209,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,35,-28
10,Daniel Suarez(i),Chevrolet,80,80,2,2,5593.5649,5634.952,41.387,5614.438,5629.653,15.215,20.873,5.2989,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,12,0
26,Kaz Grala,Toyota,21,21,2,2,1309.3119,1357.567,48.255,1316.3462,1338.4358,22.0896,7.0342,19.1311,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,21,26,-5
26,Kaz Grala,Toyota,41,41,2,2,2771.042,2813.587,42.545,2778.0588,2794.2744,16.2156,7.0168,19.3125,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,23,-5
26,Kaz Grala,Toyota,59,58,1,1,4272.717,4304.481,31.764,4279.9874,4285.326,5.3386,7.2704,19.1549,OTHER,False,False,False,False,0,0,12,26,-14
26,Kaz Grala,Toyota,69,68,1,1,4876.678,4919.28,42.6019,4883.5663,4900.0214,16.455,6.8883,19.2585,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,32,33,-1
26,Kaz Grala,Toyota,82,80,2,2,5728.308,5795.676,67.368,5735.4622,5776.4001,40.9379,7.1542,19.2758,OTHER,False,False,False,False,0,0,31,30,1
3,Ty Dillon(i),Chevrolet,21,21,2,2,1309.703,1360.327,50.624,1329.0619,1353.2823,24.2204,19.3589,7.0446,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,29,-7
3,Ty Dillon(i),Chevrolet,41,41,2,2,2770.304,2817.235,46.931,2789.3499,2810.0667,20.7167,19.0459,7.1682,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,16,27,-11
3,Ty Dillon(i),Chevrolet,78,77,1,1,5340.379,5369.8549,29.4759,5359.8163,5362.6845,2.8682,19.4373,7.1704,OTHER,False,False,False,False,0,0,4,10,-6
3,Ty Dillon(i),Chevrolet,80,80,2,2,5594.27,5637.785,43.5149,5613.2699,5630.7037,17.4337,18.9999,7.0812,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,14,16,-2
78,Anthony Alfredo,Chevrolet,22,21,2,2,1311.009,1356.157,45.1479,1324.7213,1343.2606,18.5392,13.7123,12.8963,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,23,2
78,Anthony Alfredo,Chevrolet,42,41,2,2,2772.9319,2816.468,43.536,2786.2336,2803.8526,17.6189,13.3016,12.6153,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,22,26,-4
78,Anthony Alfredo,Chevrolet,49,48,2,2,3642.931,3676.279,33.3479,3656.9227,3663.3292,6.4065,13.9917,12.9497,OTHER,False,False,False,False,0,0,22,28,-6
78,Anthony Alfredo,Chevrolet,80,80,2,2,5592.108,5635.957,43.849,5605.4287,5622.6446,17.2158,13.3207,13.3123,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,14,-7
43,Ryan Ellis,Chevrolet,22,21,2,2,1312.282,1360.844,48.562,1319.3158,1340.004,20.6882,7.0338,20.8399,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,28,30,-2
43,Ryan Ellis,Chevrolet,42,41,2,2,2774.902,2819.706,44.804,2781.2619,2798.7125,17.4505,6.3599,20.9934,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,28,29,-1
43,Ryan Ellis,Chevrolet,47,46,2,2,3380.019,3417.367,37.348,3387.7157,3394.6892,6.9735,7.6967,22.6777,OTHER,False,False,False,False,0,0,26,29,-3
43,Ryan Ellis,Chevrolet,49,48,2,2,3647.215,3683.925,36.71,3655.3878,3659.7255,4.3376,8.1728,24.1994,OTHER,False,False,False,False,0,0,29,30,-1
43,Ryan Ellis,Chevrolet,80,80,2,2,5595.686,5643.176,47.49,5602.0251,5621.9863,19.9612,6.3391,21.1896,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,17,19,-2
92,Josh Williams,Chevrolet,22,21,2,2,1311.698,1357.296,45.5979,1325.1218,1343.8079,18.6861,13.4238,13.488,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,27,25,2
92,Josh Williams,Chevrolet,42,41,2,2,2773.605,2818.982,45.3769,2786.7007,2805.5032,18.8024,13.0957,13.4787,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,24,28,-4
92,Josh Williams,Chevrolet,66,65,1,1,4679.426,5235.71,556.2839,4698.5111,5220.9932,522.482,19.0851,14.7167,OTHER,False,False,False,False,0,0,15,37,-22
44,Sage Karam,Chevrolet,8,7,1,1,478.836,0.0,0.0,490.1022,1245.2798,755.1775,11.2662,0.0,OTHER,False,False,False,False,0,0,38,38,0
38,Joe Graf Jr.,Ford,22,21,2,2,1311.307,1361.323,50.016,1328.3584,1350.2459,21.8875,17.0514,11.077,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,26,31,-5
38,Joe Graf Jr.,Ford,42,41,2,2,2772.31,2821.795,49.485,2788.369,2811.0852,22.7162,16.059,10.7097,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,21,32,-11
38,Joe Graf Jr.,Ford,80,80,2,2,5592.6319,5641.826,49.194,5608.8661,5631.1432,22.2771,16.2341,10.6827,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,18,-10
6,Brennan Poole,Chevrolet,22,22,2,2,1450.768,1503.087,52.3189,1468.998,1494.2449,25.2468,18.23,8.842,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,4,35,-31
6,Brennan Poole,Chevrolet,42,42,2,2,2898.073,2952.692,54.619,2916.3327,2943.9139,27.5812,18.2597,8.778,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,34,-31
6,Brennan Poole,Chevrolet,47,46,2,2,3381.326,3418.464,37.1379,3400.4287,3409.4379,9.0091,19.1027,9.026,OTHER,False,False,False,False,0,0,31,30,1
6,Brennan Poole,Chevrolet,49,48,2,2,3647.696,3684.682,36.9859,3667.3331,3675.7989,8.4657,19.6371,8.883,OTHER,False,False,False,False,0,0,30,32,-2
6,Brennan Poole,Chevrolet,57,56,1,1,4171.214,4204.561,33.3469,4190.0622,4195.9346,5.8724,18.8482,8.6263,OTHER,False,False,False,False,0,0,32,35,-3
6,Brennan Poole,Chevrolet,81,80,2,2,5725.628,5773.023,47.395,5743.9025,5764.2239,20.3214,18.2745,8.799,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,27,27,0
08,Alex Labbe,Ford,22,22,2,2,1451.748,1567.467,115.719,1472.268,1546.2757,74.0076,20.52,21.1913,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,36,-28
08,Alex Labbe,Ford,42,41,2,2,2776.755,2804.367,27.612,2785.4876,2784.9393,0.0,8.7326,19.4276,OTHER,False,False,False,False,0,0,32,8,24
08,Alex Labbe,Ford,42,42,2,2,2900.825,2953.472,52.647,2909.9934,2934.9173,24.9239,9.1684,18.5546,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,8,35,-27
08,Alex Labbe,Ford,47,46,2,2,3382.765,3429.781,47.016,3391.8531,3411.4993,19.6462,9.0881,18.2816,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,33,32,1
08,Alex Labbe,Ford,49,48,2,2,3649.05,3683.177,34.1269,3658.9915,3664.6305,5.639,9.9415,18.5464,OTHER,False,False,False,False,0,0,32,29,3
08,Alex Labbe,Ford,72,71,1,1,5039.261,5076.711,37.4499,5048.2347,5059.2123,10.9775,8.9737,17.4986,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,28,31,-3
08,Alex Labbe,Ford,81,80,2,2,5728.015,5788.925,60.9099,5737.4305,5770.7279,33.2973,9.4155,18.197,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,30,29,1
91,Chad Chastain(i),Chevrolet,22,21,2,2,1314.171,1362.029,47.8579,1328.5252,1348.3963,19.871,14.3542,13.6326,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,33,32,1
91,Chad Chastain(i),Chevrolet,42,41,2,2,2776.164,2822.246,46.0819,2789.2365,2808.4793,19.2427,13.0725,13.7666,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,31,33,-2
91,Chad Chastain(i),Chevrolet,72,71,1,1,5032.724,5073.241,40.5169,5045.7655,5059.6413,13.8757,13.0415,13.5996,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,25,29,-4
91,Chad Chastain(i),Chevrolet,81,80,2,2,5726.607,5761.826,35.219,5739.6649,5748.4893,8.8244,13.0579,13.3366,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,29,26,3
4,Garrett Smithley,Chevrolet,22,22,2,2,1451.329,1584.271,132.942,1467.3297,1573.1288,105.7991,16.0007,11.1421,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,37,-31
4,Garrett Smithley,Chevrolet,42,42,2,2,2897.235,2972.779,75.5439,2912.429,2961.6778,49.2488,15.194,11.1011,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,2,36,-34
4,Garrett Smithley,Chevrolet,80,80,2,2,5596.069,5632.764,36.6949,5611.2347,5621.7078,10.4731,15.1657,11.0561,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,18,9,9
4,Garrett Smithley,Chevrolet,87,86,2,2,6235.473,6274.085,38.612,6251.3777,6262.622,11.2442,15.9047,11.4629,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,22,23,-1
45,Jeffrey Earnhardt,Chevrolet,22,21,2,2,1314.52,1368.736,54.216,1324.9549,1351.7474,26.7925,10.4349,16.9885,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,35,35,0
45,Jeffrey Earnhardt,Chevrolet,27,26,1,1,1860.652,1959.704,99.0519,1870.9757,1942.4789,71.5031,10.3237,17.225,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,37,37,0
45,Jeffrey Earnhardt,Chevrolet,43,41,2,2,2917.706,2990.667,72.9609,2927.2778,2972.5751,45.2973,9.5718,18.0918,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,37,37,0
45,Jeffrey Earnhardt,Chevrolet,48,47,2,2,3524.724,3592.394,67.6699,3534.6299,3573.9687,39.3388,9.9059,18.4252,OTHER,False,False,False,False,0,0,34,33,1
45,Jeffrey Earnhardt,Chevrolet,82,81,2,2,5738.961,5792.403,53.442,5748.7749,5775.3141,26.5391,9.8139,17.0888,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,23,23,0
53,Patrick Emerling,Chevrolet,22,21,2,2,1312.736,1369.111,56.375,1334.0978,1363.2496,29.1517,21.3618,5.8613,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,29,36,-7
53,Patrick Emerling,Chevrolet,42,41,2,2,2775.4609,2827.109,51.648,2796.5771,2821.0756,24.4984,21.1161,6.0333,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,29,36,-7
53,Patrick Emerling,Chevrolet,47,46,2,2,3380.787,3422.288,41.501,3401.9971,3416.3596,14.3624,21.2101,5.9283,OTHER,False,False,False,False,0,0,30,31,-1
53,Patrick Emerling,Chevrolet,77,76,1,1,5318.9309,5354.028,35.097,5339.8287,5348.1369,8.3082,20.8977,5.891,OTHER,False,False,False,False,0,0,22,26,-4
53,Patrick Emerling,Chevrolet,81,80,2,2,5726.125,5780.025,53.8999,5746.9053,5773.7146,26.8092,20.7803,6.3103,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,28,28,0
35,Joey Gase,Chevrolet,22,21,2,2,1313.604,1367.1,53.4959,1331.9288,1356.8597,24.9308,18.3248,10.2402,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,32,34,-2
35,Joey Gase,Chevrolet,42,41,2,2,2774.451,2825.005,50.554,2791.3497,2815.1387,23.7889,16.8987,9.8662,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,27,35,-8
35,Joey Gase,Chevrolet,76,75,1,1,5259.869,5294.017,34.148,5277.2986,5284.5057,7.2071,17.4296,9.5112,OTHER,False,False,False,False,0,0,23,27,-4
35,Joey Gase,Chevrolet,79,77,2,2,5443.958,5503.3909,59.4329,5463.4528,5493.3547,29.9019,19.4948,10.0362,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,32,33,-1
