vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,pit_in_rank,pit_out_rank,positions_gained_lost,race_id
45,Kurt Busch,Toyota,35,34,1,1,1684.457,1715.464,31.0069,1692.2112,1700.62,8.4088,7.7542,14.8439,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,10,10,0,5144
24,William Byron Jr.,Chevrolet,35,34,1,1,1684.475,1720.281,35.806,1697.9242,1711.037,13.1128,13.4492,9.2439,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,11,15,-4,5144
8,Tyler Reddick,Chevrolet,35,34,1,1,1684.069,1715.084,31.015,1700.1598,1708.2009,8.0411,16.0908,6.883,OTHER,False,False,False,False,0,0,8,9,-1,5144
50,* Kaz Grala(i),Chevrolet,35,33,1,1,1686.527,1726.57,40.0429,1693.0194,1709.6023,16.5828,6.4924,16.9676,OTHER,False,False,False,False,0,0,20,21,-1,5144
1,Ross Chastain,Chevrolet,35,34,1,1,1684.659,1721.14,36.4809,1703.1293,1716.6425,13.5132,18.4703,4.4974,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,12,16,-4,5144
9,Chase Elliott,Chevrolet,34,34,1,1,1683.383,1718.005,34.622,1701.5611,1713.9399,12.3787,18.1781,4.065,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,7,11,-4,5144
5,Kyle Larson,Chevrolet,34,34,1,1,1683.193,1718.6,35.4069,1702.9959,1716.5424,13.5465,19.8029,2.0575,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,6,14,-8,5144
6,Brad Keselowski,Ford,35,35,1,1,1732.107,1762.98,30.873,1739.3334,1747.4414,8.1079,7.2264,15.5385,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,2,2,0,5144
2,Austin Cindric #,Ford,35,35,1,1,1732.141,1764.351,32.21,1741.0351,1750.3274,9.2923,8.8941,14.0235,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,3,4,-1,5144
38,Todd Gilliland #,Ford,35,35,1,1,1734.233,1770.106,35.873,1744.3717,1757.8497,13.4779,10.1387,12.2562,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,5,6,-1,5144
12,Ryan Blaney,Ford,35,35,1,1,1731.43,1761.988,30.5579,1748.3423,1756.4836,8.1413,16.9123,5.5043,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,1,1,0,5144
55,* JJ Yeley(i),Ford,35,34,1,1,1737.928,1778.734,40.8059,1744.4051,1760.354,15.9489,6.4771,18.3799,OTHER,False,False,False,False,0,0,18,19,-1,5144
14,Chase Briscoe,Ford,35,35,1,1,1732.772,1764.067,31.295,1746.7073,1755.8496,9.1422,13.9353,8.2173,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,4,3,1,5144
31,Justin Haley,Chevrolet,36,35,1,1,1741.545,1776.207,34.662,1750.5278,1763.0233,12.4955,8.9828,13.1836,OTHER,False,False,False,False,0,0,7,9,-2,5144
77,Landon Cassill(i),Chevrolet,36,35,1,1,1741.864,1776.626,34.7619,1754.4816,1765.6592,11.1775,12.6176,10.9667,OTHER,False,False,False,False,0,0,8,12,-4,5144
16,Daniel Hemric(i),Chevrolet,36,35,1,1,1741.204,1782.261,41.057,1758.0518,1776.0694,18.0176,16.8478,6.1915,OTHER,False,False,False,False,0,0,6,17,-11,5144
99,Daniel Suarez,Chevrolet,35,34,1,1,1684.087,1721.303,37.216,1703.3295,1718.1362,14.8066,19.2425,3.1667,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,9,17,-8,5144
43,Erik Jones,Chevrolet,35,34,1,1,1684.868,1718.613,33.745,1700.8271,1711.1038,10.2767,15.9591,7.5091,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,13,13,0,5144
78,BJ McLeod,Ford,35,34,1,1,1738.229,1780.228,41.999,1752.0459,1769.4629,17.417,13.8169,10.765,OTHER,False,False,False,False,0,0,19,20,-1,5144
41,Cole Custer,Ford,36,36,1,1,1815.45,1852.597,37.1469,1826.0545,1840.9416,14.887,10.6045,11.6553,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,7,17,-10,5144
62,* Noah Gragson(i),Chevrolet,40,38,1,1,1965.006,2009.926,44.9199,1972.0028,1993.4904,21.4876,6.9968,16.4355,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,20,-2,5144
7,Corey LaJoie,Chevrolet,26,25,1,1,1248.131,1280.55,32.4189,1258.2776,1266.8874,8.6098,10.1466,13.6625,OTHER,False,False,False,False,0,0,15,15,0,5145
51,Cody Ware,Ford,26,25,1,1,1253.109,1294.374,41.265,1263.4494,1281.6294,18.1799,10.3404,12.7445,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,18,17,1,5145
20,Christopher Bell,Toyota,26,25,1,1,1246.898,1277.8309,30.9329,1264.3836,1272.6932,8.3095,17.4856,5.1377,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,11,12,-1,5145
23,Bubba Wallace,Toyota,26,25,1,1,1247.118,1279.718,32.6,1264.9522,1273.8277,8.8754,17.8342,5.8902,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,12,14,-2,5145
19,Martin Truex Jr.,Toyota,26,25,1,1,1247.758,1278.4079,30.6499,1261.681,1268.8561,7.175,13.923,9.5518,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,14,13,1,5145
15,David Ragan,Ford,26,25,1,1,1252.088,1290.66,38.572,1257.7438,1273.6608,15.917,5.6558,16.9991,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,17,16,1,5145
18,Kyle Busch,Toyota,26,25,1,1,1246.677,1276.851,30.174,1261.9145,1269.9238,8.0092,15.2375,6.9271,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,10,11,-1,5145
11,Denny Hamlin,Toyota,26,25,1,1,1247.402,1301.402,54.0,1274.8286,1290.2287,15.4,27.4266,11.1732,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,0,0,0,5145
48,Alex Bowman,Chevrolet,27,26,1,1,1303.409,1341.913,38.5039,1322.2785,1339.3287,17.0502,18.8695,2.5842,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,15,-5,5145
22,Joey Logano,Ford,32,32,1,1,1575.808,1604.795,28.987,1581.7444,1588.3843,6.6399,5.9364,16.4106,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,2,1,1,5145
17,Chris Buescher,Ford,32,32,1,1,1575.663,1605.359,29.6959,1589.2518,1596.826,7.5741,13.5888,8.5329,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,1,2,-1,5145
34,Michael McDowell,Ford,32,32,1,1,1576.267,1605.635,29.3679,1583.7463,1590.5531,6.8067,7.4793,15.0818,OTHER,False,False,False,False,0,0,5,3,2,5145
47,Ricky Stenhouse Jr.,Chevrolet,32,32,1,1,1575.876,1607.08,31.2039,1582.4117,1591.2871,8.8754,6.5357,15.7928,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,3,6,-3,5145
3,Austin Dillon,Chevrolet,32,32,1,1,1581.636,1612.873,31.237,1591.3539,1598.4609,7.107,9.7179,14.412,OTHER,False,False,False,False,0,0,7,7,0,5145
21,Harrison Burton #,Ford,32,32,1,1,1576.864,1605.945,29.0809,1595.0909,1601.5307,6.4397,18.2269,4.4142,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,6,4,2,5145
