season,series_id,race_num,race_date,race_short_id,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
2015,V8,1,02/28/15,2015_01,Adelaide,Adelaide_Grand_Prix_Circuit,25,Jamie Whincup,whincja01,1,Holden ,3.219,S,106,,80.091,1,131.471,5,https://www.racing-reference.info/race-results/2015_Clipsal_500_Race_1/V8, https://www.racing-reference.info/tracks/Adelaide_Grand_Prix_Circuit,https://www.racing-reference.info/driver/whincja01/
2015,V8,2,02/28/15,2015_02,Adelaide,Adelaide_Grand_Prix_Circuit,25,Fabian Coulthard,coultfa01,4,Holden ,3.219,S,126,,80.032,1,127.464,3,https://www.racing-reference.info/race-results/2015_Clipsal_500_Race_2/V8, https://www.racing-reference.info/tracks/Adelaide_Grand_Prix_Circuit,https://www.racing-reference.info/driver/coultfa01/
2015,V8,3,03/01/15,2015_03,Adelaide,Adelaide_Grand_Prix_Circuit,25,James Courtney,courtja01,1,Holden ,3.219,S,251,,80.540,2,129.860,7,https://www.racing-reference.info/race-results/2015_Clipsal_500_Race_3/V8, https://www.racing-reference.info/tracks/Adelaide_Grand_Prix_Circuit,https://www.racing-reference.info/driver/courtja01/
2015,V8,4,03/28/15,2015_04,Launceston,Symmons_Plains_Raceway,25,Craig Lowndes,lowndcr01,1,Holden ,2.410,R,60,,51.659,0,164.155,0,https://www.racing-reference.info/race-results/2015_Tyrepower_Tasmania_SuperSprint_Race_1/V8, https://www.racing-reference.info/tracks/Symmons_Plains_Raceway,https://www.racing-reference.info/driver/lowndcr01/
2015,V8,5,03/28/15,2015_05,Launceston,Symmons_Plains_Raceway,25,Craig Lowndes,lowndcr01,1,Holden ,2.410,R,60,,51.621,1,148.149,0,https://www.racing-reference.info/race-results/2015_Tyrepower_Tasmania_SuperSprint_Race_2/V8, https://www.racing-reference.info/tracks/Symmons_Plains_Raceway,https://www.racing-reference.info/driver/lowndcr01/
2015,V8,6,03/29/15,2015_06,Launceston,Symmons_Plains_Raceway,25,Jamie Whincup,whincja01,3,Holden ,2.410,R,202,,51.798,0,161.196,8,https://www.racing-reference.info/race-results/2015_Tyrepower_Tasmania_SuperSprint_Race_3/V8, https://www.racing-reference.info/tracks/Symmons_Plains_Raceway,https://www.racing-reference.info/driver/whincja01/
2015,V8,7,05/02/15,2015_07,Wanneroo,Barbagallo_Raceway,25,Mark Winterbottom,wintema01,2,Ford ,2.411,R,60,,57.040,0,146.998,1,https://www.racing-reference.info/race-results/2015_UBET_Perth_SuperSprint_Race_1/V8, https://www.racing-reference.info/tracks/Barbagallo_Raceway,https://www.racing-reference.info/driver/wintema01/
2015,V8,8,05/02/15,2015_08,Wanneroo,Barbagallo_Raceway,25,Mark Winterbottom,wintema01,1,Ford ,2.411,R,60,,56.901,0,147.125,0,https://www.racing-reference.info/race-results/2015_UBET_Perth_SuperSprint_Race_2/V8, https://www.racing-reference.info/tracks/Barbagallo_Raceway,https://www.racing-reference.info/driver/wintema01/
2015,V8,9,05/03/15,2015_09,Wanneroo,Barbagallo_Raceway,25,Will Davison,davidwi01,7,Mercedes ,2.411,R,200,,57.132,1,140.520,9,https://www.racing-reference.info/race-results/2015_UBET_Perth_SuperSprint_Race_3/V8, https://www.racing-reference.info/tracks/Barbagallo_Raceway,https://www.racing-reference.info/driver/davidwi01/
2015,V8,10,05/16/15,2015_10,Winton,Winton_Motor_Raceway,25,Chaz Mostert,mostech01,1,Ford ,3.000,R,60,,85.122,0,125.581,0,https://www.racing-reference.info/race-results/2015_NP300_Navara_SuperSprint_Race_1/V8, https://www.racing-reference.info/tracks/Winton_Motor_Raceway,https://www.racing-reference.info/driver/mostech01/
2015,V8,11,05/16/15,2015_11,Winton,Winton_Motor_Raceway,25,Mark Winterbottom,wintema01,2,Ford ,3.000,R,60,,84.097,0,125.704,1,https://www.racing-reference.info/race-results/2015_NP300_Navara_SuperSprint_Race_2/V8, https://www.racing-reference.info/tracks/Winton_Motor_Raceway,https://www.racing-reference.info/driver/wintema01/
2015,V8,12,05/17/15,2015_12,Winton,Winton_Motor_Raceway,25,Mark Winterbottom,wintema01,2,Ford ,3.000,R,201,,83.133,1,119.770,11,https://www.racing-reference.info/race-results/2015_NP300_Navara_SuperSprint_Race_3/V8, https://www.racing-reference.info/tracks/Winton_Motor_Raceway,https://www.racing-reference.info/driver/wintema01/
2015,V8,13,06/20/15,2015_13,Darwin,Hidden_Valley_Raceway,25,Chaz Mostert,mostech01,2,Ford ,2.870,R,60,,67.119,2,130.020,1,https://www.racing-reference.info/race-results/2015_Skycity_Triple_Crown_Race_1/V8, https://www.racing-reference.info/tracks/Hidden_Valley_Raceway,https://www.racing-reference.info/driver/mostech01/
2015,V8,14,06/20/15,2015_14,Darwin,Hidden_Valley_Raceway,25,Craig Lowndes,lowndcr01,5,Holden ,2.870,R,60,,66.292,1,129.883,1,https://www.racing-reference.info/race-results/2015_Skycity_Triple_Crown_Race_2/V8, https://www.racing-reference.info/tracks/Hidden_Valley_Raceway,https://www.racing-reference.info/driver/lowndcr01/
2015,V8,15,06/21/15,2015_15,Darwin,Hidden_Valley_Raceway,25,David Reynolds,reynoda01,1,Ford ,2.870,R,201,,66.253,0,149.358,10,https://www.racing-reference.info/race-results/2015_Skycity_Triple_Crown_Race_3/V8, https://www.racing-reference.info/tracks/Hidden_Valley_Raceway,https://www.racing-reference.info/driver/reynoda01/
2015,V8,16,07/11/15,2015_16,Townsville,Townsville_Street_Circuit,25,Mark Winterbottom,wintema01,2,Ford ,2.850,S,200,,72.866,0,133.928,10,https://www.racing-reference.info/race-results/2015_Castrol_Townsville_400_Race_1/V8, https://www.racing-reference.info/tracks/Townsville_Street_Circuit,https://www.racing-reference.info/driver/wintema01/
