season,series_id,race_num,race_date,race_short_id,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
2010,MX,1,03/21/10,2010_01,Aguascalientes,Nuevo_Autodromo_de_Aguascalientes,32,Rafael Martinez,martira01,14,Mazda ,0.875,P,148,,128.540,,70.989,,https://www.racing-reference.info/race-results/2010_Pennzoil_240/MX, https://www.racing-reference.info/tracks/Nuevo_Autodromo_de_Aguascalientes,https://www.racing-reference.info/driver/martira01/
2010,MX,2,04/11/10,2010_02,Queretaro,Nuevo_Autodromo_de_Queretaro,35,Rafael Martinez,martira01,1,Mazda ,1.438,R,108,,83.340,,53.766,,https://www.racing-reference.info/race-results/2010_Queretaro_200/MX, https://www.racing-reference.info/tracks/Nuevo_Autodromo_de_Queretaro,https://www.racing-reference.info/driver/martira01/
2010,MX,3,05/02/10,2010_03,San Luis Potosi,Autodromo_Potosino,32,Jorge Goeters,goetejo01,3,Mazda ,0.500,P,96,,81.859,,47.485,,https://www.racing-reference.info/race-results/2010_San_Luis_Potosi_200/MX, https://www.racing-reference.info/tracks/Autodromo_Potosino,https://www.racing-reference.info/driver/goetejo01/
2010,MX,4,05/22/10,2010_04,Chiapas,Autodromo_de_Chiapas,33,German Quiroga,quiroge01,5,Dodge ,0.750,P,150,,105.349,,80.013,,https://www.racing-reference.info/race-results/2010-04/MX, https://www.racing-reference.info/tracks/Autodromo_de_Chiapas,https://www.racing-reference.info/driver/quiroge01/
2010,MX,5,06/06/10,2010_05,Mexico City,Autodromo_Hermanos_Rodriguez,33,Homero Richards,richaho01,1,Dodge ,1.000,P,125,,109.436,,63.839,,https://www.racing-reference.info/race-results/2010_Pennzoil_200/MX, https://www.racing-reference.info/tracks/Autodromo_Hermanos_Rodriguez,https://www.racing-reference.info/driver/richaho01/
2010,MX,6,07/18/10,2010_06,Puebla,Autodromo_Miguel_E_Abed,35,Homero Richards,richaho01,4,Dodge ,1.709,R,97,,77.979,,48.307,,https://www.racing-reference.info/race-results/2010_Puebla_240_presentado_por_Pennzoil/MX, https://www.racing-reference.info/tracks/Autodromo_Miguel_E_Abed,https://www.racing-reference.info/driver/richaho01/
2010,MX,7,08/08/10,2010_07,Guadalajara,Triovalo_Bernardo_Obregon,33,Antonio Perez,perezan01,6,Chevrolet ,0.840,P,115,,96.824,,57.379,,https://www.racing-reference.info/race-results/2010_Goodyear_Racing_200/MX, https://www.racing-reference.info/tracks/Triovalo_Bernardo_Obregon,https://www.racing-reference.info/driver/perezan01/
2010,MX,8,08/22/10,2010_08,Monterrey,Autodromo_de_Monterrey,33,Ruben Rovelo,rovelru01,8,Chevrolet ,2.100,R,132,,99.471,,75.921,,https://www.racing-reference.info/race-results/2010_200km_por_Monterrey_presentado_por_Pennzoil/MX, https://www.racing-reference.info/tracks/Autodromo_de_Monterrey,https://www.racing-reference.info/driver/rovelru01/
2010,MX,9,09/05/10,2010_09,San Luis Potosi,Autodromo_Potosino,34,German Quiroga,quiroge01,2,Dodge ,0.500,P,102,,82.671,,50.009,,https://www.racing-reference.info/race-results/2010_Potosino_200_presentado_por_Pennzoil/MX, https://www.racing-reference.info/tracks/Autodromo_Potosino,https://www.racing-reference.info/driver/quiroge01/
2010,MX,10,09/19/10,2010_10,Mexico City,Autodromo_Hermanos_Rodriguez,34,Ruben Rovelo,rovelru01,,Chevrolet ,1.000,P,125,,NTT,,65.103,,https://www.racing-reference.info/race-results/2010-10/MX, https://www.racing-reference.info/tracks/Autodromo_Hermanos_Rodriguez,https://www.racing-reference.info/driver/rovelru01/
2010,MX,11,10/03/10,2010_11,Queretaro,Nuevo_Autodromo_de_Queretaro,33,Antonio Perez,perezan01,5,Chevrolet ,0.797,P,128,,97.496,,61.915,,https://www.racing-reference.info/race-results/2010-11/MX, https://www.racing-reference.info/tracks/Nuevo_Autodromo_de_Queretaro,https://www.racing-reference.info/driver/perezan01/
2010,MX,12,10/17/10,2010_12,Puebla,Autodromo_Miguel_E_Abed,34,German Quiroga,quiroge01,3,Dodge ,1.250,P,150,,114.629,,82.761,,https://www.racing-reference.info/race-results/2010-12/MX, https://www.racing-reference.info/tracks/Autodromo_Miguel_E_Abed,https://www.racing-reference.info/driver/quiroge01/
2010,MX,13,10/31/10,2010_13,Chiapas,Autodromo_de_Chiapas,33,Jose Luis Ramirez,ramirjo01,1,Chevrolet ,0.750,P,135,,105.833,,64.087,,https://www.racing-reference.info/race-results/2010_Goodyear_Racing_240/MX, https://www.racing-reference.info/tracks/Autodromo_de_Chiapas,https://www.racing-reference.info/driver/ramirjo01/
2010,MX,14,11/21/10,2010_14,Aguascalientes,Nuevo_Autodromo_de_Aguascalientes,24,Jorge Goeters,goetejo01,2,Mazda ,0.875,P,150,,128.771,,78.279,,https://www.racing-reference.info/race-results/2010-14/MX, https://www.racing-reference.info/tracks/Nuevo_Autodromo_de_Aguascalientes,https://www.racing-reference.info/driver/goetejo01/
