race_id,start_lap,end_lap,reason,comment,beneficiary_car_number,flag_state
5006,9,10,Debris,Debris Turns 9 and 10,None,2
5006,17,18,Competition,Competition,None,2
5006,23,24,Unknown,#41 Stopped On Track,None,2
5006,29,30,Accident,#19 Incident Turn 10,41,2
5008,37,40,Accident,"16, 38, 14, 13, 78 Incident Turn 2",None,2
5008,58,61,Accident,"#13, 24, 42, 62, 2 Incident Frontstretch",16,2
5009,4,7,Accident,#15 Incident Turn 4,None,2
5009,15,29,Accident,"#19, 43, 77, 48, 21, 8, 10, 17, 12, 24, 6, 20, 1, 36, 38, 99 Incident Turn 3 / Weather [Red: 05:40:29]",None,2
5009,39,43,Accident,"#00, 14 Incident Frontstretch",77,2
5009,67,71,Competition,Stage 1 Conclusion,77,2
5009,113,117,Accident,"#47, 20, 5, 77 Incident Backstretch",None,2
5009,132,136,Competition,Stage 2 Conclusion,20,2
5009,200,200,Accident,"#2, 22, 37, 9, 42, 18, 23, 33 Incident Turn 3",None,2
5020,3,3,Debris,Debris On Backstretch,None,2
5020,13,13,Debris,Debris Turn 12,None,2
5020,18,19,Competition,Stage 1 Conclusion,None,2
5020,28,29,Accident,"#12, 42 Incident Turn 6",None,2
5020,36,37,Competition,Stage 2 Conclusion,None,2
5020,57,58,Weather,Weather,66,2
5020,60,60,Accident,#8 Incident Turn 3,38,2
5020,62,62,Accident,"#7, 9 Incident Turn 5",78,2
5011,27,30,Competition,Competition Caution,53,2
5011,65,72,Unknown,Fluid on the Backstretch from #15,53,2
5011,82,87,Competition,Stage 1 Conclusion,51,2
5011,155,159,Unknown,Fluid on the Backstretch from #7,37,2
5011,162,167,Competition,Stage 2 Conclusion,14,2
5011,201,207,Accident,#10 and 12 Incident in Turn 3,53,2
5010,27,30,Competition,Competition,78,2
5010,47,51,Debris,Debris Frontstretch,53,2
5010,82,87,Competition,Stage 1 Conclusion,78,2
5010,162,167,Competition,Stage 2 Conclusion,8,2
5010,171,174,Accident,"#9, 1 Incident Turn 2",14,2
5010,180,184,Accident,#10 Incident Turn 1,41,2
5012,32,36,Competition,Competition Caution,51,2
5012,47,51,Accident,"#48, #3, #42 Incident Turn 2",15,2
5012,77,83,Competition,Stage 1 Conclusion,15,2
5012,90,98,Accident,"#38, #51 Incident Turn 2",00,2
5012,192,199,Competition,Stage 2 Conclusion,3,2
5012,263,268,Accident,#8 Incident Turn 2,34,2
5012,283,287,Accident,"#18, #42 Incident Frontstretch",17,2
5013,27,30,Competition,Competition Caution,00,2
5013,107,112,Competition,Stage 1 Conclusion,10,2
5013,114,118,Accident,"#1, 11 Incident Turn 1",34,2
5013,212,217,Competition,Stage 2 Conclusion,22,2
5013,221,224,Unknown,Fluid on Track,23,2
5017,42,45,Accident,"#10, 7, 38, 77, 78 Incident Backstretch [Red Flag: 00:06:30]",00,2
5017,49,50,Accident,"#6, 24, 4, 14 Incident Backstretch / Competition ",18,2
5017,54,59,Accident,"#5, 20, 4, 42, 14, 47 Incident Turn 2",66,2
5017,101,101,Competition,Stage 1 Conclusion,14,2
5017,151,151,Competition,Competition,3,2
5017,154,158,Accident,"#00, 3, 5, 12, 18, 34, 37, 48, 51, 53 Incident Frontstretch",None,2
5017,161,169,Accident,"#2, 14 Incident Frontstretch",00,2
5017,187,191,Accident,"#51, 53 Incident Turn 3",66,2
5017,201,201,Competition,Stage 2 Conclusion,66,2
5017,247,251,Spin,#66 Spin Frontstretch,37,2
5019,38,46,Spin,#37 Spin in Turn 4,38,2
5019,52,56,Accident,#1 and 43 Incident in Turn 4 [Red Flag: 18:20:44],77,2
5019,132,140,Competition,Stage 1 Conclusion,47,2
5019,242,247,Accident,#51 Incident in Turn 4,17,2
5019,252,258,Accident,"#6, 10 and 21 Incident in Turn 2",23,2
5019,262,269,Competition,Stage 2 Conclusion,7,2
5019,278,282,Spin,#77 Spin in Turn 3,34,2
