season,series_id,race_num,race_date,race_short_id,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
2006,M,1,03/25/06,2006_01,Caraway,Caraway_Speedway,27,Ted Christopher,christe01,5,Chevrolet ,0.450,P,68,17470,97.134,8,63.579,3,https://www.racing-reference.info/race-results/2006_NASCAR_Whelen_Southern_Modified_Tour_150_%28March%29/M, https://www.racing-reference.info/tracks/Caraway_Speedway,https://www.racing-reference.info/driver/christe01/
2006,M,2,04/08/06,2006_02,Greenville,Greenville-Pickens_Speedway,21,Junior Miller,milleju01,1,Dodge ,0.500,P,77,15350,NTT,6,66.602,0,https://www.racing-reference.info/race-results/2006_Kevin_Whitaker_Chevrolet_150/M, https://www.racing-reference.info/tracks/Greenville-Pickens_Speedway,https://www.racing-reference.info/driver/milleju01/
2006,M,3,04/15/06,2006_03,Caraway,Caraway_Speedway,26,Junior Miller,milleju01,9,Dodge ,0.450,P,70,17170,99.558,4,79.447,1,https://www.racing-reference.info/race-results/2006_NASCAR_Whelen_Southern_Modified_Tour_150_%28April%29/M, https://www.racing-reference.info/tracks/Caraway_Speedway,https://www.racing-reference.info/driver/milleju01/
2006,M,4,04/23/06,2006_04,Radford,Motor_Mile_Speedway,25,L.W. Miller,millel.01,5,Chevrolet ,0.416,P,83,17270,102.016,3,85.018,1,https://www.racing-reference.info/race-results/2006_94.9_Star_Country_200/M, https://www.racing-reference.info/tracks/Motor_Mile_Speedway,https://www.racing-reference.info/driver/millel.01/
2006,M,5,06/30/06,2006_05,Caraway,Caraway_Speedway,21,Junior Miller,milleju01,2,Chevrolet ,0.450,P,68,15550,98.974,4,75.162,0,https://www.racing-reference.info/race-results/2006_NASCAR_Whelen_Southern_Modified_Tour_150_%28June%29/M, https://www.racing-reference.info/tracks/Caraway_Speedway,https://www.racing-reference.info/driver/milleju01/
2006,M,6,08/05/06,2006_06,Winston-Salem,Bowman_Gray_Stadium,25,Jason Myers,myersja01,3,Chevrolet ,0.250,P,50,16870,65.189,5,45.079,1,https://www.racing-reference.info/race-results/2006_Advance_Auto_Parts_199/M, https://www.racing-reference.info/tracks/Bowman_Gray_Stadium,https://www.racing-reference.info/driver/myersja01/
2006,M,7,09/02/06,2006_07,Martinsville,Martinsville_Speedway,43,Jimmy Blewett,bleweji01,9,Chevrolet ,0.526,P,105,91950,100.547,10,50.016,13,https://www.racing-reference.info/race-results/2006_Made_In_America_Whelen_300/M, https://www.racing-reference.info/tracks/Martinsville_Speedway,https://www.racing-reference.info/driver/bleweji01/
2006,M,8,09/09/06,2006_08,Caraway,Caraway_Speedway,17,Junior Miller,milleju01,6,Chevrolet ,0.450,P,68,13970,99.283,2,90.977,4,https://www.racing-reference.info/race-results/2006_NASCAR_Whelen_Southern_Modified_Tour_150_%28September_9%29/M, https://www.racing-reference.info/tracks/Caraway_Speedway,https://www.racing-reference.info/driver/milleju01/
2006,M,9,09/15/06,2006_09,Altamahaw,Ace_Speedway,13,Brian King,kingbr02,8,Pontiac ,0.400,P,60,12215,95.301,2,85.646,1,https://www.racing-reference.info/race-results/2006_NASCAR_Whelen_Southern_Modified_Tour_150_%28September_15%29/M, https://www.racing-reference.info/tracks/Ace_Speedway,https://www.racing-reference.info/driver/kingbr02/
2006,M,10,09/23/06,2006_10,Caraway,Caraway_Speedway,20,L.W. Miller,millel.01,9,Pontiac ,0.450,P,68,15170,99.784,6,71.936,3,https://www.racing-reference.info/race-results/2006_NASCAR_Whelen_Southern_Modified_Tour_150_%28September_23%29/M, https://www.racing-reference.info/tracks/Caraway_Speedway,https://www.racing-reference.info/driver/millel.01/
2006,M,11,09/30/06,2006_11,Hickory,Hickory_Speedway,26,Junior Miller,milleju01,5,Dodge ,0.360,P,54,17170,89.534,0,82.548,13,https://www.racing-reference.info/race-results/2006_Hickory_150/M, https://www.racing-reference.info/tracks/Hickory_Speedway,https://www.racing-reference.info/driver/milleju01/
2006,M,12,10/14/06,2006_12,Radford,Motor_Mile_Speedway,21,L.W. Miller,millel.01,8,Pontiac ,0.416,P,62,15550,100.584,2,84.834,2,https://www.racing-reference.info/race-results/2006_Star_Country_94.9_Adams_Construction_150/M, https://www.racing-reference.info/tracks/Motor_Mile_Speedway,https://www.racing-reference.info/driver/millel.01/
2006,M,13,10/21/06,2006_13,Kenly,Southern_National_Raceway_Park,15,Junior Miller,milleju01,7,Dodge ,0.400,P,40,13120,95.415,0,92.843,1,https://www.racing-reference.info/race-results/2006_Night_of_the_Modifieds_100/M, https://www.racing-reference.info/tracks/Southern_National_Raceway_Park,https://www.racing-reference.info/driver/milleju01/
