season,series_id,race_id,race_id_short,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2017,E,2017_Jet_Tools_150,2017_01_E,1,7,04,usa,"Ronnie_Bassett,_Jr","Ronnie Bassett, Jr.",Bassett Gutters & More,,Chevrolet,150,running,42,47,
2017,E,2017_Jet_Tools_150,2017_01_E,2,26,43,usa,Zane_Smith,Zane Smith *,Diamondback Towing,,Toyota,150,running,0,42,
2017,E,2017_Jet_Tools_150,2017_01_E,3,6,99,usa,Derek_Kraus,Derek Kraus *,Carlyle Tools,,Toyota,150,running,0,41,
2017,E,2017_Jet_Tools_150,2017_01_E,4,1,12,usa,Harrison_Burton,Harrison Burton,Dex Imaging,,Toyota,150,running,8,41,
2017,E,2017_Jet_Tools_150,2017_01_E,5,18,31,usa,Travis_Cope,Travis Cope *,Whelen Engineering / Best Line,,Chevrolet,150,running,0,39,
2017,E,2017_Jet_Tools_150,2017_01_E,6,10,66,usa,Reid_Wilson,Reid Wilson *,TruNorth Warranty Programs,,Chevrolet,150,running,0,38,
2017,E,2017_Jet_Tools_150,2017_01_E,7,14,13,usa,Hunter_Baize,Hunter Baize,Ecowater / KAT Sports,,Chevrolet,150,running,0,37,
2017,E,2017_Jet_Tools_150,2017_01_E,8,11,17,usa,Chase_Purdy,Chase Purdy *,Bama Buggies,,Toyota,150,running,0,36,
2017,E,2017_Jet_Tools_150,2017_01_E,9,5,16,usa,Todd_Gilliland,Todd Gilliland,NAPA Auto Parts,,Toyota,150,running,21,36,
2017,E,2017_Jet_Tools_150,2017_01_E,10,2,96,usa,Spencer_Davis,Spencer Davis,Davis Poultry / Driven Motorsports,,Toyota,150,running,0,34,
2017,E,2017_Jet_Tools_150,2017_01_E,11,16,23,usa,Caleb_Holman,Caleb Holman,SoldByJackieMorgan.com,,Chevrolet,150,running,0,33,
2017,E,2017_Jet_Tools_150,2017_01_E,12,9,4,usa,Chase_Cabre,Chase Cabre *,Eibach Springs,,Toyota,150,running,0,32,
2017,E,2017_Jet_Tools_150,2017_01_E,13,13,41,usa,Vinnie_Miller,Vinnie Miller *,MasterMfgInc.com,,Toyota,150,running,0,31,
2017,E,2017_Jet_Tools_150,2017_01_E,14,20,20,usa,Anthony_Sergi,Anthony Sergi *,MJS Concrete,,Toyota,150,running,0,30,
2017,E,2017_Jet_Tools_150,2017_01_E,15,19,14,usa,Trey_Hutchens,Trey Hutchens,Hutchens Motorsports,,Chevrolet,150,running,0,29,
2017,E,2017_Jet_Tools_150,2017_01_E,16,25,6,mexico,"Ruben_Garcia,_Jr","Ruben Garcia, Jr.",UTI / NTI,,Toyota,148,running,0,28,
2017,E,2017_Jet_Tools_150,2017_01_E,17,23,38,usa,Salvatore_Iovino,Salvatore Iovino *,Shakeaway Shakes / Twin Peaks,,Chevrolet,148,running,0,27,
2017,E,2017_Jet_Tools_150,2017_01_E,18,17,42,usa,Jay_Beasley,Jay Beasley,"Max Siegel, Inc.",,Toyota,146,engine,0,26,
2017,E,2017_Jet_Tools_150,2017_01_E,19,4,40,usa,Sheldon_Creed,Sheldon Creed *,A.M. Ortega / United Rentals,,Toyota,145,running,0,25,
2017,E,2017_Jet_Tools_150,2017_01_E,20,21,39,canada,Amber_Balcaen,Amber Balcaen *,Shead Racing / Glen McLeod & Son,,Toyota,144,running,0,24,
2017,E,2017_Jet_Tools_150,2017_01_E,21,24,36,usa,Jesse_Iwuji,Jesse Iwuji,Red List Group / Lights Out / Rabbit Coffee,,Chevrolet,144,running,0,23,
2017,E,2017_Jet_Tools_150,2017_01_E,22,12,2,usa,Collin_Cabre,Collin Cabre,UTI / NTI,,Toyota,136,axle,0,22,
2017,E,2017_Jet_Tools_150,2017_01_E,23,8,30,usa,Tyler_Dippel,Tyler Dippel,TyCar,,Ford,122,crash,0,21,
2017,E,2017_Jet_Tools_150,2017_01_E,24,3,44,usa,Dillon_Bassett,Dillon Bassett,Bassett Gutters & More,,Chevrolet,121,crash,79,22,
2017,E,2017_Jet_Tools_150,2017_01_E,25,15,49,usa,John_Holleman_IV,John Holleman IV,Midway Mobile Storage,,Ford,115,crash,0,19,
2017,E,2017_Jet_Tools_150,2017_01_E,26,22,9,mexico,Enrique_Baca,Enrique Baca *,Peak / Telmex,,Ford,115,crash,0,18,
2017,E,2017_Jet_Tools_150,2017_01_E,27,27,5,usa,Luis_Rodriguez_Jr,"Luis Rodriguez, Jr. *",Peak,,Chevrolet,97,running,0,17,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,1,1,40,usa,Kyle_Benjamin,Kyle Benjamin,CRC Brakleen / MDM Motorsports,,Toyota,150,running,46,47,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,2,9,04,usa,"Ronnie_Bassett,_Jr","Ronnie Bassett, Jr.",Bassett Gutters & More,,Chevrolet,150,running,0,42,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,3,6,16,usa,Todd_Gilliland,Todd Gilliland,NAPA,,Toyota,150,running,0,41,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,4,3,12,usa,Harrison_Burton,Harrison Burton,Dex Imaging,,Toyota,150,running,0,40,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,5,5,30,usa,Tyler_Dippel,Tyler Dippel,TyCar,,Ford,150,running,0,39,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,6,15,28,usa,Dylan_Murry,Dylan Murry *,Gorsline Co. / Jaar Excavating / Tooth Life,,Ford,150,running,0,38,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,7,11,13,usa,Hunter_Baize,Hunter Baize,U.S. Forensic,,Toyota,150,running,0,37,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,8,2,44,usa,Dillon_Bassett,Dillon Bassett,Bassett Gutters & More,,Chevrolet,150,running,104,38,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,9,4,6,mexico,"Ruben_Garcia,_Jr","Ruben Garcia, Jr.",Sunoco,,Toyota,150,running,0,35,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,10,8,66,usa,Reid_Wilson,Reid Wilson *,TruNorth Warranty Programs,,Chevrolet,150,running,0,34,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,11,13,17,usa,Chase_Purdy,Chase Purdy *,Bama Buggies / Textron Off-Road,,Toyota,149,running,0,33,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,12,17,5,usa,Luis_Rodriguez_Jr,"Luis Rodriguez, Jr. *",NextGen / Peak Performance,,Chevrolet,148,running,0,32,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,13,14,4,usa,Chase_Cabre,Chase Cabre *,"Eibach / Braille Battery / Max Siegel, Inc.",,Toyota,146,running,0,31,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,14,7,42,usa,Jay_Beasley,Jay Beasley,Honda Generators,,Toyota,144,running,0,30,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,15,18,9,mexico,Enrique_Baca,Enrique Baca *,NextGen / Peak Performance,,Ford,111,brakes,0,29,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,16,16,49,usa,John_Holleman_IV,John Holleman IV,Midway Mobile Storage,,Ford,110,electrical,0,28,
2017,E,2017_Kevin_Whitaker_Chevrolet_150,2017_02_E,17,12,2,usa,Collin_Cabre,Collin Cabre,UTI / NTI,,Toyota,94,radiator,0,27,
