season,series_id,race_id,race_id_short,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1979,NN,1979_Spring_Green_79,1979_01_NN,1,12,7,usa,Beaver_Dragon,Beaver Dragon,Vermont Mack,,'72 Nova,79,1190,running,61,56
1979,NN,1979_Spring_Green_79,1979_01_NN,2,13,0,usa,Dick_McCabe,Dick McCabe,McCabe Bait,,'72 Nova,79,650,running,0,48
1979,NN,1979_Spring_Green_79,1979_01_NN,3,10,59,usa,Hector_Leclair,Hector Leclair,Leclair Construction,,'70 Nova,79,550,running,4,46
1979,NN,1979_Spring_Green_79,1979_01_NN,4,19,71,usa,Gene_Glover,Gene Glover,Glover Racing,,'72 Nova,79,435,running,0,44
1979,NN,1979_Spring_Green_79,1979_01_NN,5,11,16,usa,Stub_Fadden,Stub Fadden,H.O. Taylor,,'78 Nova,79,380,running,0,46
1979,NN,1979_Spring_Green_79,1979_01_NN,6,4,34,usa,Steve_Poulin,Steve Poulin,Raskaup Motors,,'75 Ventura,79,425,running,12,49
1979,NN,1979_Spring_Green_79,1979_01_NN,7,5,1X,usa,Gardiner_Leavitt,Gardiner Leavitt,Portland Craft,,'74 Ventura,78,320,running,0,40
1979,NN,1979_Spring_Green_79,1979_01_NN,8,14,51,usa,Jeb_Balise,Jeb Balise,Donovan Motors,,'72 Nova,78,300,running,0,36
1979,NN,1979_Spring_Green_79,1979_01_NN,9,6,10,canada,Gilles_Lussier,Gilles Lussier,Benoit Electric,,'76 Nova,78,275,running,0,34
1979,NN,1979_Spring_Green_79,1979_01_NN,10,3,11,canada,Claude_Leclerc,Claude Leclerc,Garage Leclerc,,'72 Nova,77,260,running,0,32
1979,NN,1979_Spring_Green_79,1979_01_NN,11,9,5A,canada,Jean-Paul_Cabana,Jean-Paul Cabana,Cabana Racing,,'74 Ventura,75,245,running,0,35
1979,NN,1979_Spring_Green_79,1979_01_NN,12,23,70,canada,Jean-Paul_Larose,Jean-Paul Larose,Autocar Rive Sud,,'74 Nova,74,240,running,0,28
1979,NN,1979_Spring_Green_79,1979_01_NN,13,18,21,usa,Andy_Isbister,Andy Isbister,Isbister Racing,,'72 Nova,72,220,running,0,26
1979,NN,1979_Spring_Green_79,1979_01_NN,14,2,18,usa,Rick_Lepage,Rick Lepage,Burlington Lincoln-Mercury,,'78 Zephyr,71,200,engine,0,24
