season,series_id,race_num,race_date,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
1997,SE,1,03/16/97,Homestead,Miami-Dade_Homestead_Motorsports_Complex,32,Nipper Alsup,alsupni01,5,Chevrolet ,1.500,P,75,,136.834,6,89.227,1,https://www.racing-reference.info/race-results/1997_NAPA_Auto_Parts_Challenge/SE, https://www.racing-reference.info/tracks/Miami-Dade_Homestead_Motorsports_Complex,https://www.racing-reference.info/driver/alsupni01/
1997,SE,2,04/12/97,St. Augustine,St._Augustine_Speedway,36,Jeff Fultz,fultzje01,10,Chevrolet ,0.500,P,101,,105.988,12,57.200,4,https://www.racing-reference.info/race-results/1997_Winn-Dixie_200/SE, https://www.racing-reference.info/tracks/St._Augustine_Speedway,https://www.racing-reference.info/driver/fultzje01/
1997,SE,3,05/02/97,Kenly,Southern_National_Raceway_Park,30,Scott Sutherland,suthesc01,19,Pontiac ,0.400,P,80,,96.716,6,67.070,3,https://www.racing-reference.info/race-results/1997_Austin_200/SE, https://www.racing-reference.info/tracks/Southern_National_Raceway_Park,https://www.racing-reference.info/driver/suthesc01/
1997,SE,4,05/10/97,Greenville,Greenville-Pickens_Speedway,32,Dick Anderson,anderdi01,12,Chevrolet ,0.500,P,100,,91.664,9,60.520,2,https://www.racing-reference.info/race-results/1997_Dominos_Pizza_200/SE, https://www.racing-reference.info/tracks/Greenville-Pickens_Speedway,https://www.racing-reference.info/driver/anderdi01/
1997,SE,5,05/18/97,Salem,Salem_Speedway_(IN),30,Ron Young,youngro01,13,Chevrolet ,0.555,P,139,,104.263,8,76.693,5,https://www.racing-reference.info/race-results/1997_Owens_Corning_250/SE, https://www.racing-reference.info/tracks/Salem_Speedway_(IN),https://www.racing-reference.info/driver/youngro01/
1997,SE,6,05/23/97,I-70,I-70_Speedway,32,Mike Garvey,garvemi01,1,Pontiac ,0.540,P,135,,117.420,9,71.880,4,https://www.racing-reference.info/race-results/1997_Rick_Hendrick_250/SE, https://www.racing-reference.info/tracks/I-70_Speedway,https://www.racing-reference.info/driver/garvemi01/
1997,SE,7,06/14/97,Myrtle Beach,Myrtle_Beach_Speedway,30,Wayne Anderson,anderwa01,3,Chevrolet ,0.538,P,135,,100.306,7,73.290,6,https://www.racing-reference.info/race-results/1997_7-Up_-_Slim_Jim_All_Pro_250/SE, https://www.racing-reference.info/tracks/Myrtle_Beach_Speedway,https://www.racing-reference.info/driver/anderwa01/
1997,SE,8,06/21/97,Bristol,Bristol_Motor_Speedway,36,Carl Long,longca01,15,Chevrolet ,0.533,P,109,,121.029,8,75.640,4,https://www.racing-reference.info/race-results/1997_Pep_Boys_200/SE, https://www.racing-reference.info/tracks/Bristol_Motor_Speedway,https://www.racing-reference.info/driver/longca01/
1997,SE,9,07/03/97,Lanier,Lanier_National_Speedway,30,Wayne Anderson,anderwa01,21,Chevrolet ,0.375,P,75,,98.569,7,69.427,4,https://www.racing-reference.info/race-results/1997_Budweiser_200/SE, https://www.racing-reference.info/tracks/Lanier_National_Speedway,https://www.racing-reference.info/driver/anderwa01/
1997,SE,10,07/05/97,Volusia County,Volusia_County_Speedway,31,Wayne Anderson,anderwa01,9,Chevrolet ,0.500,P,100,,NTT,10,52.194,4,https://www.racing-reference.info/race-results/1997_Volusia_200/SE, https://www.racing-reference.info/tracks/Volusia_County_Speedway,https://www.racing-reference.info/driver/anderwa01/
1997,SE,11,07/11/97,Louisville,Louisville_Motor_Speedway,34,Hal Goodson,goodsha01,6,Chevrolet ,0.438,P,131,,101.856,10,66.167,5,https://www.racing-reference.info/race-results/1997_Porter_Cable_Power_Tools_300/SE, https://www.racing-reference.info/tracks/Louisville_Motor_Speedway,https://www.racing-reference.info/driver/goodsha01/
1997,SE,12,07/26/97,Topeka,Heartland_Park_Topeka,32,Steven Christian,chrisst02,28,Chevrolet ,2.100,R,126,,87.531,2,,,https://www.racing-reference.info/race-results/1997_Coca-Cola_Shootout/SE, https://www.racing-reference.info/tracks/Heartland_Park_Topeka,https://www.racing-reference.info/driver/chrisst02/
1997,SE,13,08/02/97,Greenville,Greenville-Pickens_Speedway,34,Derrick Gilchrist,gilcrde01,1,Chevrolet ,0.500,P,100,,90.685,11,58.700,0,https://www.racing-reference.info/race-results/1997_Bi-Lo_Bonus_Card_200/SE, https://www.racing-reference.info/tracks/Greenville-Pickens_Speedway,https://www.racing-reference.info/driver/gilcrde01/
1997,SE,14,08/09/97,Caraway,Caraway_Speedway,30,Steven Christian,chrisst02,2,Chevrolet ,0.455,P,93,,97.442,11,67.070,1,https://www.racing-reference.info/race-results/1997_Arndt_And_Herman_Windows_200/SE, https://www.racing-reference.info/tracks/Caraway_Speedway,https://www.racing-reference.info/driver/chrisst02/
1997,SE,15,08/30/97,Lanier,Lanier_National_Speedway,30,Derrick Gilchrist,gilcrde01,20,Chevrolet ,0.375,P,75,,97.642,9,62.840,5,https://www.racing-reference.info/race-results/1997_Old_El_Paso_Presents_the_Kroger_200/SE, https://www.racing-reference.info/tracks/Lanier_National_Speedway,https://www.racing-reference.info/driver/gilcrde01/
