season,series_id,race_num,race_date,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
1988,R,1,04/10/88,Phoenix,Phoenix_International_Raceway,23,Mario Andretti,andrema01,3,Lola / Chevrolet ,1.000,P,200,419235,165.723,5,121.992,3,https://www.racing-reference.info/race-results/1988_Checker_200/R, https://www.racing-reference.info/tracks/Phoenix_International_Raceway,https://www.racing-reference.info/driver/andrema01/
1988,R,2,04/17/88,Long Beach,Long_Beach_Street_Circuit,26,"Al Unser, Jr.",unseral02,4,March / Chevrolet ,1.670,S,159,726240,90.261,1,83.655,6,https://www.racing-reference.info/race-results/1988_Toyota_Grand_Prix_of_Long_Beach/R, https://www.racing-reference.info/tracks/Long_Beach_Street_Circuit,https://www.racing-reference.info/driver/unseral02/
1988,R,3,05/29/88,Indianapolis,Indianapolis_Motor_Speedway,33,Rick Mears,mearsri01,1,Penske / Chevrolet ,2.500,P,500,5025400,219.198,14,144.809,10,https://www.racing-reference.info/race-results/1988_Indianapolis_500/R, https://www.racing-reference.info/tracks/Indianapolis_Motor_Speedway,https://www.racing-reference.info/driver/mearsri01/
1988,R,4,06/05/88,Milwaukee,Milwaukee_Mile,22,Rick Mears,mearsri01,3,Penske / Chevrolet ,1.000,P,200,450170,156.413,5,122.819,7,https://www.racing-reference.info/race-results/1988_Miller_High_Life_200/R, https://www.racing-reference.info/tracks/Milwaukee_Mile,https://www.racing-reference.info/driver/mearsri01/
1988,R,5,06/19/88,Portland,Portland_Intenational_Raceway,26,Danny Sullivan,sullida01,1,Penske / Chevrolet ,1.922,R,200,621540,118.687,2,102.253,9,https://www.racing-reference.info/race-results/1988_Budweiser_G.I._Joes_200/R, https://www.racing-reference.info/tracks/Portland_Intenational_Raceway,https://www.racing-reference.info/driver/sullida01/
1988,R,6,07/03/88,Cleveland,Burke_Lakefront_Airport,26,Mario Andretti,andrema01,3,Lola / Chevrolet ,2.480,R,198,468540,138.068,1,124.295,6,https://www.racing-reference.info/race-results/1988_Budweiser_Grand_Prix_of_Cleveland/R, https://www.racing-reference.info/tracks/Burke_Lakefront_Airport,https://www.racing-reference.info/driver/andrema01/
1988,R,7,07/17/88,Toronto,Exhibition_Place,25,"Al Unser, Jr.",unseral02,3,March / Chevrolet ,1.780,S,183,614570,106.314,2,91.994,3,https://www.racing-reference.info/race-results/1988_Molson_Indy_Toronto/R, https://www.racing-reference.info/tracks/Exhibition_Place,https://www.racing-reference.info/driver/unseral02/
1988,R,8,07/24/88,Meadowlands,Meadowlands_Sports_Complex,25,"Al Unser, Jr.",unseral02,6,March / Chevrolet ,1.217,S,183,707620,113.632,3,99.352,5,https://www.racing-reference.info/race-results/1988_Marlboro_Grand_Prix_at_the_Meadowlands/R, https://www.racing-reference.info/tracks/Meadowlands_Sports_Complex,https://www.racing-reference.info/driver/unseral02/
1988,R,9,08/07/88,Michigan,Michigan_International_Speedway,28,Danny Sullivan,sullida01,5,Penske / Chevrolet ,2.000,P,500,718250,218.427,5,180.654,15,https://www.racing-reference.info/race-results/1988_Marlboro_500/R, https://www.racing-reference.info/tracks/Michigan_International_Speedway,https://www.racing-reference.info/driver/sullida01/
1988,R,10,08/21/88,Pocono,Pocono_International_Raceway,26,Bobby Rahal,rahalbo01,3,Lola / Judd ,2.500,P,500,794125,204.564,11,133.713,11,https://www.racing-reference.info/race-results/1988_Quaker_State_500/R, https://www.racing-reference.info/tracks/Pocono_International_Raceway,https://www.racing-reference.info/driver/rahalbo01/
1988,R,11,09/04/88,Mid-Ohio,Mid-Ohio_Sports_Car_Course,26,Emerson Fittipaldi,fittiem01,6,Lola / Chevrolet ,2.400,R,202,503240,112.766,1,89.570,8,https://www.racing-reference.info/race-results/1988_Escort_Radar_Warning_200/R, https://www.racing-reference.info/tracks/Mid-Ohio_Sports_Car_Course,https://www.racing-reference.info/driver/fittiem01/
1988,R,12,09/11/88,Elkhart Lake,Road_America,24,Emerson Fittipaldi,fittiem01,4,Lola / Chevrolet ,4.000,R,200,452205,129.070,0,122.215,1,https://www.racing-reference.info/race-results/1988_Briggs_and_Stratton_200/R, https://www.racing-reference.info/tracks/Road_America,https://www.racing-reference.info/driver/fittiem01/
1988,R,13,09/25/88,Nazareth,Pennsylvania_International_Raceway,20,Danny Sullivan,sullida01,1,Penske / Chevrolet ,1.000,P,200,429890,172.158,1,148.526,6,https://www.racing-reference.info/race-results/1988_Bosch_Spark_Plug_Grand_Prix/R, https://www.racing-reference.info/tracks/Pennsylvania_International_Raceway,https://www.racing-reference.info/driver/sullida01/
1988,R,14,10/16/88,Laguna Seca,Laguna_Seca_Raceway,28,Danny Sullivan,sullida01,1,Penske / Chevrolet ,2.214,R,186,509280,107.283,1,94.090,8,https://www.racing-reference.info/race-results/1988_Champion_Spark_Plug_300K/R, https://www.racing-reference.info/tracks/Laguna_Seca_Raceway,https://www.racing-reference.info/driver/sullida01/
1988,R,15,11/06/88,Miami,Tamiami_Park,26,"Al Unser, Jr.",unseral02,5,March / Chevrolet ,1.784,S,200,560690,116.639,1,101.471,4,https://www.racing-reference.info/race-results/1988_Nissan_Indy_Challenge/R, https://www.racing-reference.info/tracks/Tamiami_Park,https://www.racing-reference.info/driver/unseral02/
