race_id,weekend_run_id,timing_run_id,run_type,run_name,run_date,run_date_utc,run_id,car_number,vehicle_number,manufacturer,driver_id,driver_name,finishing_position,best_lap_time,best_lap_speed,best_lap_number,laps_completed,comment,delta_leader,disqualified
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,12,12,Ford,4023,Ryan Blaney,1,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,48,48,Chevrolet,4045,Alex Bowman,2,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,11,11,Toyota,1361,Denny Hamlin,3,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,2,2,Ford,1816,Brad Keselowski,4,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,24,24,Chevrolet,4184,William Byron,5,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,8,8,Chevrolet,4065,Tyler Reddick,6,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,9,9,Chevrolet,4062,Chase Elliott,7,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,41,41,Ford,4104,Cole Custer,8,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,43,43,Chevrolet,4059,Erik Jones,9,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,22,22,Ford,3859,Joey Logano,10,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,6,6,Ford,2394,Ryan Newman,11,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,21,21,Ford,3916,Matt DiBenedetto,12,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,17,17,Ford,3989,Chris Buescher,13,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,23,23,Toyota,4013,Ty Dillon,14,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,1,1,Chevrolet,453,Kurt Busch,15,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,18,18,Toyota,454,Kyle Busch,16,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,4,4,Ford,1416,Kevin Harvick,17,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,19,19,Toyota,3368,Martin Truex Jr,18,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,3,3,Chevrolet,3873,Austin Dillon,19,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,47,47,Chevrolet,3888,Ricky Stenhouse Jr,20,0,0,0,0,,0,False
5006,4900,0,2,43rd Annual Busch Clash At Daytona Pole Qualifying,2021-02-09T06:00:00,2021-02-09T11:00:00,4900,10,10,Ford,40,Aric Almirola,21,0,0,0,0,,0,False
