race_id,weekend_run_id,timing_run_id,run_type,run_name,run_date,run_date_utc,run_id,car_number,vehicle_number,manufacturer,driver_id,driver_name,finishing_position,best_lap_time,best_lap_speed,best_lap_number,laps_completed,comment,delta_leader,disqualified
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,22,,,3859,,1,45.735,196.786,11,27,,0.0,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,48,,,1717,,2,45.761,196.674,10,20,,-0.026,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,3,,,3873,,3,45.773,196.622,10,18,,-0.038,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,9,,,4062,,4,45.783,196.58,11,18,,-0.048,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,4,,,1416,,5,45.799,196.511,9,17,,-0.064,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,41,,,4113,,6,45.809,196.468,7,18,,-0.074,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,14,,,339,,7,45.903,196.066,19,19,,-0.168,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,11,,,1361,,8,46.108,195.194,25,25,,-0.373,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,6,,,2394,,9,46.153,195.004,10,10,,-0.418,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,88,,,4045,,10,46.178,194.898,3,12,,-0.443,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,20,,,4059,,11,46.231,194.675,11,21,,-0.496,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,12,,,4023,,12,46.239,194.641,12,12,,-0.504,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,2,,,1816,,13,46.242,194.628,19,23,,-0.507,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,21,,,2225,,14,46.253,194.582,1,20,,-0.518,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,18,,,454,,15,46.267,194.523,11,28,,-0.532,
4770,4409,8,1,MENCS Clash Final Practice,2019-02-09T10:35:00,2019-02-09T15:35:00,4409,19,,,3368,,16,46.289,194.431,13,35,,-0.554,
