race_id,weekend_run_id,timing_run_id,run_type,run_name,run_date,run_date_utc,run_id,car_number,vehicle_number,manufacturer,driver_id,driver_name,finishing_position,best_lap_time,best_lap_speed,best_lap_number,laps_completed,comment,delta_leader,disqualified
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,22,22,Ford,3859,Joey Logano,26,13.677,65.804,97,104,,-0.222,False
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,42,42,Chevrolet,4013,Ty Dillon,27,13.685,65.765,98,105,,-0.23,False
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,16,16,Chevrolet,3774,AJ Allmendinger,28,13.716,65.617,71,75,,-0.261,False
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,1,1,Chevrolet,4001,Ross Chastain,29,13.74,65.502,59,102,,-0.285,False
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,19,19,Toyota,3368,Martin Truex Jr,30,13.78,65.312,58,81,,-0.325,False
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,10,10,Ford,40,Aric Almirola,31,13.82,65.123,92,99,,-0.365,False
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,21,21,Ford,4217,Harrison Burton,32,13.822,65.114,77,78,,-0.367,False
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,6,6,Ford,1816,Brad Keselowski,33,13.865,64.912,60,70,,-0.41,False
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,2,2,Ford,4180,Austin Cindric,34,14.021,64.189,37,75,,-0.566,False
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,78,78,Ford,3973,BJ McLeod,35,14.065,63.989,44,45,,-0.61,False
5143,5059,0,1,Final Practice,2022-02-05T09:30:00,2022-02-05T17:30:00,5059,23,23,Toyota,4025,Bubba Wallace,36,14.184,63.452,40,65,,-0.729,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,18,18,Toyota,454,Kyle Busch,1,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,8,8,Chevrolet,4065,Tyler Reddick,2,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,31,31,Chevrolet,4172,Justin Haley,3,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,22,22,Ford,3859,Joey Logano,4,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,99,99,Chevrolet,4113,Daniel Suarez,5,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,14,14,Ford,4228,Chase Briscoe,6,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,24,24,Chevrolet,4184,William Byron,7,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,5,5,Chevrolet,4030,Kyle Larson,8,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,47,47,Chevrolet,3888,Ricky Stenhouse Jr,9,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,3,3,Chevrolet,3873,Austin Dillon,10,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,20,20,Toyota,4153,Christopher Bell,11,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,34,34,Ford,3832,Michael McDowell,12,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,12,12,Ford,4023,Ryan Blaney,13,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,41,41,Ford,4104,Cole Custer,14,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,9,9,Chevrolet,4062,Chase Elliott,15,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,43,43,Chevrolet,4059,Erik Jones,16,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,11,11,Toyota,1361,Denny Hamlin,17,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,15,15,Ford,4070,Ryan Preece,18,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,4,4,Ford,1416,Kevin Harvick,19,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,23,23,Toyota,4025,Bubba Wallace,20,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,16,16,Chevrolet,3774,AJ Allmendinger,21,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,21,21,Ford,4217,Harrison Burton,22,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,19,19,Toyota,3368,Martin Truex Jr,23,0.0,0.0,0,0,,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,51,51,Ford,4125,Cody Ware,24,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,17,17,Ford,3989,Chris Buescher,25,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,1,1,Chevrolet,4001,Ross Chastain,26,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,7,7,Chevrolet,4096,Corey Lajoie,27,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,38,38,Ford,4231,Todd Gilliland,28,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,10,10,Ford,40,Aric Almirola,29,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,78,78,Ford,3973,BJ McLeod,30,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,6,6,Ford,1816,Brad Keselowski,31,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,2,2,Ford,4180,Austin Cindric,32,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,77,77,Chevrolet,3808,Landon Cassill,33,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,42,42,Chevrolet,4013,Ty Dillon,34,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,45,45,Toyota,453,Kurt Busch,35,0.0,0.0,0,0,DNQ,0.0,False
5143,5061,1,2,Busch Light Clash at the Coliseum Pole Qualifying,2022-02-06T15:00:00,2022-02-06T23:00:00,5061,48,48,Chevrolet,4045,Alex Bowman,36,0.0,0.0,0,0,DNQ,0.0,False
