race_id,weekend_run_id,timing_run_id,run_type,run_name,run_date,run_date_utc,run_id,car_number,vehicle_number,manufacturer,driver_id,driver_name,finishing_position,best_lap_time,best_lap_speed,best_lap_number,laps_completed,comment,delta_leader,disqualified
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,54,54,Toyota,4368,Ty Gibbs,1,14.019,64.199,7,72,,0.0,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,60,60,Ford,4070,Ryan Preece,2,14.133,63.681,7,45,,-0.114,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,10,10,Chevrolet,4013,Ty Dillon,3,14.172,63.506,7,67,,-0.153,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,5,5,Chevrolet,4030,Kyle Larson,4,14.173,63.501,6,64,,-0.154,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,35,35,Toyota,4269,Riley Herbst,5,14.173,63.501,7,68,,-0.154,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,4,4,Ford,4224,Noah Gragson,6,14.175,63.492,6,69,,-0.156,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,23,23,Toyota,4025,Bubba Wallace,7,14.18,63.47,5,71,,-0.161,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,48,48,Chevrolet,4045,Alex Bowman,8,14.22,63.291,9,72,,-0.201,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,99,99,Chevrolet,4113,Daniel Suárez,9,14.221,63.287,7,69,,-0.202,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,2,2,Ford,4180,Austin Cindric,10,14.228,63.256,11,73,,-0.209,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,24,24,Chevrolet,4184,William Byron,11,14.232,63.238,6,73,,-0.213,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,9,9,Chevrolet,4062,Chase Elliott,12,14.235,63.224,13,76,,-0.216,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,19,19,Toyota,4228,Chase Briscoe,13,14.251,63.154,11,76,,-0.232,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,12,12,Ford,4023,Ryan Blaney,14,14.252,63.149,16,69,,-0.233,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,3,3,Chevrolet,3873,Austin Dillon,15,14.256,63.131,4,59,,-0.237,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,42,42,Toyota,4092,John H. Nemechek,16,14.262,63.105,12,75,,-0.243,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,7,7,Chevrolet,4172,Justin Haley,17,14.272,63.06,9,65,,-0.253,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,34,34,Ford,4231,Todd Gilliland,18,14.275,63.047,15,64,,-0.256,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,22,22,Ford,3859,Joey Logano,19,14.28,63.025,12,77,,-0.261,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,1,1,Chevrolet,4001,Ross Chastain,20,14.3,62.937,1,39,,-0.281,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,11,11,Toyota,1361,Denny Hamlin,21,14.304,62.92,16,52,,-0.285,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,6,6,Ford,1816,Brad Keselowski,22,14.306,62.911,15,63,,-0.287,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,8,8,Chevrolet,454,Kyle Busch,23,14.313,62.88,13,74,,-0.294,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,21,21,Ford,4123,Josh Berry,24,14.319,62.854,15,76,,-0.3,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,16,16,Chevrolet,3774,AJ Allmendinger,25,14.321,62.845,11,53,,-0.302,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,20,20,Toyota,4153,Christopher Bell,26,14.329,62.81,12,75,,-0.31,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,77,77,Chevrolet,4326,Carson Hocevar,27,14.341,62.757,5,62,,-0.322,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,88,88,Chevrolet,4469,Shane Van Gisbergen,28,14.341,62.757,14,76,,-0.322,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,45,45,Toyota,4065,Tyler Reddick,29,14.345,62.74,10,64,,-0.326,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,17,17,Ford,3989,Chris Buescher,30,14.352,62.709,8,60,,-0.333,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,41,41,Ford,4104,Cole Custer,31,14.373,62.617,12,53,,-0.354,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,43,43,Toyota,4059,Erik Jones,32,14.395,62.522,11,73,,-0.376,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,38,38,Ford,4272,Zane Smith,33,14.395,62.522,11,76,,-0.376,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,71,71,Chevrolet,3832,Michael McDowell,34,14.396,62.517,12,68,,-0.377,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,47,47,Chevrolet,3888,Ricky Stenhouse Jr,35,14.411,62.452,11,76,,-0.392,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,*15,*15,Ford,3919,Tim Brown,36,14.413,62.444,4,69,,-0.394,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,51,51,Ford,4125,Cody Ware,37,14.517,61.996,12,64,,-0.498,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,*50,*50,Chevrolet,3918,Burt Myers,38,14.737,61.071,12,70,,-0.718,False
5543,5662,5,1,Practice,2025-02-01T18:10:00,2025-02-01T23:10:00,5662,*66,*66,Ford,4142,Garrett Smithley,39,14.756,60.992,8,46,,-0.737,False
5543,5663,6,1,Final Practice,2025-02-01T18:15:00,2025-02-01T23:15:00,5663,9,9,Chevrolet,4062,Chase Elliott,1,14.115,63.762,10,18,,0.0,False
5543,5663,6,1,Final Practice,2025-02-01T18:15:00,2025-02-01T23:15:00,5663,17,17,Ford,3989,Chris Buescher,2,14.146,63.622,10,17,,-0.031,False
5543,5663,6,1,Final Practice,2025-02-01T18:15:00,2025-02-01T23:15:00,5663,11,11,Toyota,1361,Denny Hamlin,3,14.151,63.6,9,18,,-0.036,False
5543,5663,6,1,Final Practice,2025-02-01T18:15:00,2025-02-01T23:15:00,5663,45,45,Toyota,4065,Tyler Reddick,4,14.163,63.546,9,15,,-0.048,False
5543,5663,6,1,Final Practice,2025-02-01T18:15:00,2025-02-01T23:15:00,5663,6,6,Ford,1816,Brad Keselowski,5,14.17,63.514,10,12,,-0.055,False
5543,5663,6,1,Final Practice,2025-02-01T18:15:00,2025-02-01T23:15:00,5663,19,19,Toyota,4228,Chase Briscoe,6,14.173,63.501,13,20,,-0.058,False
