season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2006,O,2006_Daytona_ARCA_200/A,1,1,5,usa,Bobby_Gerhart,Bobby Gerhart,Lucas Oil,Billy_Gerhart,Chevrolet,83,,running,78,
2006,O,2006_Daytona_ARCA_200/A,2,2,55,usa,Matt_McCall,Matt McCall,CitiFinancial,Yates_Racing,Ford,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,3,4,9,usa,Matt_Hagans,Matt Hagans,Eagle Creek Aviation / 1st Wing Aircraft Mgmt,Matt_Hagans,Dodge,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,4,20,31,usa,Burney_Lamar,Burney Lamar,Kevin Harvick,Kevin_Harvick,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,5,7,37,usa,Damon_Lusk,Damon Lusk,National Cash Lenders / MSI / Excell Therapy,Adrian_Berryhill,Dodge,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,6,27,20,usa,Ken_Weaver,Ken Weaver,Phoneco / 1-800-4-A-Phone,Eddie_Sharp,Dodge,83,,running,1,
2006,O,2006_Daytona_ARCA_200/A,7,33,25,usa,Billy_Venturini,Billy Venturini,Central Merchant Services,Cathy_Venturini,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,8,9,12,canada,Mario_Gosselin,Mario Gosselin,JPN Racing / Dan Marc Construction,Mario_Gosselin,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,9,18,50,usa,T_J_Bell,T.J. Bell,Ibid Motors / Palomar Insurance,Bobby_Jones,Dodge,83,,running,3,
2006,O,2006_Daytona_ARCA_200/A,10,31,46,usa,Frank_Kimmel,Frank Kimmel,Pork - The Other White Meat,Larry_Clement,Ford,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,11,16,08,usa,Jason_Hedlesky,Jason Hedlesky,Hardcore Motorsports,Bill_Wells,Dodge,83,,running,1,
2006,O,2006_Daytona_ARCA_200/A,12,15,2,usa,Dan_Shaver,Dan Shaver,Petro Express,Wayne_Hixson,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,13,30,3,usa,Jeremy_Clements,Jeremy Clements,Nationwide Metal Recycling / U Pull It,Kenneth_Appling,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,14,34,90,usa,Brett_Rowe,Brett Rowe,Imperial Bedding / 31-W Insulation,Wayne_Day,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,15,10,98,usa,Erin_Crocker,Erin Crocker,Hamburger Helper,Ray_Evernham,Dodge,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,16,29,59,usa,Ryan_Howard,Ryan Howard,Williams Brothers Lumber,Mark_Gibson,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,17,26,24,usa,Chuck_Weber,Chuck Weber,Cardinal Tool Company,Chuck_Weber,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,18,40,34,usa,Darrell_Basham,Darrell Basham,Nat'l Distributors Leasing / Eagle Hoist,Darrell_Basham,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,19,22,78,usa,Doug_Reid_III,Doug Reid III,3-D Motorsports,Doug_Reid_III,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,20,41,21,usa,Todd_Bowsher,Todd Bowsher,Safe Auto Insurance,Jack_Bowsher,Ford,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,21,38,84,usa,Norm_Benning,Norm Benning,Mueller Quench Gum / 3KRF,Norm_Benning,Chevrolet,83,,running,0,
2006,O,2006_Daytona_ARCA_200/A,22,23,22,usa,Brian_Tyler,Brian Tyler,Enginetics Aerospace,Richard_Woodland,Chevrolet,82,,running,0,
2006,O,2006_Daytona_ARCA_200/A,23,19,10,usa,Tim_Russell,Tim Russell,Rinnai Tankless Water Heaters,Matt_Hagans,Dodge,80,,running,0,
2006,O,2006_Daytona_ARCA_200/A,24,17,60,usa,Eric_McClure,Eric McClure,Premier Motorsports,Dan_Kinney,Chevrolet,77,,running,0,
2006,O,2006_Daytona_ARCA_200/A,25,3,66,usa,Stephen_Leicht,Stephen Leicht,CitiFinancial,Yates_Racing,Ford,74,,running,0,
2006,O,2006_Daytona_ARCA_200/A,26,12,70,usa,Justin_Diercks,Justin Diercks,Foretravel Motorcoach,Mary_Louise_Miller,Chevrolet,73,,crash,0,
2006,O,2006_Daytona_ARCA_200/A,27,24,91,usa,Christi_Passmore,Christi Passmore,GAP Roofing / Asphalt & Fuel Supply,Glen_Passmore,Ford,73,,crash,0,
2006,O,2006_Daytona_ARCA_200/A,28,32,11,usa,Chad_McCumbee,Chad McCumbee,Fast Track High Performance Driving School,Andy_Hillenburg,Chevrolet,69,,running,0,
2006,O,2006_Daytona_ARCA_200/A,29,11,4,usa,Scott_Lagasse_Jr,"Scott Lagasse, Jr.",Dodge Development,Kerry_Scherer,Dodge,67,,running,0,
2006,O,2006_Daytona_ARCA_200/A,30,37,13,usa,Johnny_Leonard,Johnny Leonard,Affordable Roofing,Johnny_Leonard,Chevrolet,65,,crash,0,
2006,O,2006_Daytona_ARCA_200/A,31,36,38,usa,Mike_Harmon,Mike Harmon,Bert Oostlander Racing,Bert_Oostlander,Chevrolet,59,,crash,0,
2006,O,2006_Daytona_ARCA_200/A,32,6,94,usa,G_R_Smith,G.R. Smith,BGR Research,Billy_Gerhart,Chevrolet,49,,crash,0,
2006,O,2006_Daytona_ARCA_200/A,33,14,63,usa,Dawayne_Bryan,Dawayne Bryan,Hi-Tech Construction,Carl_Bryan,Dodge,48,,crash,0,
2006,O,2006_Daytona_ARCA_200/A,34,21,65,usa,Walt_Brannen,Walt Brannen,SPS,Brack_Maggard,Dodge,48,,crash,0,
2006,O,2006_Daytona_ARCA_200/A,35,5,85,usa,Greg_Barnhart,Greg Barnhart,Panelite,Les_Barnhart,Ford,48,,crash,0,
