season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,1,8,5,usa,Bobby_Gerhart,Bobby Gerhart,Lucas Oil Slick Mist,Billy_Gerhart,Chevrolet,80,,running,51,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,2,6,66,usa,Mark_Thompson,Mark Thompson,Phoenix Air,Bill_Venturini,Toyota,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,3,9,35,usa,John_Wes_Townley,John Wes Townley,Zaxby's,Bill_Venturini,Toyota,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,4,1,51,usa,James_Buescher,James Buescher,Phoenix Construction,James_Finch,Toyota,80,,running,29,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,5,11,60,usa,Patrick_Sheltra,Patrick Sheltra,PowerTrac Machinery,Richard_Sheltra,Dodge,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,6,12,7,usa,Danica_Patrick,Danica Patrick,GoDaddy.com,JR_Motorsports,Chevrolet,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,7,14,4,usa,Ricky_Carmichael,Ricky Carmichael,Monster Energy,Steve_Turner,Toyota,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,8,28,95,usa,Tommy_Joe_Martins,Tommy Joe Martins,Tommy Jo Martins Racing,Tommy_Joe_Martins,Ford,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,9,5,11,usa,Bryan_Silas,Bryan Silas,Rockingham Speedway / American Custom Yachts,Andy_Hillenburg,Ford,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,10,10,55,canada,Steve_Arpin,Steve Arpin,Venturini Motorsports,Bill_Venturini,Toyota,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,11,15,32,usa,Justin_Marks,Justin Marks,Construct Corps,Kevin_Cywinski,Toyota,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,12,27,28,usa,Chris_Cockrum,Chris Cockrum,Accu Tech / Mohawk Cable,Chris_Cockrum,Chevrolet,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,13,32,36,usa,Robb_Brent,Robb Brent,Orchard Chrysler-Dodge-Jeep,Mike_Allgaier,Dodge,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,14,26,83,usa,Sean_Corr,Sean Corr,Empire Racing LLC,John_Corr,Ford,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,15,23,77,usa,Tom_Hessert_III,Tom Hessert III,Cunningham Motorsports,Kerry_Scherer,Dodge,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,16,2,25,usa,Mikey_Kile,Mikey Kile,TAG Heuer Eyewear,Cathy_Venturini,Toyota,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,17,42,21,usa,Jennifer_Jo_Cobb,Jennifer Jo Cobb,Bowsher-Mooi Motorsports,Julie_Bowsher,Chevrolet,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,18,35,23,usa,Frank_Wilson_Jr,"Frank Wilson, Jr.",Drug Testing Centers of America / Lifeguard M,Wayne_Hixson,Chevrolet,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,19,34,31,usa,Tim_George_Jr,"Tim George, Jr.",RCR Development,Richard_Childress,Chevrolet,80,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,20,16,1,usa,Nick_Igdalsky,Nick Igdalsky,ModSpace,Andy_Belmont,Ford,79,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,21,21,30,canada,Terry_Jones,Terry Jones,Jones Group,Terry_Jones,Dodge,79,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,22,36,34,usa,Darrell_Basham,Darrell Basham,Anti-Monkey Butt Powder,Darrell_Basham,Chevrolet,79,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,23,19,15,usa,Alli_Owens,Alli Owens,ElectrifyingCareers.com,Bill_Venturini,Chevrolet,78,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,24,37,26,usa,Brad_Smith,Brad Smith,ApplianceZone.com,Brad_Smith,Ford,78,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,25,13,44,usa,Frank_Kimmel,Frank Kimmel,Ansell / Menards,Frank_Kimmel,Ford,78,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,26,3,16,usa,Joey_Coulter,Joey Coulter,Rip It Energy Fuel,Joe_Coulter,Chevrolet,78,,running,0,
2010,O,2010_Lucas_Oil_Slick_Mist_200/A,27,7,6,brazil,Nelson_Piquet_Jr,"Nelson Piquet, Jr.",ESR,Eddie_Sharp,Toyota,67,,running,0,
