season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2007,O,2007_ARCA_200_at_Daytona/A,1,2,5,usa,Bobby_Gerhart,Bobby Gerhart,Lucas Oil,Billy_Gerhart,Chevrolet,80,,running,54,
2007,O,2007_ARCA_200_at_Daytona/A,2,20,93,usa,Marc_Mitchell,Marc Mitchell,Ergon,Kenneth_Appling,Pontiac,80,,running,5,
2007,O,2007_ARCA_200_at_Daytona/A,3,12,3,usa,Jeremy_Clements,Jeremy Clements,Harrison's Work Wear / 1 Stop Conv. / Saxon,Kenneth_Appling,Chevrolet,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,4,13,39,usa,David_Ragan,David Ragan,AAA,Russ_Roulo,Ford,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,5,3,46,usa,Frank_Kimmel,Frank Kimmel,Tri-State Motorsports / Pork,Larry_Clement,Ford,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,6,19,31,usa,Timothy_Peters,Timothy Peters,Cometic Gaskets / Okuma,Richard_Childress,Chevrolet,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,7,31,16,usa,Justin_Allgaier,Justin Allgaier,AG Tech / Trashman / Hoosier Tire Midwest,Mike_Allgaier,Chevrolet,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,8,14,4,usa,Scott_Lagasse_Jr,"Scott Lagasse, Jr.",Cunningham Motorsports,Kerry_Scherer,Dodge,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,9,11,47,usa,Phillip_McGilton,Phillip McGilton,SI Performance / Gould's Electric,Clarence_Brewer,Chevrolet,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,10,17,2,usa,Michael_McDowell,Michael McDowell,Hillcrest Capital Partners,Eddie_Sharp,Dodge,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,11,24,63,usa,Dawayne_Bryan,Dawayne Bryan,Hi-Tech Construction Service,Carl_Bryan,Dodge,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,12,41,52,usa,Bill_Baird,Bill Baird,Saturn Machine / Ken Schrader Racing,Ken_Schrader,Dodge,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,13,4,12,canada,Mario_Gosselin,Mario Gosselin,Danmark Construction / Mighty EZY,Mario_Gosselin,Chevrolet,80,,running,21,
2007,O,2007_ARCA_200_at_Daytona/A,14,34,32,usa,Ryan_Howard,Ryan Howard,Colt Atlantic / Midwest Switchgear Services,Joe_Miller,Dodge,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,15,35,21,usa,Todd_Bowsher,Todd Bowsher,Jack Bowsher & Associates,Julie_Bowsher,Ford,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,16,37,6,usa,Dexter_Bean,Dexter Bean,BlackJack Racing,David_Bean,Chevrolet,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,17,29,0,usa,Butch_Jarvis,Butch Jarvis,Zandel Bowers,Wayne_Peterson,Chevrolet,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,18,38,34,usa,Darrell_Basham,Darrell Basham,Anti-Monkey Butt Powder,Darrell_Basham,Chevrolet,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,19,39,26,usa,Brad_Smith,Brad Smith,BradSmithMotorsports.com,Brad_Smith,Ford,80,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,20,1,98,usa,Erin_Crocker,Erin Crocker,Evernham Motorsports,Ray_Evernham,Dodge,79,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,21,26,75,usa,Billy_Tanner,Billy Tanner,CheapCaribbean.com,Bob_Schacht,Ford,79,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,22,32,65,usa,Justin_Marks,Justin Marks,Construct Corps,Robby_Benton,Dodge,79,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,23,22,11,usa,Bryan_Silas,Bryan Silas,Direct Buy / Centerline Homes,Andy_Hillenburg,Chevrolet,79,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,24,36,84,usa,Norm_Benning,Norm Benning,Benning Motorsports,Norm_Benning,Chevrolet,77,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,25,6,9,usa,Tim_Russell,Tim Russell,Rinnai Tankless Water Heaters / Eagle Creek,Matt_Hagans,Dodge,76,,crash,0,
2007,O,2007_ARCA_200_at_Daytona/A,26,10,55,usa,Damon_Lusk,Damon Lusk,Save-A-Load / Panelite / Fenton Racing,Les_Barnhart,Dodge,76,,crash,0,
2007,O,2007_ARCA_200_at_Daytona/A,27,21,08,usa,Jason_Hedlesky,Jason Hedlesky,Hardcore Motorsports,Bill_Wells,Dodge,76,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,28,9,25,usa,Billy_Venturini,Billy Venturini,Hamptons Luxury Homes / Hawk Saw Blades,Cathy_Venturini,Chevrolet,72,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,29,40,38,usa,Mike_Harmon,Mike Harmon,All Sports Armour / Browning,Bert_Oostlander,Chevrolet,71,,engine,0,
2007,O,2007_ARCA_200_at_Daytona/A,30,33,59,usa,Justin_South,Justin South,HD Supply,Kerry_Scherer,Dodge,67,,running,0,
2007,O,2007_ARCA_200_at_Daytona/A,31,30,62,usa,Chad_McCumbee,Chad McCumbee,NOS Energy Drink,Andy_Belmont,Chevrolet,47,,crash,0,
2007,O,2007_ARCA_200_at_Daytona/A,32,8,94,usa,Brad_Coleman,Brad Coleman,Parent Project Muscular Dystrophy,Billy_Gerhart,Chevrolet,45,,crash,0,
2007,O,2007_ARCA_200_at_Daytona/A,33,28,14,usa,Michael_Faulk,Michael Faulk,Cal Bay International / OritalTV.com,Roger_Pawson,Dodge,37,,crash,0,
2007,O,2007_ARCA_200_at_Daytona/A,34,23,51,usa,Brandon_Whitt,Brandon Whitt,Brandon Whitt Racing,Brandon_Whitt,Toyota,36,,crash,0,
2007,O,2007_ARCA_200_at_Daytona/A,35,27,72,usa,J_R_Heffner,J.R. Heffner,Simmons Machine Tool/Colarusso/Park East,Mario_Gosselin,Chevrolet,36,,crash,0,
2007,O,2007_ARCA_200_at_Daytona/A,36,18,22,usa,Josh_Wise,Josh Wise,Eddie Sharp Racing Development Team,Eddie_Sharp,Toyota,35,,crash,0,
2007,O,2007_ARCA_200_at_Daytona/A,37,16,8,usa,Brian_Conz,Brian Conz,ScottishRite.org / 32 Masons,Earl_Sadler,Dodge,35,,crash,0,
2007,O,2007_ARCA_200_at_Daytona/A,38,25,24,usa,Benny_Chastain,Benny Chastain,Bob Schacht Motorsports,Bob_Schacht,Ford,35,,crash,0,
2007,O,2007_ARCA_200_at_Daytona/A,39,7,61,usa,Steve_Wallace,Steve Wallace,Nu South Lemonade,Rusty_Wallace,Dodge,26,,crash,0,
