race_id,car_number,driver_fullname,driver_id,lap,lap_assessed,penalty,notes
5036,6,Ryan Newman,2394,80,81,Tail End,
5036,51,Cody Ware,4125,102,105,Tail End,
5036,38,Anthony Alfredo,4301,103,105,Tail End,
5036,53,Garrett Smithley,4142,141,144,Tail End,
5036,51,Cody Ware,4125,141,144,Tail End,
5036,51,Cody Ware,4125,141,144,Tail End,
5036,15,Joey Gase,4004,141,144,Tail End,
5036,3,Austin Dillon,3873,141,144,Tail End,
5036,24,William Byron,4184,146,0,Tail End,Garage
5036,96,Landon Cassill,3808,146,0,Tail End,Garage
5036,19,Martin Truex Jr,3368,146,150,Tail End,
5036,14,Chase Briscoe,4228,146,150,Tail End,
5036,99,Daniel Suarez,4113,146,150,Tail End,
5036,38,Anthony Alfredo,4301,146,150,Tail End,
5036,51,Cody Ware,4125,146,150,Tail End,
5036,51,Cody Ware,4125,146,150,Tail End,
5036,2,Brad Keselowski,1816,146,150,Tail End,
5036,8,Tyler Reddick,4065,146,150,Tail End,
5036,8,Tyler Reddick,4065,146,150,Tail End,
5036,47,Ricky Stenhouse Jr,3888,157,163,Tail End,
5036,20,Christopher Bell,4153,157,0,Tail End,Garage
5036,41,Cole Custer,4104,157,163,Tail End,
5036,2,Brad Keselowski,1816,157,0,Tail End,Garage
5036,11,Denny Hamlin,1361,157,163,Tail End,
5036,22,Joey Logano,3859,157,163,Tail End,
5036,37,Ryan Preece,4070,157,163,Tail End,
5036,21,Matt DiBenedetto,3916,158,163,Tail End,
5036,9,Chase Elliott,4062,158,163,Tail End,
5078,3,Austin Dillon,3873,0,0,Tail End,Multiple inspection failures
5078,48,Alex Bowman,4045,17,19,Tail End,
5078,9,Chase Elliott,4062,28,29,Tail End,
5078,52,Josh Bilicki,4213,28,29,Tail End,
5078,15,Joey Gase,4004,28,29,Tail End,
5078,48,Alex Bowman,4045,34,35,Tail End,
5078,53,James Davison,4211,47,0,Tail End,Garage
5078,42,Ross Chastain,4001,52,53,Tail End,
5078,48,Alex Bowman,4045,117,122,Tail End,
5078,51,Cody Ware,4125,126,128,Tail End,
5078,51,Cody Ware,4125,165,168,Tail End,
5078,51,Cody Ware,4125,202,205,Tail End,
5078,12,Ryan Blaney,4023,232,237,Tail End,
5078,12,Ryan Blaney,4023,319,325,Tail End,
5078,19,Martin Truex Jr,3368,319,325,Tail End,
5078,9,Chase Elliott,4062,327,0,Tail End,Garage
5078,12,Ryan Blaney,4023,327,331,Tail End,
5078,1,Kurt Busch,453,329,331,Tail End,
5078,38,Anthony Alfredo,4301,329,331,Tail End,
5079,5,Kyle Larson,4030,0,0,Tail End,Multiple inspection failures
5079,41,Cole Custer,4104,0,0,Tail End,Multiple inspection failures
5079,51,Garrett Smithley,4142,0,0,Tail End,Driver change
5079,19,Martin Truex Jr,3368,0,2,Pass Thru,
5079,23,Bubba Wallace,4025,32,36,Tail End,
5079,41,Cole Custer,4104,32,36,Tail End,
5079,37,Ryan Preece,4070,32,36,Tail End,
5079,18,Kyle Busch,454,32,36,Tail End,
5079,51,Garrett Smithley,4142,33,36,Tail End,
5079,23,Bubba Wallace,4025,41,47,Tail End,
5079,00,Quin Houff,4229,46,47,Tail End,
5079,99,Daniel Suarez,4113,84,88,Tail End,
5079,53,JJ Yeley,3669,84,88,Tail End,
5079,34,Michael McDowell,3832,132,136,Pass Thru,
5079,51,Garrett Smithley,4142,136,142,Pass Thru,
5079,53,JJ Yeley,3669,181,187,Pass Thru,
5079,42,Ross Chastain,4001,238,244,Tail End,
5079,42,Ross Chastain,4001,238,244,Tail End,
5079,23,Bubba Wallace,4025,250,254,Tail End,
5079,53,JJ Yeley,3669,252,254,Tail End,
5079,7,Corey Lajoie,4096,289,294,Pass Thru,
5079,34,Michael McDowell,3832,295,298,Pass Thru,
5079,52,Josh Bilicki,4213,297,301,Pass Thru,
5079,34,Michael McDowell,3832,298,301,Pass Thru,
5079,18,Kyle Busch,454,344,349,Pass Thru,
5079,7,Corey Lajoie,4096,350,352,Pass Thru,
5039,38,Anthony Alfredo,4301,47,48,Tail End,
5039,9,Chase Elliott,4062,129,135,Tail End,
5039,15,James Davison,4211,130,135,Tail End,
5039,52,Josh Bilicki,4213,130,135,Tail End,Equipment over the wall too soon
5039,21,Matt DiBenedetto,3916,133,135,Tail End,
5039,6,Ryan Newman,2394,167,181,Tail End,
5039,6,Ryan Newman,2394,167,181,Tail End,
5039,41,Cole Custer,4104,167,181,Tail End,
5039,99,Daniel Suarez,4113,174,181,Tail End,
5039,10,Aric Almirola,40,176,181,Tail End,
5039,15,James Davison,4211,177,181,Tail End,
5039,66,David Starr,3170,177,181,Tail End,
5039,38,Anthony Alfredo,4301,219,232,Tail End,
5039,00,Quin Houff,4229,363,370,Tail End,
5039,66,David Starr,3170,367,370,Tail End,
5039,66,David Starr,3170,368,370,Tail End,
5081,10,Aric Almirola,40,0,0,Tail End,2 Inspection Failures
5081,19,Martin Truex Jr,3368,0,0,Tail End,2 Inspection Failures
5081,24,William Byron,4184,0,0,Tail End,2 Inspection Failures
5081,66,JJ Yeley,3669,0,0,Tail End,3 Inspection Failures
5081,66,JJ Yeley,3669,0,1,Pass Thru,3 Inspection Failures
5081,99,Daniel Suarez,4113,27,30,Tail End,
5081,22,Joey Logano,3859,29,30,Tail End,
5081,66,JJ Yeley,3669,82,0,Tail End,Garage
5081,20,Christopher Bell,4153,82,87,Tail End,
5081,10,Aric Almirola,40,83,87,Tail End,
5081,10,Aric Almirola,40,85,87,Tail End,
5081,53,Garrett Smithley,4142,96,98,Tail End,
5081,42,Ross Chastain,4001,97,98,Tail End,
5081,77,Justin Haley,4172,97,98,Tail End,
5081,38,Anthony Alfredo,4301,97,98,Tail End,
5081,53,Garrett Smithley,4142,97,98,Tail End,
5081,52,Josh Bilicki,4213,97,98,Tail End,
5081,00,Quin Houff,4229,97,98,Tail End,
5081,7,Corey Lajoie,4096,165,166,Tail End,
5081,77,Justin Haley,4172,165,166,Tail End,
5082,00,Quin Houff,4229,0,0,Tail End,Multi Inspection failures
5082,53,Joey Gase,4004,0,0,Tail End,Multi Inspection failures
5082,66,James Davison,4211,0,0,Tail End,Driver change
5082,5,Kyle Larson,4030,57,64,Tail End,
5082,37,Ryan Preece,4070,57,64,Tail End,
5082,14,Chase Briscoe,4228,57,64,Tail End,
5082,5,Kyle Larson,4030,67,77,Tail End,
5082,21,Matt DiBenedetto,3916,98,103,Tail End,
5082,42,Ross Chastain,4001,98,103,Tail End,
5082,42,Ross Chastain,4001,98,103,Tail End,
5082,18,Kyle Busch,454,98,103,Tail End,
5082,00,Quin Houff,4229,98,103,Tail End,
5082,78,BJ McLeod,3973,98,103,Tail End,
5082,52,Josh Bilicki,4213,98,103,Tail End,
5082,37,Ryan Preece,4070,116,0,Tail End,Garage
5083,53,Garrett Smithley,4142,0,0,Tail End,Multiple Inspection Failures
5083,53,Garrett Smithley,4142,7,7,Stop & Go,Missed Back Stretch Chicane
5083,20,Christopher Bell,4153,9,10,Pass Thru,
5083,10,Aric Almirola,40,12,13,Tail End,
5083,77,Justin Haley,4172,12,14,Pass Thru,Missed Front Stretch Chicane
5083,6,Ryan Newman,2394,20,0,Tail End,Garage
5083,11,Denny Hamlin,1361,21,22,Tail End,
5083,17,Chris Buescher,3989,21,22,Tail End,
5083,21,Matt DiBenedetto,3916,23,23,Stop & Go,Missed Back Stretch Chicane
5083,37,Ryan Preece,4070,23,23,Stop & Go,Missed Front Stretch Chicane
5083,20,Christopher Bell,4153,24,24,Stop & Go,Missed Back Stretch Chicane
5083,66,Timmy Hill,3984,28,29,Tail End,Uncontrolled Tire
5083,23,Bubba Wallace,4025,38,38,Stop & Go,Missed Front Stretch Chicane
5083,7,Corey Lajoie,4096,39,39,Stop & Go,Missed Front Stretch Chicane
5083,14,Chase Briscoe,4228,47,47,Stop & Go,Missed Front Stretch Chicane
5083,48,Alex Bowman,4045,51,53,Tail End,
5083,43,Erik Jones,4059,52,53,Tail End,
5083,9,Chase Elliott,4062,55,57,Tail End,
5083,53,Garrett Smithley,4142,57,59,Pass Thru,Dual Role
5083,11,Denny Hamlin,1361,68,68,Stop & Go,Missed Back Stretch Chicane
5083,15,Josh Bilicki,4213,68,68,Stop & Go,Missed Front Stretch Chicane
5083,14,Chase Briscoe,4228,71,71,Stop & Go,Missed Back Stretch Chicane
5083,78,Scott Heckert,4200,74,74,Stop & Go,Missed Back Stretch Chicane
5083,78,Scott Heckert,4200,78,78,Stop & Go,Missed Front Stretch Chicane
5083,15,Josh Bilicki,4213,79,81,Pass Thru,
5083,51,Cody Ware,4125,80,81,Pass Thru,
5083,23,Bubba Wallace,4025,84,84,Stop & Go,Missed Front Stretch Chicane
5083,48,Alex Bowman,4045,88,89,Tail End,
5083,24,William Byron,4184,90,90,Stop & Go,Missed Back Stretch Chicane
5083,51,Cody Ware,4125,90,90,Stop & Go,Missed Back Stretch Chicane
5083,51,Cody Ware,4125,93,0,Tail End,Garage
5083,7,Corey Lajoie,4096,93,0,Tail End,Garage
5083,1,Kurt Busch,453,95,95,Stop & Go,Missed Front Stretch Chicane
5083,78,Scott Heckert,4200,101,101,Stop & Go,Missed Front Stretch Chicane
5044,7,Corey Lajoie,4096,0,0,Tail End,Multiple Inspection Failures
5044,9,Chase Elliott,4062,0,0,Tail End,Multiple Inspection Failures
5044,14,Chase Briscoe,4228,0,0,Tail End,Multiple Inspection Failures
5044,15,Garrett Smithley,4142,0,0,Tail End,Multiple Inspection Failures
5044,51,Cody Ware,4125,0,0,Tail End,Multiple Inspection Failures
5044,66,David Starr,3170,0,0,Tail End,Multiple Inspection Failures
5044,77,Justin Haley,4172,0,0,Tail End,Unapproved adjustment
5044,18,Kyle Busch,454,26,30,Tail End,
5044,18,Kyle Busch,454,29,30,Tail End,
5044,34,Michael McDowell,3832,31,39,Tail End,
5044,38,Anthony Alfredo,4301,31,39,Tail End,
5044,47,Ricky Stenhouse Jr,3888,31,0,Tail End,Garage
5044,42,Ross Chastain,4001,31,39,Tail End,
5044,42,Ross Chastain,4001,31,39,Tail End,
5044,41,Cole Custer,4104,31,39,Tail End,
5044,6,Ryan Newman,2394,31,0,Tail End,Garage
5044,37,Ryan Preece,4070,31,0,Tail End,Garage
5044,10,Aric Almirola,40,31,39,Tail End,
5044,48,Alex Bowman,4045,31,39,Tail End,
5044,51,Cody Ware,4125,31,0,Tail End,Garage
5044,23,Bubba Wallace,4025,31,39,Tail End,
5044,23,Bubba Wallace,4025,31,39,Tail End,
5044,52,Josh Bilicki,4213,31,39,Tail End,
5044,52,Josh Bilicki,4213,31,39,Tail End,
5044,66,David Starr,3170,37,39,Tail End,
5044,13,Timmy Hill,3984,37,39,Tail End,
5044,48,Alex Bowman,4045,37,39,Tail End,
5044,18,Kyle Busch,454,37,39,Tail End,
5044,34,Michael McDowell,3832,37,39,Tail End,
5044,12,Ryan Blaney,4023,37,39,Tail End,
5044,1,Kurt Busch,453,37,39,Tail End,
5044,00,Quin Houff,4229,37,39,Tail End,
5044,17,Chris Buescher,3989,37,39,Tail End,
5044,14,Chase Briscoe,4228,37,39,Tail End,
5044,7,Corey Lajoie,4096,37,39,Tail End,
5044,2,Brad Keselowski,1816,37,39,Tail End,
5044,34,Michael McDowell,3832,39,43,Pass Thru,
5044,00,Quin Houff,4229,39,43,Pass Thru,
5044,17,Chris Buescher,3989,104,112,Tail End,
5044,34,Michael McDowell,3832,106,112,Tail End,
5044,10,Aric Almirola,40,106,112,Tail End,
5044,10,Aric Almirola,40,106,112,Tail End,
5044,15,Garrett Smithley,4142,108,112,Tail End,
5044,7,Corey Lajoie,4096,209,216,Tail End,
5044,10,Aric Almirola,40,211,216,Tail End,
5044,10,Aric Almirola,40,211,216,Tail End,
5044,13,Timmy Hill,3984,212,216,Tail End,
5044,99,Daniel Suarez,4113,212,216,Tail End,
5044,14,Chase Briscoe,4228,274,280,Tail End,
5044,10,Aric Almirola,40,278,280,Tail End,
5044,78,BJ McLeod,3973,278,280,Tail End,
5044,42,Ross Chastain,4001,303,304,Tail End,
5044,13,Timmy Hill,3984,303,304,Tail End,
5044,15,Garrett Smithley,4142,305,309,Tail End,
5044,11,Denny Hamlin,1361,314,318,Tail End,
5044,14,Chase Briscoe,4228,331,332,Tail End,
5084,14,Chase Briscoe,4228,0,0,Tail End,Unapproved Adjustments
5084,6,Ryan Newman,2394,0,0,Tail End,Two Inspection Failures
5084,00,Quin Houff,4229,0,0,Tail End,Three Inspection Failures
5084,00,Quin Houff,4229,0,1,Pass Thru,Three Inspection Failures
5084,78,BJ McLeod,3973,13,15,Tail End,
5084,13,David Starr,3170,14,15,Tail End,
5084,66,Chad Finchum,4232,14,15,Tail End,
5084,51,Cody Ware,4125,14,15,Tail End,Running over the Choose Box
5084,15,Ryan Ellis,4029,14,15,Tail End,Running over the Choose Box
5084,18,Kyle Busch,454,23,27,Tail End,
5084,23,Bubba Wallace,4025,24,27,Tail End,Uncontrolled Tire
5084,47,Ricky Stenhouse Jr,3888,83,86,Tail End,
5084,00,Quin Houff,4229,84,86,Tail End,
5084,13,David Starr,3170,84,86,Tail End,Uncontrolled Tire
5084,14,Chase Briscoe,4228,84,86,Tail End,
5084,47,Ricky Stenhouse Jr,3888,86,90,Pass Thru,Restart Violation - Under penalty and failed to be in the longest lane
5084,47,Ricky Stenhouse Jr,3888,147,150,Pass Thru,
5084,18,Kyle Busch,454,162,167,Tail End,
5084,42,Ross Chastain,4001,163,167,Tail End,
5084,14,Chase Briscoe,4228,166,167,Tail End,
5084,18,Kyle Busch,454,166,167,Tail End,
5084,13,David Starr,3170,166,167,Tail End,
5084,42,Ross Chastain,4001,166,170,Pass Thru,Restart Violation - Under penalty and failed to be in the longest lane
5084,38,Anthony Alfredo,4301,173,0,Tail End,Garage
5084,23,Bubba Wallace,4025,174,178,Tail End,
5084,42,Ross Chastain,4001,174,178,Tail End,
5084,37,Ryan Preece,4070,177,178,Tail End,
5084,10,Aric Almirola,40,187,190,Pass Thru,
5084,6,Ryan Newman,2394,218,222,Tail End,
5084,78,BJ McLeod,3973,220,222,Tail End,
5084,12,Ryan Blaney,4023,224,0,Tail End,Garage
5084,51,Cody Ware,4125,226,228,Tail End,
5060,11,Denny Hamlin,1361,0,0,Tail End,Multiple Inspection Failures
5060,11,Denny Hamlin,1361,62,67,Tail End,
5060,6,Ryan Newman,2394,73,76,Tail End,
5060,38,Anthony Alfredo,4301,132,140,Tail End,
5060,5,Kyle Larson,4030,135,140,Tail End,
5060,15,Garrett Smithley,4142,135,140,Tail End,Uncontrolled Tire
5060,6,Ryan Newman,2394,182,186,Pass Thru,
5060,3,Austin Dillon,3873,199,203,Tail End,
5060,8,Tyler Reddick,4065,199,203,Tail End,
5060,18,Kyle Busch,454,264,269,Tail End,
5060,23,Bubba Wallace,4025,312,319,Tail End,
5060,15,Garrett Smithley,4142,312,319,Tail End,
5060,00,Quin Houff,4229,322,331,Other - See Notes,5 Laps
5060,52,Josh Bilicki,4213,325,329,Tail End,
5060,34,Michael McDowell,3832,325,329,Tail End,
5060,42,Ross Chastain,4001,340,345,Tail End,
5060,6,Ryan Newman,2394,341,345,Tail End,
5060,00,Quin Houff,4229,342,345,Tail End,
5060,5,Kyle Larson,4030,380,384,Tail End,
5060,21,Matt DiBenedetto,3916,380,384,1 Lap,
5060,15,Garrett Smithley,4142,438,443,Tail End,
5060,47,Ricky Stenhouse Jr,3888,462,466,Tail End,
5060,6,Ryan Newman,2394,475,477,Tail End,
5087,52,Josh Bilicki,4213,0,0,Tail End,Unapproved adjustments
5087,66,Timmy Hill,3984,0,0,Tail End,Unapproved adjustments
5087,53,Joey Gase,4004,7,11,Tail End,
5087,7,Corey Lajoie,4096,15,20,Tail End,
5087,66,Timmy Hill,3984,16,20,Tail End,
5087,1,Kurt Busch,453,130,135,Tail End,
5087,78,BJ McLeod,3973,131,135,Tail End,
5087,13,David Starr,3170,131,135,Tail End,
5087,47,Ricky Stenhouse Jr,3888,140,0,Tail End,Garage
5087,10,Aric Almirola,40,155,161,Tail End,
5087,13,David Starr,3170,195,197,Tail End,
5087,13,David Starr,3170,251,254,Tail End,
5087,15,Garrett Smithley,4142,286,288,Tail End,
5088,36,Alex Labbe,4225,4,7,Tail End,
5088,23,Jason White,3557,5,7,Tail End,
5088,92,Josh Williams,4106,12,14,Tail End,
5088,48,Danny Bohn,4323,13,14,Tail End,
5088,92,Josh Williams,4106,20,23,Tail End,
5088,99,Stefan Parsons,4285,33,35,Tail End,
5088,92,Josh Williams,4106,34,35,Tail End,
5088,07,Joe Graf Jr,4313,61,65,Tail End,
5088,47,Kyle Weatherman,4187,63,65,Tail End,
5088,92,Josh Williams,4106,63,65,Tail End,
5088,99,Stefan Parsons,4285,63,65,Tail End,
5088,39,Ryan Sieg,3884,75,83,Tail End,
5088,15,Colby Howard,4344,75,0,Tail End,Garage
5088,9,Noah Gragson,4224,76,0,Tail End,Garage
5088,48,Danny Bohn,4323,76,83,Tail End,
5088,78,Jesse Little,4150,76,83,Tail End,
5088,6,Ryan Vargas,4320,76,83,Tail End,
5088,90,Caesar Bacarella,4259,100,103,Tail End,
5088,68,Brandon Brown,4118,105,112,Tail End,
5088,10,Jeb Burton,4018,105,112,Tail End,
5088,98,Riley Herbst,4269,105,0,Tail End,Garage
5088,18,Daniel Hemric,4093,105,112,Tail End,
5088,23,Jason White,3557,105,112,Tail End,
5088,51,Jeremy Clements,595,105,112,Tail End,
5088,66,Timmy Hill,3984,105,112,Tail End,
5088,66,Timmy Hill,3984,105,112,Tail End,
5088,54,Ty Dillon,4013,105,112,Tail End,
5088,54,Ty Dillon,4013,105,112,Tail End,
5088,48,Danny Bohn,4323,106,112,Tail End,
5088,23,Jason White,3557,114,120,Tail End,
5088,51,Jeremy Clements,595,115,120,Tail End,
5088,51,Jeremy Clements,595,115,120,Tail End,
5088,90,Caesar Bacarella,4259,117,120,Tail End,
5088,54,Ty Dillon,4013,117,120,Tail End,
5089,18,Daniel Hemric,4093,0,0,Tail End,Multiple Inspection Failures
5089,9,Noah Gragson,4224,0,0,Tail End,Unapproved Adjustments
5089,9,Noah Gragson,4224,1,6,Tail End,
5089,5,Matt Mills,4209,4,6,Tail End,
5089,5,Matt Mills,4209,4,6,Tail End,
5089,74,Bayley Currey,4257,5,6,Tail End,
5089,44,Tommy Joe Martins,3902,12,13,Tail End,
5089,16,AJ Allmendinger,3774,16,18,Tail End,
5089,47,Kyle Weatherman,4187,17,18,Tail End,
5089,36,Alex Labbe,4225,17,18,Tail End,
5089,66,Timmy Hill,3984,20,34,Tail End,
5089,16,AJ Allmendinger,3774,21,35,Pass Thru,"Missed front stretch chicane, went to garage and served penalty after re-entering race"
5089,0,Jeffrey Earnhardt,3894,29,34,Tail End,
5089,44,Tommy Joe Martins,3902,31,34,Tail End,
5089,16,AJ Allmendinger,3774,38,40,Tail End,
5089,48,Jade Buford,4346,38,0,Tail End,Garage
5089,74,Bayley Currey,4257,39,40,Tail End,
5089,6,Ryan Vargas,4320,45,48,Pass Thru,
5089,74,Bayley Currey,4257,50,52,Tail End,
5089,74,Bayley Currey,4257,50,52,Tail End,
5089,90,Preston Pardus,4317,50,0,Tail End,Garage
5089,07,Joe Graf Jr,4313,51,52,Tail End,
5089,26,Kris Wright,4364,51,52,Tail End,
5089,51,Jeremy Clements,595,51,52,Tail End,Equipment over the wall too soon
5090,92,Josh Williams,4106,3,6,Pass Thru,
5090,68,Brandon Brown,4118,27,30,Tail End,
5090,68,Brandon Brown,4118,42,47,Tail End,
5090,26,Santino Ferrucci,4374,49,53,Pass Thru,
5090,74,Bayley Currey,4257,69,74,Tail End,
5090,74,Bayley Currey,4257,69,74,Tail End,
5090,39,Ryan Sieg,3884,69,74,Tail End,
5090,61,Chad Finchum,4232,83,87,Tail End,
5090,07,Joe Graf Jr,4313,83,87,Tail End,
5090,5,Matt Mills,4209,86,87,Tail End,
5090,7,Justin Allgaier,34,98,0,Tail End,Garage
5090,68,Brandon Brown,4118,99,102,Tail End,
5090,74,Bayley Currey,4257,99,102,Tail End,
5090,47,Kyle Weatherman,4187,99,102,Tail End,
5090,52,Gray Gaulding,4103,101,102,Tail End,
5090,52,Gray Gaulding,4103,101,102,Tail End,
5090,66,Timmy Hill,3984,101,102,Tail End,
5090,47,Kyle Weatherman,4187,102,103,Pass Thru,Restart violation
5090,99,Stefan Parsons,4285,114,115,Tail End,
5090,4,Landon Cassill,3808,168,172,Tail End,Equipment over early
5090,5,Matt Mills,4209,171,172,Tail End,Choose violation
5090,52,Gray Gaulding,4103,173,177,Tail End,
5091,17,Garrett Smithley,4142,0,0,Tail End,Driver Change
5091,0,Jeffrey Earnhardt,3894,0,0,Tail End,Unapproved Adjustments
5091,99,Stefan Parsons,4285,17,25,1 Lap,
5091,74,Bayley Currey,4257,18,25,Tail End,
5091,61,Chad Finchum,4232,19,25,Tail End,
5091,52,Gray Gaulding,4103,19,25,Tail End,
5091,66,Timmy Hill,3984,47,52,Tail End,
5091,98,Riley Herbst,4269,56,0,Tail End,Garage
5091,22,Austin Cindric,4180,56,61,Tail End,
5091,2,Myatt Snider,4223,57,61,Tail End,
5091,15,Colby Howard,4344,57,61,Tail End,
5091,39,Ryan Sieg,3884,65,69,Tail End,
5091,5,Matt Mills,4209,72,0,Tail End,Garage
5091,5,Matt Mills,4209,72,0,Tail End,Equipment over the wall too soon - Garage
5091,66,Timmy Hill,3984,92,97,Tail End,
5091,10,Jeb Burton,4018,153,157,Pass Thru,
5091,20,Harrison Burton,4217,174,179,Tail End,
5091,48,Jade Buford,4346,178,179,Tail End,
5091,47,Kyle Weatherman,4187,178,179,Tail End,
5091,02,Brett Moffitt,4038,181,0,Tail End,Garage
5091,17,Garrett Smithley,4142,181,187,Tail End,
5091,36,Alex Labbe,4225,181,0,Tail End,Garage
5091,54,Ty Dillon,4013,182,187,Tail End,
5091,54,Ty Dillon,4013,182,187,Other - See Notes,2 Laps - Under DVP when penalty occurred
5091,13,David Starr,3170,183,187,Tail End,
5092,13,Loris Hezemans,4339,0,0,Tail End,Driver Change
5092,52,Gray Gaulding,4103,23,26,Tail End,Equipment over early
5092,19,Brandon Jones,4085,50,56,Tail End,
5092,1,Michael Annett,3861,91,0,Tail End,Garage
5092,18,Daniel Hemric,4093,125,129,Tail End,
5092,10,Jeb Burton,4018,125,129,Tail End,
5092,26,Santino Ferrucci,4374,128,129,Tail End,
5092,39,Ryan Sieg,3884,133,137,Tail End,
5092,8,Josh Berry,4123,133,137,Tail End,
5092,92,Josh Williams,4106,135,137,Tail End,
5092,47,Kyle Weatherman,4187,143,144,Tail End,
5092,99,Stefan Parsons,4285,167,171,Tail End,
5092,36,Alex Labbe,4225,192,197,Tail End,
5092,36,Alex Labbe,4225,192,197,Other - See Notes,2 laps -DVP
5093,13,Chad Finchum,4232,0,0,Tail End,Driver Change
5093,61,David Starr,3170,0,0,Tail End,Driver Change
5093,16,AJ Allmendinger,3774,0,0,Tail End,Multiple Inspection Failures
5093,17,Cody Ware,4125,22,24,Tail End,
5093,90,Dexter Bean,3725,23,24,Tail End,
5093,13,Chad Finchum,4232,23,24,Tail End,
5093,90,Dexter Bean,3725,36,39,Tail End,
5093,5,Matt Mills,4209,38,39,Tail End,
5093,9,Noah Gragson,4224,40,50,Tail End,
5093,02,Brett Moffitt,4038,40,0,Tail End,Garage
5093,66,Timmy Hill,3984,41,50,Tail End,
5093,61,David Starr,3170,41,50,Tail End,
5093,16,AJ Allmendinger,3774,41,50,Tail End,
5093,9,Noah Gragson,4224,42,50,Tail End,
5093,19,Brandon Jones,4085,42,50,Tail End,
5093,19,Brandon Jones,4085,42,46,Other - See Notes,2 Laps - Penalty while under DVP
5093,16,AJ Allmendinger,3774,43,50,Tail End,
5093,22,Austin Cindric,4180,44,50,Tail End,
5093,51,Jeremy Clements,595,46,50,Tail End,
5093,4,Landon Cassill,3808,46,50,Tail End,
5093,8,Josh Berry,4123,46,50,Tail End,
5093,9,Noah Gragson,4224,82,88,Tail End,
5093,36,Alex Labbe,4225,83,88,Tail End,Equipment over the wall too soon
5093,19,Brandon Jones,4085,84,88,Tail End,
5093,5,Matt Mills,4209,84,88,Tail End,
5093,5,Matt Mills,4209,100,103,Pass Thru,
5093,99,Mason Massey,4315,113,117,Tail End,
5093,54,Martin Truex Jr,3368,114,117,Tail End,
5093,18,Daniel Hemric,4093,114,117,Tail End,
5093,47,Kyle Weatherman,4187,115,117,1 Lap,
5093,99,Mason Massey,4315,116,117,Tail End,
5093,10,Jeb Burton,4018,120,123,Tail End,
5093,74,Bayley Currey,4257,134,137,Tail End,
5093,5,Matt Mills,4209,135,137,Tail End,
5093,19,Brandon Jones,4085,135,137,Tail End,
5094,16,AJ Allmendinger,3774,26,32,Tail End,
5094,16,AJ Allmendinger,3774,26,32,Tail End,
5094,02,Brett Moffitt,4038,26,32,Tail End,
5094,13,Matt Jaskol,4381,29,32,Tail End,
5094,16,AJ Allmendinger,3774,44,47,Tail End,
5094,10,Jeb Burton,4018,46,47,Tail End,
5094,61,David Starr,3170,46,47,Tail End,
5094,16,AJ Allmendinger,3774,92,96,Tail End,
5094,68,Brandon Brown,4118,92,96,Tail End,
5094,74,Bayley Currey,4257,93,96,Tail End,
5094,15,Colby Howard,4344,95,96,Tail End,
5094,92,Josh Williams,4106,105,107,1 Lap,
5094,92,Josh Williams,4106,107,112,Tail End,
5094,39,Ryan Sieg,3884,126,131,Tail End,
5094,15,Colby Howard,4344,141,145,Tail End,
5094,15,Colby Howard,4344,154,159,Tail End,
5094,23,Blaine Perkins,4376,178,183,Tail End,
5094,78,Jesse Little,4150,188,192,Pass Thru,
5095,02,Brett Moffitt,4038,26,29,Tail End,Uncontrolled Tire
5095,0,Jeffrey Earnhardt,3894,26,29,Tail End,
5095,52,Gray Gaulding,4103,26,29,Tail End,On Entry
5095,13,Jason White,3557,51,0,Tail End,Garage
5095,13,Jason White,3557,51,0,Tail End,Garage
5095,90,Caesar Bacarella,4259,57,59,Pass Thru,
5095,15,Colby Howard,4344,73,79,Tail End,
5095,8,Josh Berry,4123,75,79,Tail End,
5095,07,Joe Graf Jr,4313,85,90,Tail End,
5095,54,Ty Dillon,4013,85,0,Tail End,Garage
5095,90,Caesar Bacarella,4259,85,0,Tail End,Garage
5095,1,Michael Annett,3861,85,90,Tail End,
5095,28,Joey Gase,4004,85,90,Tail End,
5096,17,JJ Yeley,3669,4,7,Tail End,
5096,26,Brandon Gdovic,4149,5,7,Tail End,
5096,26,Brandon Gdovic,4149,13,16,Tail End,
5096,26,Brandon Gdovic,4149,13,16,Tail End,
5096,15,Colby Howard,4344,24,25,Tail End,
5096,54,Ty Gibbs,4368,47,52,Tail End,
5096,48,Jade Buford,4346,48,52,Tail End,
5096,98,Riley Herbst,4269,49,52,Tail End,
5096,15,Colby Howard,4344,49,52,Tail End,
5096,13,Matt Jaskol,4381,50,52,Tail End,
5096,6,Ryan Vargas,4320,50,52,Tail End,
5096,47,Kyle Weatherman,4187,74,77,Pass Thru,
5096,78,Jesse Little,4150,83,87,Tail End,
5096,26,Brandon Gdovic,4149,83,87,Tail End,
5096,26,Brandon Gdovic,4149,83,87,Tail End,
5096,48,Jade Buford,4346,84,87,Tail End,
5096,18,Daniel Hemric,4093,86,87,Tail End,
5096,61,David Starr,3170,86,87,Tail End,
5096,13,Matt Jaskol,4381,90,99,Tail End,
5096,13,Matt Jaskol,4381,90,99,Tail End,
5096,48,Jade Buford,4346,91,99,Tail End,
5096,48,Jade Buford,4346,91,99,Tail End,
5096,48,Jade Buford,4346,91,99,Tail End,
5096,51,Jeremy Clements,595,92,99,Tail End,
5096,15,Colby Howard,4344,92,99,Tail End,
5096,98,Riley Herbst,4269,126,131,Tail End,
