race_id,car_number,driver_fullname,driver_id,lap,lap_assessed,penalty,notes
5148,18,Kyle Busch,454,0,0,Tail End,Backup Car
5148,8,Tyler Reddick,4065,0,0,Tail End,Unapproved Adjustments
5148,16,Daniel Hemric,4093,0,0,Tail End,Unapproved Adjustments
5148,41,Cole Custer,4104,0,0,Tail End,Unapproved Adjustments
5148,99,Daniel Suárez,4113,32,35,Tail End,
5148,16,Daniel Hemric,4093,32,35,Tail End,
5148,5,Kyle Larson,4030,34,35,Tail End,
5148,16,Daniel Hemric,4093,34,35,Tail End,
5148,41,Cole Custer,4104,38,42,Tail End,
5148,31,Justin Haley,4172,44,47,Tail End,
5148,16,Daniel Hemric,4093,44,47,Tail End,
5148,16,Daniel Hemric,4093,46,47,Tail End,
5148,16,Daniel Hemric,4093,65,68,Tail End,
5148,19,Martin Truex Jr,3368,65,68,Tail End,
5148,34,Michael McDowell,3832,67,68,Tail End,
5148,34,Michael McDowell,3832,96,97,Tail End,
5148,3,Austin Dillon,3873,96,97,Tail End,
5148,7,Corey Lajoie,4096,96,97,Tail End,
5148,31,Justin Haley,4172,96,97,Tail End,
5148,12,Ryan Blaney,4023,104,0,Tail End,Garage
5148,6,Brad Keselowski,1816,104,109,Tail End,
5148,34,Michael McDowell,3832,106,109,Tail End,
5148,14,Chase Briscoe,4228,135,139,Tail End,
5148,2,Austin Cindric,4180,135,139,Tail End,
5148,14,Chase Briscoe,4228,136,139,Tail End,
5148,48,Alex Bowman,4045,136,139,Tail End,
5148,48,Alex Bowman,4045,138,139,Tail End,
5148,43,Erik Jones,4059,138,139,Tail End,
5148,21,Harrison Burton,4217,142,147,Tail End,
5148,20,Christopher Bell,4153,143,147,Tail End,
5148,43,Erik Jones,4059,143,147,Tail End,
5148,15,Garrett Smithley,4142,146,147,Tail End,
5148,31,Justin Haley,4172,146,147,Tail End,
5148,41,Cole Custer,4104,167,0,Tail End,Garage
5148,11,Denny Hamlin,1361,218,0,Tail End,Garage
5148,5,Kyle Larson,4030,219,226,Tail End,
5148,11,Denny Hamlin,1361,222,0,Tail End,Garage
5148,23,Bubba Wallace,4025,266,272,Tail End,
5148,47,Ricky Stenhouse Jr,3888,267,272,Tail End,
5148,17,Chris Buescher,3989,268,272,Tail End,
5149,47,Ricky Stenhouse Jr,3888,0,0,Tail End,Engine change
5149,5,Kyle Larson,4030,0,0,Tail End,Unapproved adjustment
5149,21,Harrison Burton,4217,0,0,Tail End,Unapproved adjustment
5149,34,Michael McDowell,3832,27,31,Tail End,
5149,47,Ricky Stenhouse Jr,3888,27,31,Tail End,
5149,11,Denny Hamlin,1361,27,31,Tail End,
5149,12,Ryan Blaney,4023,27,31,Tail End,
5149,15,Garrett Smithley,4142,28,31,Tail End,
5149,7,Corey Lajoie,4096,46,0,Tail End,Garage
5149,7,Corey Lajoie,4096,46,0,Tail End,Garage
5149,51,Cody Ware,4125,48,52,Tail End,
5149,20,Christopher Bell,4153,119,125,Tail End,
5149,78,BJ McLeod,3973,192,194,Tail End,
5149,78,BJ McLeod,3973,192,194,Tail End,
5149,99,Daniel Suárez,4113,224,229,Tail End,
5149,43,Erik Jones,4059,286,292,Tail End,
5149,18,Kyle Busch,454,287,292,Tail End,
5150,21,Harrison Burton,4217,0,0,Tail End,2 Inspection Failures
5150,6,Brad Keselowski,1816,0,0,Tail End,Unapproved Adjustments
5150,48,Alex Bowman,4045,27,30,Tail End,
5150,44,Greg Biffle,243,27,30,Tail End,
5150,44,Greg Biffle,243,27,30,Tail End,
5150,31,Justin Haley,4172,48,51,Tail End,
5150,45,Kurt Busch,453,48,51,Tail End,
5150,20,Christopher Bell,4153,48,51,Tail End,
5150,20,Christopher Bell,4153,50,51,Tail End,
5150,12,Ryan Blaney,4023,50,51,Tail End,
5150,1,Ross Chastain,4001,95,100,Tail End,
5150,1,Ross Chastain,4001,95,100,Tail End,
5150,1,Ross Chastain,4001,95,100,Other - See Notes,2 Laps
5150,42,Ty Dillon,4013,97,100,Tail End,
5150,14,Chase Briscoe,4228,99,100,Tail End,
5150,3,Austin Dillon,3873,101,0,Tail End,Garage
5150,21,Harrison Burton,4217,102,110,Tail End,
5150,18,Kyle Busch,454,102,110,Tail End,
5150,42,Ty Dillon,4013,102,0,Tail End,Garage
5150,14,Chase Briscoe,4228,103,110,Tail End,
5150,48,Alex Bowman,4045,145,153,Tail End,
5150,38,Todd Gilliland,4231,146,153,Tail End,
5150,45,Kurt Busch,453,146,153,Tail End,
5150,41,Cole Custer,4104,146,153,Tail End,
5150,22,Joey Logano,3859,147,153,Tail End,
5150,21,Harrison Burton,4217,147,153,Tail End,
5150,18,Kyle Busch,454,147,153,Tail End,
5150,38,Todd Gilliland,4231,147,153,Tail End,
5150,8,Tyler Reddick,4065,148,153,Tail End,
5150,34,Michael McDowell,3832,148,153,Tail End,
5150,5,Kyle Larson,4030,148,153,Tail End,
5150,19,Martin Truex Jr,3368,149,153,Tail End,
5150,99,Daniel Suárez,4113,149,153,Tail End,
5150,8,Tyler Reddick,4065,150,153,Other - See Notes,2 Laps
5150,78,BJ McLeod,3973,151,153,Tail End,
5150,18,Kyle Busch,454,156,161,Tail End,
5150,47,Ricky Stenhouse Jr,3888,201,0,Tail End,Garage
5150,4,Kevin Harvick,1416,202,207,Tail End,
5150,20,Christopher Bell,4153,204,207,Tail End,
5150,45,Kurt Busch,453,206,207,Tail End,
5150,5,Kyle Larson,4030,211,216,Tail End,
5150,11,Denny Hamlin,1361,211,216,Tail End,
5150,78,BJ McLeod,3973,214,216,Tail End,
5150,4,Kevin Harvick,1416,215,216,Tail End,
5150,7,Corey Lajoie,4096,215,216,Tail End,
5150,8,Tyler Reddick,4065,254,0,Tail End,Garage
5150,4,Kevin Harvick,1416,255,259,Tail End,
5150,77,Josh Bilicki,4213,258,259,Tail End,
5150,7,Corey Lajoie,4096,258,259,Tail End,
5150,78,BJ McLeod,3973,258,259,Tail End,
5150,38,Todd Gilliland,4231,301,306,Tail End,
5150,15,David Ragan,2674,303,306,Tail End,
5150,10,Aric Almirola,40,308,312,Tail End,
5150,38,Todd Gilliland,4231,308,0,Tail End,Garage
5150,20,Christopher Bell,4153,325,325,Tail End,Passing competition below the double white line
5151,15,Joey Hand,4413,0,0,Tail End,Unapproved adjustment
5151,16,AJ Allmendinger,3774,0,0,Tail End,Unapproved adjustment
5151,34,Michael McDowell,3832,0,0,Tail End,Unapproved adjustment
5151,43,Erik Jones,4059,0,0,Tail End,Unapproved adjustment
5151,66,Boris Said,2883,0,0,Tail End,Unapproved adjustment
5151,77,Josh Bilicki,4213,0,0,Tail End,Unapproved adjustment
5151,27,Loris Hezemans,4339,0,0,Tail End, Daytona engine change
5151,78,Andy Lally,3816,0,1,Pass Thru, Three inspection failures
5151,27,Loris Hezemans,4339,1,2,Pass Thru,Short cut course
5151,66,Boris Said,2883,2,3,Pass Thru,Short cut course
5151,3,Austin Dillon,3873,12,17,Tail End,
5151,38,Todd Gilliland,4231,12,17,Tail End,
5151,34,Michael McDowell,3832,20,22,Pass Thru,Short cut course
5151,51,Cody Ware,4125,23,24,Pass Thru,Short cut course
5151,27,Loris Hezemans,4339,23,24,Pass Thru,Short cut course
5151,7,Corey Lajoie,4096,27,32,Tail End,
5151,24,William Byron,4184,27,32,Tail End,
5151,42,Ty Dillon,4013,30,32,Tail End,
5151,42,Ty Dillon,4013,30,32,Tail End,
5151,47,Ricky Stenhouse Jr,3888,34,36,Tail End,
5151,7,Corey Lajoie,4096,39,40,Pass Thru,
5151,7,Corey Lajoie,4096,40,43,Tail End,
5151,43,Erik Jones,4059,41,43,Tail End,
5151,6,Brad Keselowski,1816,41,43,Tail End,
5151,15,Joey Hand,4413,43,46,Tail End,Short cut course
5151,66,Boris Said,2883,50,51,Pass Thru,Short cut course
5151,27,Loris Hezemans,4339,54,56,Tail End,
5152,2,Austin Cindric,4180,0,0,Tail End,Unapproved Adjustments
5152,44,Greg Biffle,243,0,0,Tail End,Unapproved Adjustments
5152,31,Justin Haley,4172,0,1,Pass Thru,Three Inspection Failures
5152,44,Greg Biffle,243,0,1,Pass Thru,Three Inspection Failures
5152,45,Kurt Busch,453,10,0,Tail End,Garage
5152,48,Alex Bowman,4045,74,80,Tail End,
5152,51,Cody Ware,4125,74,80,Tail End,
5152,77,Landon Cassill,3808,174,178,Tail End,
5152,51,Cody Ware,4125,246,0,Tail End,Garage
5152,23,Bubba Wallace,4025,248,252,Tail End,
5152,45,Kurt Busch,453,261,263,Tail End,
5152,7,Corey Lajoie,4096,309,312,Pass Thru,
5152,7,Corey Lajoie,4096,309,312,Pass Thru,Uncontrolled Tire
5152,18,Kyle Busch,454,345,351,Stop & Go,Unapproved Adjustment - Removed Tape from the Grill
5153,16,AJ Allmendinger,3774,0,1,Pass Thru, Three inspection failures
5153,23,Bubba Wallace,4025,84,91,Tail End,
5153,6,Brad Keselowski,1816,84,91,Tail End,
5153,31,Justin Haley,4172,85,91,Tail End,Equpiment over the wall too soon
5153,51,Cody Ware,4125,85,91,Tail End,
5153,41,Cole Custer,4104,184,192,Tail End,
5153,47,Ricky Stenhouse Jr,3888,185,192,Tail End,
5153,20,Christopher Bell,4153,294,300,Pass Thru,
5153,77,Josh Bilicki,4213,300,304,Pass Thru,
5153,5,Kyle Larson,4030,303,304,Pass Thru,
5153,7,Corey Lajoie,4096,303,307,Pass Thru,
5153,15,JJ Yeley,3669,307,320,Tail End,
5153,11,Denny Hamlin,1361,311,320,Tail End,
5153,11,Denny Hamlin,1361,311,320,Tail End,
5153,38,Todd Gilliland,4231,394,401,Tail End,
5153,11,Denny Hamlin,1361,396,401,Tail End,
5153,15,JJ Yeley,3669,400,401,Tail End,
5154,11,Denny Hamlin,1361,92,0,Tail End,Garage
5154,4,Kevin Harvick,1416,98,0,Tail End,Garage
5154,48,Alex Bowman,4045,99,105,Tail End,
5154,16,Noah Gragson,4224,99,105,Tail End,
5154,47,Ricky Stenhouse Jr,3888,203,210,Tail End,
5154,23,Bubba Wallace,4025,204,210,Tail End,
5154,15,JJ Yeley,3669,213,0,Tail End,Garage
5154,10,Aric Almirola,40,222,226,Tail End,
5155,62,Noah Gragson,4224,0,0,Tail End,Unapproved adjustment
5155,77,Landon Cassill,3808,0,1,Pass Thru,3 inspection failures
5155,6,Brad Keselowski,1816,33,37,Pass Thru,
5155,1,Ross Chastain,4001,35,38,Pass Thru,
5155,16,Daniel Hemric,4093,57,0,Tail End,Garage
5155,44,Greg Biffle,243,60,64,Tail End,
5155,18,Kyle Busch,454,60,64,Tail End,
5155,77,Landon Cassill,3808,61,64,Tail End,
5155,78,BJ McLeod,3973,61,64,Tail End,
5155,41,Cole Custer,4104,89,97,Tail End,
5155,99,Daniel Suárez,4113,90,0,Tail End,Garage
5155,47,Ricky Stenhouse Jr,3888,90,97,Tail End,
5155,21,Harrison Burton,4217,91,0,Tail End,Garage
5155,38,Todd Gilliland,4231,91,0,Tail End,Garage
5155,38,Todd Gilliland,4231,106,110,Tail End,
5155,20,Christopher Bell,4153,106,110,Tail End,
5155,6,Brad Keselowski,1816,158,163,Pass Thru,
5156,24,William Byron,4184,0,0,Tail End,Backup Car
5156,21,Harrison Burton,4217,0,0,Tail End,Unapproved Adjustments
5156,45,Kurt Busch,453,0,0,Tail End,Unapproved Adjustments
5156,38,Todd Gilliland,4231,0,0,Tail End,Unapproved Adjustments
5156,77,Josh Bilicki,4213,0,0,Tail End,Backup Car
5156,16,AJ Allmendinger,3774,42,45,Tail End,
5156,15,Ryan Preece,4070,70,83,Tail End,
5156,77,Josh Bilicki,4213,75,83,Tail End,
5156,34,Michael McDowell,3832,77,83,Tail End,
5156,12,Ryan Blaney,4023,80,83,Tail End,
5156,77,Josh Bilicki,4213,80,83,Tail End,
5156,38,Todd Gilliland,4231,81,83,Tail End,
5156,78,BJ McLeod,3973,81,83,Tail End,
5156,38,Todd Gilliland,4231,87,92,Tail End,
5156,78,BJ McLeod,3973,89,92,Tail End,
5156,2,Austin Cindric,4180,91,92,Tail End,
5156,5,Kyle Larson,4030,156,163,Tail End,
5156,78,BJ McLeod,3973,161,163,Tail End,
5156,78,BJ McLeod,3973,177,0,Pass Thru,Garage
5156,45,Kurt Busch,453,189,194,Tail End,
5156,51,Cody Ware,4125,242,0,Tail End,Garage
5156,11,Denny Hamlin,1361,246,247,Tail End,
5156,11,Denny Hamlin,1361,252,257,Tail End,
5156,8,Tyler Reddick,4065,254,257,Tail End,
5156,16,AJ Allmendinger,3774,324,0,Tail End,Garage
5156,11,Denny Hamlin,1361,326,330,Tail End,
5156,77,Josh Bilicki,4213,327,330,Tail End,
5156,8,Tyler Reddick,4065,343,347,Tail End,
5156,22,Joey Logano,3859,344,347,Tail End,
5156,7,Corey Lajoie,4096,346,347,Tail End,
5157,9,Chase Elliott,4062,0,0,Tail End,Backup car
5157,4,Kevin Harvick,1416,0,0,Tail End,Unapproved adjustment
5157,11,Denny Hamlin,1361,0,0,Tail End,Unapproved adjustment
5157,78,BJ McLeod,3973,0,0,Tail End,Unapproved adjustment
5157,6,Brad Keselowski,1816,3,7,Tail End,
5157,3,Austin Dillon,3873,92,96,Tail End,
5157,77,Landon Cassill,3808,93,96,Tail End,
5157,42,Ty Dillon,4013,170,174,Tail End,
5157,48,Alex Bowman,4045,255,0,Tail End,Garage
5157,3,Austin Dillon,3873,255,260,Tail End,
5157,77,Landon Cassill,3808,258,260,Tail End,
5157,43,Erik Jones,4059,261,0,Tail End,Garage
5157,11,Denny Hamlin,1361,262,267,Tail End,
5157,19,Martin Truex Jr,3368,263,267,Tail End,
5158,11,Denny Hamlin,1361,0,0,Tail End,Unapproved Adjustments
5158,38,Todd Gilliland,4231,0,0,Tail End,Unapproved Adjustments
5158,47,Ricky Stenhouse Jr,3888,0,0,Tail End,Unapproved Adjustments
5158,22,Joey Logano,3859,0,0,Tail End,Backup Car
5158,17,Chris Buescher,3989,0,0,Tail End,Backup Car
5158,51,Cody Ware,4125,7,9,Tail End,
5158,2,Austin Cindric,4180,36,40,Tail End,
5158,3,Austin Dillon,3873,36,40,Tail End,
5158,11,Denny Hamlin,1361,36,40,Tail End,
5158,15,JJ Yeley,3669,37,40,Tail End,
5158,31,Justin Haley,4172,38,40,Tail End,
5158,10,Aric Almirola,40,62,67,Tail End,
5158,10,Aric Almirola,40,62,67,Tail End,
5158,23,Bubba Wallace,4025,83,87,Tail End,
5158,11,Denny Hamlin,1361,83,87,Tail End,
5158,9,Chase Elliott,4062,83,87,Tail End,
5158,99,Daniel Suárez,4113,84,87,Tail End,
5158,43,Erik Jones,4059,85,87,Tail End,
5158,10,Aric Almirola,40,85,87,Tail End,
5158,43,Erik Jones,4059,128,136,Tail End,
5158,10,Aric Almirola,40,130,136,Tail End,
5158,99,Daniel Suárez,4113,133,136,Tail End,
5158,99,Daniel Suárez,4113,134,136,Tail End,
5158,51,Cody Ware,4125,134,136,Tail End,
5158,19,Martin Truex Jr,3368,166,173,Tail End,
5158,19,Martin Truex Jr,3368,166,173,Tail End,
5158,8,Tyler Reddick,4065,167,173,Tail End,
5158,8,Tyler Reddick,4065,168,173,Tail End,
5158,18,Kyle Busch,454,168,173,Tail End,
5158,99,Daniel Suárez,4113,169,173,Tail End,
5158,51,Cody Ware,4125,169,173,Tail End,
5158,23,Bubba Wallace,4025,198,201,Tail End,
5158,4,Kevin Harvick,1416,198,201,Tail End,
5158,9,Chase Elliott,4062,198,201,Tail End,
5158,19,Martin Truex Jr,3368,199,201,Tail End,
5158,4,Kevin Harvick,1416,200,201,Tail End,
5158,23,Bubba Wallace,4025,200,201,Tail End,
5158,43,Erik Jones,4059,200,201,Tail End,
5159,8,Tyler Reddick,4065,0,0,Tail End,Unapproved adjustment
5159,31,Justin Haley,4172,0,0,Tail End,Unapproved adjustment
5159,31,Justin Haley,4172,20,21,Tail End,
5159,78,BJ McLeod,3973,20,21,Tail End,
5159,41,Cole Custer,4104,40,41,Tail End,
5160,48,Alex Bowman,4045,0,0,Tail End,Unapproved adjustment
5160,14,Chase Briscoe,4228,49,52,Tail End,
5160,45,Kurt Busch,453,54,55,Tail End,
5160,20,Christopher Bell,4153,82,83,Tail End,
5160,47,Ricky Stenhouse Jr,3888,133,138,Tail End,
5161,41,Cole Custer,4104,0,0,Tail End,Unapproved adjustment
5161,10,Aric Almirola,40,0,0,Tail End,Unapproved adjustment
5161,47,Ricky Stenhouse Jr,3888,0,0,Tail End,Unapproved adjustment
5161,50,Kaz Grala,4191,0,0,Tail End,Unapproved adjustment
5161,5,Kyle Larson,4030,0,0,Tail End,Unapproved adjustment
5161,7,Corey Lajoie,4096,0,0,Tail End,Back up car
5161,15,Ryan Preece,4070,17,22,Tail End,
5161,16,Noah Gragson,4224,17,22,Tail End,
5161,17,Chris Buescher,3989,17,22,Tail End,
5161,12,Ryan Blaney,4023,18,22,Tail End,
5161,19,Martin Truex Jr,3368,18,22,Tail End,
5161,38,Todd Gilliland,4231,18,22,Tail End,
5161,5,Kyle Larson,4030,34,38,Tail End,
5161,7,Corey Lajoie,4096,34,38,Tail End,
5161,5,Kyle Larson,4030,36,38,Tail End,
5161,34,Michael McDowell,3832,36,38,Tail End,
5161,7,Corey Lajoie,4096,37,38,Tail End,
5161,18,Kyle Busch,454,46,50,Tail End,
5161,51,Cody Ware,4125,49,50,Tail End,
5161,7,Corey Lajoie,4096,49,50,Tail End,
5161,78,BJ McLeod,3973,62,67,Tail End,
5161,5,Kyle Larson,4030,62,67,Tail End,
5161,50,Kaz Grala,4191,63,67,Tail End,
5161,31,Justin Haley,4172,64,67,Tail End,
5161,23,Bubba Wallace,4025,126,131,Tail End,
5161,38,Todd Gilliland,4231,147,151,Tail End,
5161,47,Ricky Stenhouse Jr,3888,147,151,Tail End,
5161,19,Martin Truex Jr,3368,147,151,Tail End,
5161,19,Martin Truex Jr,3368,150,151,Tail End,
5161,5,Kyle Larson,4030,166,170,Tail End,
5161,21,Harrison Burton,4217,192,196,Tail End,
5161,23,Bubba Wallace,4025,192,196,Tail End,
5161,34,Michael McDowell,3832,192,196,Tail End,
5161,24,William Byron,4184,192,0,Tail End,Garage
5161,12,Ryan Blaney,4023,192,196,Tail End,
5161,6,Brad Keselowski,1816,192,0,Tail End,Garage
5161,11,Denny Hamlin,1361,195,196,Tail End,
5161,50,Kaz Grala,4191,206,208,Tail End,
5161,78,BJ McLeod,3973,221,224,Tail End,
5161,16,Noah Gragson,4224,254,258,Tail End,
5161,18,Kyle Busch,454,254,258,Tail End,
5161,19,Martin Truex Jr,3368,257,258,Tail End,
5161,48,Alex Bowman,4045,302,307,Tail End,
5161,8,Tyler Reddick,4065,340,345,Tail End,
5161,38,Todd Gilliland,4231,348,352,Tail End,
5161,14,Chase Briscoe,4228,399,404,Tail End,
5161,10,Aric Almirola,40,407,411,Tail End,
5161,51,Cody Ware,4125,409,411,Tail End,
5162,15,Parker Kligerman,3914,0,0,Tail End,Back up car
5162,16,AJ Allmendinger,3774,0,0,Tail End,Unapproved adjustment
5162,99,Daniel Suárez,4113,0,0,Tail End,Unapproved adjustment
5162,9,Chase Elliott,4062,51,53,Tail End,
5162,11,Denny Hamlin,1361,65,69,Tail End,
5162,78,BJ McLeod,3973,66,69,Tail End,
5162,12,Ryan Blaney,4023,95,100,Tail End,
5162,11,Denny Hamlin,1361,95,100,Tail End,
5162,11,Denny Hamlin,1361,95,100,Tail End,
5162,15,Parker Kligerman,3914,98,100,Tail End,
5162,9,Chase Elliott,4062,102,106,Tail End,
5162,8,Tyler Reddick,4065,130,134,Tail End,
5162,9,Chase Elliott,4062,133,134,Tail End,
5162,47,Ricky Stenhouse Jr,3888,201,206,Tail End,
5162,31,Justin Haley,4172,202,206,Tail End,
5162,31,Justin Haley,4172,204,206,Tail End,
5162,41,Cole Custer,4104,222,227,Tail End,
5162,15,Parker Kligerman,3914,225,227,Tail End,
5162,42,Ty Dillon,4013,237,243,Tail End,
5163,16,AJ Allmendinger,3774,0,0,Tail End,Unapproved adjustments
5163,20,Christopher Bell,4153,0,0,Tail End,Unapproved adjustments
5163,43,Erik Jones,4059,0,0,Tail End,Unapproved adjustments
5163,51,Cody Ware,4125,0,1,Pass Thru,Multiple inspection failures
5163,20,Christopher Bell,4153,22,29,Tail End,
5163,8,Tyler Reddick,4065,52,60,Tail End,
5163,9,Chase Elliott,4062,53,60,Tail End,
5163,5,Kyle Larson,4030,83,87,Tail End,
5164,18,Kyle Busch,454,0,0,Tail End,Unapproved adjustment
5164,1,Ross Chastain,4001,45,47,Tail End,
5164,48,Alex Bowman,4045,50,0,Tail End,Garage
5164,14,Chase Briscoe,4228,64,65,Tail End,
5164,42,Ty Dillon,4013,64,65,Tail End,
5164,10,Aric Almirola,40,92,96,Tail End,
5164,42,Ty Dillon,4013,93,96,Tail End,
5164,5,Kyle Larson,4030,119,124,Tail End,
5164,99,Daniel Suárez,4113,146,150,Tail End,
5164,77,Josh Bilicki,4213,147,150,Tail End,
5164,15,JJ Yeley,3669,147,150,Tail End,
5164,78,BJ McLeod,3973,147,150,Tail End,
5164,42,Ty Dillon,4013,148,150,Tail End,
5164,7,Corey Lajoie,4096,187,192,Tail End,
5164,15,JJ Yeley,3669,189,192,Tail End,
5164,78,BJ McLeod,3973,206,209,Tail End,
5164,17,Chris Buescher,3989,255,261,Tail End,
5164,78,BJ McLeod,3973,258,261,Tail End,
5165,18,Kyle Busch,454,0,0,Tail End,Engine Change
5165,27,Loris Hezemans,4339,0,0,Tail End,Unapproved Adjustments
5165,11,Denny Hamlin,1361,12,17,Tail End,On Exit
5165,16,AJ Allmendinger,3774,13,17,Tail End,
5165,10,Aric Almirola,40,15,17,Tail End,
5165,11,Denny Hamlin,1361,16,17,Tail End,On Exit
5165,51,Cody Ware,4125,19,24,Pass Thru,"On Entry, Garage - Assessed following return to the race"
5165,6,Brad Keselowski,1816,27,32,Tail End,On Exit
5165,18,Kyle Busch,454,27,32,Tail End,
5165,38,Todd Gilliland,4231,27,32,Tail End,
5165,38,Todd Gilliland,4231,27,32,Tail End,
5165,24,William Byron,4184,28,32,Tail End,
5165,77,Josh Bilicki,4213,41,42,Pass Thru,
5165,18,Kyle Busch,454,41,43,Pass Thru,
5165,43,Erik Jones,4059,44,45,Pass Thru,
5166,19,Martin Truex Jr,3368,26,30,Tail End,
