race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime
5143,1,2022,Busch Light Clash at The Coliseum,2,1,217,Los Angeles Memorial Coliseum,2022-02-06T18:00:00,2022-02-06T18:00:00,2022-02-06T15:00:00,2022-02-06T18:00:00,37.5,37.5,150,150,0,0,0,23,454,0.0,5,3,5,5,39.029,0:57:39,.877,0,".Joey Logano has won the 2022 Busch Light Clash at the Colisem at the Los Angeles Memorial Coliseum, his second career victory in the annual non-points exhibition NASCAR Cup Series race.",0,MRN,FOX,3222,True,0,False,0,-1,True,3859,
5144,1,2022,Bluegreen Vacations Duel 1 at DAYTONA,2,1,105,Daytona International Speedway,2022-02-17T19:00:00,2022-02-17T19:00:00,2022-02-17T19:00:00,2022-02-17T19:00:00,150.0,150.0,60,60,0,0,0,21,4030,0.0,2,3,0,0,185.185,0:48:36,.264,0,"Brad Keselowski has won the Bluegreen Vacations Duel 1 at Daytona International Speedway, his first victory in the NASCAR Cup Series qualifying races. Prior to the race, the following car dropped to the rear of the field under penalty for the reason indicated: #50 (Unaproved Adjustments). ",0,MRN,FS1,3217,True,0,False,0,-1,False,1816,
5145,1,2022,Bluegreen Vacations Duel 2 at DAYTONA,2,1,105,Daytona International Speedway,2022-02-17T21:00:00,2022-02-17T21:00:00,2022-02-17T20:45:00,2022-02-17T21:00:00,150.0,150.0,60,60,0,0,0,21,4045,0.0,11,5,1,1,185.98,0:48:24,Under Caution,0,"Chris Buescher won the Bluegreen Vacations Duel 2 at Daytona International Speedway, his first victory in the NASCAR Cup Series qualifying races. Prior to the start of the race, no vehicles dropped to the rear of the field.",0,MRN,FS1,3218,True,0,False,0,-1,False,3989,
5146,1,2022,DAYTONA 500,1,1,105,Daytona International Speedway,2022-02-20T14:30:00,2022-02-20T14:30:00,2022-02-20T14:30:00,2022-02-20T14:30:00,500.0,502.5,200,201,65,65,71,40,4030,181.159,35,13,7,37,142.295,3:31:53,.036,0,"Austin Cindric has won the DAYTONA 500 at Daytona International Speedway, his first career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle (s) dropped to the rear of the field under penalty for the reason indicated: Nos. 14 and 16 (Multiple Inspection Failures), No. 27 (Engine Change), No. 22 (Back-up Car). ",0,MRN,FOX,385,True,0,False,0,-1,False,4180,
5147,1,2022,Wise Power 400,1,1,38,Auto Club Speedway,2022-02-27T15:30:00,2022-02-27T12:30:00,2022-02-27T12:30:00,2022-02-27T15:30:00,400.0,400.0,200,200,65,65,70,36,4180,174.647,32,9,12,59,114.222,3:03:07,.195,0,"Kyle Larson has won the Wise Power 400 at Auto Club Speedway, his 17th career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason(s) indicated: Nos. 1 (Backup Car), 4, 5, 6, 22, 23, 31 (Unapproved Adjustments).  ",0,MRN,FOX,5147,True,0,False,0,-1,False,4030,
5148,1,2022,Pennzoil 400 presented by Jiffy Lube,1,1,42,Las Vegas Motor Speedway,2022-03-06T15:30:00,2022-03-06T12:30:00,2022-03-06T12:30:00,2022-03-06T15:30:00,400.0,411.0,267,274,80,85,109,37,4153,182.673,23,15,12,60,117.522,3:29:50,.178,0,"Alex Bowman won the Pennzoil presented by Jiffy Lube at Las Vegas Motor Speedway, his seventh career NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the rear under penalty for the reasons indicated: #18 (backup car), and #8, 16 and 41 (unapproved adjustments).",0,PRN,FOX,1824,True,0,False,0,-1,False,4045,
5149,1,2022,Ruoff Mortgage 500,1,1,84,Phoenix Raceway,2022-03-13T15:30:00,2022-03-13T15:30:00,2022-03-13T12:30:00,2022-03-13T15:30:00,312.0,312.0,312,312,60,125,127,36,4023,132.709,14,6,8,52,100.339,3:06:34,.771,0,"Chase Briscoe won the 18th running of the Ruoff Mortgage 500 at Phoenix Raceway, his first victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 5, 21 (unapproved adjustments), 47 (engine change).",0,MRN,FOX,2074,True,0,False,0,-1,False,4228,
5150,1,2022,Folds of Honor QuikTrip 500,1,1,111,Atlanta Motor Speedway,2022-03-20T15:00:00,2022-03-20T15:00:00,,2022-03-20T15:00:00,500.0,500.5,325,325,105,105,115,37,0,0.0,46,20,11,65,126.584,3:57:14,.145,0,"William Byron won the Folds of Honor QuikTrip 500, his third career NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field for the reasons indicated: No. 6 (unapproved adjustments) and No. 21 (two inspection failures).",0,PRN,FOX,3335,True,0,False,0,-1,False,4184,
5151,1,2022,EchoPark Automotive Grand Prix,1,1,214,Circuit of The Americas,2022-03-27T15:30:00,2022-03-27T14:30:00,2022-03-27T14:30:00,2022-03-27T15:30:00,231.88,236.394,68,69,15,15,39,39,4023,92.759,13,9,9,13,70.253,3:20:57,1.331,0,"Ross Chastain has won the EchoPark Automotive Grand Prix at the Circuit of The Americas, his first career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason(s) indicated: Nos. 27, 15, 16, 34, 43, 66, 77 (Unapproved adjustments), No. 78 (Three inspection failures).",0,PRN,FOX,5033,True,0,False,0,-1,False,4001,
5152,1,2022,Toyota Owners 400,1,1,26,Richmond Raceway,2022-04-03T15:30:00,2022-04-03T15:30:00,2022-04-03T15:30:00,2022-04-03T15:30:00,300.0,300.0,400,400,70,160,170,37,4023,119.782,13,7,5,35,97.447,3:04:43,.552,0,"Denny Hamlin won the TOYOTA OWNERS 400 at Richmond Raceway, his 47th NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reason indicated: #2 (unapproved adjustments), #31 (multiple inspection failures), #44 (multiple inspection failures and unapproved adjustments).",0,MRN,FOX,5038,True,0,False,0,-1,False,1361,
5153,1,2022,Blue-Emu Maximum Pain Relief 400,1,1,22,Martinsville Speedway,2022-04-09T19:30:00,2022-04-09T19:30:00,2022-04-09T19:30:00,2022-04-09T19:30:00,210.0,211.978,400,403,80,100,223,36,4062,96.151,5,4,4,36,79.244,2:40:30,0.303,0,"William Byron has won the Blu-Emu Maximum Pain Relief 400 at Martinsville Speedway, his 4th career victory in the NASCAR Cup Series. Prior to the race, the No. 16 was not allowed to qualify because of three inspection failures and had to perform a pass-through after taking the green on the track.",0,MRN,FS1,12,True,0,False,0,-1,False,4184,
5154,1,2022,Food City Dirt Race,1,1,216,Bristol Motor Speedway Dirt,2022-04-17T19:00:00,2022-04-17T19:00:00,2022-04-17T19:00:00,2022-04-17T19:00:00,125.5,125.0,250,250,75,75,100,36,4104,0.0,6,5,14,82,34.973,3:34:27,0.330,0,"Kyle Busch has won the Food City Dirt Race at Bristol Motor Speedway Dirt, his 60th career victory in the NASCAR Cup Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.",0,PRN,FOX,588,True,0,False,0,-1,False,454,
5155,1,2022,GEICO 500,1,1,82,Talladega Superspeedway,2022-04-24T15:00:00,2022-04-24T14:00:00,2022-04-23T00:00:00,2022-04-24T15:00:00,500.0,500.08,188,188,60,60,68,39,4153,180.928,41,16,6,28,149.637,03:21:52,0.105,0,"Ross Chastain won the 53rd running of the GEICO 500 at Talladega Superspeedway, his second victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 62 (unapproved adjustments), 77 (3 inspection failures means the 77 wil have to perform a pass-through after taking the green flag).",0,MRN,FOX,957,True,0,False,0,-1,False,4001,
5156,1,2022,DuraMAX Drydene 400 presented by RelaDyne,1,1,103,Dover Motor Speedway,2022-05-01T15:00:00,2022-05-01T15:00:00,2022-05-01T15:00:00,2022-05-02T12:00:00,400.0,400.0,400,400,120,130,150,36,3989,160.149,17,10,13,75,104.507,3:49:39,Under Caution,0,"Chase Elliott has won the DuraMAX Drydene 400 at Dover Motor Speedway, his 14th career victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason(s) indicated: Nos. 77, 24 – Back-up cars Nos. 21, 38, 45 – Unapproved adjustments",0,MRN,FS1,922,True,0,False,0,-1,False,4062,
5157,1,2022,Goodyear 400,1,1,4,Darlington Raceway,2022-05-08T15:30:00,2022-05-08T15:30:00,2022-05-08T15:30:00,2022-05-08T15:30:00,400.2,400.238,293,293,90,95,108,36,3859,170.72,24,13,9,47,119.158,3:21:32,.775,0,"Joey Logano won the 3rd running of the Goodyear 400 at Darlington Raceway, his 28th victory in the NASCAR Cup Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 4, 78 (no qualifying time and unapproved adjustments), 11 (unapproved adjustments), 9 (backup car).",0,MRN,FS1,442,True,0,False,0,-1,False,3859,
5158,1,2022,AdventHealth 400,1,1,41,Kansas Speedway,2022-05-15T15:00:00,2022-05-15T14:00:00,2022-05-15T14:00:00,2022-05-15T15:00:00,400.0,400.5,267,267,80,85,102,36,4153,179.575,18,10,8,47,124.476,3:13:03,1.413,0,"Kurt Busch won the AdventHealth 400 at Kansas Speedway, his 34th NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reason indicated: #11, #38, #47 (unapproved adjustments), #22, #17 (backup car).",0,MRN,FS1,3884,True,0,False,0,-1,False,453,
5159,1,2022,NASCAR All-Star Open,2,1,43,Texas Motor Speedway,2022-05-22T17:30:00,2022-05-22T16:30:00,2022-05-22T16:30:00,2022-05-22T17:30:00,75.0,75.0,50,50,20,20,10,16,4065,186.981,4,4,4,8,82.518,0:54:32,1.393,0,"Daniel Suarez has won the NASCAR All-Star Open at Texas Motor Speedway, his second career victory in the special non-points NASCAR Cup Series event. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 8, 31 (unapproved adjustments). Stage 1 Winner: Ricky Stenhouse Jr., Stage 2 Winner: Chris Buescher, Fan Vote Winner: Erik Jones. ",0,MRN,FS1,3690,True,0,False,0,-1,False,4113,
5160,1,2022,NASCAR All-Star Race,2,1,43,Texas Motor Speedway,2022-05-22T20:00:00,2022-05-22T19:00:00,2022-05-22T19:00:00,2022-05-22T20:00:00,187.5,210.0,125,140,25,25,25,24,454,189.115,3,4,8,31,102.62,2:02:47,0.266,0,"Ryan Blaney has won the NASCAR All-Star Race at Texas Motor Speedway, his first career victory in the special non-points NASCAR Cup Series event. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 48 (unapproved adjustments). ",0,MRN,FS1,3670,True,0,False,0,-1,False,4023,
5161,1,2022,Coca-Cola 600,1,1,162,Charlotte Motor Speedway,2022-05-29T18:00:00,2022-05-29T18:00:00,2022-05-29T18:00:00,2022-05-29T18:00:00,600.0,619.5,400,413,100,100,100,37,1361,183.68,31,13,18,90,118.703,5:13:08,0.119,0,"Denny Hamlin won the Coca-Cola 600 at Charlotte Motor Speedway, his 48th career NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the rear for the reasons indicated No. 5, 10, 41, 47, 50 (unapproved adjustments) and No. 7 (backup car). ",0,PRN,FOX,447,True,0,False,0,-1,False,1361,
