race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime
5259,1,2023,Busch Light Clash at The Coliseum,2,1,217,Los Angeles Memorial Coliseum,2023-02-05T00:00:00,2023-02-05T00:00:00,,2023-02-05T00:00:00,37.5,37.5,150,150,0,0,0,23,0,0,0,0,0,0,0,,,0,,0,,,3222,False,0,False,0,-1,False,,
5266,1,2023,Bluegreen Vacations Duel 1 at DAYTONA,2,1,105,Daytona International Speedway,2023-02-16T00:00:00,2023-02-16T00:00:00,,2023-02-16T00:00:00,150.0,150.0,60,60,0,0,0,21,0,0,0,0,0,0,0,,,0,,0,,,3217,False,0,False,0,-1,False,,
5267,1,2023,Bluegreen Vacations Duel 2 at DAYTONA,2,1,105,Daytona International Speedway,2023-02-16T00:00:00,2023-02-16T00:00:00,,2023-02-16T00:00:00,150.0,150.0,60,60,0,0,0,21,0,0,0,0,0,0,0,,,0,,0,,,3218,False,0,False,0,-1,False,,
5268,1,2023,DAYTONA 500,1,1,105,Daytona International Speedway,2023-02-19T00:00:00,2023-02-19T00:00:00,,2023-02-19T00:00:00,500.0,500.0,200,200,0,0,0,40,0,0,0,0,0,0,0,,,0,,0,,,385,False,0,False,0,-1,False,,
5269,1,2023,Wise Power 400,1,1,38,Auto Club Speedway,2023-02-26T00:00:00,2023-02-26T00:00:00,,2023-02-26T00:00:00,400.0,400.0,200,200,0,0,0,40,0,0,0,0,0,0,0,,,0,,0,,,5147,False,0,False,0,-1,False,,
5270,1,2023,Pennzoil 400 presented by Jiffy Lube,1,1,42,Las Vegas Motor Speedway,2023-03-05T00:00:00,2023-03-05T00:00:00,,2023-03-05T00:00:00,400.0,400.0,267,267,0,0,0,40,0,0,0,0,0,0,0,,,0,,0,,,1824,False,0,False,0,-1,False,,
5271,1,2023,Ruoff Mortgage 500,1,1,84,Phoenix Raceway,2023-03-12T00:00:00,2023-03-12T00:00:00,,2023-03-12T00:00:00,312.0,312.0,312,312,0,0,0,40,0,0,0,0,0,0,0,,,0,,0,,,2074,False,0,False,0,-1,False,,
5272,1,2023,Ambetter Health 400,1,1,111,Atlanta Motor Speedway,2023-03-19T00:00:00,2023-03-19T00:00:00,,2023-03-19T00:00:00,400.0,400.0,260,260,0,0,0,40,0,0,0,0,0,0,0,,,0,,0,,,3335,False,0,False,0,-1,False,,
5273,1,2023,EchoPark Automotive Grand Prix,1,1,214,Circuit of The Americas,2023-03-26T00:00:00,2023-03-26T00:00:00,,2023-03-26T00:00:00,231.88,231.88,68,68,0,0,0,40,0,0,0,0,0,0,0,,,0,,0,,,5033,False,0,False,0,-1,False,,
5274,1,2023,Toyota Owners 400,1,1,26,Richmond Raceway,2023-04-02T00:00:00,2023-04-02T00:00:00,,2023-04-02T00:00:00,300.0,300.0,400,400,0,0,0,40,0,0,0,0,0,0,0,,,0,,0,,,5038,False,0,False,0,-1,False,,
