race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime
4868,1,2020,Busch Clash at DAYTONA,2,1,105,Daytona International Speedway,2020-02-09T15:00:00,2020-02-09T15:00:00,2020-02-09T15:00:00,,187.5,220.0,75,88,0,0,0,18,2394,0.0,14,11,5,21,134.9,1:37:51,.697,0,"Erik Jones won the Busch Clash at Daytona International Speedway, his first victory in the non-points paying NASCAR Cup Series race.",0,MRN,FS1,3222,True,0,,,,,4059,
4869,1,2020,Bluegreen Vacations Duel 1 at DAYTONA,2,1,105,Daytona International Speedway,2020-02-13T19:00:00,2020-02-13T19:00:00,,,150.0,150.0,60,60,0,0,0,22,0,0.0,11,6,1,7,166.105,0:54:09,.172,0,"Joey Logano won the Bluegreen Vacations Duel 1 at Daytona International Speedway. His second victory in the NASCAR Cup Series qualifying races at Daytona. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 6 (unapproved adjustments).",0,MRN,FS1,3217,True,0,,,,,3859,
4870,1,2020,Bluegreen Vacations Duel 2 at DAYTONA,2,1,105,Daytona International Speedway,2020-02-13T20:45:00,2020-02-13T20:45:00,2020-02-13T21:40:00,,150.0,150.0,60,60,0,0,0,21,4045,0.0,8,5,1,5,170.994,00:52:38,.117,0,"William Byron won the Bluegreen Vacations Duel 2 at Daytona International Speedway. His first victory in the NASCAR Cup Series qualifying races at Daytona. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: #52 (transmission) and #15 (engine change). ",0,MRN,FS1,3218,True,0,,,,,4184,
4871,1,2020,DAYTONA 500,1,1,105,Daytona International Speedway,2020-02-16T14:30:00,2020-02-17T16:00:00,2020-02-09T00:00:00,,500.0,522.5,200,209,65,65,79,40,3888,194.582,24,13,9,39,141.11,3:42:10,Caution,0,"Denny Hamlin won the 62nd annual DAYTONA 500 at Daytona International Speedway, his 38th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 12, 32 (Backup Car), No. 15 (Engine, Muliple Inspection Failures), No. 13 (Gear), No. 11 (Multiple Inspection Failures), No. 52 (Transmission), No. 95 (Unapproved Adjustments). ",0,MRN,FOX,385,True,0,,,,,1361,
4873,1,2020,Pennzoil 400 presented by Jiffy Lube,1,1,42,Las Vegas Motor Speedway,2020-02-23T15:30:00,2020-02-23T15:30:00,2020-02-22T00:00:00,,400.5,400.5,267,267,80,80,107,38,0,0.0,25,8,9,37,134.861,2:58:11,Caution,0,"Joey Logano won the Pennzoil 400 at Las Vegas Motor Speedway, his 24th NASCAR Cup Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #11, 18, 95 (inspection infractions), #51 (multiple inspection failures), #15 (engine change at Daytona - single engine rule).",0,PRN,FOX,1824,True,0,,,,,3859,
4875,1,2020,Auto Club 400,1,1,38,Auto Club Speedway,2020-03-01T15:30:00,2020-03-01T15:30:00,2020-03-01T15:30:00,,400.0,400.0,200,200,60,60,80,38,339,179.614,16,8,3,13,152.753,2:37:07,8.904,0,"Alex Bowman won the Auto Club 400 at Auto Club Speedway, his second career NASCAR Cup Series victory. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: No. 37 (penalty) and 47 (penalty).",0,MRN,FOX,1804,True,0,,,,,4045,
4874,1,2020,FanShield 500,1,1,84,Phoenix Raceway,2020-03-08T15:30:00,2020-03-08T15:30:00,2020-03-08T15:30:00,,312.0,316.0,312,316,75,115,126,38,4062,138.116,20,7,12,73,94.407,3:20:50,.276,0,"Joey Logano won the FanShield 500 at Phoenix Raceway, his 25th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 19 (Engine Change), No. 38 (Radiator Change).",0,MRN,FOX,2074,True,0,,,,,3859,
4967,1,2020,The Real Heroes 400,1,1,4,Darlington Raceway,2020-05-17T15:30:00,2020-05-17T15:30:00,,,400.0,400.24,293,293,90,95,108,40,0,0.0,11,6,10,57,115.815,3:27:21,2.154,0,"Kevin Harvick won The Real Heroes 400 at Darlington Raceway, his 50th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: No. 18 (Multiple Inspection Failures). ",0,MRN,FOX,442,True,0,,,,,1416,
4968,1,2020,Toyota 500,1,1,4,Darlington Raceway,2020-05-20T18:00:00,2020-05-20T19:30:00,,,310.6,284.13,228,208,60,65,83,39,0,0.0,17,14,11,54,104.984,2:42:23,Caution,0,"Denny Hamlin won the Toyota 500 at Darlington Raceway, his 39th victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 78, 32 (Multiple Inspection Failures), Nos. 27, 77 (Driver Change), No. 20 (Unapproved Adjustments).  ",0,MRN,FS1,4968,True,0,,,,,1361,
4885,1,2020,Coca-Cola 600,1,1,162,Charlotte Motor Speedway,2020-05-24T18:00:00,2020-05-24T18:00:00,2020-05-24T18:00:00,,600.0,607.5,400,405,100,100,100,40,453,181.269,20,11,8,52,135.042,4:29:55,.293,0,"Brad Keselowski won the 61st annual Coca-Cola 600 at Charlotte Motor Speedway, his 31st victory in the NASCAR Cup Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 21 (Back Up Car), 2, 7, 10, 66 (Unapproved Adjustments), 11 (Pitting Before Green Flag).",0,PRN,FOX,447,True,0,,,,,1816,
