season,series_id,race_num,race_date,race_short_id,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
2003,P,1,02/02/03,2003_01,Phoenix,Phoenix_International_Raceway,28,Ken Schrader,schrake01,2,Pontiac ,1.000,P,151,187744,127.528,8,86.699,4,https://www.racing-reference.info/race-results/2003_Bosch_Spark_Plug_150/P, https://www.racing-reference.info/tracks/Phoenix_International_Raceway,https://www.racing-reference.info/driver/schrake01/
2003,P,2,04/12/03,2003_02,LVMS Bullring,The_Bullring_at_Las_Vegas_Motor_Speedway,23,Jim Inglebright,ingleji01,1,Chevrolet ,0.375,P,83,106614,87.097,11,62.178,2,https://www.racing-reference.info/race-results/2003_Orleans_222/P, https://www.racing-reference.info/tracks/The_Bullring_at_Las_Vegas_Motor_Speedway,https://www.racing-reference.info/driver/ingleji01/
2003,P,3,04/26/03,2003_03,Fontana,California_Speedway,28,Steve Portenga,portest01,13,Ford ,2.000,P,200,226814,173.544,3,140.078,6,https://www.racing-reference.info/race-results/2003_Pontiac_Widetrack_Grand_Prix_200/P, https://www.racing-reference.info/tracks/California_Speedway,https://www.racing-reference.info/driver/portest01/
2003,P,4,05/31/03,2003_04,Madera,Madera_Speedway,19,Mike Duncan,duncami01,1,Chevrolet ,0.333,P,51,97214,79.830,6,58.254,1,https://www.racing-reference.info/race-results/2003_NAPA_150_by_NAPA_Belts_And_Hose_Madera_Auto_Center/P, https://www.racing-reference.info/tracks/Madera_Speedway,https://www.racing-reference.info/driver/duncami01/
2003,P,5,06/21/03,2003_05,Tri-City,Tri-City_Raceway,18,Jason Jefferson,jeffeja01,6,Pontiac ,0.500,P,75,97214,95.541,4,74.586,1,https://www.racing-reference.info/race-results/2003_NAPA_150/P, https://www.racing-reference.info/tracks/Tri-City_Raceway,https://www.racing-reference.info/driver/jeffeja01/
2003,P,6,06/28/03,2003_06,Evergreen,Evergreen_Speedway,23,Mark Reed,reedma01,4,Pontiac ,0.646,P,129,116514,99.551,2,84.398,3,https://www.racing-reference.info/race-results/2003_Coors_Light_200_Presented_by_NAPA/P, https://www.racing-reference.info/tracks/Evergreen_Speedway,https://www.racing-reference.info/driver/reedma01/
2003,P,7,07/26/03,2003_07,Irwindale,Irwindale_Speedway,23,Scott Lynch,lynchsc01,1,Dodge ,0.500,P,100,109114,96.957,6,73.126,5,https://www.racing-reference.info/race-results/2003_King_Taco_200/P, https://www.racing-reference.info/tracks/Irwindale_Speedway,https://www.racing-reference.info/driver/lynchsc01/
2003,P,8,08/16/03,2003_08,Stockton,Stockton_99_Speedway,21,Austin Cameron,camerau01,1,Chevrolet ,0.250,P,52,106614,63.672,5,46.645,2,https://www.racing-reference.info/race-results/2003_NAPA_200_Dodge_Country_Presented_by_Havoline/P, https://www.racing-reference.info/tracks/Stockton_99_Speedway,https://www.racing-reference.info/driver/camerau01/
2003,P,9,08/30/03,2003_09,Rocky Mountain,Rocky_Mountain_Raceways,20,Scott Lynch,lynchsc01,2,Dodge ,0.375,P,75,116514,88.149,5,67.433,3,https://www.racing-reference.info/race-results/2003_NAPA_200_Presented_by_Coca_Cola/P, https://www.racing-reference.info/tracks/Rocky_Mountain_Raceways,https://www.racing-reference.info/driver/lynchsc01/
2003,P,10,09/20/03,2003_10,Douglas County,Douglas_County_Speedway,21,Austin Cameron,camerau01,1,Chevrolet ,0.500,P,100,106614,118.632,8,84.309,0,https://www.racing-reference.info/race-results/2003_NAPA_200_Presented_by_NAPA_Belts_And_Hose/P, https://www.racing-reference.info/tracks/Douglas_County_Speedway,https://www.racing-reference.info/driver/camerau01/
2003,P,11,10/05/03,2003_11,Phoenix,Phoenix_International_Raceway,22,Scott Lynch,lynchsc01,1,Dodge ,1.000,P,150,143514,126.600,1,114.262,6,https://www.racing-reference.info/race-results/2003_Subway_150/P, https://www.racing-reference.info/tracks/Phoenix_International_Raceway,https://www.racing-reference.info/driver/lynchsc01/
2003,P,12,10/19/03,2003_12,Mesa Marin,Mesa_Marin_Raceway,26,Mike Duncan,duncami01,1,Chevrolet ,0.500,P,75,102714,94.414,6,72.816,2,https://www.racing-reference.info/race-results/2003_Lucas_Oil_150/P, https://www.racing-reference.info/tracks/Mesa_Marin_Raceway,https://www.racing-reference.info/driver/duncami01/
