season,series_id,race_num,race_date,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
1989,I,1,02/17/89,Daytona,Daytona_International_Speedway,12,Rusty Wallace,wallaru01,12,Chevrolet ,2.500,P,100,,,0,183.955,9,https://www.racing-reference.info/race-results/1989_Race_1/I, https://www.racing-reference.info/tracks/Daytona_International_Speedway,https://www.racing-reference.info/driver/wallaru01/
1989,I,2,04/29/89,Nazareth,Pennsylvania_International_Raceway,12,Danny Sullivan,sullida01,1,Chevrolet ,1.000,P,75,,,3,98.540,6,https://www.racing-reference.info/race-results/1989_Race_2/I, https://www.racing-reference.info/tracks/Pennsylvania_International_Raceway,https://www.racing-reference.info/driver/sullida01/
1989,I,3,08/05/89,Michigan,Michigan_International_Speedway,12,Terry Labonte,labonte01,11,Chevrolet ,2.000,P,100,,,0,158.343,8,https://www.racing-reference.info/race-results/1989_Race_3/I, https://www.racing-reference.info/tracks/Michigan_International_Speedway,https://www.racing-reference.info/driver/labonte01/
1989,I,4,08/12/89,Watkins Glen,Watkins_Glen_International,12,"Al Unser, Jr.",unseral02,4,Chevrolet ,2.428,R,73,,,0,111.680,1,https://www.racing-reference.info/race-results/1989_Race_4/I, https://www.racing-reference.info/tracks/Watkins_Glen_International,https://www.racing-reference.info/driver/unseral02/
