race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,stage_4_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round
5123,3,2021,Bucked Up 200,1,False,42,Las Vegas Motor Speedway,2021-03-05T21:00:00,2021-03-05T18:00:00,2021-03-05T18:00:00,,201.0,201.0,134,134,30,30,74,0,40,4107,0.0,9,5,9,48,96.134,2:05:27,.686,0,0,MRN,FS1,4103,True,0
5124,3,2021,Fr8Auctions 200,1,False,111,Atlanta Motor Speedway,2021-03-20T14:30:00,2021-03-20T14:30:00,1900-01-01T00:00:00,,200.0,200.2,130,130,30,30,70,0,40,0,0.0,8,4,3,16,133.888,1:29:43,4.133,0,0,MRN,FS1,4475,True,0
5125,3,2021,Pinty's Truck Race on Dirt,1,False,216,Bristol Motor Speedway Dirt,2021-03-27T20:00:00,2021-03-29T12:00:00,1900-01-01T00:00:00,,75.0,75.0,150,150,40,50,60,0,40,0,0.0,11,6,12,56,41.096,1:49:30,1.149,0,0,MRN,FS1,3105,True,0
5126,3,2021,ToyotaCare 250,1,False,26,Richmond Raceway,2021-04-17T13:30:00,2021-04-17T13:30:00,1900-01-01T00:00:00,,187.5,187.5,250,250,70,70,110,0,40,0,0.0,9,6,11,79,77.072,2:25:58,0.307,0,0,MRN,FS1,5004,True,0
5127,3,2021,Wise Power 200,1,False,41,Kansas Speedway,2021-05-01T19:30:00,2021-05-01T18:30:00,1900-01-01T00:00:00,,200.0,210.0,134,140,30,30,80,0,40,0,0.0,14,7,5,25,119.582,1:45:22,.665,0,0,MRN,FS1,3055,True,0
5128,3,2021,LiftKits4Less.com 200,1,False,4,Darlington Raceway,2021-05-07T19:30:00,2021-05-07T19:30:00,1900-01-01T00:00:00,,200.8,200.8,147,147,45,45,57,0,40,0,0.0,20,12,12,66,81.041,2:28:40,Caution,0,0,MRN,FS1,3055,True,0
5129,3,2021,Toyota Tundra 225,1,False,214,Circuit of The Americas,2021-05-22T13:00:00,2021-05-22T12:00:00,2021-05-22T00:00:00,,140.47,140.47,41,41,12,14,15,0,36,4296,75.041,8,6,2,2,70.79,1:58:30,7.941,0,0,MRN,FS1,5129,True,0
5130,3,2021,North Carolina Education Lottery 200,1,False,162,Charlotte Motor Speedway,2021-05-28T20:30:00,2021-05-28T20:30:00,1900-01-01T00:00:00,,200.0,201.0,134,134,30,30,74,0,38,0,0.0,12,9,5,31,114.331,1:45:29,0.419,0,0,MRN,FS1,3094,True,0
5131,3,2021,SpeedyCash.com 220,1,False,43,Texas Motor Speedway,2021-06-12T13:00:00,2021-06-12T12:00:00,1900-01-01T00:00:00,,220.5,220.5,147,147,40,40,67,0,36,0,0.0,15,7,6,38,114.761,1:55:17,3.361,0,0,MRN,FS1,4095,True,0
5132,3,2021,Rackley Roofing 200,1,False,52,Nashville Superspeedway,2021-06-18T20:00:00,2021-06-18T20:00:00,2021-06-18T19:00:00,,199.5,199.95,150,150,45,50,55,0,36,4297,160.493,8,6,5,29,114.637,1:44:25,0.950,0,0,MRN,FS1,0,True,0
5133,3,2021,CRC Brakleen 150 ,1,False,198,Pocono Raceway,2021-06-26T12:00:00,2021-06-26T12:00:00,1900-01-01T00:00:00,2021-06-26T12:00:00,150.0,150.0,60,60,15,15,30,0,39,0,0.0,8,7,4,13,122.31,1:13:35,1.337,0,0,MRN,FS1,3822,True,0
5134,3,2021,Corn Belt 150 Presented by Premier Chevy Dealers,1,False,215,Knoxville Raceway,2021-07-09T21:00:00,2021-07-09T20:00:00,2021-07-09T20:00:00,2021-07-09T21:00:00,75.0,89.5,150,179,40,50,89,0,40,4297,0.0,20,7,14,80,36.802,2:25:55,1.207,0,0,MRN,FS1,5134,True,0
5135,3,2021,United Rentals 176,1,False,157,Watkins Glen International,2021-08-07T12:30:00,2021-08-07T12:30:00,1900-01-01T00:00:00,2021-08-07T12:30:00,176.4,149.45,72,61,20,25,16,0,40,0,0.0,7,6,5,10,87.298,1:42:43,Caution,0,0,MRN,FS1,5135,True,0
5136,3,2021,Toyota 200 presented by CK Power,1,False,45,World Wide Technology Raceway at Gateway,2021-08-20T21:00:00,2021-08-20T20:00:00,1900-01-01T00:00:00,2021-08-20T21:00:00,200.0,203.75,160,163,55,55,53,0,38,0,0.0,5,3,8,37,80.684,2:31:31,0.292,0,0,MRN,FS1,4376,True,1
5137,3,2021,In It To Win It 200,1,False,4,Darlington Raceway,2021-09-05T13:30:00,2021-09-05T13:30:00,1900-01-01T00:00:00,2021-09-05T13:30:00,200.0,200.8,147,147,45,45,57,0,38,0,0.0,4,3,8,35,105.331,1:54:23,0.531,0,0,MRN,FS1,5137,True,1
5138,3,2021,UNOH 200 presented by Ohio Logistics,1,True,14,Bristol Motor Speedway,2021-09-16T21:00:00,2021-09-16T21:00:00,1900-01-01T00:00:00,2021-09-16T21:00:00,106.6,106.6,200,200,55,55,90,0,40,0,0.0,3,3,11,85,59.479,1:47:32,0.422,0,0,MRN,FS1,3105,True,1
5139,3,2021,Victoria's Voice Foundation 200 Presented by Westgate Resorts,1,False,42,Las Vegas Motor Speedway,2021-09-24T21:00:00,2021-09-24T18:00:00,1900-01-01T00:00:00,2021-09-24T21:00:00,201.0,201.0,134,134,30,30,74,0,37,0,0.0,14,11,10,39,105.358,1:54:28,Caution,0,0,MRN,FS1,2941,True,2
5140,3,2021,Chevrolet Silverado 250,1,True,82,Talladega Superspeedway,2021-10-02T13:00:00,2021-10-02T12:00:00,1900-01-01T00:00:00,2021-10-02T13:00:00,250.04,263.34,94,99,20,20,59,0,40,0,0.0,23,12,6,29,125.119,2:06:17,0.052,0,0,MRN,FS1,3198,True,2
5141,3,2021,United Rentals 200,1,False,22,Martinsville Speedway,2021-10-30T13:00:00,2021-10-30T13:00:00,1900-01-01T00:00:00,2021-10-30T13:00:00,105.2,107.3,200,204,50,50,104,0,40,0,0.0,10,4,14,89,56.402,1:54:09,Caution,0,0,MRN,FS1,3112,True,2
5142,3,2021,Lucas Oil 150,1,False,84,Phoenix Raceway,2021-11-05T20:00:00,2021-11-05T20:00:00,2021-11-05T17:00:00,2021-11-05T20:00:00,150.0,150.0,150,150,45,45,60,0,36,4312,136.576,12,3,4,25,99.374,1:30:34,4.694,0,0,MRN,FS1,2898,True,3
