race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,stage_4_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,playoff_round
5376,1,2024,Busch Light Clash at The Coliseum,2,False,217,Los Angeles Memorial Coliseum,2024-02-03T20:00:00,2024-02-04T17:00:00,2024-02-03T17:00:00,2024-02-04T20:00:00,37.5,37.75,150,151,0,0,0,0,23,1361,0.0,7,4,7,7,32.937,1:08:46,.610,0,0,MRN,FS1,3222,True,0
5383,1,2024,Bluegreen Vacations Duel 1 at DAYTONA,2,True,105,Daytona International Speedway,2024-02-15T19:00:00,2024-02-15T19:00:00,2024-02-15T19:00:00,2024-02-15T19:00:00,150.0,150.0,60,60,0,0,0,0,21,3859,0.0,15,9,1,4,167.963,0:53:35,0.056,0,0,MRN,FS1,3217,True,0
5384,1,2024,Bluegreen Vacations Duel 2 at DAYTONA,2,True,105,Daytona International Speedway,2024-02-15T19:00:00,2024-02-15T19:00:00,2024-02-15T20:45:00,2024-02-15T19:00:00,150.0,150.0,60,60,0,0,0,0,21,3832,0.0,13,9,1,4,161.146,0:55:51,0.113,0,0,MRN,FS1,3218,True,0
5385,1,2024,DAYTONA 500,1,True,105,Daytona International Speedway,2024-02-18T14:30:00,2024-02-19T16:00:00,2024-02-14T00:00:00,2024-02-19T16:00:00,500.0,500.0,200,200,65,65,70,0,40,3859,181.947,41,20,5,20,157.178,3:10:52,Caution,0,0,MRN,FOX,385,True,0
5389,1,2024,Ambetter Health 400,1,True,111,Atlanta Motor Speedway,2024-02-25T15:00:00,2024-02-25T15:00:00,2024-02-24T00:00:00,2024-02-25T15:00:00,400.0,400.4,260,260,60,100,100,0,37,3832,178.844,48,14,10,65,115.398,3:28:11,0.003,0,0,PRN,FOX,3335,True,0
5387,1,2024,Pennzoil 400 presented by Jiffy Lube,1,False,42,Las Vegas Motor Speedway,2024-03-03T15:30:00,2024-03-03T15:30:00,2024-03-02T00:00:00,2024-03-03T15:30:00,400.0,400.5,267,267,80,85,102,0,37,3859,184.357,24,15,6,35,133.192,3:00:25,0.441,0,0,PRN,FOX,1824,True,0
5388,1,2024,Shriners Children’s 500,1,False,84,Phoenix Raceway,2024-03-10T15:30:00,2024-03-10T15:30:00,2024-03-09T00:00:00,2024-03-10T15:30:00,312.0,312.0,312,312,60,125,127,0,36,1361,132.655,10,6,6,40,103.568,3:00:45,5.465,0,0,MRN,FOX,2074,True,0
5392,1,2024,Food City 500,1,False,14,Bristol Motor Speedway,2024-03-17T15:30:00,2024-03-17T15:30:00,2024-03-16T00:00:00,2024-03-17T15:30:00,266.5,266.5,500,500,125,125,250,0,36,4023,124.954,54,16,9,98,79.678,3:20:41,1.083,0,0,PRN,FOX,588,True,0
5390,1,2024,EchoPark Automotive Grand Prix,1,False,214,Circuit of The Americas,2024-03-24T15:30:00,2024-03-24T15:30:00,2024-03-23T00:00:00,2024-03-24T15:30:00,231.88,232.97,68,68,15,15,38,0,39,4184,94.696,11,7,2,4,85.224,2:43:15,0.692,0,0,PRN,FOX,5033,True,0
5391,1,2024,Toyota Owners 400,1,False,26,Richmond Raceway,2024-03-31T19:00:00,2024-03-31T19:00:00,2024-03-31T19:00:00,2024-03-31T19:00:00,300.0,305.25,400,407,70,160,177,0,36,4030,120.332,16,7,5,54,94.076,3:14:41,.269,0,0,MRN,FOX,5038,True,0
5397,1,2024,Cook Out 400,1,False,22,Martinsville Speedway,2024-04-07T15:00:00,2024-04-07T15:00:00,2024-04-06T00:00:00,2024-04-07T15:00:00,210.4,218.29,400,415,80,100,235,0,37,4030,96.034,13,8,5,51,76.096,2:52:07,0.550,0,0,MRN,FS1,12,True,0
5422,1,2024,Autotrader EchoPark Automotive 400,1,False,43,Texas Motor Speedway,2024-04-14T15:30:00,2024-04-14T15:30:00,2024-04-13T00:00:00,2024-04-14T15:30:00,400.5,414.0,267,276,80,85,111,0,38,4030,190.369,23,13,16,72,116.492,3:33:14,Caution,0,0,PRN,FS1,2100,True,0
5398,1,2024,GEICO 500,1,True,82,Talladega Superspeedway,2024-04-21T15:00:00,2024-04-21T15:00:00,2024-04-20T00:00:00,2024-04-21T15:00:00,500.08,500.08,188,188,60,60,68,0,38,3832,182.022,72,23,4,21,155.977,3:13:29,0.208,0,0,MRN,FOX,957,True,0
5399,1,2024,Würth 400,1,False,103,Dover Motor Speedway,2024-04-28T14:00:00,2024-04-28T14:00:00,2024-04-27T00:00:00,2024-04-28T14:00:00,400.0,400.0,400,400,120,130,150,0,37,454,162.191,12,9,5,42,119.433,3:20:57,.256,0,0,PRN,FS1,922,True,0
5400,1,2024,AdventHealth 400,1,False,41,Kansas Speedway,2024-05-05T15:00:00,2024-05-05T15:00:00,2024-05-04T00:00:00,2024-05-05T15:00:00,400.5,402.0,267,268,80,85,103,0,38,4153,183.107,27,10,7,43,126.481,3:10:42,.001,0,0,MRN,FS1,3884,True,0
5401,1,2024,Goodyear 400,1,False,4,Darlington Raceway,2024-05-12T15:00:00,2024-05-12T15:00:00,2024-05-11T00:00:00,2024-05-12T15:00:00,400.24,400.24,293,293,90,95,108,0,36,4065,170.124,16,10,6,38,124.75,3:12:30,1.214,0,0,MRN,FS1,442,True,0
5404,1,2024,NASCAR All-Star Open,2,False,177,North Wilkesboro Speedway,2024-05-19T17:30:00,2024-05-19T17:30:00,2024-05-19T17:30:00,2024-05-19T17:30:00,62.5,62.5,100,100,0,0,0,0,20,4368,0.0,0,1,2,11,98.728,0:37:59,1.572,0,0,MRN,FS1,3690,True,0
5405,1,2024,NASCAR All-Star Race,2,False,177,North Wilkesboro Speedway,2024-05-19T20:00:00,2024-05-19T20:00:00,2024-05-19T20:00:00,2024-05-19T20:00:00,125.0,125.0,200,200,0,0,0,0,20,3859,75.206,2,2,4,27,93.809,1:19:57,.636,0,0,MRN,FS1,3670,True,0
5406,1,2024,Coca-Cola 600,1,False,162,Charlotte Motor Speedway,2024-05-26T18:00:00,2024-05-26T18:00:00,2024-05-25T00:00:00,2024-05-26T18:00:00,600.0,373.5,400,249,100,100,100,-51,40,4368,183.955,21,10,7,46,123.053,3:02:07,Caution,0,0,PRN,FOX,447,True,0
5407,1,2024,Enjoy Illinois 300,1,False,45,World Wide Technology Raceway,2024-06-02T15:30:00,2024-06-02T15:30:00,2024-06-01T00:00:00,2024-06-02T15:30:00,300.0,300.0,240,240,45,95,100,0,36,3832,138.598,16,10,5,32,133.889,2:48:03,3.844,0,0,MRN,FS1,5162,True,0
5408,1,2024,Toyota / Save Mart 350,1,False,99,Sonoma Raceway,2024-06-09T15:30:00,2024-06-09T15:30:00,2024-06-09T12:30:00,2024-06-09T15:30:00,218.9,218.9,110,110,25,30,55,0,38,3859,97.771,11,9,8,22,74.526,2:56:14,4.258,0,0,PRN,FOX,5042,True,0
5386,1,2024,Iowa Corn 350 Powered by Ethanol,1,False,206,Iowa Speedway,2024-06-16T19:00:00,2024-06-16T19:00:00,2024-06-15T00:00:00,2024-06-16T19:00:00,306.25,306.25,350,350,70,140,140,0,36,4030,136.458,17,9,8,49,102.874,2:58:37,0.716,0,0,MRN,USA,5386,True,0
5412,1,2024,USA TODAY 301,1,False,138,New Hampshire Motor Speedway,2024-06-23T14:00:00,2024-06-23T14:30:00,2024-06-22T00:00:00,2024-06-23T14:00:00,318.46,322.69,301,305,70,115,120,0,36,0,0.0,6,5,14,85,84.832,3:48:14,1.104,0,0,PRN,USA,1683,True,0
