season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2009,C,2009_Nextera_Energy_Resources_250,1,3,30,usa,Todd_Bodine,Todd Bodine,Germain.com,Germain_Racing,Toyota,100,93750,running,25,195
2009,C,2009_Nextera_Energy_Resources_250,2,19,51,usa,Kyle_Busch,Kyle Busch,Miccosukee Resort & Gaming,Billy_Ballew,Toyota,100,56495,running,18,175
2009,C,2009_Nextera_Energy_Resources_250,3,7,25,usa,Terry_Cook,Terry Cook,Cajun Industries,James_Harris,Toyota,100,38490,running,0,165
2009,C,2009_Nextera_Energy_Resources_250,4,14,7,canada,J_R_Fitzpatrick,J.R. Fitzpatrick,Mammoet,Kevin_Buckler,Chevrolet,100,34980,running,17,165
2009,C,2009_Nextera_Energy_Resources_250,5,4,33,usa,Ron_Hornaday_Jr,"Ron Hornaday, Jr.",Longhorn Smokeless Tobacco,Kevin_Harvick,Chevrolet,100,26880,running,8,135
2009,C,2009_Nextera_Energy_Resources_250,6,18,17,usa,Timothy_Peters,Timothy Peters,Strutmasters.com / Hayes Iron & Metal,Steve_Stallings,Toyota,100,20855,running,0,150
2009,C,2009_Nextera_Energy_Resources_250,7,5,5,usa,Mike_Skinner,Mike Skinner,Exide Batteries,Randy_Moss,Toyota,100,19805,running,4,151
2009,C,2009_Nextera_Energy_Resources_250,8,2,88,usa,Matt_Crafton,Matt Crafton,Menards / Ideal Door,Duke_Thorson,Chevrolet,100,20055,running,1,147
2009,C,2009_Nextera_Energy_Resources_250,9,1,6,usa,Colin_Braun,Colin Braun,Con-way Freight,Jack_Roush,Ford,100,21055,running,15,143
2009,C,2009_Nextera_Energy_Resources_250,10,11,81,usa,Tayler_Malsam,Tayler Malsam,One-Eighty,Randy_Moss,Toyota,100,19405,running,0,134
2009,C,2009_Nextera_Energy_Resources_250,11,17,11,usa,T_J_Bell,T.J. Bell,Home4TheHolidays.org,Tom_DeLoach,Toyota,100,17955,running,0,130
2009,C,2009_Nextera_Energy_Resources_250,12,12,16,usa,Brian_Scott,Brian Scott,Albertson's,Joe_Scott,Toyota,100,17780,running,4,132
2009,C,2009_Nextera_Energy_Resources_250,13,22,32,usa,Chase_Austin,Chase Austin,Griffin Masonry,Arthur_Shelton,Chevrolet,100,15430,running,0,124
2009,C,2009_Nextera_Energy_Resources_250,14,10,60,usa,Stacy_Compton,Stacy Compton,Wyler.com / Melling Engine Parts,Jeff_Wyler,Toyota,100,17580,running,0,121
2009,C,2009_Nextera_Energy_Resources_250,15,16,15,usa,Shane_Sieg,Shane Sieg,Phoenix Construction / Red Top Auto Auction,Billy_Ballew,Toyota,100,18630,running,0,118
2009,C,2009_Nextera_Energy_Resources_250,16,30,48,usa,Bryan_Silas,Bryan Silas,D.R. Horton-America's Home Builder,Andy_Hillenburg,Chevrolet,100,15230,running,1,120
2009,C,2009_Nextera_Energy_Resources_250,17,26,24,usa,David_Starr,David Starr,Zachry,James_Harris,Toyota,100,17175,running,0,112
2009,C,2009_Nextera_Energy_Resources_250,18,32,21,usa,Dennis_Setzer,Dennis Setzer,GunBroker.com,Dwayne_Gaulding,Dodge,100,14805,running,0,109
2009,C,2009_Nextera_Energy_Resources_250,19,24,07,usa,Chad_McCumbee,Chad McCumbee,ASI Limited,Ken_Smith,Chevrolet,98,16955,running,0,106
2009,C,2009_Nextera_Energy_Resources_250,20,34,74,usa,Larry_Foyt,Larry Foyt,Blu Frog Energy Drink,Derrike_Cope,Dodge,85,15305,running,0,103
2009,C,2009_Nextera_Energy_Resources_250,21,15,14,usa,Rick_Crawford,Rick Crawford,Circle Bar Truck Corral,Tom_Mitchell,Ford,79,16755,crash,0,100
2009,C,2009_Nextera_Energy_Resources_250,22,8,23,usa,Jason_White_(1),Jason White,GunBroker.com,Dwayne_Gaulding,Dodge,79,14405,crash,0,97
