season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1997,C,1997_Chevy_Trucks_Challenge,1,16,80,usa,Joe_Ruttman,Joe Ruttman,LCI Telecommunications,Jack_Roush,Ford,200,55800,running,3,180
1997,C,1997_Chevy_Trucks_Challenge,2,18,20,usa,Butch_Miller,Butch Miller,Orleans Hotel & Casino,Walker_Evans,Ford,200,37000,running,0,170
1997,C,1997_Chevy_Trucks_Challenge,3,12,17,usa,Rich_Bickle,Rich Bickle,Sears DieHard,Darrell_Waltrip,Chevrolet,200,26500,running,17,165
1997,C,1997_Chevy_Trucks_Challenge,4,21,3,usa,Jay_Sauter,Jay Sauter,GM Goodwrench Service,Richard_Childress,Chevrolet,200,23400,running,0,160
1997,C,1997_Chevy_Trucks_Challenge,5,20,6,usa,Rick_Carelli,Rick Carelli,RE/MAX International,Marshall_Chesrown,Chevrolet,200,22400,running,0,155
1997,C,1997_Chevy_Trucks_Challenge,6,13,43,usa,Jimmy_Hensley,Jimmy Hensley,Cummins Engines,Petty_Enterprises,Dodge,200,17100,running,0,150
1997,C,1997_Chevy_Trucks_Challenge,7,7,98,usa,Kenny_Irwin_Jr,"Kenny Irwin, Jr.",Raybestos,Jim_Herrick,Ford,200,13250,running,0,146
1997,C,1997_Chevy_Trucks_Challenge,8,19,94,usa,Ron_Barfield_Jr,"Ron Barfield, Jr.",Super 8 Motel,Bill_Elliott,Ford,200,13000,running,0,142
1997,C,1997_Chevy_Trucks_Challenge,9,14,13,usa,Curtis_Markham,Curtis Markham,Key Federal Savings VISA,Mike_Colabucci,Chevrolet,200,11500,running,0,138
1997,C,1997_Chevy_Trucks_Challenge,10,32,86,usa,Stacy_Compton,Stacy Compton,Valvoline Instant Oil Change,David_Hodson,Ford,200,12550,running,0,134
1997,C,1997_Chevy_Trucks_Challenge,11,24,14,usa,Rick_Crawford,Rick Crawford,Circle Bar Motel & RV Park,Tom_Mitchell,Ford,200,10800,running,0,130
1997,C,1997_Chevy_Trucks_Challenge,12,15,99,usa,Chuck_Bown,Chuck Bown,Exide Batteries,Jack_Roush,Ford,200,10600,running,0,127
1997,C,1997_Chevy_Trucks_Challenge,13,27,35,usa,Lonnie_Rush_Jr,"Lonnie Rush, Jr.",Ortho Lawn & Garden,Charles_Hardy,Chevrolet,200,10400,running,0,124
1997,C,1997_Chevy_Trucks_Challenge,14,28,7,usa,Dave_Rezendes,Dave Rezendes,Bodine Motorsports,Geoffrey_Bodine,Ford,200,11200,running,2,121
1997,C,1997_Chevy_Trucks_Challenge,15,1,24,usa,Jack_Sprague,Jack Sprague,Quaker State,Rick_Hendrick,Chevrolet,200,13050,running,177,118
1997,C,1997_Chevy_Trucks_Challenge,16,23,68,usa,Bobby_Dotter,Bobby Dotter,Lub-Tek Shock Oil,Carl_Wegner,Chevrolet,199,9900,running,0,115
1997,C,1997_Chevy_Trucks_Challenge,17,36,65,usa,Kenny_Allen,Kenny Allen,Ultra Shield,Kenny_Allen,Chevrolet,198,10800,running,0,112
1997,C,1997_Chevy_Trucks_Challenge,18,33,12,usa,Doug_George,Doug George,ENKEI,Bob_Blake,Chevrolet,198,10700,running,0,109
1997,C,1997_Chevy_Trucks_Challenge,19,31,0,canada,Randy_MacDonald,Randy MacDonald,Mansion Motorsports,Thee_Dixon,Ford,197,9600,running,0,106
1997,C,1997_Chevy_Trucks_Challenge,20,34,34,usa,Tobey_Butler,Tobey Butler,Purolator PureOne Filters,Bob_Brevak,Ford,196,9725,running,0,103
1997,C,1997_Chevy_Trucks_Challenge,21,26,66,usa,Bryan_Reffner,Bryan Reffner,Carlin Combustion & Controls,Dale_Phelon,Ford,190,10400,crash,0,100
1997,C,1997_Chevy_Trucks_Challenge,22,4,10,usa,Toby_Porter,Toby Porter,Hardee's,Harry_Ranier,Ford,189,9300,running,0,97
1997,C,1997_Chevy_Trucks_Challenge,23,5,30,usa,Kelly_Denton,Kelly Denton,Grandaddy Racing,Grier_Lackey,Chevrolet,184,9200,running,0,94
1997,C,1997_Chevy_Trucks_Challenge,24,9,07,usa,Tammy_Jo_Kirk,Tammy Jo Kirk,Lovable,Geoffrey_Bodine,Ford,183,8850,running,0,91
1997,C,1997_Chevy_Trucks_Challenge,25,25,2,usa,Mike_Bliss,Mike Bliss,Team ASE Racing,Jim_Smith,Ford,181,9850,running,0,88
1997,C,1997_Chevy_Trucks_Challenge,26,35,44,usa,Boris_Said,Boris Said,Federated Auto Parts,Mark_Simo,Ford,165,8650,running,0,85
1997,C,1997_Chevy_Trucks_Challenge,27,8,87,usa,Joe_Nemechek,Joe Nemechek,BellSouth Mobility,Joe_Nemechek,Chevrolet,149,8550,engine,0,82
1997,C,1997_Chevy_Trucks_Challenge,28,29,75,usa,Dan_Press,Dan Press,Spears Manufacturing,Wayne_Spears,Chevrolet,147,8450,running,0,79
1997,C,1997_Chevy_Trucks_Challenge,29,22,32,usa,Kenny_Hendrick,Kenny Hendrick,Ultra Shield,Joe_Horner,Chevrolet,141,8350,crash,0,76
1997,C,1997_Chevy_Trucks_Challenge,30,3,16,usa,Ron_Hornaday_Jr,"Ron Hornaday, Jr.",NAPA Brakes,"Dale_Earnhardt,_Inc.",Chevrolet,134,10250,crash,1,73
1997,C,1997_Chevy_Trucks_Challenge,31,2,1,usa,Michael_Waltrip,Michael Waltrip,MW Windows,Michael_Waltrip,Ford,92,8150,crash,0,70
1997,C,1997_Chevy_Trucks_Challenge,32,11,31,usa,Tony_Roper,Tony Roper,Concor Tool & Machine,Bob_Brevak,Ford,78,8050,engine,0,67
1997,C,1997_Chevy_Trucks_Challenge,33,17,90,usa,Lance_Norick,Lance Norick,L & R Racing,Ron_Norick,Ford,75,9050,engine,0,64
1997,C,1997_Chevy_Trucks_Challenge,34,6,29,usa,Bob_Keselowski,Bob Keselowski,Mopar Performance,Ron_Keselowski,Dodge,62,9050,engine,0,61
1997,C,1997_Chevy_Trucks_Challenge,35,10,18,usa,Michael_Dokken,Michael Dokken,Dana Corporation,Kurt_Roehrig,Chevrolet,62,9050,crash,0,58
1997,C,1997_Chevy_Trucks_Challenge,36,30,8,usa,John_Nemechek,John Nemechek,Cintas,John_Nemechek,Chevrolet,47,9050,crash,0,55
1997,C,1997_NAPA_200,1,7,16,usa,Ron_Hornaday_Jr,"Ron Hornaday, Jr.",NAPA Brakes,"Dale_Earnhardt,_Inc.",Chevrolet,200,39391,running,20,180
1997,C,1997_NAPA_200,2,3,17,usa,Rich_Bickle,Rich Bickle,Sears DieHard,Darrell_Waltrip,Chevrolet,200,22216,running,85,170
1997,C,1997_NAPA_200,3,8,3,usa,Jay_Sauter,Jay Sauter,GM Goodwrench Service,Richard_Childress,Chevrolet,200,19266,running,0,165
1997,C,1997_NAPA_200,4,17,20,usa,Butch_Miller,Butch Miller,Orleans Hotel & Casino,Walker_Evans,Chevrolet,200,13791,running,0,160
1997,C,1997_NAPA_200,5,5,2,usa,Mike_Bliss,Mike Bliss,Team ASE Racing,Jim_Smith,Ford,200,14141,running,0,155
1997,C,1997_NAPA_200,6,28,27,usa,Rob_Rizzo,Rob Rizzo,Rizzo Racing,Rob_Rizzo,Ford,200,10125,running,0,150
1997,C,1997_NAPA_200,7,9,24,usa,Jack_Sprague,Jack Sprague,Quaker State,Rick_Hendrick,Chevrolet,200,8491,running,0,146
1997,C,1997_NAPA_200,8,2,43,usa,Jimmy_Hensley,Jimmy Hensley,Cummins Engines,Petty_Enterprises,Dodge,200,7641,running,0,142
1997,C,1997_NAPA_200,9,4,99,usa,Chuck_Bown,Chuck Bown,Exide Batteries,Jack_Roush,Ford,200,5925,running,0,138
1997,C,1997_NAPA_200,10,10,7,usa,Dave_Rezendes,Dave Rezendes,Bodine Motorsports,Geoffrey_Bodine,Ford,200,8391,running,0,134
