season,series_id,race_id,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1998,C,1998_Chevy_Trucks_Challenge,1,2,16,usa,Ron_Hornaday_Jr,"Ron Hornaday, Jr.",NAPA Brakes,"Dale_Earnhardt,_Inc.",Chevrolet,204,48625,running,35,180
1998,C,1998_Chevy_Trucks_Challenge,2,15,50,usa,Joe_Ruttman,Joe Ruttman,LCI International,Jack_Roush,Ford,204,40325,running,16,170
1998,C,1998_Chevy_Trucks_Challenge,3,17,6,usa,Rick_Carelli,Rick Carelli,RE/MAX International,Marshall_Chesrown,Chevrolet,204,31875,running,0,165
1998,C,1998_Chevy_Trucks_Challenge,4,3,24,usa,Jack_Sprague,Jack Sprague,Quaker State,Rick_Hendrick,Chevrolet,204,22175,running,0,160
1998,C,1998_Chevy_Trucks_Challenge,5,20,80,usa,Greg_Biffle,Greg Biffle,Grainger,Jack_Roush,Ford,204,19675,running,0,155
1998,C,1998_Chevy_Trucks_Challenge,6,26,87,usa,Joe_Nemechek,Joe Nemechek,BellSouth Mobility,Joe_Nemechek,Chevrolet,204,14575,running,0,150
1998,C,1998_Chevy_Trucks_Challenge,7,29,3,usa,Jay_Sauter,Jay Sauter,GM Goodwrench Service Plus,Richard_Childress,Chevrolet,204,13085,running,0,146
1998,C,1998_Chevy_Trucks_Challenge,8,23,29,usa,Bob_Keselowski,Bob Keselowski,Mopar Performance,Ron_Keselowski,Dodge,204,12585,running,0,142
1998,C,1998_Chevy_Trucks_Challenge,9,32,18,usa,Butch_Miller,Butch Miller,Dana Corporation,Ron_Norick,Dodge,204,12335,running,0,138
1998,C,1998_Chevy_Trucks_Challenge,10,28,78,usa,Rich_Bickle,Rich Bickle,MCI,Dominic_Dobson,Dodge,204,12235,running,0,134
1998,C,1998_Chevy_Trucks_Challenge,11,8,44,usa,Boris_Said,Boris Said,Federated Auto Parts,Mark_Simo,Ford,204,11385,running,0,130
1998,C,1998_Chevy_Trucks_Challenge,12,9,2,usa,Mike_Bliss,Mike Bliss,Team ASE Racing,Jim_Smith,Ford,204,11185,running,2,127
1998,C,1998_Chevy_Trucks_Challenge,13,22,66,usa,Bryan_Reffner,Bryan Reffner,Carlin Burners & Controls,Dale_Phelon,Ford,204,10985,running,0,124
1998,C,1998_Chevy_Trucks_Challenge,14,30,43,usa,Jimmy_Hensley,Jimmy Hensley,Cummins Engines,Petty_Enterprises,Dodge,203,10785,running,0,121
1998,C,1998_Chevy_Trucks_Challenge,15,31,84,usa,Wayne_Anderson_(1),Wayne Anderson,Porter-Cable Power Tools,Jim_Herrick,Ford,203,10185,running,0,118
1998,C,1998_Chevy_Trucks_Challenge,16,11,19,usa,Tony_Raines,Tony Raines,Pennzoil,Kurt_Roehrig,Ford,203,10485,running,0,115
1998,C,1998_Chevy_Trucks_Challenge,17,34,51,usa,Tammy_Jo_Kirk,Tammy Jo Kirk,Auto Value,Tammy_Jo_Kirk,Ford,203,10635,running,0,112
1998,C,1998_Chevy_Trucks_Challenge,18,16,75,usa,Kevin_Harvick,Kevin Harvick,Spears Manufacturing,Wayne_Spears,Chevrolet,203,9285,running,0,109
1998,C,1998_Chevy_Trucks_Challenge,19,5,5,usa,Mike_Skinner,Mike Skinner,Llumar Window Films,Mike_Skinner,Chevrolet,203,9185,running,0,106
1998,C,1998_Chevy_Trucks_Challenge,20,33,61,usa,Randy_Tolsma,Randy Tolsma,Dole / IWX Motor Freight,Steve_Coulter,Chevrolet,202,10460,running,0,103
1998,C,1998_Chevy_Trucks_Challenge,21,27,88,usa,Terry_Cook,Terry Cook,Sealmaster / PBA Tour,Duke_Thorson,Chevrolet,202,8985,running,0,100
1998,C,1998_Chevy_Trucks_Challenge,22,24,35,usa,Ron_Barfield_Jr,"Ron Barfield, Jr.",Ortho Lawn & Garden Products,Charles_Hardy,Chevrolet,201,8885,running,0,97
1998,C,1998_Chevy_Trucks_Challenge,23,14,83,usa,Joe_Gaita,Joe Gaita,Lamb & Robinson Drywall,Joe_Gaita,Ford,201,8785,running,0,94
1998,C,1998_Chevy_Trucks_Challenge,24,4,52,usa,Mike_Wallace,Mike Wallace,Purolator PureOne Filters,Ken_Schrader,Chevrolet,196,9435,crash,35,91
1998,C,1998_Chevy_Trucks_Challenge,25,1,99,usa,Chuck_Bown,Chuck Bown,Exide Batteries,Jack_Roush,Ford,182,11535,running,116,88
1998,C,1998_Chevy_Trucks_Challenge,26,10,37,usa,Scot_Walters,Scot Walters,Red Man,Clarence_Brewer,Chevrolet,177,8235,running,0,85
1998,C,1998_Chevy_Trucks_Challenge,27,12,60,usa,Andy_Houston,Andy Houston,Addington Racing,Mike_Addington,Chevrolet,175,7785,running,0,82
1998,C,1998_Chevy_Trucks_Challenge,28,6,31,usa,Tony_Roper,Tony Roper,Concor Tool & Machine,Bob_Brevak,Ford,174,8785,crash,0,79
