season,series_id,race_id,race_id_short,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,1,10,7,usa,Dave_Rezendes,Dave Rezendes,QVC,Geoffrey_Bodine,Ford,167,44550,running,42,180
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,2,7,24,usa,Jack_Sprague,Jack Sprague,Quaker State,Rick_Hendrick,Chevrolet,167,22125,running,15,170
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,3,4,16,usa,Ron_Hornaday_Jr,"Ron Hornaday, Jr.",NAPA Brake Parts,"Dale_Earnhardt,_Inc.",Chevrolet,167,17725,running,27,165
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,4,3,94,usa,Ron_Barfield_Jr,"Ron Barfield, Jr.",Super 8 Motel,Bill_Elliott,Ford,167,12250,running,0,160
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,5,26,44,usa,Bryan_Reffner,Bryan Reffner,1-800-COLLECT,Mark_Simo,Ford,167,11100,running,0,155
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,6,29,27,usa,Terry_McCarthy,Terry McCarthy,B & R Racing,Cheryl_Cox,Chevrolet,167,10025,running,0,150
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,7,24,8,usa,John_Nemechek,John Nemechek,Chek Racing,John_Nemechek,Chevrolet,167,10600,running,0,146
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,8,21,42,usa,Jay_Sauter,Jay Sauter,Team Sabco,Felix_Sabates,Chevrolet,166,9150,running,0,142
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,9,31,00,usa,Frank_Kimmel,Frank Kimmel,Black Tip Racing,Andy_Campbell,Chevrolet,166,9050,running,0,138
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,10,23,21,usa,Doug_George,Doug George,Ortho Lawn & Garden Care,Jim_Venable,Ford,166,9525,running,0,134
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,11,36,31,usa,Bob_Brevak,Bob Brevak,Scaffidi Mack,Bob_Brevak,Ford,166,9800,running,0,130
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,12,27,64,usa,Michael_Dokken,Michael Dokken,Clearwater Linen,Wayne_Dokken,Chevrolet,166,9550,running,0,127
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,13,32,49,usa,Rodney_Combs_Jr,"Rodney Combs, Jr.",Comfrey Corners Store,Susan_Combs,Chevrolet,165,8450,running,0,124
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,14,28,92,usa,Charlie_Cragan,Charlie Cragan,SKB Racing,Raymond_Scanlan,Chevrolet,165,8350,running,0,121
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,15,30,14,usa,Butch_Gilliland,Butch Gilliland,Part Source,Bill_Stroppe,Ford,164,8650,running,0,118
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,16,20,6,usa,Rick_Carelli,Rick Carelli,Total Petroleum,Marshall_Chesrown,Chevrolet,164,9150,running,0,115
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,17,35,51,usa,Ritchie_Petty,Ritchie Petty,Rosenblum Racing,Jim_Rosenblum,Chevrolet,164,8050,running,0,112
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,18,18,19,usa,Lance_Norick,Lance Norick,Macklanburg-Duncan,Walker_Evans,Dodge,163,7950,running,0,109
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,19,6,80,usa,Joe_Ruttman,Joe Ruttman,J.R.'s Garage,Jack_Roush,Ford,155,8850,running,0,106
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,20,2,3,usa,Mike_Skinner,Mike Skinner,GM Goodwrench Service,Richard_Childress,Chevrolet,155,10050,running,74,103
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,21,11,43,usa,Rich_Bickle,Rich Bickle,Cummins Engines,Petty_Enterprises,Dodge,154,7550,running,0,100
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,22,34,81,usa,Jerry_Glanville,Jerry Glanville,Executive Sports Management,Jerry_Glanville,Ford,149,8350,running,0,97
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,23,15,75,usa,Bobby_Gill,Bobby Gill,Spears Manufacturing,Wayne_Spears,Chevrolet,148,7150,engine,0,94
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,24,13,98,usa,Butch_Miller,Butch Miller,Raybestos,Jim_Herrick,Ford,148,7950,running,0,91
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,25,14,77,usa,Scott_Lagasse,Scott Lagasse,Doran Racing,Kevin_Doran,Chevrolet,130,7750,running,0,88
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,26,5,30,usa,Jimmy_Hensley,Jimmy Hensley,Mopar Performance,Grier_Lackey,Dodge,128,6750,engine,0,85
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,27,9,2,usa,Mike_Bliss,Mike Bliss,Team ASE / Ultra Wheels,Jim_Smith,Ford,116,6550,running,0,82
1996,C,1996_Florida_Dodge_Dealers_400,1996_01_C,28,22,20,usa,Walker_Evans,Walker Evans,Dana / Perfect Circle,Walker_Evans,Dodge,113,7350,suspension,0,79
