season,series_id,race_id,race_id_short,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
1925,UO,1925_Culver_City_Race_1,1925_01_UO,1,3,4,usa,Tommy_Milton,Tommy Milton,Miller,,Miller / Miller SC,200,,running,168,500
1925,UO,1925_Culver_City_Race_1,1925_01_UO,2,10,12,usa,Pete_DePaolo,Pete DePaolo,Duesenberg,,Duesenberg / Duesenberg SC,200,,running,0,260
1925,UO,1925_Culver_City_Race_1,1925_01_UO,3,12,6,usa,Harry_Hartz,Harry Hartz,Miller,,Miller / Miller SC,200,,running,12,140
1925,UO,1925_Culver_City_Race_1,1925_01_UO,4,11,14,usa,Bob_McDonogh,Bob McDonogh,Miller,,Miller / Miller SC,200,,running,0,80
1925,UO,1925_Culver_City_Race_1,1925_01_UO,5,20,35,usa,Peter_Kreis,Peter Kreis,Duesenberg,,Duesenberg / Duesenberg SC,200,,running,0,50
1925,UO,1925_Culver_City_Race_1,1925_01_UO,6,14,22,italy,Pietro_Bordino,Pietro Bordino,Fiat,,Fiat / Fiat SC,200,,running,0,35
1925,UO,1925_Culver_City_Race_1,1925_01_UO,7,15,2,usa,Earl_Cooper,Earl Cooper,Weaver / Miller,,Miller / Miller SC,200,,running,0,25
1925,UO,1925_Culver_City_Race_1,1925_01_UO,8,2,24,usa,Dave_Lewis,Dave Lewis,Miller,,Miller / Miller SC,200,,running,0,15
1925,UO,1925_Culver_City_Race_1,1925_01_UO,9,19,19,usa,Reginald_Johnson,Reginald Johnson,Reginald Johnson,,Miller / Miller SC,200,,running,0,10
1925,UO,1925_Culver_City_Race_1,1925_01_UO,10,16,15,usa,William_Shattuc,William Shattuc,Miller,,Miller / Miller SC,166,,engine,0,
1925,UO,1925_Culver_City_Race_1,1925_01_UO,11,6,10,usa,Jerry_Wonderlich,Jerry Wonderlich,Miller,,Miller / Miller,154,,engine,0,
1925,UO,1925_Culver_City_Race_1,1925_01_UO,12,9,23,usa,Wade_Morton,Wade Morton,Duesenberg,,Duesenberg / Duesenberg SC,143,,spark plugs,0,
1925,UO,1925_Culver_City_Race_1,1925_01_UO,13,18,28,usa,Leon_Duray,Leon Duray,Miller,,Miller / Miller SC,130,,engine,16,
1925,UO,1925_Culver_City_Race_1,1925_01_UO,14,5,27,usa,Frank_Elliott,Frank Elliott,Miller,,Miller / Miller SC,122,,engine,0,
