season,series_id,race_num,race_date,race_short_id,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
2009,W,1,02/15/09,2009_01,Daytona,Daytona_International_Speedway,43,Matt Kenseth,kensema01,39,Ford ,2.500,P,380,16378767,188.001,8,132.816,9,https://www.racing-reference.info/race-results/2009_Daytona_500/W, https://www.racing-reference.info/tracks/Daytona_International_Speedway,https://www.racing-reference.info/driver/kensema01/
2009,W,2,02/22/09,2009_02,Fontana,Auto_Club_Speedway,43,Matt Kenseth,kensema01,24,Ford ,2.000,P,500,5350787,183.439,5,135.839,19,https://www.racing-reference.info/race-results/2009_Auto_Club_500/W, https://www.racing-reference.info/tracks/Auto_Club_Speedway,https://www.racing-reference.info/driver/kensema01/
2009,W,3,03/01/09,2009_03,Las Vegas,Las_Vegas_Motor_Speedway,43,Kyle Busch,buschky01,1,Toyota ,1.500,P,428,5697941,185.995,14,119.515,16,https://www.racing-reference.info/race-results/2009_Shelby_427/W, https://www.racing-reference.info/tracks/Las_Vegas_Motor_Speedway,https://www.racing-reference.info/driver/buschky01/
2009,W,4,03/08/09,2009_04,Atlanta,Atlanta_Motor_Speedway,43,Kurt Busch,buschku01,2,Dodge ,1.540,P,508,4383518,187.045,11,127.573,13,https://www.racing-reference.info/race-results/2009_Kobalt_Tools_500/W, https://www.racing-reference.info/tracks/Atlanta_Motor_Speedway,https://www.racing-reference.info/driver/buschku01/
2009,W,5,03/22/09,2009_05,Bristol,Bristol_Motor_Speedway,43,Kyle Busch,buschky01,19,Toyota ,0.533,P,268,4917965,125.773,9,92.139,13,https://www.racing-reference.info/race-results/2009_Food_City_500/W, https://www.racing-reference.info/tracks/Bristol_Motor_Speedway,https://www.racing-reference.info/driver/buschky01/
2009,W,6,03/29/09,2009_06,Martinsville,Martinsville_Speedway,43,Jimmie Johnson,johnsji01,9,Chevrolet ,0.526,P,263,4344736,NTT,12,75.938,13,https://www.racing-reference.info/race-results/2009_Goody%27s_Fast_Pain_Relief_500/W, https://www.racing-reference.info/tracks/Martinsville_Speedway,https://www.racing-reference.info/driver/johnsji01/
2009,W,7,04/05/09,2009_07,Fort Worth,Texas_Motor_Speedway,43,Jeff Gordon,gordoje01,2,Chevrolet ,1.500,P,501,6417574,190.517,6,146.372,28,https://www.racing-reference.info/race-results/2009_Samsung_500/W, https://www.racing-reference.info/tracks/Texas_Motor_Speedway,https://www.racing-reference.info/driver/gordoje01/
2009,W,8,04/18/09,2009_08,Phoenix,Phoenix_International_Raceway,43,Mark Martin,martima01,1,Chevrolet ,1.000,P,312,4379448,133.814,6,108.042,14,https://www.racing-reference.info/race-results/2009_Subway_Fresh_Fit_500/W, https://www.racing-reference.info/tracks/Phoenix_International_Raceway,https://www.racing-reference.info/driver/martima01/
2009,W,9,04/26/09,2009_09,Talladega,Talladega_Superspeedway,43,Brad Keselowski,keselbr01,9,Chevrolet ,2.660,P,500,5319301,188.171,9,147.565,57,https://www.racing-reference.info/race-results/2009_Aaron%27s_499/W, https://www.racing-reference.info/tracks/Talladega_Superspeedway,https://www.racing-reference.info/driver/keselbr01/
2009,W,10,05/02/09,2009_10,Richmond,Richmond_International_Raceway,43,Kyle Busch,buschky01,14,Toyota ,0.750,P,300,4452331,127.131,15,90.627,21,https://www.racing-reference.info/race-results/2009_Crown_Royal_Presents_the_Russ_Friedman_400/W, https://www.racing-reference.info/tracks/Richmond_International_Raceway,https://www.racing-reference.info/driver/buschky01/
