season,series_id,race_num,race_date,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
1995,A,1,02/12/95,Daytona,Daytona_International_Speedway,43,Andy Hillenburg,hillean01,20,Chevrolet ,2.500,P,200,,194.305,5,130.293,9,https://www.racing-reference.info/race-results/1995_ARCA_200/A, https://www.racing-reference.info/tracks/Daytona_International_Speedway,https://www.racing-reference.info/driver/hillean01/
1995,A,2,03/10/95,Atlanta,Atlanta_Motor_Speedway,35,Jimmy Horton,hortoji01,1,Chevrolet ,1.522,P,186,,177.263,6,114.561,6,https://www.racing-reference.info/race-results/1995_Jiffy_Lube_300/A, https://www.racing-reference.info/tracks/Atlanta_Motor_Speedway,https://www.racing-reference.info/driver/hortoji01/
1995,A,3,04/29/95,Talladega,Talladega_Superspeedway,43,Mike Wallace,wallami01,11,Ford ,2.660,P,311,,196.013,4,150.327,12,https://www.racing-reference.info/race-results/1995_Food_World_500k/A, https://www.racing-reference.info/tracks/Talladega_Superspeedway,https://www.racing-reference.info/driver/wallami01/
1995,A,4,05/05/95,Pensacola,Five_Flags_Speedway,25,Bob Schacht,schacbo01,8,Buick ,0.500,P,100,,100.111,6,62.926,11,https://www.racing-reference.info/race-results/1995_Seville_Quarter_Southern_200/A, https://www.racing-reference.info/tracks/Five_Flags_Speedway,https://www.racing-reference.info/driver/schacbo01/
1995,A,5,05/19/95,Kil-Kare,Kil-Kare_Speedway,28,Bobby Bowsher,bowshbo01,1,Ford ,0.375,P,59,,96.705,5,57.299,2,https://www.racing-reference.info/race-results/1995_Bill_Eubank_Memorial_150/A, https://www.racing-reference.info/tracks/Kil-Kare_Speedway,https://www.racing-reference.info/driver/bowshbo01/
1995,A,6,05/27/95,Flat Rock,Flat_Rock_Speedway,27,Andy Hillenburg,hillean01,12,Chevrolet ,0.250,P,38,,71.588,6,49.234,3,https://www.racing-reference.info/race-results/1995_Miller_Genuine_Draft_150/A, https://www.racing-reference.info/tracks/Flat_Rock_Speedway,https://www.racing-reference.info/driver/hillean01/
1995,A,7,06/17/95,Michigan,Michigan_International_Speedway,38,Jeff Purvis,purvije01,4,Chevrolet ,2.000,P,200,,176.280,5,129.823,8,https://www.racing-reference.info/race-results/1995_Meijer_All_Sport_200/A, https://www.racing-reference.info/tracks/Michigan_International_Speedway,https://www.racing-reference.info/driver/purvije01/
1995,A,8,06/25/95,I-80,I-80_Speedway,36,Ed Dixon,dixoned01,4,Pontiac ,0.400,D,80,,83.003,8,58.017,3,https://www.racing-reference.info/race-results/1995_Conoco_200/A, https://www.racing-reference.info/tracks/I-80_Speedway,https://www.racing-reference.info/driver/dixoned01/
1995,A,9,07/01/95,Owosso,Owosso_Speedway,29,Eric Smith,smither02,2,Ford ,0.375,P,75,,84.799,10,56.637,6,https://www.racing-reference.info/race-results/1995_Engineered_Components_200/A, https://www.racing-reference.info/tracks/Owosso_Speedway,https://www.racing-reference.info/driver/smither02/
1995,A,10,07/02/95,Flat Rock,Flat_Rock_Speedway,29,Marvin Smith,smithma02,7,Chevrolet ,0.250,P,38,,71.474,3,53.679,1,https://www.racing-reference.info/race-results/1995_AC_Delco_150/A, https://www.racing-reference.info/tracks/Flat_Rock_Speedway,https://www.racing-reference.info/driver/smithma02/
1995,A,11,07/13/95,Pocono,Pocono_International_Raceway,34,Mike Wallace,wallami01,1,Ford ,2.500,P,150,,157.057,1,142.688,3,https://www.racing-reference.info/race-results/1995_Equipment_Supply_150/A, https://www.racing-reference.info/tracks/Pocono_International_Raceway,https://www.racing-reference.info/driver/wallami01/
1995,A,12,07/15/95,Pocono,Pocono_International_Raceway,37,Mike Wallace,wallami01,1,Ford ,2.500,P,150,,158.434,4,124.971,,https://www.racing-reference.info/race-results/1995_Syracuse_Grand_Prix_150/A, https://www.racing-reference.info/tracks/Pocono_International_Raceway,https://www.racing-reference.info/driver/wallami01/
1995,A,13,07/21/95,Kil-Kare,Kil-Kare_Speedway,27,Eric Smith,smither02,3,Ford ,0.375,P,56,,96.257,6,61.738,4,https://www.racing-reference.info/race-results/1995_Kil-Kare_ARCA_150/A, https://www.racing-reference.info/tracks/Kil-Kare_Speedway,https://www.racing-reference.info/driver/smither02/
1995,A,14,07/22/95,Flat Rock,Flat_Rock_Speedway,30,Joe Ruttman,ruttmjo01,1,Chevrolet ,0.250,P,38,,72.540,1,,2,https://www.racing-reference.info/race-results/1995_Metro_25_Tire_Centers_150/A, https://www.racing-reference.info/tracks/Flat_Rock_Speedway,https://www.racing-reference.info/driver/ruttmjo01/
1995,A,15,07/29/95,DeGraff,Shady_Bowl_Speedway,25,Bobby Bowsher,bowshbo01,1,Ford ,0.300,P,49,,78.775,8,45.023,0,https://www.racing-reference.info/race-results/1995_Mar-Flex_Systems_ARCA_150/A, https://www.racing-reference.info/tracks/Shady_Bowl_Speedway,https://www.racing-reference.info/driver/bowshbo01/
1995,A,16,08/12/95,Louisville,Louisville_Motor_Speedway,28,Dave Weltmeyer,weltmda01,2,Chevrolet ,0.438,P,110,,100.000,11,69.876,7,https://www.racing-reference.info/race-results/1995_Papa_Johns_Pizza_250/A, https://www.racing-reference.info/tracks/Louisville_Motor_Speedway,https://www.racing-reference.info/driver/weltmda01/
1995,A,17,08/20/95,Springfield,Illinois_State_Fairgrounds,40,Billy Thomas,thomabi01,11,Pontiac ,1.000,D,100,,107.315,7,67.127,9,https://www.racing-reference.info/race-results/1995_Pabst_Genuine_Draft_100/A, https://www.racing-reference.info/tracks/Illinois_State_Fairgrounds,https://www.racing-reference.info/driver/thomabi01/
1995,A,18,09/03/95,DuQuoin,DuQuoin_State_Fairgrounds,38,Bob Hill,hillbo01,2,Chevrolet ,1.000,D,170,,100.795,8,73.976,11,https://www.racing-reference.info/race-results/1995_Southern_Illinois_250k/A, https://www.racing-reference.info/tracks/DuQuoin_State_Fairgrounds,https://www.racing-reference.info/driver/hillbo01/
1995,A,19,09/24/95,Salem,Salem_Speedway_(IN),32,Tim Steele,steelti01,1,Ford ,0.500,P,100,,103.389,6,63.615,14,https://www.racing-reference.info/race-results/1995_Eddie_Gilstrap_Fall_Classic/A, https://www.racing-reference.info/tracks/Salem_Speedway_(IN),https://www.racing-reference.info/driver/steelti01/
1995,A,20,09/30/95,Winchester,Winchester_Speedway,26,Tim Steele,steelti01,2,Ford ,0.500,P,75,,104.390,6,63.936,10,https://www.racing-reference.info/race-results/1995_Featherlite_Trailers_150/A, https://www.racing-reference.info/tracks/Winchester_Speedway,https://www.racing-reference.info/driver/steelti01/
1995,A,21,11/11/95,Atlanta,Atlanta_Motor_Speedway,42,Tim Steele,steelti01,9,Ford ,1.522,P,310,,180.790,11,108.996,17,https://www.racing-reference.info/race-results/1995_Hoosier_General_Tire_500k/A, https://www.racing-reference.info/tracks/Atlanta_Motor_Speedway,https://www.racing-reference.info/driver/steelti01/
