season,series_id,race_num,race_date,race_short_id,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
2008,A,1,02/09/08,2008_01,Daytona,Daytona_International_Speedway,43,Michael Annett,annetmi01,3,Toyota ,2.500,P,200,,181.335,6,114.998,6,https://www.racing-reference.info/race-results/2008_ARCA_200_at_Daytona/A, https://www.racing-reference.info/tracks/Daytona_International_Speedway,https://www.racing-reference.info/driver/annetmi01/
2008,A,2,04/13/08,2008_02,Salem,Salem_Speedway_(IN),35,Justin Allgaier,allgaju01,3,Chevrolet ,0.555,P,113,,118.162,10,60.492,6,https://www.racing-reference.info/race-results/2008_Kentuckiana_Ford_Dealers_200_by_Federated_Auto_Parts/A, https://www.racing-reference.info/tracks/Salem_Speedway_(IN),https://www.racing-reference.info/driver/allgaju01/
2008,A,3,04/19/08,2008_03,Iowa,Iowa_Speedway,41,Matt Hawkins,hawkima01,28,Dodge ,0.875,P,219,,NTT,9,98.524,13,https://www.racing-reference.info/race-results/2008_Prairie_Meadows_250/A, https://www.racing-reference.info/tracks/Iowa_Speedway,https://www.racing-reference.info/driver/hawkima01/
2008,A,4,04/26/08,2008_04,Kansas,Kansas_Speedway,40,Scott Speed,speedsc01,2,Toyota ,1.500,P,150,,175.330,4,124.855,11,https://www.racing-reference.info/race-results/2008_Kansas_Lottery_150_Grand/A, https://www.racing-reference.info/tracks/Kansas_Speedway,https://www.racing-reference.info/driver/speedsc01/
2008,A,5,05/04/08,2008_05,Rockingham,Rockingham_Speedway,50,Joey Logano,loganjo01,1,Chevrolet ,1.000,P,312,,146.645,13,95.380,10,https://www.racing-reference.info/race-results/2008_Carolina_500/A, https://www.racing-reference.info/tracks/Rockingham_Speedway,https://www.racing-reference.info/driver/loganjo01/
2008,A,6,05/10/08,2008_06,Kentucky,Kentucky_Speedway,41,"Ricky Stenhouse, Jr.",stenhri01,15,Ford ,1.500,P,168,,178.365,10,89.020,4,https://www.racing-reference.info/race-results/2008_Drive_Smart_Buckle-Up_Kentucky_150/A, https://www.racing-reference.info/tracks/Kentucky_Speedway,https://www.racing-reference.info/driver/stenhri01/
2008,A,7,05/18/08,2008_07,Toledo,Toledo_Speedway,35,Matt Carter,cartema01,13,Ford ,0.500,P,102,,113.272,18,51.050,12,https://www.racing-reference.info/race-results/2008_Hantz_Group_200_by_Federated_Car_Care/A, https://www.racing-reference.info/tracks/Toledo_Speedway,https://www.racing-reference.info/driver/cartema01/
2008,A,8,06/07/08,2008_08,Pocono,Pocono_Raceway,38,"Ricky Stenhouse, Jr.",stenhri01,4,Ford ,2.500,P,215,,167.094,8,102.354,9,https://www.racing-reference.info/race-results/2008_Pocono_200/A, https://www.racing-reference.info/tracks/Pocono_Raceway,https://www.racing-reference.info/driver/stenhri01/
2008,A,9,06/13/08,2008_09,Michigan,Michigan_International_Speedway,41,Justin Lofton,loftoju01,2,Dodge ,2.000,P,200,,185.114,3,150.596,7,https://www.racing-reference.info/race-results/2008_Racing_For_Wildlife_200/A, https://www.racing-reference.info/tracks/Michigan_International_Speedway,https://www.racing-reference.info/driver/loftoju01/
2008,A,10,06/29/08,2008_10,Hamilton,Cayuga_International_Speedway,33,Justin Allgaier,allgaju01,7,Chevrolet ,0.625,P,161,,110.165,18,69.935,7,https://www.racing-reference.info/race-results/2008_Cayuga_ARCA_ReMax_250/A, https://www.racing-reference.info/tracks/Cayuga_International_Speedway,https://www.racing-reference.info/driver/allgaju01/
2008,A,11,07/18/08,2008_11,Kentucky,Kentucky_Speedway,41,Scott Speed,speedsc01,6,Toyota ,1.500,P,156,,176.211,10,93.165,8,https://www.racing-reference.info/race-results/2008_Kentucky_ARCA_ReMax_150/A, https://www.racing-reference.info/tracks/Kentucky_Speedway,https://www.racing-reference.info/driver/speedsc01/
2008,A,12,07/26/08,2008_12,Berlin,Berlin_Raceway,31,Scott Speed,speedsc01,6,Toyota ,0.438,P,88,,92.955,11,53.460,4,https://www.racing-reference.info/race-results/2008_Request_Foods_GFS_200/A, https://www.racing-reference.info/tracks/Berlin_Raceway,https://www.racing-reference.info/driver/speedsc01/
2008,A,13,08/02/08,2008_13,Pocono,Pocono_Raceway,41,Justin Allgaier,allgaju01,2,Chevrolet ,2.500,P,200,,165.789,7,106.667,9,https://www.racing-reference.info/race-results/2008_Pennsylvania_ARCA_200/A, https://www.racing-reference.info/tracks/Pocono_Raceway,https://www.racing-reference.info/driver/allgaju01/
2008,A,14,08/09/08,2008_14,Nashville,Nashville_Superspeedway,41,Scott Speed,speedsc01,5,Toyota ,1.333,P,156,,162.804,8,110.037,6,https://www.racing-reference.info/race-results/2008_Toyota_150/A, https://www.racing-reference.info/tracks/Nashville_Superspeedway,https://www.racing-reference.info/driver/speedsc01/
2008,A,15,08/17/08,2008_15,Springfield,Illinois_State_Fairgrounds,36,Frank Kimmel,kimmefr01,1,Ford ,1.000,D,102,,109.496,6,77.240,5,https://www.racing-reference.info/race-results/2008_Allen_Crowe_100/A, https://www.racing-reference.info/tracks/Illinois_State_Fairgrounds,https://www.racing-reference.info/driver/kimmefr01/
2008,A,16,09/01/08,2008_16,DuQuoin,DuQuoin_State_Fairgrounds,40,Frank Kimmel,kimmefr01,2,Ford ,1.000,D,102,,109.436,5,83.530,3,https://www.racing-reference.info/race-results/2008_Southern_Illinois_100/A, https://www.racing-reference.info/tracks/DuQuoin_State_Fairgrounds,https://www.racing-reference.info/driver/kimmefr01/
2008,A,17,09/06/08,2008_17,Chicago,Chicagoland_Speedway,41,"Scott Lagasse, Jr.",lagassc02,2,Chevrolet ,1.500,P,204,,180.030,6,104.347,8,https://www.racing-reference.info/race-results/2008_Chicagoland_ARCA_200/A, https://www.racing-reference.info/tracks/Chicagoland_Speedway,https://www.racing-reference.info/driver/lagassc02/
2008,A,18,09/13/08,2008_18,Salem,Salem_Speedway_(IN),30,Frank Kimmel,kimmefr01,11,Ford ,0.555,P,111,,115.685,6,68.624,6,https://www.racing-reference.info/race-results/2008_Eddie_Gilstrap_Motors_200_by_Advance_Auto_Parts/A, https://www.racing-reference.info/tracks/Salem_Speedway_(IN),https://www.racing-reference.info/driver/kimmefr01/
2008,A,19,09/28/08,2008_19,Millville,New_Jersey_Motorsports_Park,39,Justin Allgaier,allgaju01,10,Chevrolet ,2.250,R,108,,98.461,5,54.188,2,https://www.racing-reference.info/race-results/2008_Loud_Energy_Drink_150/A, https://www.racing-reference.info/tracks/New_Jersey_Motorsports_Park,https://www.racing-reference.info/driver/allgaju01/
2008,A,20,10/03/08,2008_20,Talladega,Talladega_Superspeedway,43,Justin Allgaier,allgaju01,25,Dodge ,2.660,P,250,,185.967,7,107.724,6,https://www.racing-reference.info/race-results/2008_ARCA_Reax_250/A, https://www.racing-reference.info/tracks/Talladega_Superspeedway,https://www.racing-reference.info/driver/allgaju01/
2008,A,21,10/12/08,2008_21,Toledo,Toledo_Speedway,35,Justin Allgaier,allgaju01,9,Chevrolet ,0.500,P,100,,113.493,12,54.645,10,https://www.racing-reference.info/race-results/2008_Hantz_Group_200_by_Belle_Tire_And_Federated_Car_Care/A, https://www.racing-reference.info/tracks/Toledo_Speedway,https://www.racing-reference.info/driver/allgaju01/
