race_id,stage_number,driver_fullname,driver_id,car_number,finishing_position,stage_points
4969,2,Alex Bowman,4045,88,1,10
4969,2,Ryan Blaney,4023,12,2,9
4969,2,Joey Logano,3859,22,3,8
4969,2,Chase Elliott,4062,9,4,7
4969,2,Kevin Harvick,1416,4,5,6
4969,2,Kurt Busch,453,1,6,5
4969,2,Austin Dillon,3873,3,7,4
4969,2,John H. Nemechek,4092,38,8,3
4969,2,Christopher Bell,4153,95,9,2
4969,2,Bubba Wallace,4025,43,10,1
4971,1,Chase Elliott,4062,9,1,10
4971,1,Ryan Blaney,4023,12,2,9
4971,1,Brad Keselowski,1816,2,3,8
4971,1,Aric Almirola,40,10,4,7
4971,1,Joey Logano,3859,22,5,6
4971,1,Kevin Harvick,1416,4,6,5
4971,1,Matt DiBenedetto,3916,21,7,4
4971,1,Denny Hamlin,1361,11,8,3
4971,1,Ricky Stenhouse Jr,3888,47,9,2
4971,1,Jimmie Johnson,1717,48,10,1
4971,2,Chase Elliott,4062,9,1,10
4971,2,Denny Hamlin,1361,11,2,9
4971,2,Kevin Harvick,1416,4,3,8
4971,2,Joey Logano,3859,22,4,7
4971,2,Kyle Busch,454,18,5,6
4971,2,Clint Bowyer,339,14,6,5
4971,2,William Byron,4184,24,7,4
4971,2,Erik Jones,4059,20,8,3
4971,2,Brad Keselowski,1816,2,9,2
4971,2,Chris Buescher,3989,17,10,1
4972,1,Martin Truex Jr,3368,19,1,10
4972,1,Kyle Busch,454,18,2,9
4972,1,Clint Bowyer,339,14,3,8
4972,1,Denny Hamlin,1361,11,4,7
4972,1,Kevin Harvick,1416,4,5,6
4972,1,Chase Elliott,4062,9,6,5
4972,1,Ricky Stenhouse Jr,3888,47,7,4
4972,1,Erik Jones,4059,20,8,3
4972,1,Jimmie Johnson,1717,48,9,2
4972,1,Ryan Blaney,4023,12,10,1
4972,2,Martin Truex Jr,3368,19,1,10
4972,2,Ryan Blaney,4023,12,2,9
4972,2,Kyle Busch,454,18,3,8
4972,2,Denny Hamlin,1361,11,4,7
4972,2,Chase Elliott,4062,9,5,6
4972,2,Kevin Harvick,1416,4,6,5
4972,2,Matt DiBenedetto,3916,21,7,4
4972,2,Brad Keselowski,1816,2,8,3
4972,2,Clint Bowyer,339,14,9,2
4972,2,Jimmie Johnson,1717,48,10,1
4973,1,Joey Logano,3859,22,1,10
4973,1,Clint Bowyer,339,14,2,9
4973,1,Jimmie Johnson,1717,48,3,8
4973,1,Martin Truex Jr,3368,19,4,7
4973,1,Bubba Wallace,4025,43,5,6
4973,1,Chase Elliott,4062,9,6,5
4973,1,Kurt Busch,453,1,7,4
4973,1,Kevin Harvick,1416,4,8,3
4973,1,Matt DiBenedetto,3916,21,9,2
4973,1,William Byron,4184,24,10,1
4973,2,Jimmie Johnson,1717,48,1,10
4973,2,Ryan Blaney,4023,12,2,9
4973,2,Joey Logano,3859,22,3,8
4973,2,Alex Bowman,4045,88,4,7
4973,2,Kevin Harvick,1416,4,5,6
4973,2,Bubba Wallace,4025,43,6,5
4973,2,William Byron,4184,24,7,4
4973,2,Chase Elliott,4062,9,8,3
4973,2,Kurt Busch,453,1,9,2
4973,2,Tyler Reddick,4065,8,10,1
4974,1,Denny Hamlin,1361,11,1,10
4974,1,Ryan Blaney,4023,12,2,9
4974,1,Tyler Reddick,4065,8,3,8
4974,1,Chase Elliott,4062,9,4,7
4974,1,Aric Almirola,40,10,5,6
4974,1,Brad Keselowski,1816,2,6,5
4974,1,Alex Bowman,4045,88,7,4
4974,1,William Byron,4184,24,8,3
4974,1,Clint Bowyer,339,14,9,2
4974,1,Chris Buescher,3989,17,10,1
4974,2,Denny Hamlin,1361,11,1,10
4974,2,Tyler Reddick,4065,8,2,9
4974,2,Chase Elliott,4062,9,3,8
4974,2,Ryan Blaney,4023,12,4,7
4974,2,William Byron,4184,24,5,6
4974,2,Alex Bowman,4045,88,6,5
4974,2,Martin Truex Jr,3368,19,7,4
4974,2,Austin Dillon,3873,3,8,3
4974,2,Kyle Busch,454,18,9,2
4974,2,Aric Almirola,40,10,10,1
4975,1,Tyler Reddick,4065,8,1,10
4975,1,Alex Bowman,4045,88,2,9
4975,1,Joey Logano,3859,22,3,8
4975,1,Jimmie Johnson,1717,48,4,7
4975,1,Kyle Busch,454,18,5,6
4975,1,Ryan Blaney,4023,12,6,5
4975,1,Brad Keselowski,1816,2,7,4
4975,1,Kurt Busch,453,1,8,3
4975,1,Chase Elliott,4062,9,9,2
4975,1,William Byron,4184,24,10,1
4975,2,Ricky Stenhouse Jr,3888,47,1,10
4975,2,Ryan Blaney,4023,12,2,9
4975,2,Kyle Busch,454,18,3,8
4975,2,Brad Keselowski,1816,2,4,7
4975,2,Christopher Bell,4153,95,5,6
4975,2,Joey Logano,3859,22,6,5
4975,2,Bubba Wallace,4025,43,7,4
4975,2,Cole Custer,4104,41,8,3
4975,2,Chris Buescher,3989,17,9,2
4975,2,William Byron,4184,24,10,1
4886,1,Joey Logano,3859,22,1,10
4886,1,Aric Almirola,40,10,2,9
4886,1,Ryan Blaney,4023,12,3,8
4886,1,Kyle Busch,454,18,4,7
4886,1,Chase Elliott,4062,9,5,6
4886,1,Kurt Busch,453,1,6,5
4886,1,Matt DiBenedetto,3916,21,7,4
4886,1,Brad Keselowski,1816,2,8,3
4886,1,Alex Bowman,4045,88,9,2
4886,1,Erik Jones,4059,20,10,1
4886,2,Aric Almirola,40,10,1,10
4886,2,Joey Logano,3859,22,2,9
4886,2,Martin Truex Jr,3368,19,3,8
4886,2,Ryan Blaney,4023,12,4,7
4886,2,Matt DiBenedetto,3916,21,5,6
4886,2,Alex Bowman,4045,88,6,5
4886,2,Kevin Harvick,1416,4,7,4
4886,2,Kyle Busch,454,18,8,3
4886,2,Denny Hamlin,1361,11,9,2
4886,2,Chase Elliott,4062,9,10,1
4893,1,Kurt Busch,453,1,1,10
4893,1,Ryan Blaney,4023,12,2,9
4893,1,Christopher Bell,4153,95,3,8
4893,1,Kevin Harvick,1416,4,4,7
4893,1,Brad Keselowski,1816,2,5,6
4893,1,Matt DiBenedetto,3916,21,6,5
4893,1,Chris Buescher,3989,17,7,4
4893,1,Martin Truex Jr,3368,19,8,3
4893,1,Kyle Busch,454,18,9,2
4893,1,Cole Custer,4104,41,10,1
4893,2,Brad Keselowski,1816,2,1,10
4893,2,Aric Almirola,40,10,2,9
4893,2,Ryan Newman,2394,6,3,8
4893,2,Martin Truex Jr,3368,19,4,7
4893,2,Ricky Stenhouse Jr,3888,47,5,6
4893,2,Kevin Harvick,1416,4,6,5
4893,2,Austin Dillon,3873,3,7,4
4893,2,Kurt Busch,453,1,8,3
4893,2,Matt DiBenedetto,3916,21,9,2
4893,2,Denny Hamlin,1361,11,10,1
4891,1,Aric Almirola,40,10,1,10
4891,1,Chase Elliott,4062,9,2,9
4891,1,Joey Logano,3859,22,3,8
4891,1,Matt DiBenedetto,3916,21,4,7
4891,1,Ryan Blaney,4023,12,5,6
4891,1,Kevin Harvick,1416,4,6,5
4891,1,Alex Bowman,4045,88,7,4
4891,1,Kurt Busch,453,1,8,3
4891,1,Clint Bowyer,339,14,9,2
4891,1,Martin Truex Jr,3368,19,10,1
4891,2,Brad Keselowski,1816,2,1,10
4891,2,Ryan Blaney,4023,12,2,9
4891,2,Cole Custer,4104,41,3,8
4891,2,Joey Logano,3859,22,4,7
4891,2,Martin Truex Jr,3368,19,5,6
4891,2,Alex Bowman,4045,88,6,5
4891,2,Austin Dillon,3873,3,7,4
4891,2,Jimmie Johnson,1717,48,8,3
4891,2,Matt DiBenedetto,3916,21,9,2
4891,2,Erik Jones,4059,20,10,1
4983,1,Aric Almirola,40,10,1,0
4983,1,William Byron,4184,24,2,0
4983,1,Ty Dillon,4013,13,3,0
4983,1,Ricky Stenhouse Jr,3888,47,4,0
4983,1,Chris Buescher,3989,17,5,0
4983,1,Clint Bowyer,339,14,6,0
4983,1,Corey Lajoie,4096,32,7,0
4983,1,Daniel Suarez,4113,96,8,0
4983,1,Matt DiBenedetto,3916,21,9,0
4983,1,Austin Dillon,3873,3,10,0
4983,2,William Byron,4184,24,1,0
4983,2,Matt DiBenedetto,3916,21,2,0
4983,2,Austin Dillon,3873,3,3,0
4983,2,Clint Bowyer,339,14,4,0
4983,2,Christopher Bell,4153,95,5,0
4983,2,John H. Nemechek,4092,38,6,0
4983,2,Michael McDowell,3832,34,7,0
4983,2,Ryan Preece,4070,37,8,0
4983,2,Chris Buescher,3989,17,9,0
4983,2,Ricky Stenhouse Jr,3888,47,10,0
4985,1,Ryan Blaney,4023,12,1,10
4985,1,Kyle Busch,454,18,2,9
4985,1,Kevin Harvick,1416,4,3,8
4985,1,Tyler Reddick,4065,8,4,7
4985,1,William Byron,4184,24,5,6
4985,1,Kurt Busch,453,1,6,5
4985,1,Jimmie Johnson,1717,48,7,4
4985,1,Alex Bowman,4045,88,8,3
4985,1,Chris Buescher,3989,17,9,2
4985,1,Martin Truex Jr,3368,19,10,1
4985,2,Ryan Blaney,4023,12,1,10
4985,2,Joey Logano,3859,22,2,9
4985,2,Denny Hamlin,1361,11,3,8
4985,2,Kurt Busch,453,1,4,7
4985,2,Kevin Harvick,1416,4,5,6
4985,2,Martin Truex Jr,3368,19,6,5
4985,2,Chase Elliott,4062,9,7,4
4985,2,Aric Almirola,40,10,8,3
4985,2,Erik Jones,4059,20,9,2
4985,2,Kyle Busch,454,18,10,1
4986,1,Kyle Busch,454,18,1,10
4986,1,Denny Hamlin,1361,11,2,9
4986,1,Martin Truex Jr,3368,19,3,8
4986,1,Ryan Blaney,4023,12,4,7
4986,1,Brad Keselowski,1816,2,5,6
4986,1,Tyler Reddick,4065,8,6,5
4986,1,Kevin Harvick,1416,4,7,4
4986,1,Aric Almirola,40,10,8,3
4986,1,Alex Bowman,4045,88,9,2
4986,1,Erik Jones,4059,20,10,1
4986,2,Brad Keselowski,1816,2,1,10
4986,2,Ryan Blaney,4023,12,2,9
4986,2,Aric Almirola,40,10,3,8
4986,2,Denny Hamlin,1361,11,4,7
4986,2,Kyle Busch,454,18,5,6
4986,2,Kevin Harvick,1416,4,6,5
4986,2,Erik Jones,4059,20,7,4
4986,2,Martin Truex Jr,3368,19,8,3
4986,2,Jimmie Johnson,1717,48,9,2
4986,2,Chase Elliott,4062,9,10,1
4892,1,Denny Hamlin,1361,11,1,10
4892,1,Martin Truex Jr,3368,19,2,9
4892,1,Kevin Harvick,1416,4,3,8
4892,1,Christopher Bell,4153,95,4,7
4892,1,Brad Keselowski,1816,2,5,6
4892,1,Ryan Blaney,4023,12,6,5
4892,1,Clint Bowyer,339,14,7,4
4892,1,Joey Logano,3859,22,8,3
4892,1,Ryan Preece,4070,37,9,2
4892,1,Aric Almirola,40,10,10,1
4892,2,Brad Keselowski,1816,2,1,10
4892,2,Denny Hamlin,1361,11,2,9
4892,2,Joey Logano,3859,22,3,8
4892,2,Aric Almirola,40,10,4,7
4892,2,William Byron,4184,24,5,6
4892,2,Clint Bowyer,339,14,6,5
4892,2,Austin Dillon,3873,3,7,4
4892,2,Martin Truex Jr,3368,19,8,3
4892,2,Chase Elliott,4062,9,9,2
4892,2,Matt DiBenedetto,3916,21,10,1
4992,1,Kevin Harvick,1416,4,1,10
4992,1,Denny Hamlin,1361,11,2,9
4992,1,Ryan Blaney,4023,12,3,8
4992,1,Kurt Busch,453,1,4,7
4992,1,Brad Keselowski,1816,2,5,6
4992,1,Erik Jones,4059,20,6,5
4992,1,Alex Bowman,4045,88,7,4
4992,1,Chase Elliott,4062,9,8,3
4992,1,Kyle Busch,454,18,9,2
4992,1,Ricky Stenhouse Jr,3888,47,10,1
4992,2,Kevin Harvick,1416,4,1,10
4992,2,Ryan Blaney,4023,12,2,9
4992,2,Denny Hamlin,1361,11,3,8
4992,2,Erik Jones,4059,20,4,7
4992,2,Brad Keselowski,1816,2,5,6
4992,2,Kyle Busch,454,18,6,5
4992,2,Kurt Busch,453,1,7,4
4992,2,Alex Bowman,4045,88,8,3
4992,2,Clint Bowyer,339,14,9,2
4992,2,Jimmie Johnson,1717,48,10,1
4895,1,Clint Bowyer,339,14,1,10
4895,1,Christopher Bell,4153,95,2,9
4895,1,Kyle Busch,454,18,3,8
4895,1,Matt DiBenedetto,3916,21,4,7
4895,1,Erik Jones,4059,20,5,6
4895,1,William Byron,4184,24,6,5
4895,1,Ryan Blaney,4023,12,7,4
4895,1,Kevin Harvick,1416,4,8,3
4895,1,Kurt Busch,453,1,9,2
4895,1,Joey Logano,3859,22,10,1
4895,2,Kevin Harvick,1416,4,1,10
4895,2,Brad Keselowski,1816,2,2,9
4895,2,Kyle Busch,454,18,3,8
4895,2,Christopher Bell,4153,95,4,7
4895,2,Clint Bowyer,339,14,5,6
4895,2,Denny Hamlin,1361,11,6,5
4895,2,Erik Jones,4059,20,7,4
4895,2,Aric Almirola,40,10,8,3
4895,2,Joey Logano,3859,22,9,2
4895,2,Ryan Blaney,4023,12,10,1
4894,1,Chase Elliott,4062,9,1,10
4894,1,Joey Logano,3859,22,2,9
4894,1,Jimmie Johnson,1717,48,3,8
4894,1,Clint Bowyer,339,14,4,7
4894,1,Matt DiBenedetto,3916,21,5,6
4894,1,Erik Jones,4059,20,6,5
4894,1,William Byron,4184,24,7,4
4894,1,Martin Truex Jr,3368,19,8,3
4894,1,Cole Custer,4104,41,9,2
4894,1,Ryan Preece,4070,37,10,1
4894,2,Denny Hamlin,1361,11,1,10
4894,2,Clint Bowyer,339,14,2,9
4894,2,Ryan Blaney,4023,12,3,8
4894,2,William Byron,4184,24,4,7
4894,2,Ricky Stenhouse Jr,3888,47,5,6
4894,2,Ryan Preece,4070,37,6,5
4894,2,Chase Elliott,4062,9,7,4
4894,2,Kevin Harvick,1416,4,8,3
4894,2,Kurt Busch,453,1,9,2
4894,2,Corey Lajoie,4096,32,10,1
4993,1,Denny Hamlin,1361,11,1,10
4993,1,Austin Dillon,3873,3,2,9
4993,1,Brad Keselowski,1816,2,3,8
4993,1,Clint Bowyer,339,14,4,7
4993,1,Martin Truex Jr,3368,19,5,6
4993,1,Joey Logano,3859,22,6,5
4993,1,Kevin Harvick,1416,4,7,4
4993,1,Jimmie Johnson,1717,48,8,3
4993,1,Chris Buescher,3989,17,9,2
4993,1,Aric Almirola,40,10,10,1
4993,2,Denny Hamlin,1361,11,1,10
4993,2,Martin Truex Jr,3368,19,2,9
4993,2,Clint Bowyer,339,14,3,8
4993,2,Kyle Busch,454,18,4,7
4993,2,Brad Keselowski,1816,2,5,6
4993,2,Kevin Harvick,1416,4,6,5
4993,2,Jimmie Johnson,1717,48,7,4
4993,2,Joey Logano,3859,22,8,3
4993,2,Ricky Stenhouse Jr,3888,47,9,2
4993,2,Chase Elliott,4062,9,10,1
4902,1,Kevin Harvick,1416,4,1,10
4902,1,Ryan Blaney,4023,12,2,9
4902,1,William Byron,4184,24,3,8
4902,1,Aric Almirola,40,10,4,7
4902,1,Brad Keselowski,1816,2,5,6
4902,1,Joey Logano,3859,22,6,5
4902,1,Matt DiBenedetto,3916,21,7,4
4902,1,Jimmie Johnson,1717,48,8,3
4902,1,Kurt Busch,453,1,9,2
4902,1,Austin Dillon,3873,3,10,1
4902,2,Kevin Harvick,1416,4,1,10
4902,2,Joey Logano,3859,22,2,9
4902,2,Denny Hamlin,1361,11,3,8
4902,2,Martin Truex Jr,3368,19,4,7
4902,2,Ryan Blaney,4023,12,5,6
4902,2,William Byron,4184,24,6,5
4902,2,Alex Bowman,4045,88,7,4
4902,2,Cole Custer,4104,41,8,3
4902,2,Jimmie Johnson,1717,48,9,2
4902,2,Brad Keselowski,1816,2,10,1
4890,1,Joey Logano,3859,22,1,10
4890,1,Erik Jones,4059,20,2,9
4890,1,Tyler Reddick,4065,8,3,8
4890,1,Ryan Blaney,4023,12,4,7
4890,1,Jimmie Johnson,1717,48,5,6
4890,1,Christopher Bell,4153,95,6,5
4890,1,William Byron,4184,24,7,4
4890,1,Michael McDowell,3832,34,8,3
4890,1,Denny Hamlin,1361,11,9,2
4890,1,Kyle Busch,454,18,10,1
4890,2,Joey Logano,3859,22,1,10
4890,2,Martin Truex Jr,3368,19,2,9
4890,2,Clint Bowyer,339,14,3,8
4890,2,Kurt Busch,453,1,4,7
4890,2,Jimmie Johnson,1717,48,5,6
4890,2,Brad Keselowski,1816,2,6,5
4890,2,Matt DiBenedetto,3916,21,7,4
4890,2,Ricky Stenhouse Jr,3888,47,8,3
4890,2,Ryan Blaney,4023,12,9,2
4890,2,Christopher Bell,4153,95,10,1
4897,1,Martin Truex Jr,3368,19,1,10
4897,1,Jimmie Johnson,1717,48,2,9
4897,1,Chase Elliott,4062,9,3,8
4897,1,Denny Hamlin,1361,11,4,7
4897,1,Kurt Busch,453,1,5,6
4897,1,Alex Bowman,4045,88,6,5
4897,1,Joey Logano,3859,22,7,4
4897,1,William Byron,4184,24,8,3
4897,1,Kyle Busch,454,18,9,2
4897,1,Kevin Harvick,1416,4,10,1
4897,2,Martin Truex Jr,3368,19,1,10
4897,2,Denny Hamlin,1361,11,2,9
4897,2,Kevin Harvick,1416,4,3,8
4897,2,Alex Bowman,4045,88,4,7
4897,2,Jimmie Johnson,1717,48,5,6
4897,2,Kyle Busch,454,18,6,5
4897,2,Erik Jones,4059,20,7,4
4897,2,Austin Dillon,3873,3,8,3
4897,2,Clint Bowyer,339,14,9,2
4897,2,Kurt Busch,453,1,10,1
4900,1,Denny Hamlin,1361,11,1,10
4900,1,Austin Dillon,3873,3,2,9
4900,1,Joey Logano,3859,22,3,8
4900,1,Brad Keselowski,1816,2,4,7
4900,1,Kevin Harvick,1416,4,5,6
4900,1,Alex Bowman,4045,88,6,5
4900,1,Martin Truex Jr,3368,19,7,4
4900,1,Chase Elliott,4062,9,8,3
4900,1,Ricky Stenhouse Jr,3888,47,9,2
4900,1,Clint Bowyer,339,14,10,1
4900,2,Brad Keselowski,1816,2,1,10
4900,2,Austin Dillon,3873,3,2,9
4900,2,Martin Truex Jr,3368,19,3,8
4900,2,Joey Logano,3859,22,4,7
4900,2,Chase Elliott,4062,9,5,6
4900,2,Kyle Busch,454,18,6,5
4900,2,Kurt Busch,453,1,7,4
4900,2,Aric Almirola,40,10,8,3
4900,2,Matt Kenseth,1810,42,9,2
4900,2,Kevin Harvick,1416,4,10,1
4896,1,Chase Elliott,4062,9,1,10
4896,1,Kyle Busch,454,18,2,9
4896,1,Kevin Harvick,1416,4,3,8
4896,1,Alex Bowman,4045,88,4,7
4896,1,Christopher Bell,4153,95,5,6
4896,1,Kurt Busch,453,1,6,5
4896,1,Brad Keselowski,1816,2,7,4
4896,1,William Byron,4184,24,8,3
4896,1,Joey Logano,3859,22,9,2
4896,1,Bubba Wallace,4025,43,10,1
4896,2,Kyle Busch,454,18,1,10
4896,2,Kevin Harvick,1416,4,2,9
4896,2,Chase Elliott,4062,9,3,8
4896,2,Joey Logano,3859,22,4,7
4896,2,Kurt Busch,453,1,5,6
4896,2,Alex Bowman,4045,88,6,5
4896,2,Aric Almirola,40,10,7,4
4896,2,Clint Bowyer,339,14,8,3
4896,2,Erik Jones,4059,20,9,2
4896,2,Austin Dillon,3873,3,10,1
4899,1,Denny Hamlin,1361,11,1,10
4899,1,Joey Logano,3859,22,2,9
4899,1,Kyle Busch,454,18,3,8
4899,1,Chase Elliott,4062,9,4,7
4899,1,Kevin Harvick,1416,4,5,6
4899,1,Austin Dillon,3873,3,6,5
4899,1,Ryan Blaney,4023,12,7,4
4899,1,Alex Bowman,4045,88,8,3
4899,1,Martin Truex Jr,3368,19,9,2
4899,1,Clint Bowyer,339,14,10,1
4899,2,Chase Elliott,4062,9,1,10
4899,2,Denny Hamlin,1361,11,2,9
4899,2,Alex Bowman,4045,88,3,8
4899,2,Martin Truex Jr,3368,19,4,7
4899,2,Ryan Blaney,4023,12,5,6
4899,2,Austin Dillon,3873,3,6,5
4899,2,Kevin Harvick,1416,4,7,4
4899,2,Matt DiBenedetto,3916,21,8,3
4899,2,Clint Bowyer,339,14,9,2
4899,2,William Byron,4184,24,10,1
4903,1,Chris Buescher,3989,17,1,10
4903,1,Joey Logano,3859,22,2,9
4903,1,Austin Dillon,3873,3,3,8
4903,1,Brad Keselowski,1816,2,4,7
4903,1,Erik Jones,4059,20,5,6
4903,1,Chase Elliott,4062,9,6,5
4903,1,Tyler Reddick,4065,8,7,4
4903,1,Martin Truex Jr,3368,19,8,3
4903,1,Kurt Busch,453,1,9,2
4903,1,Cole Custer,4104,41,10,1
4903,2,Martin Truex Jr,3368,19,1,10
4903,2,Brad Keselowski,1816,2,2,9
4903,2,Chris Buescher,3989,17,3,8
