season,series_id,race_num,race_date,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
2006,C,1,02/17/06,Daytona,Daytona_International_Speedway,36,Mark Martin,martima01,1,Ford ,2.500,P,255,730151,178.628,5,146.622,21,https://www.racing-reference.info/race-results/2006_GM_Flex_Fuel_250/C, https://www.racing-reference.info/tracks/Daytona_International_Speedway,https://www.racing-reference.info/driver/martima01/
2006,C,2,02/24/06,Fontana,California_Speedway,36,Mark Martin,martima01,7,Ford ,2.000,P,212,552753,178.980,8,121.529,10,https://www.racing-reference.info/race-results/2006_racetickets.com_200/C, https://www.racing-reference.info/tracks/California_Speedway,https://www.racing-reference.info/driver/martima01/
2006,C,3,03/17/06,Atlanta,Atlanta_Motor_Speedway,36,Todd Bodine,bodinto01,1,Toyota ,1.540,P,208,437985,181.360,4,133.388,12,https://www.racing-reference.info/race-results/2006_John_Deere_200/C, https://www.racing-reference.info/tracks/Atlanta_Motor_Speedway,https://www.racing-reference.info/driver/bodinto01/
2006,C,4,04/01/06,Martinsville,Martinsville_Speedway,36,David Starr,starrda01,15,Toyota ,0.526,P,132,409964,95.180,16,59.219,3,https://www.racing-reference.info/race-results/2006_Kroger_250/C, https://www.racing-reference.info/tracks/Martinsville_Speedway,https://www.racing-reference.info/driver/starrda01/
2006,C,5,04/29/06,Gateway,Gateway_International_Raceway,36,Todd Bodine,bodinto01,3,Toyota ,1.250,P,200,509136,NTT,13,84.966,7,https://www.racing-reference.info/race-results/2006_Missouri-Illinois_Dodge_Dealers_Ram_Tough_200/C, https://www.racing-reference.info/tracks/Gateway_International_Raceway,https://www.racing-reference.info/driver/bodinto01/
2006,C,6,05/19/06,Charlotte,Lowe's_Motor_Speedway,36,Kyle Busch,buschky01,20,Chevrolet ,1.500,P,201,445103,179.378,6,124.845,5,https://www.racing-reference.info/race-results/2006_Quaker_Steak_And_Lube_200/C, https://www.racing-reference.info/tracks/Lowe's_Motor_Speedway,https://www.racing-reference.info/driver/buschky01/
2006,C,7,05/27/06,Mansfield,Mansfield_Motorsports_Speedway,36,"Ron Hornaday, Jr.",hornaro02,17,Chevrolet ,0.500,P,125,396464,NTT,18,62.999,2,https://www.racing-reference.info/race-results/2006_City_of_Mansfield_250/C, https://www.racing-reference.info/tracks/Mansfield_Motorsports_Speedway,https://www.racing-reference.info/driver/hornaro02/
2006,C,8,06/02/06,Dover,Dover_International_Speedway,36,Mark Martin,martima01,13,Ford ,1.000,P,200,553653,153.905,4,120.200,10,https://www.racing-reference.info/race-results/2006_AAA_Insurance_200/C, https://www.racing-reference.info/tracks/Dover_International_Speedway,https://www.racing-reference.info/driver/martima01/
2006,C,9,06/09/06,Fort Worth,Texas_Motor_Speedway,36,Todd Bodine,bodinto01,6,Toyota ,1.500,P,252,576088,183.206,7,132.129,11,https://www.racing-reference.info/race-results/2006_Sams_Town_400/C, https://www.racing-reference.info/tracks/Texas_Motor_Speedway,https://www.racing-reference.info/driver/bodinto01/
2006,C,10,06/17/06,Michigan,Michigan_International_Speedway,36,"Johnny Benson, Jr.",bensojo02,5,Toyota ,2.000,P,204,509831,178.758,8,116.534,14,https://www.racing-reference.info/race-results/2006_Con-way_Freight_200/C, https://www.racing-reference.info/tracks/Michigan_International_Speedway,https://www.racing-reference.info/driver/bensojo02/
2006,C,11,06/23/06,Milwaukee,Milwaukee_Mile,36,"Johnny Benson, Jr.",bensojo02,4,Toyota ,1.000,P,200,441093,122.021,9,85.673,12,https://www.racing-reference.info/race-results/2006_Toyota_Tundra_Milwaukee_200/C, https://www.racing-reference.info/tracks/Milwaukee_Mile,https://www.racing-reference.info/driver/bensojo02/
2006,C,12,07/01/06,Kansas,Kansas_Speedway,36,Terry Cook,cookte01,5,Ford ,1.500,P,251,516133,171.772,8,111.581,16,https://www.racing-reference.info/race-results/2006_OReilly_Auto_Parts_250/C, https://www.racing-reference.info/tracks/Kansas_Speedway,https://www.racing-reference.info/driver/cookte01/
2006,C,13,07/08/06,Kentucky,Kentucky_Speedway,36,"Ron Hornaday, Jr.",hornaro02,22,Chevrolet ,1.500,P,225,647050,176.922,8,118.110,10,https://www.racing-reference.info/race-results/2006_Built_Ford_Tough_225_Pres._by_Greater_Cincinnati_Ford_Dlrs./C, https://www.racing-reference.info/tracks/Kentucky_Speedway,https://www.racing-reference.info/driver/hornaro02/
2006,C,14,07/15/06,Memphis,Memphis_Motorsports_Park,36,Jack Sprague,spragja01,1,Toyota ,0.750,P,152,466515,117.973,7,88.367,9,https://www.racing-reference.info/race-results/2006_OReilly_200/C, https://www.racing-reference.info/tracks/Memphis_Motorsports_Park,https://www.racing-reference.info/driver/spragja01/
2006,C,15,08/04/06,IRP,O'Reilly_Raceway_Park,36,Rick Crawford,crawfri01,3,Ford ,0.686,P,137,441093,109.838,11,75.789,6,https://www.racing-reference.info/race-results/2006_Power_Stroke_Diesel_200_Presented_by_Ford_and_International/C, https://www.racing-reference.info/tracks/O'Reilly_Raceway_Park,https://www.racing-reference.info/driver/crawfri01/
2006,C,16,08/12/06,Nashville,Nashville_Superspeedway,36,"Johnny Benson, Jr.",bensojo02,22,Toyota ,1.333,P,201,385183,162.116,9,108.704,7,https://www.racing-reference.info/race-results/2006_Toyota_Tundra_200/C, https://www.racing-reference.info/tracks/Nashville_Superspeedway,https://www.racing-reference.info/driver/bensojo02/
2006,C,17,08/23/06,Bristol,Bristol_Motor_Speedway,36,Mark Martin,martima01,1,Ford ,0.533,P,107,405797,125.248,9,72.081,2,https://www.racing-reference.info/race-results/2006_OReilly_Auto_Parts_200/C, https://www.racing-reference.info/tracks/Bristol_Motor_Speedway,https://www.racing-reference.info/driver/martima01/
2006,C,18,09/16/06,Loudon,New_Hampshire_International_Speedway,36,"Johnny Benson, Jr.",bensojo02,2,Toyota ,1.058,P,212,457226,129.626,12,92.323,8,https://www.racing-reference.info/race-results/2006_New_Hampshire_200/C, https://www.racing-reference.info/tracks/New_Hampshire_International_Speedway,https://www.racing-reference.info/driver/bensojo02/
