season,series_id,race_num,race_date,race_short_id,race_track_name,race_track_id,race_car_count,race_winner_name,race_winner_real_id,race_winner_starting_pos,race_winner_make,race_lap_len,race_track_surface,race_miles_completed,race_purse_completed,race_pole_time,race_cautions,race_speed,race_lead_changes,race_url,race_track_url,race_winner_url
2001,IL,1,03/11/01,2001_01,Monterrey,Parque_Fundidora,12,Derek Higgins,higgide01,1,Lola / Buick ,2.000,R,70,74200,88.750,,80.625,0,https://www.racing-reference.info/race-results/2001-01/IL, https://www.racing-reference.info/tracks/Parque_Fundidora,https://www.racing-reference.info/driver/higgide01/
2001,IL,2,04/08/01,2001_02,Long Beach,Long_Beach_Street_Circuit,13,Townsend Bell,bellto01,6,Lola / Buick ,1.968,S,75,74200,93.260,3,78.412,2,https://www.racing-reference.info/race-results/2001-02/IL, https://www.racing-reference.info/tracks/Long_Beach_Street_Circuit,https://www.racing-reference.info/driver/bellto01/
2001,IL,3,04/28/01,2001_03,Fort Worth,Texas_Motor_Speedway,10,Damien Faulkner,faulkda01,1,Lola / Buick ,1.482,P,99,69800,183.593,2,150.491,4,https://www.racing-reference.info/race-results/2001-03/IL, https://www.racing-reference.info/tracks/Texas_Motor_Speedway,https://www.racing-reference.info/driver/faulkda01/
2001,IL,4,06/03/01,2001_04,Milwaukee,Milwaukee_Mile,12,Townsend Bell,bellto01,1,Lola / Buick ,1.032,P,103,72100,NTT,1,142.481,0,https://www.racing-reference.info/race-results/2001-04/IL, https://www.racing-reference.info/tracks/Milwaukee_Mile,https://www.racing-reference.info/driver/bellto01/
2001,IL,5,06/24/01,2001_05,Portland,Portland_Intenational_Raceway,11,Damien Faulkner,faulkda01,3,Lola / Buick ,1.969,R,75,72100,109.067,3,76.116,2,https://www.racing-reference.info/race-results/2001-05/IL, https://www.racing-reference.info/tracks/Portland_Intenational_Raceway,https://www.racing-reference.info/driver/faulkda01/
2001,IL,6,07/08/01,2001_06,Kansas,Kansas_Speedway,11,Kristian Kolby,klobykr01,6,Lola / Buick ,1.502,P,101,72100,180.881,2,151.165,7,https://www.racing-reference.info/race-results/2001-06/IL, https://www.racing-reference.info/tracks/Kansas_Speedway,https://www.racing-reference.info/driver/klobykr01/
2001,IL,7,07/15/01,2001_07,Toronto,Exhibition_Place,11,Townsend Bell,bellto01,1,Lola / Buick ,1.755,S,75,72200,98.408,3,88.246,0,https://www.racing-reference.info/race-results/2001-07/IL, https://www.racing-reference.info/tracks/Exhibition_Place,https://www.racing-reference.info/driver/bellto01/
2001,IL,8,08/12/01,2001_08,Mid-Ohio,Mid-Ohio_Sports_Car_Course,12,Townsend Bell,bellto01,1,Lola / Buick ,2.258,R,77,74400,110.133,3,91.518,0,https://www.racing-reference.info/race-results/2001-08/IL, https://www.racing-reference.info/tracks/Mid-Ohio_Sports_Car_Course,https://www.racing-reference.info/driver/bellto01/
2001,IL,9,08/26/01,2001_09,Gateway,Gateway_International_Raceway,10,Dan Wheldon,wheldda01,3,Lola / Buick ,1.270,P,102,69800,NTT,1,140.080,1,https://www.racing-reference.info/race-results/2001-09/IL, https://www.racing-reference.info/tracks/Gateway_International_Raceway,https://www.racing-reference.info/driver/wheldda01/
2001,IL,10,10/05/01,2001_10,Road Atlanta,Road_Atlanta_Speedway,10,Dan Wheldon,wheldda01,6,Lola / Buick ,2.540,R,74,69800,122.110,1,102.889,1,https://www.racing-reference.info/race-results/2001-10/IL, https://www.racing-reference.info/tracks/Road_Atlanta_Speedway,https://www.racing-reference.info/driver/wheldda01/
2001,IL,11,10/14/01,2001_11,Laguna Seca,Mazda_Raceway_Laguna_Seca,11,Townsend Bell,bellto01,1,Lola / Buick ,2.238,R,76,72200,105.576,0,102.423,0,https://www.racing-reference.info/race-results/2001-11/IL, https://www.racing-reference.info/tracks/Mazda_Raceway_Laguna_Seca,https://www.racing-reference.info/driver/bellto01/
2001,IL,12,11/04/01,2001_12,Fontana,California_Speedway,10,Townsend Bell,bellto01,1,Lola / Buick ,2.029,P,89,69800,NTT,1,182.334,0,https://www.racing-reference.info/race-results/2001-12/IL, https://www.racing-reference.info/tracks/California_Speedway,https://www.racing-reference.info/driver/bellto01/
