season,series_id,race_id,race_id_short,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,1,18,37VT,usa,Brian_Hoar,Brian Hoar,Goss Dodge-Chrysler / RPM Racing Engines,,Dodge,150,3050,running,34,105
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,2,25,26VT,usa,John_Donahue,John Donahue,Subway / National Guard,,Ford,150,1795,running,0,89
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,3,16,0NO,usa,Fulton_Mountain,Fulton Mountain,Carriage Town Bar & Grill / Sullivan Const.,,Toyota,150,1050,running,0,79
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,4,8,27NH,usa,Wayne_Helliwell_Jr,"Wayne Helliwell, Jr.",E-Keys 4 Cars / Unique Ford,,Ford,150,800,running,0,87
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,5,1,71NH,usa,Scott_Dragon,Scott Dragon,Waste Management / Ciotti Racing Products,,Chevrolet,150,700,running,115,94
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,6,2,02NH,usa,Randy_Potter,Randy Potter,Marshall Insurance / Speedway Sports Park,,Chevrolet,150,600,running,1,87
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,7,23,57VT,usa,Austin_Theriault,Austin Theriault,Varney Insurance / RPM Racing Ringes,,Ford,150,575,running,0,79
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,8,5,48QC,canada,Karl_Allard,Karl Allard,J.A. Larue / Desjardins Auto Collection,,Ford,150,525,running,0,67
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,9,30,4ME,usa,Brad_Babb,Brad Babb,McGoldrick Bros. Blasting / Babb & Sons Wood,,Chevrolet,150,515,running,0,75
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,10,22,16NY,usa,Mark_Lamberton,Mark Lamberton,Green's Ace Hardware / Richard Green Trucking,,Chevrolet,149,550,running,0,74
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,11,4,55VT,usa,Brent_Dragon,Brent Dragon,Beverage Mart / Avery's Sweeping,,Chevrolet,149,475,running,0,73
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,12,24,18VT,usa,Jamie_Fisher,Jamie Fisher,S.D. Ireland Cancer Research Fund,,Chevrolet,149,475,running,0,69
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,13,20,8NH,usa,Rick_Thompson_Jr,"Rick Thompson, Jr.",Thompson Motorsports,,Chevrolet,149,425,running,0,60
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,14,3,94ME,usa,Shawn_Martin,Shawn Martin,BRP Recreational Products / Oxford Networks,,Chevrolet,148,420,running,0,55
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,15,28,3ME,usa,Dennis_Spencer_Jr,"Dennis Spencer, Jr.",R.C. & Sons Paving / Snow Buffalo,,Chevrolet,148,415,running,0,63
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,16,15,22NY,usa,Mike_Bruno,Mike Bruno,AAA Emergency Services / Bruno's Towing,,Chevrolet,148,410,running,0,64
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,17,12,85ME,usa,Travis_Stearns,Travis Stearns,Culvert Rehabilitation Services,,Chevrolet,148,410,running,0,53
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,18,27,17RI,usa,Ray_Parent,Ray Parent,Amtrol,,Ford,146,410,running,0,57
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,19,19,15VT,usa,Joey_Laquerre,Joey Laquerre,Laquerre's Marine & Sports Center,,Ford,143,410,running,0,58
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,20,11,95QC,canada,Jimmy_Cormier,Jimmy Cormier,REMEQ Inc. / Probec / Jemexs / Locweld,,Chevrolet,115,410,crash,0,47
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,21,14,95NH,usa,Pat_Floyd,Pat Floyd,Servpro Disaster Restoration Services,,Ford,101,410,axle,0,45
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,22,13,9VT,usa,Chip_Grenier,Chip Grenier,Last Call Racing,,Toyota,99,410,handling,0,49
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,23,10,32VT,usa,Jean-Paul_Cyr,Jean-Paul Cyr,Harrison Redi-Mix / Vermont Tech,,Chevrolet,76,410,handling,0,47
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,24,6,05VT,usa,Craig_Bushey,Craig Bushey,VT Life Safety / Robinson's Inc / K&R Auto,,Chevrolet,46,410,crash,0,48
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,25,26,80QC,canada,Donald_Theetge,Donald Theetge,NAPA 200 Montreal / Circuit Acura,,Honda,46,400,fuel pump,0,35
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,26,17,97NH,usa,Joey_Polewarczyk_Jr,"Joey Polewarczyk, Jr.",Pole's Automotive / NH Precision Metal Fab,,Ford,46,400,crash,0,45
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,27,7,51ME,usa,Ricky_Rolfe,Ricky Rolfe,Brackett Mechanical / RB Performance,,Chevrolet,44,400,suspension,0,47
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,28,9,29NH,usa,Aaron_Fellows,Aaron Fellows,New England Outdoor Furnaces,,Chevrolet,40,400,power steering,0,46
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,29,29,23ME,usa,Dave_Farrington_Jr,"Dave Farrington, Jr.",Atlantic Contracting & Specialties,,Ford,9,400,crash,0,45
2011,AC,2011_New_Hampshire_Governors_Cup_150,2011_01,30,21,82NH,usa,Bobby_Baillargeon,Bobby Baillargeon,Kimball Auto Body,,Chevrolet,3,400,crash,0,35
2011,AC,2011_Merchants_Bank_150,2011_02,1,8,88VT,usa,Nick_Sweet,Nick Sweet,St. J Auto / Packard Fuels,,Pontiac,150,3675,running,59,92
2011,AC,2011_Merchants_Bank_150,2011_02,2,4,97NH,usa,Joey_Polewarczyk_Jr,"Joey Polewarczyk, Jr.",Pole's Automotive / NH Precision Metal Fab,,Ford,150,1645,running,87,102
2011,AC,2011_Merchants_Bank_150,2011_02,3,2,26VT,usa,John_Donahue,John Donahue,National Guard,,Ford,150,1150,running,4,96
2011,AC,2011_Merchants_Bank_150,2011_02,4,10,91QC,canada,Patrick_Laperle,Patrick Laperle,Gestion MN / Patriote Auto / Lasalle Ford,,Ford,150,1120,running,0,79
2011,AC,2011_Merchants_Bank_150,2011_02,5,1,37VT,usa,Brian_Hoar,Brian Hoar,Goss Dodge-Chrysler / RPM Racing Engines,,Dodge,150,1010,running,0,83
2011,AC,2011_Merchants_Bank_150,2011_02,6,21,4ON,canada,Jonathan_Urlin,Jonathan Urlin,Siskinds: The Law Firm,,Chevrolet,149,750,running,0,61
2011,AC,2011_Merchants_Bank_150,2011_02,7,11,02NH,usa,Randy_Potter,Randy Potter,Speedway Sports Park,,Chevrolet,149,745,running,0,82
2011,AC,2011_Merchants_Bank_150,2011_02,8,13,15ME,usa,Ben_Ashline,Ben Ashline,D.S. Norton Construction / Berube's Auto Care,,Chevrolet,149,630,running,0,77
2011,AC,2011_Merchants_Bank_150,2011_02,9,19,78NH,usa,Quinten_Welch,Quinten Welch,IBEW Local 104 / M.A. Bean Associates,,Chevrolet,149,600,running,0,78
2011,AC,2011_Merchants_Bank_150,2011_02,10,17,16NY,usa,Mark_Lamberton,Mark Lamberton,Green's Ace Hardware / Richard Green Trucking,,Chevrolet,149,600,running,0,75
2011,AC,2011_Merchants_Bank_150,2011_02,11,9,40VT,usa,Eric_Chase,Eric Chase,Gary Clay Builders,,Chevrolet,149,540,running,0,71
2011,AC,2011_Merchants_Bank_150,2011_02,12,3,7ME,usa,Glen_Luce,Glen Luce,Whited Peterbilt/Stevens Elec./M&P Auto Parts,,Ford,149,555,running,0,72
2011,AC,2011_Merchants_Bank_150,2011_02,13,23,44VT,usa,Dave_Pembroke,Dave Pembroke,VSECU / Lamoille Valley Ford,,Ford,149,520,running,0,57
2011,AC,2011_Merchants_Bank_150,2011_02,14,14,42VT,usa,Matt_White,Matt White,White's Heating / Bethel Central Market,,Toyota,149,515,running,0,55
2011,AC,2011_Merchants_Bank_150,2011_02,15,6,55VT,usa,Brent_Dragon,Brent Dragon,Beverage Mart / Avery's Sweeping,,Chevrolet,149,510,running,0,64
2011,AC,2011_Merchants_Bank_150,2011_02,16,5,14VT,usa,Phil_Scott,Phil Scott,Casella Waste Services / Lamberton Electric,,Chevrolet,149,460,running,0,53
2011,AC,2011_Merchants_Bank_150,2011_02,17,16,27NH,usa,Wayne_Helliwell_Jr,"Wayne Helliwell, Jr.",E-Keys 4 Cars / Unique Ford,,Ford,148,440,running,0,63
2011,AC,2011_Merchants_Bank_150,2011_02,18,7,89VT,usa,Scott_Payea,Scott Payea,Leahy Press / Quintin Bros. Auto,,Chevrolet,148,430,running,0,48
2011,AC,2011_Merchants_Bank_150,2011_02,19,15,21MA,usa,Pete_Yetman,Pete Yetman,Hinsdale Trading Company,,Chevrolet,148,420,running,0,59
2011,AC,2011_Merchants_Bank_150,2011_02,20,26,9VT,usa,Chip_Grenier,Chip Grenier,Last Call Racing,,Toyota,148,415,running,0,53
2011,AC,2011_Merchants_Bank_150,2011_02,21,25,25VT,usa,David_Whitcomb,David Whitcomb,Ferguson Waterworks,,Chevrolet,148,410,running,0,41
2011,AC,2011_Merchants_Bank_150,2011_02,22,18,99VT,usa,Cody_Blake,Cody Blake,North Country FCU / Cody Chevrolet,,Chevrolet,148,410,running,0,49
2011,AC,2011_Merchants_Bank_150,2011_02,23,12,07ME,usa,Scott_Luce,Scott Luce,Pitcher Perfect Tires / C-Prime,,Chevrolet,148,410,running,0,49
2011,AC,2011_Merchants_Bank_150,2011_02,24,20,07MA,usa,Tom_Carey_Jr,"Tom Carey, Jr.",Summit Ice,,Ford,148,410,running,0,37
2011,AC,2011_Merchants_Bank_150,2011_02,25,22,41VT,usa,Jamie_Aube,Jamie Aube,American Legion Post 14,,Chevrolet,147,410,running,0,46
2011,AC,2011_Merchants_Bank_150,2011_02,26,27,16VT,usa,Joey_Becker,Joey Becker,Green's Ace Hardware / Richard Green Trucking,,Chevrolet,146,410,running,0,45
2011,AC,2011_Merchants_Bank_150,2011_02,27,29,32VT,usa,Jean-Paul_Cyr,Jean-Paul Cyr,Harrison Redi-Mix / Vermont Tech,,Chevrolet,146,410,running,0,45
2011,AC,2011_Merchants_Bank_150,2011_02,28,28,1VT,usa,Brett_Wheeler,Brett Wheeler,Spherion / Army ROTC / Texas Roadhouse,,Chevrolet,146,410,running,0,45
2011,AC,2011_Merchants_Bank_150,2011_02,29,24,58VT,usa,Jimmy_Hebert,Jimmy Hebert,Hebert Excavation / Lowery's Auto Sales,,Chevrolet,146,410,running,0,35
2011,AC,2011_Merchants_Bank_150,2011_02,30,30,23ME,usa,Dave_Farrington_Jr,"Dave Farrington, Jr.",Atlantic Contracting & Specialties,,Ford,146,410,running,0,45
2011,AC,2011_Spring_Green_111,2011_03,1,11,37VT,usa,Brian_Hoar,Brian Hoar,Goss Dodge-Chrysler / RPM Racing Engines,,Dodge,111,3050,running,45,105
2011,AC,2011_Spring_Green_111,2011_03,2,13,26VT,usa,John_Donahue,John Donahue,National Guard,,Ford,111,1595,running,0,93
2011,AC,2011_Spring_Green_111,2011_03,3,9,34NH,usa,Todd_Davis,Todd Davis,R.E. Hinkley Co. / Cricket's NAPA,,Dodge,111,1000,running,0,69
2011,AC,2011_Spring_Green_111,2011_03,4,7,7ME,usa,Glen_Luce,Glen Luce,Whited Peterbilt/Stevens Elec./M&P Auto Parts,,Ford,111,700,running,0,88
2011,AC,2011_Spring_Green_111,2011_03,5,27,15ME,usa,Ben_Ashline,Ben Ashline,D.S. Norton Construction / Berube's Auto Care,,Chevrolet,111,600,running,0,83
2011,AC,2011_Spring_Green_111,2011_03,6,1,4ME,usa,Brad_Babb,Brad Babb,McGoldrick Bros. Blasting / Babb & Sons Wood,,Chevrolet,111,550,running,4,87
2011,AC,2011_Spring_Green_111,2011_03,7,2,18VT,usa,Jamie_Fisher,Jamie Fisher,S.D. Ireland Cancer Research Fund,,Chevrolet,111,550,running,6,85
2011,AC,2011_Spring_Green_111,2011_03,8,6,05VT,usa,Craig_Bushey,Craig Bushey,Vermont Life Safety / Miller Auto Group,,Chevrolet,111,500,running,49,80
2011,AC,2011_Spring_Green_111,2011_03,9,15,02NH,usa,Randy_Potter,Randy Potter,Speedway Sports Park,,Chevrolet,111,475,running,0,75
2011,AC,2011_Spring_Green_111,2011_03,10,20,78NH,usa,Quinten_Welch,Quinten Welch,IBEW Local 104 / M.A. Bean Associates,,Chevrolet,111,500,running,0,73
